Gene = osp
Position 2718: 0.07171268461170345
Position 2317: 0.030456198830883505
Position 2517: 0.02997353001145834
Position 3371: 0.02888456815716315
Position 2739: 0.020949009667275306
Position 946: 0.020597064122627243
Position 2995: 0.020449729205140023
Position 3094: 0.019536345799949617
Position 2747: 0.011372173942481658
Position 1020: 0.009481437940142142
Position 1227: 0.009258263738604475
Position 3231: 0.007851632745071021
Position 3496: 0.007692558051932028
Position 1255: 0.0058408865831964625
Position 2830: 0.005081980922887143
Position 3184: 0.004542588352424149
Position 1554: 0.003441954612464315
Position 3504: 0.0033358615501678244
Position 3524: 0.0031907181487852753
Position 3178: 0.0030669075370538643
Position 737: 0.0023813943401507576
Position 3384: 0.002273244517645244
Position 1343: 0.002190822933523656
Position 1842: 0.002189884670438862
Position 1753: 0.002130254983402111
Position 2725: 0.002106767789576915
Position 3120: 0.002008780805897831
Position 1064: 0.00182611848866633
Position 1484: 0.0016968451809844932
Position 611: 0.0016938073818481038
Position 996: 0.0016922222498831413
Position 3174: 0.001593729205437864
Position 3411: 0.0015109302842389557
Position 3549: 0.0014587268450086406
Position 646: 0.0013405976885002202
Position 1173: 0.001309086801793132
Position 2152: 0.0010504632682746564
Position 1847: 0.001045582569635005
Position 1602: 0.0007453692244184524
Position 649: 0.0007355100166164784
Position 2108: 0.0007212508809221188
Position 2320: 0.0006041586054412836
Position 1487: 0.000552378918011174
Position 2811: 0.0005148985710740601
Position 546: 0.00016089136712666962
Position 3344: 6.583613852493712e-05
Position 575: 6.528931889549159e-05
Position 449: 5.135117681754526e-05
Position 3100: 4.685801785294133e-05
Position 1578: 3.407429843618734e-05
Position 294: 3.0251655792596766e-05
Position 428: 1.4835865727736528e-05
Position 25703: 1.388185172823454e-05
Position 388: 9.102361808054633e-06
Position 1278: 4.936559358372321e-06
Position 391: 4.7348252124341784e-06
Position 399: 4.62005296612791e-06
Position 1004: 4.577047492116999e-06
Position 1131: 4.186486708326074e-06
Position 746: 3.309398483140589e-06
Position 508: 2.7114214726719842e-06
Position 23938: 2.3467253220999936e-06
Position 1326: 1.840800184065157e-06
Position 467: 1.7427249003057418e-06
Position 156: 1.6979403486871048e-06
Position 841: 1.48350017996324e-06
Position 299: 1.2853283063057433e-06
Position 1660: 1.2399744007272257e-06
Position 417: 1.2166151510516204e-06
Position 533: 9.525454222361615e-07
Position 926: 9.161885869446503e-07
Position 1070: 7.092183009281829e-07
Position 835: 7.08900342750772e-07
Position 437: 6.751182570268667e-07
Position 11850: 5.540593525852508e-07
Position 2051: 4.4190405831803716e-07
Position 953: 3.3657609793732395e-07
Position 929: 3.245903010976999e-07
Position 1679: 2.5327302187826617e-07
Position 2017: 2.5053058431872014e-07
Position 808: 2.323347768322853e-07
Position 135: 2.0047087586482714e-07
Position 657: 1.5763869174386578e-07
Position 11973: 1.3895901730189716e-07
Position 784: 1.2779482457544357e-07
Position 1531: 1.1495931803138345e-07
Position 401: 1.1261121592954098e-07
Position 1379: 8.393433056366711e-08
Position 20658: 7.530482818729652e-08
Position 10752: 7.404765706017227e-08
Position 1142: 5.734511035825305e-08
Position 433: 5.4610092572135935e-08
Position 873: 4.9413663001186247e-08
Position 921: 3.9882314722340314e-08
Position 5838: 3.749052593969673e-08
Position 11988: 3.4643370644729974e-08
Position 308: 3.133448688738779e-08
Position 219: 2.8111759342392085e-08
Position 184: 2.7672201604482468e-08
Position 315: 2.5132613049883166e-08
Position 814: 2.4014357609710383e-08
Position 14112: 2.0051418580118773e-08
Position 13992: 1.8318699464179614e-08
Position 15306: 1.1122503645154923e-08
Position 14904: 1.0753719510403457e-08
Position 1419: 1.0449294215009537e-08
Position 168: 9.983117160417055e-09
Position 13065: 9.346933952978498e-09
Position 1410: 7.99657630990361e-09
Position 5978: 7.3286855347774875e-09
Position 11755: 7.234551126251502e-09
Position 7030: 7.2021033266420635e-09
Position 15471: 6.9497205205455414e-09
Position 12046: 6.6308871562755906e-09
Position 11918: 6.319151128753828e-09
Position 15862: 5.775518303993056e-09
Position 1676: 4.911669139373882e-09
Position 7581: 4.8283286633767314e-09
Position 12165: 4.740292073287619e-09
Position 819: 4.3846952369220666e-09
Position 5412: 3.885102676914341e-09
Position 14100: 2.94575203223033e-09
Position 10997: 2.880953601339601e-09
Position 11649: 2.4972275887299604e-09
Position 6699: 2.4432738478894677e-09
Position 7667: 2.3262562502694084e-09
Position 5576: 2.29684906385229e-09
Position 10064: 2.2331520879441417e-09
Position 12524: 2.038927665345664e-09
Position 8756: 2.0335824047658684e-09
Position 5795: 1.917018381060198e-09
Position 10682: 1.8938619791315377e-09
Position 6006: 1.7530069861367638e-09
Position 13949: 1.7088471808755395e-09
Position 5987: 1.5843276627582137e-09
Position 6943: 1.3744214103676662e-09
Position 9995: 1.3519248716486142e-09
Position 9803: 1.289574097550265e-09
Position 7079: 1.2533058695839223e-09
Position 4272: 1.155840611775985e-09
Position 7846: 8.454223468243733e-10
Position 5459: 8.342246911522802e-10
Position 4706: 8.078868346677948e-10
Position 6993: 8.034041972560745e-10
Position 7429: 7.74046633613052e-10
Position 14929: 7.360195227509407e-10
Position 14969: 6.991217428896297e-10
Position 3685: 6.885839795129415e-10
Position 7102: 6.282168619493223e-10
Position 5283: 5.598961528794009e-10
Position 810: 5.156652057799247e-10
Position 3851: 5.041505197202268e-10
Position 16055: 5.027917916754152e-10
Position 7870: 4.227739296679584e-10
Position 8601: 4.1971680100620973e-10
Position 1101: 3.7941416981228134e-10
Position 124: 3.125487603681212e-10
Position 7386: 2.706302990428291e-10
Position 3728: 2.4965476188160927e-10
Position 3914: 2.49447194290324e-10
Position 3896: 2.4708581372748493e-10
Position 165: 2.371423086680494e-10
Position 303: 2.2253147725518646e-10
Position 4631: 1.7638178982248717e-10
Position 4900: 1.7403162932772241e-10
Position 6586: 1.6232175016369393e-10
Position 749: 1.611168053345737e-10
Position 5435: 1.561743966277033e-10
Position 4667: 1.5603930576558395e-10
Position 12845: 1.5340444069777618e-10
Position 7712: 1.52764794355217e-10
Position 4046: 1.448304607141689e-10
Position 7639: 1.3692434680098276e-10
Position 4275: 1.319686937373822e-10
Position 5499: 1.3152074104669588e-10
Position 4316: 9.445080704594411e-11
Position 2862: 9.035703813356149e-11
Position 3757: 8.95594487516426e-11
Position 5310: 8.652061439348683e-11
Position 2589: 8.033017120770471e-11
Position 1558: 7.691313349316267e-11
Position 12486: 7.077074442628229e-11
Position 4225: 6.917909175983056e-11
Position 4869: 6.895435208799144e-11
Position 12557: 5.5547759246485764e-11
Position 2326: 4.882155872048652e-11
Position 1767: 4.570196190409654e-11
Position 14354: 4.207394569386226e-11
Position 12504: 2.861631861743204e-11
Position 14648: 2.792336153211209e-11
Position 15358: 2.3954504173749893e-11
Position 178: 2.2196322657867877e-11
Position 451: 1.5447770416455538e-11
Position 14990: 1.4596213105383965e-11
Position 15442: 1.2215056939998479e-11
Position 12001: 9.818026684841254e-12
Position 2149: 6.9025138001855175e-12
Position 2521: 5.426190004191119e-12
Position 2204: 4.588087248509669e-12
Position 2454: 2.72754028782922e-12
Position 1723: 2.305237543026608e-12
Position 7590: 1.5819260131315722e-12
Position 1520: 1.2820881412593198e-12
Position 5676: 8.792523767116701e-13
Position 5267: 7.094413688992837e-13
Position 5891: 5.897096955106142e-13
Position 12215: 4.981749332937936e-13
Position 4366: 3.2658385448353193e-13
Position 6751: 2.45810166254249e-13
Position 11007: 2.1706305860409578e-13
Position 3823: 2.052061698559321e-13
Position 4849: 1.8188494318159626e-13
Position 4803: 1.3160313275158424e-13
Position 5083: 1.2180294190761347e-13
Position 3811: 1.1276419675162644e-13
Position 6099: 8.77174785049766e-14
Position 1779: 8.197149316743405e-14
Position 4546: 7.873279934770508e-14
Position 1890: 7.274490744293714e-14
Position 4711: 6.072739760703751e-14
Position 4169: 5.1460422314429426e-14
Position 7715: 4.691151725249887e-14
Position 1883: 2.0224057336058838e-14
Position 1566: 1.832984900142803e-14
Position 2260: 1.7938931260082124e-14
Position 6234: 1.659787571964208e-14
Position 6250: 1.601583040552109e-14
Position 9921: 1.5646461122285663e-14
Position 10035: 1.4430783095304847e-14
Position 9672: 1.2455608775308065e-14
Position 4767: 1.1569959993511612e-14
Position 6253: 1.252553842982514e-15
Position 4483: 1.0366247816550328e-16
Position 6127: 1.0361450744792325e-16
Position 362: 6.235570427103148e-20
Position 175: 1.404943064366025e-20
