Gene = vri
Position 393: 5.442502349333659e-08
Position 96: 5.329708370824778e-08
Position 19093: 5.1218536213081105e-08
Position 561: 2.6532400946266246e-08
Position 19143: 2.633663535982605e-08
Position 938: 2.6328963114364375e-08
Position 118: 1.0443347689459877e-08
Position 1223: 1.0120523671063052e-08
Position 338: 8.62335231216484e-09
Position 6670: 8.521841578945008e-09
Position 381: 6.147537486928106e-09
Position 1211: 5.99746147249911e-09
Position 116: 5.617839404338002e-09
Position 4: 1.4267716268458998e-09
Position 106: 1.2275601019622913e-09
Position 50: 1.1793650121289507e-09
Position 913: 3.155219464885169e-10
Position 883: 2.0528062224451937e-10
Position 756: 1.646866497281346e-10
Position 1418: 1.607868998872983e-10
Position 759: 9.0316272598722e-11
Position 11: 8.551605503451731e-11
Position 726: 3.161589697637072e-11
Position 1503: 2.0004088004773564e-12
Position 1080: 3.3286701914147866e-15
Position 731: 7.908629086190037e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 18620: 0.999735169835269
Position 19076: 0.9563633804442752
Position 10570: 0.5094826320847895
Position 13166: 0.3047702463105287
Position 13376: 0.29810786153172614
Position 21020: 0.2442445872258472
Position 10369: 0.23199377025222184
Position 11173: 0.20579156961760292
Position 21555: 0.18859209637497032
Position 12421: 0.15685252639683137
Position 11871: 0.13477400261625336
Position 21841: 0.11657953660830797
Position 12881: 0.08994395010253525
Position 11921: 0.07552312042496447
Position 8598: 0.06718572563010314
Position 9636: 0.06264609332537674
Position 9668: 0.05486680383517473
Position 19032: 0.03665399287361059
Position 6443: 0.032214009276209946
Position 11195: 0.019979129143568985
Position 10212: 0.017858788272499763
Position 6141: 0.017200739630157474
Position 6304: 0.016310820164005722
Position 21155: 0.014741971405310592
Position 5432: 0.014728515485889215
Position 5479: 0.014475741898471067
Position 22168: 0.014463423447232773
Position 10634: 0.01352457351570574
Position 22272: 0.013226056293823108
Position 21257: 0.012204104363613596
Position 13049: 0.01218238093086889
Position 19975: 0.010806593952527832
Position 6398: 0.009944860079413012
Position 21479: 0.008994063141541445
Position 21261: 0.008993942671828873
Position 12487: 0.008850611254424314
Position 14200: 0.008797309746954385
Position 726: 0.008695312743966798
Position 13746: 0.00849971849224408
Position 22221: 0.007633233601932134
Position 12570: 0.007089407624791697
Position 2541: 0.0068292596768447745
Position 11131: 0.006516847124261607
Position 19774: 0.006394027952897646
Position 12154: 0.005716894405400754
Position 699: 0.004363176920678021
Position 5489: 0.0038960568944060195
Position 9608: 0.0038703573500055606
Position 14226: 0.003779487481043484
Position 21583: 0.003568842302976678
Position 2866: 0.0033896677743623232
Position 5519: 0.0033180716071831867
Position 21190: 0.0032659629439963944
Position 21446: 0.003039618676406186
Position 11338: 0.0026976953505593562
Position 10023: 0.002445917578714149
Position 20986: 0.0024107830625170294
Position 13785: 0.001941278841686179
Position 3049: 0.0018963607372430398
Position 4144: 0.0017781780621929674
Position 10094: 0.0017130255478556165
Position 8714: 0.0015007472937083267
Position 3005: 0.0013444472030190511
Position 8547: 0.0012691911627964437
Position 21928: 0.001106273068308239
Position 8025: 0.0010394214116705386
Position 20010: 0.0009224650506640474
Position 1094: 0.0009198304998636906
Position 2898: 0.0008817666192706846
Position 8575: 0.0008106728923367261
Position 6554: 0.0007755596858912378
Position 19789: 0.0007348045592409098
Position 5159: 0.0006370226620878358
Position 1195: 0.0006108468078587732
Position 19819: 0.0005555048207940145
Position 13828: 0.0005518925437406861
Position 7808: 0.0005318752193008694
Position 21028: 0.0005166414238096399
Position 7378: 0.000512025807271582
Position 10954: 0.0005054751514795789
Position 22141: 0.0004812792953564244
Position 21324: 0.00045341181241784266
Position 5073: 0.0004511425208241799
Position 2393: 0.0004400255123099811
Position 9161: 0.00041146325185943537
Position 20072: 0.00040538651860924294
Position 20625: 0.0004045416571960529
Position 19703: 0.00038925109778757336
Position 1740: 0.0003783417614877726
Position 6469: 0.0003770531087494004
Position 9055: 0.0003694922188689592
Position 22059: 0.0003614161927945038
Position 1076: 0.00035813023439271
Position 1223: 0.00035123503589907194
Position 2015: 0.0003473885933242134
Position 20458: 0.00032087984537403454
Position 19813: 0.00031890051249262505
Position 19040: 0.00031367342088005275
Position 2139: 0.00031178908194564936
Position 9549: 0.00031061497145179365
Position 9876: 0.0003074958723869531
Position 1635: 0.00029407307917140283
Position 3060: 0.0002938836366605104
Position 6449: 0.0002590181813985615
Position 3868: 0.0002533174591799121
Position 9879: 0.00024304265201033302
Position 11935: 0.00024159190388495287
Position 12056: 0.0002353079422045683
Position 11967: 0.00022350932774340616
Position 6570: 0.00021269623891229878
Position 20521: 0.00020989186561990022
Position 1290: 0.00017198779811640277
Position 1211: 0.00016328012571454557
Position 1235: 0.00015530994297674258
Position 703: 0.0001539224376727468
Position 9527: 0.00014701105487014953
Position 827: 0.00012231353159875772
Position 19801: 0.00011780192828479802
Position 19555: 0.00010895708077666172
Position 2033: 9.125914601060999e-05
Position 756: 9.098916392881158e-05
Position 19870: 7.024085932031161e-05
Position 1947: 5.44944927756847e-05
Position 2817: 5.3878645311478076e-05
Position 6003: 5.285453854376506e-05
Position 8946: 5.131345953777301e-05
Position 1561: 4.967318764463061e-05
Position 665: 4.321201301916789e-05
Position 1909: 4.294789569917553e-05
Position 1145: 3.631356867972741e-05
Position 2265: 3.3498902398552594e-05
Position 2547: 2.9658631593523744e-05
Position 266: 2.5299539574884745e-05
Position 5852: 2.5124764380722433e-05
Position 19546: 2.3246788143338608e-05
Position 3454: 2.2535664011889534e-05
Position 7974: 2.1844729045609004e-05
Position 3978: 2.0255156990527303e-05
Position 7832: 1.989215077998968e-05
Position 7971: 1.7899630046537006e-05
Position 1666: 1.7326736242568847e-05
Position 4614: 1.6813328431453952e-05
Position 1293: 1.4129368143544003e-05
Position 1926: 1.246646992017394e-05
Position 19528: 9.838473669868968e-06
Position 1698: 9.458830322666116e-06
Position 412: 4.869396730819471e-06
Position 2507: 4.203513752727776e-06
Position 21241: 4.197778154410852e-06
Position 6454: 3.793392235680542e-06
Position 4419: 3.42368539949331e-06
Position 2839: 3.2070756740207703e-06
Position 836: 3.048236945095139e-06
Position 1475: 2.866399248623479e-06
Position 3390: 2.8212698775944057e-06
Position 993: 2.443833347189909e-06
Position 3967: 2.318463877905784e-06
Position 3891: 2.2988246914149418e-06
Position 487: 2.217171956435011e-06
Position 2420: 2.0338950192086674e-06
Position 651: 2.0217439820957466e-06
Position 4200: 1.920298480840628e-06
Position 3788: 1.8040718351848177e-06
Position 1493: 1.5524769891089602e-06
Position 2170: 1.4419757390844135e-06
Position 1543: 1.358561701342733e-06
Position 2745: 1.3417481776683754e-06
Position 381: 1.2872511936504224e-06
Position 1147: 1.2479834243753186e-06
Position 350: 1.15726168564246e-06
Position 3902: 1.019650922407482e-06
Position 414: 7.292357438742655e-07
Position 1719: 7.014881442909888e-07
Position 5849: 6.965311955129881e-07
Position 19207: 4.837833928420474e-07
Position 428: 4.578619754255085e-07
Position 19393: 4.160135576961561e-07
Position 19264: 3.8536121631465826e-07
Position 2066: 2.9715530747446394e-07
Position 2058: 2.8246715229535886e-07
Position 19117: 2.62170826976516e-07
Position 19521: 2.5804894023823535e-07
Position 19143: 2.4532982974857643e-07
Position 2046: 9.430343152893557e-08
Position 921: 9.424460047435638e-08
Position 1360: 8.696831895003978e-08
Position 273: 3.325052817255262e-08
Position 998: 2.9434933649548586e-08
Position 855: 2.545637596864471e-08
Position 233: 1.0053158861928897e-08
Position 3285: 6.9621307678679045e-09
Position 19110: 7.035145742828252e-10
Position 175: 4.550613929589568e-10
Position 883: 9.420011243193218e-11
Position 559: 2.881209501883684e-11
Position 972: 1.8964994247559136e-11
Position 632: 1.1923928274339187e-11
Position 2974: 8.979861257869741e-12
Position 3014: 8.713372151065093e-12
Position 204: 5.79845490763204e-12
Position 2873: 3.2678282245340683e-12
Position 2347: 3.265841377029448e-12
Position 539: 2.3665847175003796e-12
