Gene = SRm160
Position 1628: 9.954333982214565e-05
Position 689: 9.222857285571112e-05
Position 959: 9.06825749807787e-05
Position 1047: 8.924170533697473e-05
Position 3409: 7.276330320293176e-05
Position 2377: 7.019256105353205e-05
Position 426: 6.225865417208061e-05
Position 3149: 5.507080984798884e-05
Position 2750: 5.389464339386514e-05
Position 634: 5.360591574666214e-05
Position 998: 5.3149334143404625e-05
Position 1711: 5.2764392686021976e-05
Position 3674: 4.8072986126677674e-05
Position 2238: 4.5624801760486495e-05
Position 1070: 4.3755174087686145e-05
Position 3280: 4.188545794685739e-05
Position 1295: 4.048089023460659e-05
Position 3382: 3.7069244959716045e-05
Position 2208: 3.612652923472293e-05
Position 950: 3.4109339113328904e-05
Position 928: 3.2681476726026406e-05
Position 644: 3.1970725195872436e-05
Position 1570: 3.120509305365084e-05
Position 2648: 3.110279781615086e-05
Position 2998: 2.9980665901698516e-05
Position 833: 2.9890713080978864e-05
Position 1834: 2.953946241161386e-05
Position 4065: 2.7159874508293697e-05
Position 2645: 2.6680284866097852e-05
Position 3464: 2.631997133366585e-05
Position 641: 2.5486776206135807e-05
Position 2157: 2.5057341622604226e-05
Position 713: 2.4944933624922327e-05
Position 1454: 2.463207447514005e-05
Position 1704: 2.2921354038051232e-05
Position 1583: 2.1921093675668048e-05
Position 3074: 2.100756687258302e-05
Position 3715: 2.063272543162882e-05
Position 1644: 2.056282614692571e-05
Position 4011: 1.8868545313699926e-05
Position 1161: 1.6129818598886194e-05
Position 3317: 1.4766484927057313e-05
Position 3581: 1.437627242679685e-05
Position 268: 1.427498585610539e-05
Position 1325: 1.3722114554634972e-05
Position 117: 1.2772049179691472e-05
Position 3116: 1.1555382684622537e-05
Position 2766: 1.1135322533535059e-05
Position 668: 1.103440882183488e-05
Position 708: 1.0691193309303736e-05
Position 3335: 1.0602871733783408e-05
Position 198: 1.0523714525458612e-05
Position 2111: 1.0463944134770787e-05
Position 3152: 1.0255537957124103e-05
Position 3340: 1.0133522034464325e-05
Position 3485: 8.213840188254662e-06
Position 1565: 8.192224295525772e-06
Position 4099: 8.118001128468068e-06
Position 2642: 7.966528982777008e-06
Position 809: 7.856474462626305e-06
Position 650: 7.69356169643464e-06
Position 770: 7.238864264077048e-06
Position 3214: 6.757370147593768e-06
Position 2169: 6.72931522243999e-06
Position 3308: 6.566130608734702e-06
Position 743: 6.215254403332041e-06
Position 1510: 6.204605368522616e-06
Position 3163: 5.665259409237825e-06
Position 647: 5.382289470909747e-06
Position 2438: 5.351807031862707e-06
Position 1388: 4.564790744820984e-06
Position 3424: 4.0181106006171745e-06
Position 3020: 3.973271759841109e-06
Position 97: 3.8789043980123806e-06
Position 1382: 3.719207841685791e-06
Position 3286: 3.673404358629839e-06
Position 1989: 3.3452675206950175e-06
Position 3578: 3.3418922410705933e-06
Position 146: 3.307914325763487e-06
Position 2276: 3.168786311932388e-06
Position 3023: 3.1486462957529277e-06
Position 3062: 2.995915565280659e-06
Position 2049: 2.9849104269242298e-06
Position 2495: 2.935647967041538e-06
Position 2288: 2.8453782387610286e-06
Position 79: 2.6353693474302564e-06
Position 2679: 2.454126851104641e-06
Position 166: 2.309080361618018e-06
Position 3545: 2.189824117812374e-06
Position 3248: 2.1333956278965104e-06
Position 3185: 2.097459164939938e-06
Position 3069: 2.0040377202248993e-06
Position 3034: 1.982234951484691e-06
Position 2282: 1.752022074573853e-06
Position 3365: 1.7145735470470217e-06
Position 2651: 1.6655642434384247e-06
Position 385: 1.656400636009288e-06
Position 3533: 1.491533431846975e-06
Position 2968: 1.4312829009336185e-06
Position 2851: 1.3428564276096898e-06
Position 3548: 1.1359309791096288e-06
Position 3371: 9.567844213428593e-07
Position 746: 9.066724960245513e-07
Position 3314: 8.844354152078641e-07
Position 2772: 8.732235686874003e-07
Position 691: 8.056406297710769e-07
Position 2190: 7.816279584269202e-07
Position 3406: 7.531443869062268e-07
Position 101: 6.98878725782431e-07
Position 2897: 6.915546258372701e-07
Position 3421: 6.880885785934358e-07
Position 3029: 6.838668140517671e-07
Position 2921: 6.515900610413841e-07
Position 2172: 6.269617492796317e-07
Position 237: 6.108087857593353e-07
Position 2831: 5.458669242075859e-07
Position 3182: 5.217789603018597e-07
Position 3224: 5.031199446417376e-07
Position 3416: 4.955052834737979e-07
Position 2444: 4.904982462282622e-07
Position 3257: 4.73693377327899e-07
Position 3098: 4.4129981526721023e-07
Position 2474: 4.328376394983924e-07
Position 431: 4.263955496263831e-07
Position 2483: 4.1154820375681885e-07
Position 2876: 3.9970615449001533e-07
Position 3071: 3.9906670758825666e-07
Position 2391: 3.815907812886979e-07
Position 3344: 3.815725008828589e-07
Position 3113: 3.7864691292009826e-07
Position 3083: 3.495780909776811e-07
Position 3516: 3.439811511990964e-07
Position 3440: 3.326911528278159e-07
Position 3294: 3.247711580382288e-07
Position 2450: 3.135752540949547e-07
Position 3086: 3.0889788776534295e-07
Position 2432: 3.042084825012147e-07
Position 3122: 3.020337610576044e-07
Position 3323: 2.900460351391123e-07
Position 3089: 2.669419722286734e-07
Position 2369: 2.3394285071288387e-07
Position 2879: 2.333972145324344e-07
Position 3008: 2.2881662201221592e-07
Position 2930: 2.2524496881464243e-07
Position 2255: 2.2305117591821964e-07
Position 3332: 2.2084180493998533e-07
Position 2987: 2.19406144777354e-07
Position 2178: 1.821248264408932e-07
Position 3044: 1.7802680804544554e-07
Position 3254: 1.7015842534403843e-07
Position 3092: 1.67004894293625e-07
Position 3242: 1.666732695193758e-07
Position 2397: 1.600949307416579e-07
Position 2130: 1.3960398868928907e-07
Position 2873: 1.2204383343398904e-07
Position 3362: 1.1780930133398205e-07
Position 1998: 1.1775228473141386e-07
Position 3077: 1.1092510961126451e-07
Position 3296: 1.0530341145279328e-07
Position 1948: 1.004911350457889e-07
Position 2710: 9.68234146478454e-08
Position 3047: 9.282907220652048e-08
Position 2869: 9.195913486309385e-08
Position 3353: 8.944069417264093e-08
Position 2975: 8.886195850898653e-08
Position 2402: 8.733956666096334e-08
Position 2667: 7.218001576089756e-08
Position 2549: 7.095406703778527e-08
Position 2054: 6.947968987003687e-08
Position 2927: 6.485088554058064e-08
Position 2894: 5.578256949126227e-08
Position 175: 5.302028252807849e-08
Position 84: 5.077591406693829e-08
Position 2429: 4.1142710458453896e-08
Position 179: 3.997727452544579e-08
Position 163: 3.4748022818564324e-08
Position 2947: 3.372242245015675e-08
Position 2600: 2.8692551373937326e-08
Position 2781: 2.851508913204051e-08
Position 249: 2.8492149049481517e-08
Position 1954: 1.6721011377494978e-08
Position 2468: 1.1168969608157719e-08
Position 659: 6.437158110091988e-09
Position 455: 1.2535691413929262e-09
Position 448: 1.2201124885193276e-09
Position 2777: 1.8722894963475091e-10
Position 2833: 1.0892815369411024e-10
Position 2810: 9.320399800736304e-11
Position 2848: 5.87443527637042e-11
Position 2663: 5.273272610951704e-11
Position 2707: 3.546576891317778e-11
Position 2719: 2.207228395894371e-11
Position 148: 1.709932380019846e-11
Position 2836: 8.8613399087428e-12
Position 2858: 5.752111375640909e-12
Position 2912: 7.491087096892273e-13
Position 2697: 7.400470019117304e-13
