Gene = Ndfip
Position 2741: 0.026387486835790806
Position 1824: 0.018609713066556254
Position 5365: 0.016461768672522102
Position 2378: 0.01623787883992428
Position 698: 0.015739430605408736
Position 6488: 0.015230162791285034
Position 797: 0.015136326470154067
Position 3335: 0.01437262805163451
Position 2277: 0.013911179336964822
Position 1693: 0.01312236619041939
Position 5368: 0.010535744678161676
Position 6306: 0.008288848070822905
Position 2924: 0.008273872408970713
Position 1212: 0.007871732285870908
Position 1250: 0.007367722143387563
Position 5839: 0.007158481708360737
Position 406: 0.006908293142719787
Position 1924: 0.005275017167698969
Position 853: 0.004376788101576669
Position 1505: 0.004210698317096426
Position 5982: 0.004036790846074031
Position 2560: 0.003971237075765375
Position 5943: 0.0036506119699731424
Position 828: 0.00334809238400763
Position 1562: 0.0026117159177555666
Position 2160: 0.0025025652778730817
Position 4771: 0.0024527548201775623
Position 3360: 0.0020773766897403973
Position 130: 0.0019924743730236846
Position 2987: 0.0019407952252935236
Position 2887: 0.0019136187045272978
Position 3238: 0.0018635329165798964
Position 5053: 0.0017448705044624637
Position 832: 0.0017405029583938841
Position 360: 0.001696625886791436
Position 503: 0.0013134997133183233
Position 6053: 0.0012296986378652257
Position 5196: 0.0012232210895547603
Position 1282: 0.0010368729950854141
Position 150: 0.000993032937946236
Position 543: 0.0009726461431736297
Position 5212: 0.0009097738408995507
Position 448: 0.0008383115811559994
Position 3005: 0.0007642763734426815
Position 2928: 0.0006608213060422623
Position 1343: 0.0005769128949879427
Position 4993: 0.0005431063663757073
Position 6774: 0.0005423615747409854
Position 1441: 0.0005339755477856577
Position 4634: 0.0005289966505916106
Position 4745: 0.0004983413505973435
Position 2233: 0.0004614545290364567
Position 763: 0.00043331313995000314
Position 1607: 0.00041869924323253277
Position 631: 0.0003793167056295045
Position 4899: 0.00027981280527517775
Position 5200: 0.000241494129794934
Position 566: 0.0002083798438333992
Position 1493: 0.0001851563657572945
Position 981: 0.00015473024049219826
Position 3722: 0.00014848290350562643
Position 4553: 0.00012843203677229454
Position 1369: 0.00012641297085231676
Position 1174: 9.672157080543528e-05
Position 668: 8.344585926146042e-05
Position 1570: 7.018212675713352e-05
Position 4217: 6.09482537157739e-05
Position 4297: 5.9875665672902554e-05
Position 3853: 5.960526892415228e-05
Position 94: 4.695227929957586e-05
Position 156: 3.98475911335842e-05
Position 3554: 2.981189341426049e-05
Position 1126: 2.0167434130523985e-05
Position 374: 1.7859676271901366e-05
Position 280: 1.448947246093412e-05
Position 277: 9.789606262848847e-06
Position 409: 8.704773991481856e-06
Position 1626: 6.595964985614339e-06
Position 110: 5.972975229971178e-06
Position 2061: 5.061908362752154e-06
Position 2009: 3.909721272435227e-06
Position 1845: 3.7548586474861154e-06
Position 370: 1.9417226324651087e-06
Position 182: 1.619626551538275e-06
Position 312: 3.157935815538069e-07
Position 1585: 3.103430141772847e-07
Position 300: 2.949360941423072e-07
Position 427: 2.8273171771701474e-07
Position 456: 2.2965954354922671e-07
Position 99: 1.8203020831581902e-07
Position 381: 1.516138179741658e-07
Position 223: 1.0302418141549122e-07
Position 240: 9.25749131876653e-08
Position 582: 5.739249736031468e-08
Position 288: 3.073950757169376e-08
Position 247: 1.1101440776630963e-08
Position 317: 8.519644293755705e-09
Position 326: 8.020986246097363e-09
Position 420: 7.717516396141197e-09
Position 385: 6.070768379636437e-09
Position 462: 4.103776503325712e-09
Position 68: 6.103125142111017e-10
Position 242: 2.566988526354776e-10
Position 225: 8.809315739048077e-13
Position 227: 3.8205327802889254e-14
