Gene = Capr
Position 1904: 0.01500297662705936
Position 3168: 0.014840700744990672
Position 4682: 0.013183500874143592
Position 2292: 0.011862712217867765
Position 3402: 0.0063234806983659105
Position 1949: 0.00553189833537743
Position 3399: 0.005483756328503237
Position 5147: 0.005418368255111702
Position 3171: 0.004821609184511239
Position 1605: 0.0038894389543999643
Position 2205: 0.003886086958992164
Position 1250: 0.003721330281754411
Position 1261: 0.0036984814301550236
Position 1925: 0.0031962782941356844
Position 4950: 0.002934504584044195
Position 1104: 0.0029302260739304435
Position 4493: 0.002888387305295021
Position 3574: 0.0027050562132184433
Position 1686: 0.002648983887802795
Position 869: 0.0020964347996920226
Position 1273: 0.002080253283490979
Position 1035: 0.0019185230917749272
Position 4451: 0.0017706641892842882
Position 5062: 0.001219789271744583
Position 501: 0.0011825459501030669
Position 1279: 0.0011000808467834147
Position 827: 0.0009157857356314621
Position 1539: 0.0009141929156043909
Position 3834: 0.0008421307990605208
Position 1577: 0.0008373519634355584
Position 1146: 0.0008150521762706525
Position 3066: 0.0007175372967492172
Position 3598: 0.0006956131995138296
Position 1368: 0.0006413265093204559
Position 2202: 0.0005741287662320236
Position 1305: 0.000516086354847719
Position 2105: 0.0005068563916267896
Position 4829: 0.0005058407238907306
Position 1051: 0.0005053022952385035
Position 876: 0.00046668694427797613
Position 2247: 0.00042248558481007944
Position 3084: 0.00034315968860283534
Position 1934: 0.0003426064455501765
Position 1413: 0.00031725909274718934
Position 2889: 0.000312909139414322
Position 4617: 0.00027211773204982624
Position 1515: 0.00026712468927356654
Position 5166: 0.00026702409638012446
Position 3577: 0.00024050700576793435
Position 622: 0.00021777871948183423
Position 4472: 0.0002145614472252011
Position 4651: 0.00021373543660962
Position 2707: 0.0001898217218457446
Position 4734: 0.000189386607233995
Position 1980: 0.00018699924610996761
Position 1987: 0.00018362493216757896
Position 2541: 0.00018059588895177943
Position 4812: 0.00017591565443967816
Position 4870: 0.00017535492054102054
Position 4932: 0.00016115313553858503
Position 2943: 0.00015076356443343168
Position 2260: 0.0001480655613977806
Position 2922: 0.00013799887198906411
Position 2363: 0.0001354776982076362
Position 3017: 0.00011872949956527357
Position 3342: 0.0001171525709039358
Position 2547: 0.00011646287029697043
Position 3312: 0.00011573555349588533
Position 1683: 0.00011111985151176781
Position 4038: 0.00010450967542680243
Position 3491: 9.494209976121239e-05
Position 645: 9.400928808128838e-05
Position 2183: 9.392508144065292e-05
Position 2301: 8.87696383987021e-05
Position 1346: 7.196042219712381e-05
Position 3315: 6.406261954976091e-05
Position 2515: 6.304232026860842e-05
Position 3123: 6.292116772869071e-05
Position 3802: 6.25543361002839e-05
Position 3805: 5.324351134624207e-05
Position 1334: 5.3174479240921886e-05
Position 1663: 4.9567220986750466e-05
Position 2356: 4.789592338115157e-05
Position 2613: 4.632311532910972e-05
Position 1019: 4.515334740931119e-05
Position 3087: 4.420442702538664e-05
Position 2610: 4.295184200171017e-05
Position 979: 4.110577536442711e-05
Position 3689: 3.731523959490482e-05
Position 1559: 3.7236097834669545e-05
Position 460: 3.4631669136710966e-05
Position 557: 3.380534417796945e-05
Position 503: 3.304850655284586e-05
Position 2757: 3.151617263899402e-05
Position 1136: 3.107300356835526e-05
Position 1721: 3.099443025150164e-05
Position 2886: 3.092116176878106e-05
Position 3668: 3.076259779530043e-05
Position 2652: 2.8438703247111736e-05
Position 454: 2.767202272612768e-05
Position 3043: 2.4880930655327995e-05
Position 1712: 2.453374616306723e-05
Position 2784: 2.4046558216009742e-05
Position 737: 2.3871868297718986e-05
Position 976: 2.1954794669911963e-05
Position 2803: 1.879406782930458e-05
Position 2797: 1.87323531018815e-05
Position 1173: 1.7050487957952593e-05
Position 509: 1.57986733354919e-05
Position 2550: 1.568012789730978e-05
Position 1436: 1.5029039700334308e-05
Position 463: 1.4646425355442807e-05
Position 2631: 1.4421843450849133e-05
Position 512: 1.4398179847020392e-05
Position 588: 1.4300996036868293e-05
Position 960: 1.4074116390719248e-05
Position 642: 1.2487910105314744e-05
Position 2580: 1.2140817203364239e-05
Position 2274: 1.1515333988219241e-05
Position 1693: 1.1395207839586614e-05
Position 1449: 4.497774118326598e-06
Position 1468: 4.114139448988238e-06
Position 1555: 2.5091337238828217e-06
Position 921: 1.71368447078585e-06
Position 1789: 1.6662472250381814e-06
Position 398: 1.5969115640379603e-06
Position 469: 1.5572324729946286e-06
Position 165: 1.3128741996167732e-06
Position 1756: 1.1687538304197715e-06
Position 161: 1.0979120321229728e-06
Position 1792: 9.010175391921646e-07
Position 915: 7.785062838042926e-07
Position 194: 7.579499249765475e-07
Position 536: 5.56451051745422e-07
Position 1786: 4.184180943266862e-07
Position 1777: 3.729540016785657e-07
Position 624: 3.2502696122751245e-07
Position 376: 2.986481020332639e-07
Position 292: 2.7593846672551804e-07
Position 669: 2.752925203595668e-07
Position 1162: 1.7672640420434943e-07
Position 191: 1.3528125949606216e-08
Position 526: 1.2833153936130841e-08
Position 267: 1.1932657447053908e-08
Position 219: 8.069374780709365e-09
Position 404: 6.601949741768204e-09
Position 475: 6.035315089683174e-09
Position 171: 5.358792481169947e-09
Position 380: 3.840658669698062e-09
Position 871: 3.4126067556786417e-09
Position 520: 3.2901265149664462e-09
Position 222: 2.27971767828048e-09
Position 1156: 2.216589423242796e-09
Position 687: 2.1916086146912314e-09
Position 663: 7.448810294351552e-10
Position 296: 5.909781491565791e-10
Position 225: 4.34959158249508e-10
Position 408: 3.581447347265662e-10
Position 188: 3.341791601413456e-10
Position 720: 3.1538740306539924e-10
Position 228: 2.7404399597493666e-10
Position 282: 1.6298728601401344e-10
Position 186: 1.5788927487072347e-10
Position 554: 9.751524651453711e-11
Position 411: 9.73898462245781e-11
Position 414: 4.058100626764739e-11
Position 481: 1.2624303988011788e-11
Position 684: 1.2540654896079273e-11
Position 231: 7.262134286119145e-12
Position 234: 2.559656809387338e-12
Position 124: 5.512049669940904e-19
