Gene = l(2)gd1
Position 3024: 0.00012452231519196805
Position 2485: 0.00012440054440230924
Position 3022: 0.00010590077719821648
Position 1072: 0.00010374112576802155
Position 3554: 0.00010277824192004054
Position 3612: 9.767772208007117e-05
Position 1593: 9.441936693651285e-05
Position 1560: 8.316494705131715e-05
Position 336: 8.116575575174927e-05
Position 73: 7.926548913948901e-05
Position 1869: 7.75834363578533e-05
Position 2968: 7.005882259392859e-05
Position 2139: 6.064012561368853e-05
Position 1116: 5.753295700615571e-05
Position 1391: 5.7524311837804785e-05
Position 1420: 5.5661486665919465e-05
Position 3804: 5.43747608314244e-05
Position 24: 5.220456449974405e-05
Position 785: 4.96010543816615e-05
Position 534: 4.836002291689766e-05
Position 4: 4.373117133977625e-05
Position 1047: 3.663039940093841e-05
Position 3130: 3.582715401841493e-05
Position 456: 3.3735090634487635e-05
Position 986: 3.361935220216248e-05
Position 461: 3.095523095970815e-05
Position 2011: 2.5974186045377318e-05
Position 330: 2.5227614277958833e-05
Position 2943: 2.1689106983450004e-05
Position 2680: 1.9739401320030124e-05
Position 2576: 1.9224007069346526e-05
Position 3398: 1.8865734065473178e-05
Position 2539: 1.706970188026503e-05
Position 2339: 1.664594288113672e-05
Position 27: 1.609169996537572e-05
Position 1133: 1.6001516647668804e-05
Position 2379: 1.3421540175702944e-05
Position 2215: 1.2002655228578796e-05
Position 903: 1.1056821899155485e-05
Position 900: 1.1055386140077534e-05
Position 18: 9.368052129058908e-06
Position 2316: 8.25330051059319e-06
Position 3250: 7.745576611174902e-06
Position 2020: 7.686306686902501e-06
Position 208: 6.9760763518986235e-06
Position 1892: 6.638955850056847e-06
Position 775: 6.552048565283732e-06
Position 1974: 5.95313048818308e-06
Position 1143: 5.870887245430924e-06
Position 3773: 5.321204477089849e-06
Position 2976: 4.964715724281151e-06
Position 2569: 4.490421149387326e-06
Position 2022: 4.285018513060045e-06
Position 1648: 4.2447421972206485e-06
Position 3424: 3.927338308466866e-06
Position 1331: 3.517604286585175e-06
Position 1839: 2.4245214023771615e-06
Position 2271: 2.4141339409798026e-06
Position 2907: 2.3860463373824853e-06
Position 1268: 2.302711201310321e-06
Position 1732: 2.2216983894306737e-06
Position 2987: 2.140659354473101e-06
Position 2229: 1.7160289752381795e-06
Position 956: 1.4495838033497565e-06
Position 3412: 1.185115994159905e-06
Position 893: 1.0139285825030428e-06
Position 2614: 9.748802829436453e-07
Position 2826: 9.576241637064477e-07
Position 623: 9.421052756239061e-07
Position 1850: 8.715118004732697e-07
Position 938: 7.076463164726119e-07
Position 842: 6.020645701480871e-07
Position 596: 5.180376385625691e-07
Position 93: 5.032278729393447e-07
Position 2277: 3.5611359750282894e-07
Position 1789: 3.217415970521458e-07
Position 2511: 1.9727651848949677e-07
Position 1587: 1.336728642222962e-07
Position 242: 1.1138037731516858e-07
Position 2298: 7.4356307295193e-08
Position 2440: 2.3044831316079173e-08
Position 2274: 2.2874629172636275e-08
Position 3176: 1.3041487467453663e-08
Position 3218: 6.847531722517341e-09
Position 270: 5.253604479651085e-09
Position 1929: 4.970971612330989e-09
Position 1291: 4.15390388739615e-09
Position 3256: 3.683759978702414e-09
Position 1663: 3.4505109394280054e-09
Position 412: 2.6884373989120042e-09
Position 810: 2.4082270777338526e-09
Position 1253: 2.357822626004402e-09
Position 563: 2.07271235994484e-09
Position 3191: 1.887461565686059e-09
Position 1168: 1.7872082340107248e-09
Position 3188: 1.0623917421920743e-09
Position 1519: 4.453563223245574e-10
Position 3383: 4.084323404549111e-10
Position 233: 3.731412727982491e-10
Position 251: 3.614611044470524e-10
Position 124: 2.964485423126594e-10
Position 856: 2.1661386153085648e-10
Position 3237: 1.9771735823531267e-10
Position 110: 1.5655344071907125e-10
Position 260: 1.1505972287821415e-10
Position 258: 7.831261608975152e-11
Position 265: 7.273108511457666e-12
Position 2405: 2.203367751035311e-12
Position 2399: 1.9275097812613566e-12
Position 2954: 7.797496505424616e-13
Position 1311: 7.846166667193332e-17
Position 3206: 2.2780636323736964e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.9943227844438726
Position 1922: 0.9921028436914707
Position 2412: 0.9642831827660128
Position 265: 0.8608954726353815
Position 3215: 0.706154433080479
Position 2946: 0.4926959088300758
Position 3589: 0.09659971178571465
Position 2871: 0.05638708268236414
Position 1163: 0.048075031239340184
Position 2218: 0.03857161299326609
Position 3637: 0.031050770730598466
Position 2913: 0.028748081683908668
Position 2244: 0.026039331618304653
Position 2427: 0.021156746469066852
Position 287: 0.020198750215261546
Position 1469: 0.019084176824533557
Position 1556: 0.017526060973795735
Position 3161: 0.016985833368141245
Position 2621: 0.0166016105204192
Position 2624: 0.014008008144426433
Position 2447: 0.013837391008226263
Position 303: 0.00883297988747557
Position 2799: 0.008523725377774946
Position 3217: 0.00807819956518385
Position 3737: 0.0064577063888367255
Position 2695: 0.004487616711084916
Position 1832: 0.004329352317561098
Position 2213: 0.004011119572083171
Position 3167: 0.003680569552916379
Position 649: 0.003152316216830589
Position 2976: 0.002888782795304176
Position 2907: 0.002752700317025525
Position 2745: 0.0021901773724442492
Position 1334: 0.001969897156322446
Position 1196: 0.001888073663137338
Position 1277: 0.0017456622696075117
Position 1072: 0.0015439961675270109
Position 3447: 0.0015433425642649282
Position 3608: 0.001363410090789548
Position 2950: 0.001252622960240282
Position 2253: 0.001219969771110741
Position 1274: 0.001176318343119407
Position 1571: 0.0010120216918120884
Position 1945: 0.0009142213986929505
Position 832: 0.0008757389425883314
Position 1775: 0.0008565180007914423
Position 104: 0.0008475098301451644
Position 443: 0.0008134688976202192
Position 2180: 0.0007924856685589931
Position 2198: 0.0007272102885551321
Position 1337: 0.0006268666511743108
Position 2001: 0.0006184383605916241
Position 900: 0.0006176273725933952
Position 3172: 0.0006101712999013757
Position 1202: 0.0006042527694089199
Position 1675: 0.0005047069270266177
Position 2130: 0.0004425887700028456
Position 1199: 0.0004313729626353461
Position 1646: 0.00038725878553387707
Position 3188: 0.00035129641301560204
Position 756: 0.00034946838516398054
Position 1430: 0.00034672676876212373
Position 2823: 0.00032683569287885903
Position 3521: 0.00031913206041757325
Position 3554: 0.0002797539734812654
Position 1959: 0.00027018952848019813
Position 1306: 0.00026715990497852766
Position 1729: 0.00024828144324166407
Position 423: 0.00024675361997171427
Position 1720: 0.00024424288134239434
Position 1417: 0.00024402239715050925
Position 670: 0.00024230988034545814
Position 3390: 0.00021112921340950885
Position 601: 0.00021088483039506016
Position 1002: 0.0002059384550596648
Position 1639: 0.0001985765064603712
Position 2484: 0.00019392121329700658
Position 2257: 0.00019279276936141055
Position 806: 0.00018883101082361914
Position 1593: 0.00016884879661367136
Position 3059: 0.00016349561801830138
Position 1956: 0.00015895307076439479
Position 1681: 0.0001551422018783027
Position 1678: 0.00015404375773484308
Position 1426: 0.00015400824193509462
Position 1610: 0.00014496218600682043
Position 2459: 0.00013532697237808686
Position 851: 0.00013136249986172078
Position 2753: 0.0001233836158566902
Position 93: 0.00010673551205946746
Position 810: 0.0001038965068824675
Position 1751: 0.00010235923411403561
Position 1622: 0.0001012988496472778
Position 2312: 9.478426462238625e-05
Position 1738: 9.433077482647434e-05
Position 1742: 9.105217088520282e-05
Position 1241: 8.650950827335455e-05
Position 132: 8.39488421121736e-05
Position 350: 8.119758181661739e-05
Position 760: 7.806766784471975e-05
Position 3848: 7.64557829015618e-05
Position 636: 7.48955377819148e-05
Position 1205: 7.058491247153687e-05
Position 2147: 6.853226559303673e-05
Position 578: 6.819208058324717e-05
Position 2722: 5.8927735658022204e-05
Position 1439: 5.6177513059594275e-05
Position 2705: 5.293066447050148e-05
Position 1386: 4.8949581606662294e-05
Position 908: 4.763195285558236e-05
Position 1047: 4.658183813377303e-05
Position 1129: 4.5200945742535224e-05
Position 1763: 4.212789902331611e-05
Position 2290: 3.9292088023331004e-05
Position 2449: 3.761010997038821e-05
Position 1121: 3.2631033678314254e-05
Position 1732: 3.258816099348864e-05
Position 1103: 3.188767744035907e-05
Position 1374: 2.955391632754796e-05
Position 3000: 2.6484015723041842e-05
Position 1560: 2.348464301525815e-05
Position 336: 2.347914526115119e-05
Position 1343: 2.2429736964317952e-05
Position 465: 2.1547521075682066e-05
Position 495: 1.9927075781622782e-05
Position 3743: 1.9875079206639296e-05
Position 1406: 1.985347975865644e-05
Position 3562: 1.759116772671453e-05
Position 3394: 1.6349147875696377e-05
Position 2561: 1.611803970631583e-05
Position 710: 1.5292586381894e-05
Position 2456: 1.4241194768880753e-05
Position 539: 1.3185215599895537e-05
Position 82: 1.2631370894366997e-05
Position 1316: 1.2512097766535971e-05
Position 1297: 1.065067340573929e-05
Position 2719: 1.0400343183672161e-05
Position 2656: 1.0262770867974272e-05
Position 3773: 9.827927690287496e-06
Position 2039: 9.489405829438126e-06
Position 1362: 8.869820583358642e-06
Position 914: 8.843836360383324e-06
Position 817: 8.345611041358073e-06
Position 1807: 8.316732813151072e-06
Position 3261: 8.119654336601148e-06
Position 3758: 7.84386988427527e-06
Position 1082: 7.459701181137972e-06
Position 450: 7.1849416114785405e-06
Position 1223: 7.059107719649413e-06
Position 842: 6.7914744780986955e-06
Position 1396: 6.344326200435174e-06
Position 1168: 5.291492287896985e-06
Position 404: 5.281621557470654e-06
Position 1574: 5.219549173927329e-06
Position 3397: 5.0602319167817195e-06
Position 3417: 5.024558643946082e-06
Position 1786: 4.952570622039908e-06
Position 1143: 4.9287550423622306e-06
Position 1587: 4.750220176844665e-06
Position 2337: 4.743526260703627e-06
Position 688: 4.611943561482427e-06
Position 863: 4.343830261769207e-06
Position 377: 3.989380481099608e-06
Position 2496: 3.503569668505191e-06
Position 1042: 3.4344539069412363e-06
Position 746: 3.3872091411443035e-06
Position 120: 3.2661278876475728e-06
Position 3777: 3.1300381100834472e-06
Position 714: 2.8791819061733496e-06
Position 409: 2.712321395681073e-06
Position 3788: 2.406034781357336e-06
Position 346: 2.092427844328274e-06
Position 667: 1.7723157652409e-06
Position 3267: 1.6340875607285533e-06
Position 2379: 1.4399644596496013e-06
Position 352: 1.4297618812605174e-06
Position 1090: 1.3536940744076833e-06
Position 1211: 1.3184683023217052e-06
Position 1009: 1.291073586469946e-06
Position 3412: 1.2887286489012054e-06
Position 1370: 1.2181588323815799e-06
Position 380: 1.2115722931197833e-06
Position 853: 1.1326855666842236e-06
Position 1985: 1.0833351575020002e-06
Position 63: 1.080801925224408e-06
Position 73: 1.0164133710532975e-06
Position 736: 9.211464957515183e-07
Position 3641: 9.133256939553728e-07
Position 2103: 8.917341336412009e-07
Position 3796: 5.776360779880315e-07
Position 2517: 5.708941163388521e-07
Position 676: 5.091534657612879e-07
Position 2511: 5.081612057069714e-07
Position 3456: 4.970121080215579e-07
Position 2033: 4.148268300848128e-07
Position 2088: 3.2468656364324503e-07
Position 2586: 2.529520380760826e-07
Position 136: 2.2921476626835823e-07
Position 3492: 2.0425724868271157e-07
Position 2529: 1.7949887104153788e-07
Position 3755: 1.7332798933341286e-07
Position 2339: 1.404736108855382e-07
Position 2544: 7.654862036068044e-08
Position 139: 4.138073636774323e-08
Position 2563: 1.9551495578987587e-08
Position 159: 2.354463536883368e-09
Position 156: 1.3044224924617022e-09
Position 2597: 5.799208337574328e-10
Position 2359: 4.5922054043360313e-10
Position 178: 4.133729370326418e-10
Position 143: 2.3822939207143746e-10
Position 145: 9.949784443688957e-11
Position 319: 7.175996532990821e-11
Position 2519: 7.124551012837197e-11
Position 397: 6.372539202407859e-11
Position 726: 4.3972486521247125e-11
Position 149: 3.634185002708813e-11
Position 374: 1.519877968951464e-11
Position 391: 1.3587619474587311e-11
Position 3471: 8.208736048886678e-12
Position 517: 6.523553114943971e-12
Position 2569: 9.00339889279959e-13
Position 198: 5.180182541528452e-14
Position 203: 9.106473316032527e-15
Position 385: 8.797813883146575e-15
Position 183: 1.2383569833416e-15
Position 185: 5.124481990375207e-17
