Gene = Slmap
Position 4703: 0.019479881541909043
Position 1123: 0.014340163074230552
Position 6499: 0.012225990400876416
Position 5254: 0.010257874972769605
Position 1345: 0.009890361609824212
Position 272: 0.009714228319733861
Position 5703: 0.009212498362079208
Position 5728: 0.008522658839391455
Position 1716: 0.007120660964213546
Position 5700: 0.006963451039675301
Position 2759: 0.006793719059535482
Position 6047: 0.006696568595980524
Position 1537: 0.005958217782340369
Position 6306: 0.004252171817056042
Position 1894: 0.0037168094685514847
Position 1638: 0.003656175011661848
Position 1907: 0.0036051555442609506
Position 1826: 0.00287756904729949
Position 1610: 0.00275327371131166
Position 3221: 0.0026984803565287792
Position 5400: 0.0025542738596859753
Position 1783: 0.0025511745128242685
Position 3429: 0.0024970733287753228
Position 1238: 0.0023154647156928606
Position 1422: 0.002130805689475549
Position 819: 0.00211788698688538
Position 1992: 0.0021023697567382526
Position 814: 0.0020454504986594994
Position 6424: 0.0020202489770738187
Position 629: 0.0019530641497121511
Position 1324: 0.0018872681638856675
Position 1458: 0.0018225493718782872
Position 3625: 0.0014523408873770537
Position 1283: 0.0013708620422992518
Position 4178: 0.001360999105205266
Position 1904: 0.001327795447118484
Position 610: 0.0012855829753885028
Position 4729: 0.0012175948498769921
Position 847: 0.001138352022937696
Position 3604: 0.0011365304795947358
Position 1597: 0.0010263397133931026
Position 4670: 0.000817799872957611
Position 626: 0.0007777291434986668
Position 1351: 0.0007150986730848324
Position 1934: 0.0006453921261641565
Position 881: 0.0006099877260770038
Position 5865: 0.0006073147680845585
Position 3410: 0.000593610332557434
Position 434: 0.0005735863680085525
Position 5058: 0.0005409901822918871
Position 1271: 0.0005405157236048836
Position 361: 0.0005339533505633576
Position 6736: 0.0004975162986977287
Position 6096: 0.0004706656459036343
Position 1247: 0.0004663437750847516
Position 1695: 0.0004220833380726412
Position 5451: 0.0004206726828391817
Position 6044: 0.0003712608265924669
Position 1842: 0.00033945461464891645
Position 4606: 0.00033236866747691146
Position 5271: 0.0003248798128450088
Position 6109: 0.00028826718878740914
Position 315: 0.000285148350298999
Position 5878: 0.00026805685023780396
Position 1258: 0.00025690775571582256
Position 668: 0.000255837744640197
Position 1683: 0.00024118522620183438
Position 6668: 0.00022523572461582774
Position 111: 0.0001940951691376546
Position 1771: 0.00018474358562727198
Position 5738: 0.00018346179245209198
Position 2921: 0.0001692213265735201
Position 3483: 0.00016134669103466304
Position 1492: 0.00015572415926589256
Position 141: 0.0001533058622212132
Position 1961: 0.00015276267003816726
Position 3461: 0.00015236878831655226
Position 6336: 0.00014816357070294918
Position 1467: 0.00013630679876338342
Position 1011: 0.00012864135750896295
Position 1287: 0.00012450214334585544
Position 1864: 0.00012333586586913125
Position 1938: 0.00011524095573830576
Position 1547: 0.00011457738277696175
Position 1975: 0.00010569354724997414
Position 766: 9.720291461825442e-05
Position 1386: 9.683456572205536e-05
Position 1045: 8.769303083278079e-05
Position 1255: 8.715478128485545e-05
Position 2836: 8.179207087187822e-05
Position 1646: 7.942683704117602e-05
Position 1150: 7.740767505308777e-05
Position 117: 7.259366425508739e-05
Position 2010: 7.08017838469909e-05
Position 413: 7.049567726637632e-05
Position 1158: 6.802911565311172e-05
Position 685: 6.624613709402735e-05
Position 6129: 6.486376669588353e-05
Position 2314: 6.22403196063053e-05
Position 2612: 5.592483897319191e-05
Position 918: 5.282797183916045e-05
Position 1393: 5.117515374224361e-05
Position 1431: 4.947076084403753e-05
Position 209: 4.835709882196687e-05
Position 853: 3.737500830263876e-05
Position 5683: 3.5475604073994224e-05
Position 160: 3.5316972177209685e-05
Position 2492: 3.276974368458206e-05
Position 1080: 3.2541985101826195e-05
Position 688: 3.201885253413556e-05
Position 1042: 3.0167905262822103e-05
Position 138: 1.5880720916954745e-05
Position 597: 1.4719899297523067e-05
Position 2041: 1.2054566972944925e-05
Position 2729: 1.1396563877869968e-05
Position 2773: 1.0782135684789358e-05
Position 1442: 8.704453769081988e-06
Position 1315: 8.015966131214934e-06
Position 84: 5.372074353212648e-06
Position 180: 3.8817995647783694e-06
Position 1357: 2.908446813244305e-06
Position 2443: 2.421330480285271e-06
Position 1058: 2.379179396152819e-06
Position 2459: 2.105508653407682e-06
Position 2251: 5.680321582412142e-07
Position 185: 1.860147596558986e-07
Position 926: 6.139116114833386e-08
Position 56: 3.0427156199170396e-08
Position 1086: 2.8372204957357397e-08
Position 190: 3.1148932195144773e-09
