Gene = bbg
Position 7720: 0.0006501829190263472
Position 1377: 0.0006076247017499454
Position 2407: 0.0005358082786181598
Position 859: 0.0004775401217776376
Position 1688: 0.00041650009033252346
Position 231: 0.00041463769059732063
Position 1317: 0.00038316447699228656
Position 2391: 0.000362040181782496
Position 1473: 0.0003291037056617775
Position 799: 0.0003119972107275331
Position 722: 0.0003006161284119196
Position 332: 0.00029514954068412305
Position 1974: 0.0002910623724319222
Position 2220: 0.0002693892522310151
Position 893: 0.00022565593930438393
Position 283: 0.00021770664836032514
Position 98: 0.0002137149780248163
Position 137: 0.00020555985689936788
Position 289: 0.00019741737829107072
Position 2105: 0.00018821792459586433
Position 429: 0.00014450821168061323
Position 1116: 0.00014122170344173433
Position 58: 0.00014001401958493425
Position 260: 0.00011858376235300187
Position 403: 0.0001152749423642182
Position 1878: 0.00010130344824941365
Position 376: 8.410740789241255e-05
Position 1104: 8.163792822286419e-05
Position 1717: 8.116192498343713e-05
Position 351: 7.367336417800975e-05
Position 452: 7.359727215839531e-05
Position 1344: 7.170154638256596e-05
Position 5400: 6.956418629217948e-05
Position 1153: 6.858430009820276e-05
Position 792: 5.585584232343207e-05
Position 927: 5.2393026843818677e-05
Position 2036: 5.1513386923812054e-05
Position 1711: 4.86046195962043e-05
Position 16427: 4.6549635918363037e-05
Position 690: 4.651759823757086e-05
Position 1365: 4.633324129516717e-05
Position 101: 4.419411352093921e-05
Position 457: 3.261266862228166e-05
Position 359: 3.107711588669198e-05
Position 262: 2.735284909051866e-05
Position 4484: 2.546055780868268e-05
Position 644: 1.237462463877075e-05
Position 43: 1.2031149717527091e-05
Position 1070: 1.0401487525068734e-05
Position 737: 6.848564510288462e-06
Position 334: 6.104992448742357e-06
Position 4391: 5.455455554769995e-06
Position 46: 5.383379507549135e-06
Position 16: 5.378117895427351e-06
Position 23: 5.316509623558215e-06
Position 408: 4.689308007376546e-06
Position 7: 4.62457293185976e-06
Position 1060: 4.54520479558267e-06
Position 267: 4.005926722623515e-06
Position 617: 3.3332916270263314e-06
Position 4515: 3.0416520422716663e-06
Position 3082: 2.909965915495311e-06
Position 5505: 2.868042734019909e-06
Position 104: 2.766814721568593e-06
Position 3429: 1.6598859625390423e-06
Position 281: 1.2899225163570497e-06
Position 968: 1.0339516377322703e-06
Position 971: 1.0050504013307925e-06
Position 1699: 6.414439801165123e-07
Position 1748: 3.769451889614032e-07
Position 273: 1.940992905004514e-08
Position 9130: 5.366922179868964e-09
Position 8967: 1.9527981281433438e-09
Position 8825: 6.957463882836558e-10
Position 2615: 4.5875192930183894e-10
Position 5857: 5.91193124954517e-11
Position 6067: 3.9782786854780123e-11
Position 4284: 2.570991542820212e-11
Position 4824: 4.986481637476442e-12
Position 4690: 1.0937339398941792e-12
Position 3618: 1.0851205378405218e-12
Position 4096: 3.27707497473117e-13
Position 3390: 2.3463201753583986e-13
Position 4124: 1.5794257942125311e-13
Position 3101: 1.53302074965657e-13
Position 4112: 6.578109751314695e-14
Position 3420: 6.279925460182384e-14
Position 3245: 6.857882034176808e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 23005: 0.9882632962933859
Position 15609: 0.892813619095501
Position 16249: 0.7136545047675936
Position 1596: 0.6649453805239038
Position 10827: 0.2255104730266602
Position 1791: 0.16750949302104812
Position 2553: 0.10789396056099976
Position 2493: 0.04618200037939192
Position 2354: 0.03160115164439719
Position 1999: 0.029091079052639756
Position 2614: 0.028137622191265213
Position 11793: 0.02398104196412754
Position 2577: 0.022522338176475806
Position 2035: 0.021584835876422397
Position 603: 0.011026019890100368
Position 11003: 0.00968569004579334
Position 16547: 0.009568128196907454
Position 2450: 0.008701581082824098
Position 1240: 0.008396299590890265
Position 2590: 0.006817751580417781
Position 8058: 0.006693392754809268
Position 2536: 0.005716720329441187
Position 1104: 0.005528967198724622
Position 725: 0.00550479702604888
Position 10963: 0.005131465706735505
Position 7928: 0.004398269659699378
Position 650: 0.004245686192665797
Position 2457: 0.004241205352221435
Position 926: 0.004188683958199367
Position 968: 0.003382212392178925
Position 901: 0.0032636485561866615
Position 7307: 0.0031659835625966843
Position 883: 0.003156559894136379
Position 7372: 0.0029664652401045094
Position 2057: 0.0027525140185900646
Position 7795: 0.0027493081094479024
Position 16944: 0.0023723722785713693
Position 16550: 0.002348007283805717
Position 655: 0.0022837262364188986
Position 2243: 0.001934729371863607
Position 16496: 0.0018529209653498893
Position 1247: 0.001649541929732734
Position 617: 0.0016110183753354575
Position 2041: 0.0015171993830012868
Position 2369: 0.0014170510685783436
Position 18991: 0.0014022188110732014
Position 1153: 0.0012787900642997484
Position 10986: 0.0010253592028846455
Position 5695: 0.0009968325928396862
Position 5537: 0.0008685157120178397
Position 11049: 0.0008225407572238839
Position 10486: 0.0007879019974425241
Position 1817: 0.0007060174074466741
Position 2195: 0.0007045703367862226
Position 1795: 0.0006678566320596845
Position 1627: 0.0004937393211986588
Position 1019: 0.000473017769041919
Position 2600: 0.0003908377012928914
Position 5203: 0.0003599546502337463
Position 18099: 0.00035298979965639834
Position 1060: 0.0003197731121272759
Position 2707: 0.00031376606197118496
Position 5179: 0.00030191139273864204
Position 303: 0.00028162075816717607
Position 1974: 0.00023743856573091274
Position 1968: 0.00022350813672444492
Position 408: 0.00021743906617709724
Position 231: 0.0001819731532230808
Position 18102: 9.675373721761179e-05
Position 1952: 8.362467874783243e-05
Position 273: 7.75102807264908e-05
Position 242: 7.580977879229784e-05
Position 5297: 6.332820108446417e-05
Position 5088: 6.010296119152336e-05
Position 4341: 5.951568771560435e-05
Position 776: 4.740881630348809e-05
Position 5294: 4.682194694160505e-05
Position 1652: 3.0156448091501933e-05
Position 16890: 2.9680767643478484e-05
Position 1070: 2.7862885213584815e-05
Position 830: 2.6393595198818427e-05
Position 137: 2.6354879934708294e-05
Position 2100: 2.618959587711923e-05
Position 340: 2.4226065344460526e-05
Position 16716: 2.4186392489998505e-05
Position 16507: 2.127239810905878e-05
Position 2245: 1.9274284945934878e-05
Position 58: 1.5239915036934162e-05
Position 17195: 1.3856530823682286e-05
Position 1373: 1.1159979875109658e-05
Position 1031: 1.0222439061367195e-05
Position 905: 9.511201666783429e-06
Position 359: 9.002548831992858e-06
Position 489: 8.204150024675942e-06
Position 811: 6.511788356069449e-06
Position 529: 5.905952165084716e-06
Position 781: 5.8000942557878725e-06
Position 368: 5.498313624396033e-06
Position 417: 4.699171998067075e-06
Position 4283: 4.587718954132354e-06
Position 1187: 4.474681287422466e-06
Position 332: 4.2079243263393836e-06
Position 545: 3.1630656523058142e-06
Position 4268: 2.823757536148859e-06
Position 467: 2.6664999656725285e-06
Position 4350: 1.93369045055883e-06
Position 79: 1.7119184294130977e-06
Position 153: 1.6829132936406735e-06
Position 2924: 1.5660426596113894e-06
Position 3008: 1.5377338440317981e-06
Position 190: 1.5360938291364927e-06
Position 222: 1.418689411636832e-06
Position 662: 1.4043278918988893e-06
Position 2896: 1.0356980016651419e-06
Position 318: 9.197479885683114e-07
Position 320: 8.728278327046397e-07
Position 1041: 3.601922107698928e-07
Position 3082: 2.2894933625905356e-07
Position 4359: 1.5901900681523805e-07
Position 14328: 1.5843320816420172e-07
Position 3341: 8.793549368812234e-08
Position 2755: 5.793217007781163e-08
Position 423: 2.4654298709762622e-08
Position 374: 1.918373139357255e-08
Position 187: 1.7063748954574122e-08
Position 245: 9.822695788702518e-09
Position 9016: 7.763721618224805e-09
Position 8245: 7.757070194656374e-09
Position 9183: 6.788506935560114e-09
Position 8724: 4.23129656632783e-09
Position 492: 2.7686138091678247e-09
Position 414: 2.181837445294601e-09
Position 9063: 1.9908130353722723e-09
Position 260: 1.9508030304900913e-09
Position 475: 1.828143054307073e-09
Position 9955: 1.699020369755619e-09
Position 445: 1.5883122463558624e-09
Position 429: 1.468691512622209e-09
Position 479: 9.166423546349717e-10
Position 447: 7.904484573689122e-10
Position 437: 3.4518122890897337e-10
Position 502: 2.8888411170246555e-10
Position 5947: 8.946777062460504e-11
Position 6131: 5.786292481295152e-11
Position 5929: 5.179643777138281e-11
Position 6590: 3.7681997777334504e-11
Position 5856: 2.942889451951258e-11
Position 3906: 1.584923233398619e-11
Position 4057: 1.5234803681712274e-11
Position 6095: 9.816936832397135e-12
Position 5012: 5.311901912473011e-12
Position 3683: 5.204559459349976e-12
Position 3056: 1.19990720107839e-12
Position 3602: 9.502104850867419e-13
Position 2830: 8.297189923143061e-13
Position 3919: 7.366162372599185e-13
Position 3821: 2.9137258850887815e-13
Position 3151: 2.8499397270517526e-13
Position 3553: 1.9760463613593018e-13
Position 3577: 1.8321383359980073e-13
Position 2853: 1.7167272911966858e-13
