Gene = mrn
Position 235: 0.0005463874679054754
Position 760: 0.0004176288470381814
Position 1426: 0.00040579078561878937
Position 392: 0.0003770549127441844
Position 751: 0.00032633351986731705
Position 894: 0.0003175166195418611
Position 903: 0.0003115142247181304
Position 1285: 0.00030243324691277105
Position 1680: 0.00024528545236811875
Position 1151: 0.00021916101981558076
Position 1684: 0.0002099114671921051
Position 1234: 0.00012847365398455386
Position 1259: 6.734717610510527e-05
Position 1369: 6.62826044809687e-05
Position 405: 6.522576949023623e-05
Position 487: 3.7597313501640215e-05
Position 260: 2.8646462254884998e-05
Position 1748: 2.8020257115847127e-05
Position 279: 2.597588464425738e-05
Position 492: 2.398297770067312e-05
Position 1471: 1.8020413957221495e-05
Position 440: 1.7304726970052995e-05
Position 111: 1.612838213438846e-05
Position 1622: 1.3400976779384002e-05
Position 567: 1.2379115495132985e-05
Position 502: 1.1018269900143998e-05
Position 787: 1.0070433859725858e-05
Position 979: 8.901561987929041e-06
Position 921: 7.816131240630755e-06
Position 1724: 7.763437485417466e-06
Position 985: 7.53311757094147e-06
Position 388: 6.9326820200387316e-06
Position 144: 6.298686868600402e-06
Position 1160: 5.152032711497713e-06
Position 672: 4.7319082518451414e-06
Position 249: 4.3071414881073635e-06
Position 1585: 4.013957074539175e-06
Position 553: 3.500228993580775e-06
Position 186: 3.260394924095102e-06
Position 241: 3.1388123682738672e-06
Position 172: 1.3340939846877959e-06
Position 135: 5.123176456791483e-07
Position 292: 4.5935536523249395e-07
Position 174: 4.3170257700507067e-07
Position 237: 3.34287033594689e-07
Position 147: 1.9590613587340002e-07
Position 827: 1.9008039512849124e-07
Position 129: 1.5644730348073004e-07
Position 183: 9.935877011365337e-08
Position 833: 9.066217547377517e-08
Position 664: 8.927977225554146e-08
Position 925: 5.673529023996208e-08
Position 1460: 4.705648650582002e-08
Position 910: 4.112660117908339e-08
Position 330: 2.9283958315454938e-08
Position 562: 2.3166428320827868e-08
Position 728: 1.0468332094293398e-08
Position 831: 7.743487682533367e-09
Position 228: 2.4251144473638224e-09
Position 53: 7.44458513557371e-10
Position 80: 5.824356747392943e-11
Position 397: 1.7225410278985546e-14
