Gene = Hakai
Position 1216: 1.216973208002761e-11
Position 1200: 1.1948160240663138e-11
Position 1233: 8.301952405554341e-13
Position 597: 1.3046178546204137e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.9066531105425126
Position 1188: 0.6505241855292512
Position 977: 0.040213910129151785
Position 558: 0.035986918506180715
Position 570: 0.013702768025642322
Position 1025: 0.006755796350980088
Position 815: 0.0061706918312594335
Position 752: 0.0047198782490973975
Position 1010: 0.0036796604392074776
Position 1031: 0.002955023202439504
Position 1404: 0.0021755112364352227
Position 1520: 0.002163930828751084
Position 994: 0.0015583727993901295
Position 1312: 0.001219862110053347
Position 629: 0.0008147805209152004
Position 881: 0.0006406627600240069
Position 1289: 0.00042881452929896345
Position 797: 0.00036533760832292765
Position 1824: 0.0003314966433269139
Position 608: 0.00033145335231300635
Position 1618: 0.0002901589619006511
Position 922: 0.00026001670566343953
Position 839: 0.000255386837923432
Position 1382: 0.00024755657167330864
Position 1298: 0.00023229706191222284
Position 863: 0.00022955226398463534
Position 1499: 0.00022408561779715662
Position 949: 0.000205494809238214
Position 1037: 0.00018133340057471464
Position 1807: 0.00010223557751517877
Position 761: 7.894383614255554e-05
Position 1058: 6.692167363297985e-05
Position 698: 5.9701638738592694e-05
Position 719: 4.683964538088663e-05
Position 1416: 3.950038892892654e-05
Position 1464: 3.930713218585121e-05
Position 1496: 2.656681627683853e-05
Position 934: 2.47239592181747e-05
Position 1449: 2.2610042357065347e-05
Position 1786: 2.2212108618151843e-05
Position 1446: 1.4545717011834362e-05
Position 686: 1.2102074505627898e-05
Position 878: 1.1350524754674658e-05
Position 1567: 6.65600474051466e-06
Position 1148: 6.4378067710974195e-06
Position 1422: 6.384128710558892e-06
Position 1112: 6.321857649234552e-06
Position 841: 5.44263446772308e-06
Position 421: 4.109314437322943e-06
Position 1598: 3.2464707189525085e-06
Position 1197: 2.9621481944166454e-06
Position 427: 2.6522828253483557e-06
Position 1470: 2.433315421860156e-06
Position 1754: 1.723228913722208e-06
Position 1775: 1.7012883211954376e-06
Position 1746: 1.184111306388973e-06
Position 1694: 8.656657835614362e-07
Position 1680: 4.111941372633561e-07
Position 307: 3.906118898842382e-07
Position 436: 3.3140145752725197e-07
Position 830: 3.3071793926219235e-07
Position 668: 2.9738063960438757e-07
Position 1044: 2.8349764597522513e-07
Position 213: 1.8810643561738754e-07
Position 293: 1.6333651418488012e-07
Position 883: 9.37461353018871e-08
Position 1109: 6.218840137216198e-08
Position 377: 3.961607670906806e-08
Position 246: 2.6142727501554397e-08
Position 501: 2.3673384830740576e-08
Position 230: 1.2060818056159237e-08
Position 210: 1.0745106452906267e-08
Position 153: 1.0280330936280887e-08
Position 267: 4.988908207701499e-09
Position 319: 4.673998023438789e-09
Position 310: 4.369062938256319e-09
Position 352: 3.799931183036448e-09
Position 393: 3.3859608978667356e-09
Position 505: 2.2124951534864874e-09
Position 410: 9.641883059947088e-10
Position 243: 9.032129041168371e-10
Position 440: 5.590406209026394e-10
Position 196: 4.1322350502705144e-10
Position 380: 3.6369522335649973e-10
Position 276: 1.502597740842438e-10
Position 254: 1.4966557046852055e-10
Position 262: 2.670820666911677e-11
Position 355: 3.9235729131557645e-12
Position 468: 3.3196265451272435e-12
Position 179: 2.9121181437226807e-12
Position 140: 1.4613239967140805e-12
Position 716: 5.861004618739298e-13
Position 459: 1.124016457964876e-15
Position 472: 9.360298222637024e-18
