Gene = Mocs1
Position 1476: 6.424703208720883e-07
Position 421: 4.139325216734845e-07
Position 1197: 3.7958810300398664e-07
Position 1481: 2.890622882720312e-07
Position 2224: 2.5757427576275936e-07
Position 1125: 2.574025014993507e-07
Position 1108: 1.864016171182983e-07
Position 714: 1.7919365253224336e-07
Position 2143: 1.3907599464931275e-07
Position 419: 1.3836823462249043e-07
Position 625: 1.2207270381235067e-07
Position 1017: 5.767214225485122e-08
Position 12: 3.7569819499237735e-08
Position 395: 3.5708713166107525e-08
Position 24: 3.400252567220795e-08
Position 487: 2.3291478025792143e-08
Position 326: 2.1082564741584245e-08
Position 493: 1.7217731360218998e-08
Position 726: 2.475399986148241e-09
Position 1020: 8.522633716878731e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 524: 0.9425134205122512
Position 1032: 0.9120008939631531
Position 2035: 0.7669903359629987
Position 2819: 0.3353237783226571
Position 1943: 0.22932545823127548
Position 2296: 0.19731121355966746
Position 305: 0.1542649443284129
Position 2781: 0.14376437263575084
Position 330: 0.1398258232829779
Position 2363: 0.09214016868605135
Position 2385: 0.0712202212604428
Position 683: 0.06636493635338249
Position 1729: 0.02817244745562868
Position 969: 0.014535399876113162
Position 1489: 0.010352571236262252
Position 1650: 0.008029988437699727
Position 148: 0.0069671113560409986
Position 249: 0.005560701176152526
Position 2485: 0.004470592517026353
Position 1600: 0.003979216352865605
Position 829: 0.00395013868827321
Position 2380: 0.003560935224533342
Position 2703: 0.003540691997948451
Position 1659: 0.002724103777549737
Position 1056: 0.0024327547465515884
Position 1070: 0.0021773280688444706
Position 1673: 0.0019176641253303354
Position 1679: 0.0018078604226776046
Position 1424: 0.0014484083037637676
Position 1575: 0.001308054365324308
Position 2102: 0.0012757675048058084
Position 917: 0.0012051904860731542
Position 2561: 0.0011481932335856383
Position 1286: 0.001139553147695984
Position 892: 0.0008304947445356755
Position 2761: 0.0006676502120577528
Position 2724: 0.0006624416791589161
Position 2325: 0.000657452851715612
Position 642: 0.0006435572441400614
Position 1554: 0.0006305175329216427
Position 1963: 0.0005497857526633475
Position 1782: 0.000540573881140501
Position 181: 0.0004965768272620519
Position 1113: 0.00048581191114631584
Position 1481: 0.0004482450522268437
Position 2479: 0.00042458222811571095
Position 2129: 0.0004178757691916612
Position 2589: 0.0004145874545003076
Position 2424: 0.0003597408548636604
Position 2620: 0.0003190207408428785
Position 1133: 0.00031324568018646843
Position 338: 0.0003076887555157504
Position 2257: 0.0003023314609592686
Position 688: 0.0002826083349222293
Position 1503: 0.00027819899155049764
Position 2517: 0.000251500174453044
Position 1544: 0.00022198736325410514
Position 2281: 0.00018742114509309068
Position 172: 0.0001819185402224664
Position 803: 0.00013797527338407726
Position 1760: 0.0001359877529613248
Position 1315: 0.00013508154396212648
Position 2277: 9.809152341967671e-05
Position 2154: 8.083275319145986e-05
Position 1518: 5.1621769807418486e-05
Position 333: 5.147495906278386e-05
Position 762: 4.153870706277592e-05
Position 1349: 3.880647182933951e-05
Position 784: 3.675762462695937e-05
Position 2623: 3.2863666145347976e-05
Position 2734: 3.17799898063022e-05
Position 1097: 2.9098554226401746e-05
Position 2579: 2.602305310713476e-05
Position 845: 2.550701677902723e-05
Position 2595: 2.3706096243278544e-05
Position 1912: 2.356544431513435e-05
Position 896: 2.2213107312136095e-05
Position 2738: 2.197761512941999e-05
Position 230: 2.0109361398249746e-05
Position 2002: 1.761063370120325e-05
Position 2201: 1.5140879320750584e-05
Position 2109: 1.5126275153971287e-05
Position 367: 1.3583375922689702e-05
Position 1180: 1.2422548891163834e-05
Position 2206: 1.2314874544778973e-05
Position 1854: 1.2137372363595937e-05
Position 1608: 1.2009276695878356e-05
Position 2455: 1.0982795694472361e-05
Position 1398: 9.490643239172492e-06
Position 698: 7.2940041456373636e-06
Position 2614: 7.2694742111554155e-06
Position 1357: 6.444840558293882e-06
Position 487: 6.067684702282039e-06
Position 1969: 5.779689608527321e-06
Position 2115: 5.4379562114011785e-06
Position 808: 4.76865693742214e-06
Position 1999: 4.556768999448943e-06
Position 1333: 4.272655960252625e-06
Position 384: 3.4287916398437295e-06
Position 107: 2.545935149492806e-06
Position 419: 2.4751537511475854e-06
Position 2466: 1.9930363033634647e-06
Position 447: 1.4197767679617217e-06
Position 365: 9.455335094581311e-07
Position 571: 8.656394723054105e-07
Position 1916: 7.971788275158263e-07
Position 2160: 7.00513260435245e-07
Position 426: 5.895830149147399e-07
Position 2048: 5.492449649468989e-07
Position 2215: 3.000779057994052e-07
Position 1923: 2.6891282131609015e-07
Position 126: 9.489359333909033e-08
Position 348: 7.535635183339003e-08
Position 1229: 6.010024384692687e-08
Position 370: 3.3455329915589544e-08
Position 114: 3.209065421345314e-08
Position 2229: 1.137103979031662e-08
Position 435: 9.817361367421856e-09
Position 441: 7.89532361572936e-09
Position 66: 5.057506854128388e-09
Position 459: 5.491232812806733e-10
Position 254: 2.3054976415209955e-10
Position 608: 1.6473602483557722e-10
Position 256: 1.3811146345891298e-10
Position 464: 1.0496562298499613e-11
Position 78: 9.508816014877004e-12
Position 455: 6.126003320748704e-12
Position 80: 6.7370141474594e-23
