Gene = Gart
Position 4646: 0.0007054571382178418
Position 6230: 0.0006134913829830254
Position 455: 0.0006106275005609616
Position 8809: 0.0006001165851649186
Position 5741: 0.0005337379443303508
Position 118: 0.00046963573504854627
Position 8805: 0.0004590068663443169
Position 1966: 0.0004554616845187075
Position 3920: 0.00040771961012145316
Position 142: 0.0003781949706475736
Position 1153: 0.00037615266661764855
Position 1650: 0.00037024932958662184
Position 796: 0.00034660530976877735
Position 6746: 0.0003395134627384999
Position 5453: 0.0003039436581976251
Position 7081: 0.00030017153214247945
Position 8764: 0.00028142230091970384
Position 8147: 0.0002591758640657509
Position 1376: 0.00025475313353445414
Position 418: 0.0002453298992312203
Position 4671: 0.0002261943850504376
Position 442: 0.00021996385457451613
Position 9197: 0.00021412961894687874
Position 5026: 0.0001921630466876837
Position 907: 0.00018787071686462533
Position 5824: 0.00018218434074500716
Position 760: 0.00018060902335182008
Position 6030: 0.00017735172664895955
Position 126: 0.00017294031520361953
Position 7065: 0.0001544051543107035
Position 8312: 0.00015205554001209017
Position 984: 0.00015057380305984552
Position 791: 0.0001451902129424036
Position 609: 0.00013087570553823889
Position 6984: 0.00012861277117464254
Position 7466: 0.00012252724021173244
Position 7476: 0.00012120003888437432
Position 32: 0.00011593488052668316
Position 5692: 0.00010269494033743494
Position 6829: 9.87085527947852e-05
Position 7919: 9.78035303169622e-05
Position 6475: 9.607286184707913e-05
Position 6301: 9.47882084843243e-05
Position 271: 9.078470927633416e-05
Position 8289: 8.736982264275667e-05
Position 735: 7.772323609118064e-05
Position 5879: 7.540310050922057e-05
Position 6185: 7.313130217502722e-05
Position 941: 7.071040000314823e-05
Position 7898: 6.530165742447919e-05
Position 723: 6.505613282116353e-05
Position 7552: 6.437566111773129e-05
Position 409: 5.403877172460628e-05
Position 4943: 5.2421537056801305e-05
Position 7565: 4.7421776735955684e-05
Position 296: 4.662951389318128e-05
Position 8640: 4.557208360247605e-05
Position 1167: 4.467191969220635e-05
Position 834: 4.2693606430138534e-05
Position 113: 4.2491718543550144e-05
Position 120: 4.0945658013861066e-05
Position 5408: 3.7320285914583535e-05
Position 1357: 3.5860585280784015e-05
Position 5577: 3.549219550888811e-05
Position 2745: 3.425885563802314e-05
Position 7700: 3.261214405466766e-05
Position 5556: 2.9689123966863552e-05
Position 6486: 2.9406733618010195e-05
Position 7410: 2.9172292513843698e-05
Position 8798: 2.7506793534541104e-05
Position 6047: 2.671529428454417e-05
Position 6769: 2.3156666909853737e-05
Position 6856: 2.2817452920158367e-05
Position 7453: 2.0995039223090824e-05
Position 404: 2.0985719053332884e-05
Position 1911: 2.062329443685406e-05
Position 462: 1.8294317240541523e-05
Position 5616: 1.8161003881763774e-05
Position 7721: 1.8129009713442743e-05
Position 7316: 1.784869446620769e-05
Position 1961: 1.657986305352322e-05
Position 656: 1.5368604712416472e-05
Position 2047: 1.4677728363010439e-05
Position 3043: 1.4504674596821089e-05
Position 5183: 1.4486529616673257e-05
Position 9185: 1.3738909070587527e-05
Position 8114: 1.2668500793666396e-05
Position 631: 1.1955406193807642e-05
Position 703: 1.19075008428176e-05
Position 7581: 1.0943425539307928e-05
Position 1686: 1.0200293051009248e-05
Position 8411: 9.967743640737355e-06
Position 1631: 9.610141034168737e-06
Position 4993: 9.57635422699515e-06
Position 7432: 9.400642764897547e-06
Position 6477: 9.388769828474497e-06
Position 81: 8.014989793454454e-06
Position 5611: 7.341478613236096e-06
Position 19: 6.913742360703535e-06
Position 6063: 6.472631371789929e-06
Position 4963: 6.089945083613047e-06
Position 9174: 5.876890234548762e-06
Position 7731: 5.3534048734347715e-06
Position 446: 5.102140595023329e-06
Position 5024: 5.0253564866308025e-06
Position 809: 4.994864181278186e-06
Position 432: 4.566625712850438e-06
Position 5213: 4.165468027927811e-06
Position 1741: 3.782973659140067e-06
Position 211: 3.7732023820519694e-06
Position 1593: 3.5688575111423917e-06
Position 5404: 2.776640305008238e-06
Position 5277: 2.7737300443214007e-06
Position 150: 2.488716642809738e-06
Position 316: 2.3407012444792882e-06
Position 9149: 2.3087351988104784e-06
Position 7468: 2.2425183354482196e-06
Position 5215: 2.0649095630905647e-06
Position 2203: 1.7882811013772291e-06
Position 4966: 1.6071911938168519e-06
Position 252: 1.5807716295500567e-06
Position 171: 1.4467539306150563e-06
Position 1155: 1.3480934335387977e-06
Position 1894: 1.2292744768424973e-06
Position 324: 1.2008716069173788e-06
Position 5149: 9.426758380847251e-07
Position 227: 7.843868516974028e-07
Position 159: 7.410854298171787e-07
Position 806: 7.355834949983885e-07
Position 6084: 5.061614835967478e-07
Position 2022: 4.4354659864843963e-07
Position 6834: 4.3103246395006636e-07
Position 1640: 3.5368144462858646e-07
Position 168: 3.339454930370633e-07
Position 5: 2.7655243912951973e-07
Position 444: 2.688682342996128e-07
Position 6137: 2.621178621100313e-07
Position 6412: 2.213649211192913e-07
Position 6079: 1.4842937153236757e-07
Position 6284: 9.585889041280406e-08
Position 6305: 9.072033518308419e-08
Position 7649: 8.876829295540002e-08
Position 1473: 8.832133430214819e-08
Position 6002: 8.06252935237709e-08
Position 1266: 6.327755850447574e-08
Position 7297: 4.016237411208495e-08
Position 6234: 3.54605264136177e-08
Position 7695: 2.0320702226153735e-08
Position 378: 1.536496169967894e-08
Position 598: 1.260141592273584e-08
Position 886: 1.1514604588033432e-08
Position 506: 1.07243556974035e-08
Position 7784: 6.868404346944904e-09
Position 956: 6.840648718019404e-09
Position 6451: 3.814030060780924e-09
Position 205: 3.6843465688926225e-09
Position 4715: 2.5659066337431974e-09
Position 195: 1.6106991394462892e-09
Position 492: 8.374012483416678e-10
Position 1643: 7.08264567698883e-10
Position 6113: 3.9113829719741947e-10
Position 547: 2.746416168228809e-10
Position 475: 2.66026646803986e-10
Position 7422: 1.2992773251666703e-10
Position 516: 6.563624859985865e-11
Position 487: 5.16999087469685e-11
Position 255: 2.3298684825858296e-11
Position 1724: 2.0293537088739288e-11
Position 6949: 1.9474531204865367e-11
Position 544: 1.7747916524473517e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7523: 0.9743990837582338
Position 6411: 0.9559002694539003
Position 5523: 0.9484149446720529
Position 4515: 0.944270738032132
Position 5931: 0.6628429074060731
Position 4817: 0.6267303998873048
Position 4831: 0.33928857084121516
Position 1266: 0.17728197122029576
Position 1478: 0.13452140220405717
Position 1492: 0.04399401848500378
Position 5566: 0.03732284600108064
Position 6599: 0.03663601627260109
Position 516: 0.034327277113774694
Position 185: 0.028017004397463078
Position 5838: 0.026637821486198626
Position 5894: 0.02548103960052622
Position 1131: 0.02504828893967187
Position 5824: 0.024076459447115093
Position 2433: 0.018226027417380906
Position 3244: 0.01543281232163887
Position 1338: 0.012721425748405346
Position 3131: 0.011818580676750326
Position 7533: 0.01174839713224508
Position 6527: 0.010154370806435574
Position 5937: 0.009255207147358347
Position 7146: 0.009242819353535115
Position 7973: 0.009135076210967543
Position 159: 0.008382009695842853
Position 7176: 0.008305550845083125
Position 2004: 0.00629087714424948
Position 7564: 0.005323391027315022
Position 5354: 0.0050663181394379675
Position 7214: 0.004476599780299701
Position 2449: 0.003669892429593447
Position 1304: 0.0035078850877398146
Position 6900: 0.003063330866451216
Position 4608: 0.0029613622647040785
Position 4539: 0.0027221932622722616
Position 1539: 0.0023414116262216304
Position 168: 0.0021114549268478017
Position 1439: 0.0019109222255570238
Position 9148: 0.0018040975763369549
Position 4466: 0.0016175069283210395
Position 1214: 0.0013007034342367863
Position 1035: 0.001279191558990993
Position 998: 0.0011973510079061097
Position 2262: 0.001086476324764635
Position 1561: 0.0010404984161311475
Position 6728: 0.0010250913492648754
Position 221: 0.000988410383727459
Position 834: 0.0009108186012938801
Position 150: 0.0008957349920659813
Position 7034: 0.00084796958187218
Position 677: 0.0008376030768430983
Position 9261: 0.0007905802856152534
Position 4545: 0.0007669264509289278
Position 7357: 0.0007586213835710265
Position 2073: 0.0007158396184964392
Position 2297: 0.0006375345563791506
Position 1396: 0.0006096395910794307
Position 6486: 0.0006048703121970631
Position 4573: 0.0005972531308934501
Position 6681: 0.0005747894143519355
Position 5591: 0.0005354895781509433
Position 8961: 0.0005048920420078758
Position 7601: 0.0004994640769671338
Position 5492: 0.0004530853315792699
Position 418: 0.0004393077534818899
Position 5943: 0.00039930498167871565
Position 7639: 0.00038482370069631164
Position 1393: 0.000373924331505042
Position 1702: 0.00036302541269414654
Position 8920: 0.00033789684230256365
Position 6710: 0.00032839930303654285
Position 7683: 0.0003071192113301862
Position 1424: 0.0002978039319761657
Position 6230: 0.0002872893477288524
Position 2016: 0.0002746099230279769
Position 2496: 0.0002634140291408169
Position 6840: 0.0002570110554916447
Position 1001: 0.00024797758916174497
Position 6301: 0.00023637666926263826
Position 6091: 0.00022945729675969182
Position 6944: 0.00020666139083999824
Position 6625: 0.0001946016572284012
Position 6277: 0.00019404745997177525
Position 1152: 0.00019092801978028693
Position 6037: 0.0001852816510254411
Position 1140: 0.0001709374167443279
Position 8578: 0.00013610475894520395
Position 1514: 0.00012778998099042293
Position 7366: 0.00012386819930629373
Position 3108: 0.00012061379960663601
Position 1785: 0.00011811495866106992
Position 6707: 0.00011332420665079865
Position 8557: 0.00011267865244512861
Position 270: 0.0001101911201157287
Position 4869: 0.00010612187274770247
Position 5129: 0.00010187007919672987
Position 8347: 9.07589334144857e-05
Position 2883: 8.641699152821674e-05
Position 7391: 8.623526856195996e-05
Position 554: 8.472709243857034e-05
Position 9111: 7.939099081632902e-05
Position 7717: 7.754739160336698e-05
Position 2941: 7.010975993964161e-05
Position 2050: 6.752272580428093e-05
Position 7598: 6.715708471839412e-05
Position 458: 6.377160002351778e-05
Position 8877: 6.010887506603129e-05
Position 2160: 5.6984954460825224e-05
Position 6812: 5.2664972769387675e-05
Position 956: 5.018318331559452e-05
Position 1590: 4.8038441451913256e-05
Position 5451: 4.744841219667799e-05
Position 796: 4.552800197995498e-05
Position 6426: 4.536967706792415e-05
Position 6133: 4.406648122563612e-05
Position 6494: 4.1674322204272866e-05
Position 2704: 4.1254161374238335e-05
Position 299: 4.007202661789171e-05
Position 2669: 3.853622706115465e-05
Position 8581: 3.3867171040753575e-05
Position 7755: 2.9795716474788317e-05
Position 8287: 2.8131568104259625e-05
Position 6106: 2.7747385875839972e-05
Position 1408: 2.757443821465488e-05
Position 8203: 2.016936041161842e-05
Position 5965: 1.9892618439168856e-05
Position 4155: 1.666509080466943e-05
Position 598: 1.6400298453318732e-05
Position 5644: 1.6131074153027728e-05
Position 8894: 1.5907748216981884e-05
Position 5798: 1.550364162646477e-05
Position 5595: 1.513836571436772e-05
Position 4337: 1.4554956038889666e-05
Position 426: 1.1197999689038998e-05
Position 5806: 1.0270794332154152e-05
Position 9202: 1.0112925498223561e-05
Position 5958: 7.897962126344394e-06
Position 1023: 7.380658112978624e-06
Position 7868: 4.034162362642731e-06
Position 7807: 3.6164635946788366e-06
Position 5686: 2.9877505060359543e-06
Position 1731: 1.8367085224994338e-06
Position 941: 1.7761518180408841e-06
Position 1861: 1.7300580799635055e-06
Position 1222: 1.2580103080401644e-06
Position 1521: 1.0923991146859407e-06
Position 760: 8.923452950178927e-07
Position 617: 4.922400280094876e-07
Position 312: 4.60515753354468e-07
Position 1794: 4.4104652111543484e-07
Position 360: 3.581473245601136e-07
Position 113: 2.2097504557498162e-07
Position 324: 2.0733093387403322e-07
Position 252: 1.0111687826080367e-07
Position 1762: 4.503335016812758e-08
Position 870: 1.70647269097755e-08
Position 1592: 1.215775458816763e-09
Position 345: 1.0813827882048173e-09
Position 592: 8.835186975985401e-10
Position 373: 8.076009561102101e-10
Position 369: 3.636972367460377e-11
Position 577: 2.2892945496309885e-11
Position 716: 6.310797024871361e-12
Position 321: 2.3959897051130546e-12
Position 234: 1.6737303458385367e-12
Position 395: 3.551459506233847e-13
