Gene = A16
Position 97: 2.011175641903435e-05
Position 267: 1.9553065434571235e-05
Position 793: 1.5484106333137953e-05
Position 826: 1.4706089580822125e-05
Position 1226: 1.391319156024421e-05
Position 598: 1.3450201735321797e-05
Position 718: 1.270383346709159e-05
Position 1066: 1.2501336586345353e-05
Position 883: 1.2344024359856823e-05
Position 1270: 1.0929344809911904e-05
Position 1409: 1.037591892323223e-05
Position 145: 1.026193732694626e-05
Position 714: 1.023959226014912e-05
Position 487: 9.301066582577311e-06
Position 685: 8.858089570555123e-06
Position 799: 8.62450118931983e-06
Position 251: 8.378297578595995e-06
Position 1030: 7.929305279317494e-06
Position 1416: 6.54923379374856e-06
Position 661: 5.827427591267346e-06
Position 573: 5.12701223597672e-06
Position 110: 5.074058787974969e-06
Position 1669: 4.985000304524265e-06
Position 245: 4.111843768468519e-06
Position 1125: 3.957365355311962e-06
Position 298: 2.402513231194277e-06
Position 1439: 1.8844056517961385e-06
Position 1553: 1.7584246476366807e-06
Position 982: 1.592437628640613e-06
Position 1063: 1.5331783890416413e-06
Position 579: 1.3832657535360676e-06
Position 658: 1.1867980013528867e-06
Position 466: 1.1373348405711944e-06
Position 1639: 1.0389735716656257e-06
Position 817: 7.87790521684076e-07
Position 461: 6.877322829079956e-07
Position 958: 6.716935410191342e-07
Position 871: 5.800489926895237e-07
Position 1299: 5.70358081267803e-07
Position 381: 5.214813430707632e-07
Position 343: 4.444175584582628e-07
Position 83: 4.077105088883003e-07
Position 1315: 3.749556729048315e-07
Position 1264: 3.2320099252178604e-07
Position 1636: 3.1731500224814107e-07
Position 420: 2.9135236948526786e-07
Position 1618: 2.670436111217385e-07
Position 331: 2.1565818106661356e-07
Position 865: 2.041119919015796e-07
Position 1650: 1.832642797502118e-07
Position 832: 1.434073303267918e-07
Position 388: 1.4104956841499493e-07
Position 610: 1.3176842867639547e-07
Position 1275: 1.2529896482496559e-07
Position 112: 1.0669376410160476e-07
Position 1657: 8.991463032936491e-08
Position 1451: 4.7248434180755474e-08
Position 1475: 2.990778121477467e-08
Position 1608: 8.790482012361334e-09
Position 393: 4.802473769920608e-09
Position 595: 3.0070638533341787e-09
Position 328: 1.867928631628944e-09
Position 1442: 1.348164872506619e-09
Position 454: 1.3469899439942799e-09
Position 1508: 9.188592109815429e-10
Position 350: 2.5293965225011754e-10
Position 606: 1.3534304178383553e-10
Position 316: 7.294519559146696e-11
Position 121: 2.415771175069761e-12
Position 99: 2.2310885549605104e-12
Position 236: 5.235162044741832e-13
Position 390: 1.0645750248581888e-13
Position 101: 4.3143984279243244e-14
Position 320: 1.2522370526809077e-14
Position 214: 9.151362953261058e-15
Position 373: 7.145905866702137e-15
