Gene = DOR
Position 1152: 9.308197369620226e-07
Position 1820: 8.87162270258564e-07
Position 804: 7.371142781583335e-07
Position 690: 6.350864105827245e-07
Position 13538: 5.210997935595942e-07
Position 12105: 5.128388927442554e-07
Position 13285: 4.1667052070333907e-07
Position 1566: 3.8734590890509226e-07
Position 218: 2.892543810796858e-07
Position 1570: 2.2152116953622738e-07
Position 672: 2.0516015758241253e-07
Position 11802: 1.9781177555732426e-07
Position 1283: 1.886462367525407e-07
Position 245: 1.815221401281862e-07
Position 556: 1.7143215430780944e-07
Position 1498: 1.6398931468750223e-07
Position 498: 1.2462775100569732e-07
Position 451: 1.2303343172629924e-07
Position 2921: 1.2091868336811953e-07
Position 237: 8.63216917577984e-08
Position 1981: 8.611341304191946e-08
Position 3027: 8.314778595215026e-08
Position 224: 6.142378683224665e-08
Position 1141: 5.4627853081687805e-08
Position 12644: 4.6003677546921384e-08
Position 84: 4.542214457425138e-08
Position 3218: 3.327315022118361e-08
Position 725: 2.4845289384881985e-08
Position 86: 2.4430552429879896e-08
Position 357: 1.5687828984594628e-08
Position 8346: 3.914267785556283e-09
Position 12489: 3.1596766591893688e-09
Position 866: 3.026485616829378e-09
Position 13190: 2.9529263723358545e-09
Position 12568: 2.598067760121443e-09
Position 13292: 1.5492219869053438e-09
Position 11999: 1.2819792347145978e-09
Position 888: 8.734611233239415e-10
Position 3019: 7.604570728223232e-10
Position 3517: 7.042711250667357e-10
Position 3065: 6.596180045534288e-10
Position 12510: 3.4076155373820874e-10
Position 1672: 7.317864159773824e-13
Position 12146: 2.0281131202673972e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11838: 0.995272862491938
Position 10876: 0.9827760486902126
Position 12796: 0.9627501897230536
Position 12485: 0.8091295768886061
Position 13109: 0.0947652052825956
Position 12366: 0.09268484488829687
Position 11619: 0.06357739113944255
Position 2743: 0.044765351879393026
Position 12770: 0.03637816873526504
Position 12509: 0.035473209669749116
Position 1048: 0.029446586114903212
Position 2328: 0.019599468760950034
Position 11234: 0.017898759093037536
Position 12503: 0.017371815227688412
Position 10314: 0.016523630428201853
Position 2103: 0.016450214471227187
Position 12402: 0.015370860946109684
Position 12013: 0.012209534498470644
Position 11685: 0.011266429567941535
Position 9698: 0.011156819429267153
Position 7394: 0.009912386471716767
Position 2553: 0.007795692465863178
Position 12336: 0.007614242389765838
Position 1887: 0.0071281728272043375
Position 1070: 0.006857421944844327
Position 4484: 0.0059282032137494165
Position 11256: 0.0055820191756847295
Position 12519: 0.005339018750413442
Position 390: 0.004980414938545433
Position 1280: 0.004935585492196341
Position 1929: 0.004896624911479501
Position 873: 0.004873909924088607
Position 6850: 0.004747984857297152
Position 2014: 0.004117512413992711
Position 11802: 0.003834970510523367
Position 192: 0.003667058480524946
Position 287: 0.00280759832172656
Position 11601: 0.002786548496240677
Position 11288: 0.0026929488839961195
Position 9015: 0.0022838587427593164
Position 4095: 0.0022002783436500485
Position 7890: 0.0020113267447797677
Position 13276: 0.0019995492509325857
Position 2230: 0.001991568177201026
Position 5133: 0.00195248841989128
Position 567: 0.0018218469188512909
Position 2718: 0.0018193008453451503
Position 1346: 0.0018149771245812108
Position 468: 0.0017390164187576866
Position 218: 0.0017247063160851788
Position 8994: 0.0016948598376388818
Position 254: 0.0016698264971337288
Position 2168: 0.001666718817684982
Position 7233: 0.0015337869570795607
Position 1206: 0.0014314820661860022
Position 1932: 0.001427293879752536
Position 551: 0.0014018486327830723
Position 7443: 0.0012778697782860975
Position 12349: 0.0012730268984534848
Position 11058: 0.0012367824247149662
Position 366: 0.0012260703383271162
Position 2572: 0.0011931882198829573
Position 5270: 0.0011356647424023225
Position 607: 0.0011171969893764113
Position 1682: 0.0010743693141136133
Position 5708: 0.001068556404989032
Position 10691: 0.001062554645598107
Position 515: 0.0010497865946539628
Position 438: 0.0010497633220510828
Position 6930: 0.0010090463960905085
Position 2194: 0.0009813531436632008
Position 13451: 0.0009781976647693974
Position 5344: 0.0009223939475292717
Position 12533: 0.0009115533387324882
Position 13617: 0.0009034985361122932
Position 12579: 0.0008210084283784248
Position 5338: 0.0007711569798334021
Position 13172: 0.0007641634920033568
Position 2609: 0.0007151008317167834
Position 9050: 0.000704366297639113
Position 4506: 0.0006657223373389054
Position 11100: 0.0006498725608946887
Position 9047: 0.0006353172032636586
Position 1083: 0.000633721487727133
Position 6168: 0.0005996451010460413
Position 1468: 0.000598524193747344
Position 6669: 0.0005901130428984504
Position 882: 0.0005661859803859817
Position 12576: 0.0005602327453196553
Position 8545: 0.0005350425164669098
Position 8854: 0.000533136519827615
Position 11656: 0.00052327629365339
Position 13646: 0.0005213666849315877
Position 843: 0.0005178091798213841
Position 7983: 0.0005087509665820858
Position 510: 0.00047369922399186526
Position 4637: 0.00044563802850684537
Position 2642: 0.0004346434003271723
Position 612: 0.0004224190861258477
Position 185: 0.00042175661567882717
Position 2083: 0.00040023004893164667
Position 11866: 0.0003886603027564298
Position 1627: 0.0003838574823369273
Position 1895: 0.00036004924926707945
Position 2262: 0.00035660199911638745
Position 146: 0.00035144610865892436
Position 6165: 0.0003256822276656027
Position 11623: 0.00032443012938337756
Position 637: 0.0003229744188809416
Position 136: 0.0003143704864505478
Position 5414: 0.00029826374074774244
Position 6959: 0.00029623466152386947
Position 12802: 0.00029301322411389374
Position 1611: 0.0002861575640683345
Position 5768: 0.0002858004533373382
Position 13596: 0.0002831184885325304
Position 6815: 0.0002802126366746604
Position 13169: 0.00027614463061438024
Position 156: 0.0002707501142168095
Position 895: 0.0002598861896030525
Position 5307: 0.00025619886792080696
Position 5055: 0.0002516862343389495
Position 12425: 0.00024258688861600016
Position 2760: 0.0002377096798651859
Position 13571: 0.00023418697011316916
Position 2829: 0.00022905368590756754
Position 11650: 0.00021984336094661564
Position 13431: 0.00021619984619022177
Position 11626: 0.0002026923960495757
Position 2046: 0.00019375455927900053
Position 6438: 0.00018862256350734812
Position 6692: 0.00017610886922498936
Position 12319: 0.00017510866461554857
Position 1873: 0.00017500619206757654
Position 4423: 0.00017380844878363532
Position 231: 0.00016713397605148733
Position 5773: 0.0001567162493103269
Position 6130: 0.0001535534384693086
Position 1311: 0.00015123448680180675
Position 492: 0.0001444134213844511
Position 13138: 0.00012729941660383974
Position 12567: 0.0001260690117906802
Position 11705: 0.0001130218636593953
Position 4968: 0.000110050287294389
Position 143: 9.713875871728719e-05
Position 4146: 9.573166399541237e-05
Position 172: 9.147556971936069e-05
Position 12798: 8.958092075157619e-05
Position 403: 8.813918254948134e-05
Position 12834: 8.794717474446125e-05
Position 9831: 7.654022724210115e-05
Position 913: 7.352993157612338e-05
Position 931: 7.194426375372947e-05
Position 12871: 7.112371889223322e-05
Position 4101: 7.041371530238978e-05
Position 2764: 6.946338163325878e-05
Position 2107: 6.80239598174116e-05
Position 717: 6.237061086596217e-05
Position 2834: 5.9686023677823995e-05
Position 670: 5.04486475681392e-05
Position 2801: 5.029248237067854e-05
Position 122: 4.83917501853513e-05
Position 13235: 4.565321934413916e-05
Position 479: 4.0972103247145324e-05
Position 13410: 4.011790950389425e-05
Position 292: 3.662562957990844e-05
Position 10007: 3.273552036504435e-05
Position 579: 3.18027720562039e-05
Position 11785: 3.0452963978357844e-05
Position 12668: 2.9444820167058473e-05
Position 13021: 2.7603396768095568e-05
Position 1605: 2.6438492450701924e-05
Position 1991: 2.5629312496820153e-05
Position 11699: 2.08041812253512e-05
Position 12945: 2.066214343281678e-05
Position 12808: 2.0074081855095633e-05
Position 12103: 1.864215486643072e-05
Position 2052: 1.8033162746735923e-05
Position 1020: 1.6610433051457417e-05
Position 1749: 1.6167235092722592e-05
Position 11591: 1.5981329250643742e-05
Position 12907: 1.5172650208075439e-05
Position 2350: 1.2166742683090774e-05
Position 11987: 1.2077199478549896e-05
Position 2368: 1.1584402644720987e-05
Position 9544: 9.182569197437028e-06
Position 12296: 8.388109599179428e-06
Position 2247: 8.385949842046388e-06
Position 12029: 8.220312202635952e-06
Position 974: 8.052555620806507e-06
Position 1859: 7.081764324861091e-06
Position 12684: 6.905514983202963e-06
Position 3806: 6.6605559603571605e-06
Position 9364: 6.410891212654543e-06
Position 12823: 6.260899701743516e-06
Position 12091: 6.189361675152947e-06
Position 498: 5.6098238090083775e-06
Position 12633: 5.305867339113072e-06
Position 3703: 4.7649066442229855e-06
Position 9269: 4.483378708043514e-06
Position 12820: 4.001518257877385e-06
Position 725: 3.980110459513758e-06
Position 12082: 3.96080115317386e-06
Position 13425: 3.89083342958726e-06
Position 1586: 3.7952661493734613e-06
Position 816: 3.737318842925764e-06
Position 11774: 3.5807797635517908e-06
Position 1439: 3.0953236051425093e-06
Position 12811: 3.0394578075632246e-06
Position 1396: 3.032028777072209e-06
Position 476: 2.8586602752450228e-06
Position 634: 2.5633883748532026e-06
Position 12146: 2.561152944087368e-06
Position 12856: 2.5500719176257816e-06
Position 12612: 2.481012617624591e-06
Position 13456: 2.2441345729682614e-06
Position 4758: 2.242242498898243e-06
Position 13070: 2.1952043371913834e-06
Position 4511: 2.1195340243973224e-06
Position 12100: 2.0944986192735368e-06
Position 1649: 2.0514017308156145e-06
Position 13240: 1.8653385510139008e-06
Position 12844: 1.6166828059580052e-06
Position 2393: 1.5990038664295703e-06
Position 12961: 1.3701330806719285e-06
Position 1027: 1.3567242468790162e-06
Position 327: 1.3391300500725602e-06
Position 11846: 1.253038060718411e-06
Position 13089: 1.1874251787397136e-06
Position 1634: 1.0116088139494245e-06
Position 11717: 7.19665102454566e-07
Position 442: 6.016682611482912e-07
Position 12032: 5.942453589321658e-07
Position 3641: 5.278066679278041e-07
Position 311: 4.664774246531372e-07
Position 617: 3.643113838020704e-07
Position 1000: 1.4543655486024706e-07
Position 2577: 1.4355052386323894e-07
Position 1109: 1.2422480723999752e-07
Position 392: 4.9181856972908155e-08
Position 12877: 4.7009896654111084e-08
Position 12901: 4.483677826911305e-08
Position 304: 3.9811516836507846e-08
Position 12924: 3.863195971025036e-08
Position 12814: 3.8087521934293235e-08
Position 12916: 3.2895224354448034e-08
Position 12949: 2.1622126629195056e-08
Position 245: 1.9909676087345164e-08
Position 1288: 1.2778963351306493e-08
Position 451: 1.2362822221821614e-08
Position 160: 1.2349725679246356e-08
Position 148: 3.2992214671778635e-09
Position 1476: 2.701207172640685e-09
Position 1563: 2.601792343025432e-09
Position 11843: 1.9511171996329486e-09
Position 11731: 3.0385218794825457e-10
