Gene = Bacc
Position 2003: 3.8344331105309644e-05
Position 4999: 3.6766139476737356e-05
Position 1432: 3.1030920280138545e-05
Position 872: 3.081159246663454e-05
Position 1868: 2.359684806533048e-05
Position 1497: 2.3072545773424364e-05
Position 2101: 2.2950148514940924e-05
Position 796: 1.8724819430333757e-05
Position 656: 1.6896834487038016e-05
Position 3912: 1.620916543986946e-05
Position 2374: 1.6058456916179752e-05
Position 804: 1.5751483908162156e-05
Position 4045: 1.441264124139833e-05
Position 830: 1.3689456379092074e-05
Position 3730: 1.3581891857916728e-05
Position 373: 1.3269660132307649e-05
Position 608: 1.2591975287815152e-05
Position 1489: 1.077161782054399e-05
Position 1492: 9.913895606217113e-06
Position 1425: 7.35207227420746e-06
Position 175: 7.025135403370805e-06
Position 243: 6.387715842211729e-06
Position 909: 6.0959686808810435e-06
Position 1411: 5.2755199948480765e-06
Position 634: 4.327182833272236e-06
Position 584: 3.875585150617346e-06
Position 290: 3.8609584877233075e-06
Position 1319: 3.6923901087367566e-06
Position 757: 3.495200145418671e-06
Position 1189: 3.122630012202294e-06
Position 3860: 3.003846036738996e-06
Position 1243: 2.1824510272233505e-06
Position 581: 2.091159210775505e-06
Position 159: 1.9631974202042405e-06
Position 811: 1.0690584408515803e-06
Position 1524: 9.572648154764697e-07
Position 3660: 7.83853393880248e-07
Position 4442: 6.935366932217478e-07
Position 1468: 6.17022786605855e-07
Position 1131: 4.3599375854678857e-07
Position 590: 3.970675805031012e-07
Position 1636: 1.8591253558325719e-07
Position 587: 1.7307730205917337e-07
Position 4096: 1.6219758690363856e-07
Position 1306: 1.5150857831820493e-07
Position 4279: 1.4090685533106945e-07
Position 4529: 6.016797762767844e-08
Position 1905: 4.239611778009125e-08
Position 4252: 8.50528792189477e-09
Position 4308: 7.2792511102043184e-09
Position 4135: 2.3315450113411805e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.9898178575513256
Position 3799: 0.9320877855852544
Position 2995: 0.29414262700893984
Position 1604: 0.25794379281044066
Position 4144: 0.14234866750886793
Position 2188: 0.11838437073891835
Position 2659: 0.06930764205646052
Position 2533: 0.0672550518474908
Position 926: 0.06410228269507212
Position 2403: 0.06387750648133483
Position 4774: 0.054251784208732445
Position 2694: 0.03416772677138471
Position 4252: 0.02531728859781632
Position 2441: 0.017420351887616245
Position 3962: 0.013164699653261376
Position 1367: 0.012067317810242572
Position 4311: 0.011768406654738146
Position 511: 0.010662287415477738
Position 5059: 0.010282566904782782
Position 993: 0.009952798377493162
Position 498: 0.009909818765921721
Position 3575: 0.0073017932337742
Position 4391: 0.007081653063344304
Position 3959: 0.006923588809148431
Position 335: 0.00654073704789856
Position 4271: 0.005693452539263265
Position 4965: 0.004608860504191181
Position 526: 0.004429795214131748
Position 5296: 0.00428966395042775
Position 5261: 0.004160664141315949
Position 2706: 0.004058593378631426
Position 2491: 0.003948747592677964
Position 3313: 0.0038840219142286677
Position 955: 0.0035157109536288673
Position 1403: 0.0032634326354729327
Position 469: 0.003007201676388688
Position 1496: 0.0024177295579298863
Position 1701: 0.002113147248381759
Position 4599: 0.002055143062733139
Position 1050: 0.002020189812372529
Position 1837: 0.0019958211043874805
Position 1634: 0.001973747674652152
Position 4575: 0.0012314091985679385
Position 1294: 0.001162336454713178
Position 2474: 0.0010896968398118123
Position 4661: 0.0010496510928324604
Position 1981: 0.001022590050315
Position 5180: 0.001019911481065403
Position 4593: 0.0009955679239640818
Position 3912: 0.0009783166492326732
Position 187: 0.0009283409272715183
Position 4852: 0.0008943241173524528
Position 4428: 0.0008603160640347747
Position 1337: 0.0008257236312087042
Position 4805: 0.0007866421450508644
Position 2503: 0.0007210260527176794
Position 3501: 0.0006542098935116888
Position 2226: 0.0006501607307185096
Position 5136: 0.0006350731007705436
Position 937: 0.0006291259289693222
Position 4187: 0.0005470108963671955
Position 5140: 0.0005256341632797682
Position 1267: 0.00046036770108299433
Position 1457: 0.00044556995491555005
Position 3194: 0.00043686374727881495
Position 2008: 0.00041560915514578765
Position 5319: 0.0004047690167270049
Position 5480: 0.0003734822209013488
Position 4425: 0.0003647243155048405
Position 1182: 0.0003643170620921876
Position 1612: 0.00036342367812749955
Position 3087: 0.00035190665778849677
Position 4637: 0.0003199525502243856
Position 4298: 0.0002951508137951802
Position 5307: 0.0002946844755656817
Position 4340: 0.00028313669297724885
Position 1309: 0.0002634084296966195
Position 175: 0.00022781371187624287
Position 4288: 0.00021471718457888146
Position 4210: 0.0002076512488028205
Position 4817: 0.00017744733512648517
Position 3919: 0.0001618088300354518
Position 1650: 0.00015600933753924878
Position 1020: 0.00014243486653319143
Position 883: 0.00013894728434118856
Position 1748: 0.00013129598217826227
Position 3980: 0.00012353948541467025
Position 3416: 0.0001195046680016726
Position 315: 0.00011898258688183422
Position 1934: 9.848770333527694e-05
Position 1644: 7.949848117490606e-05
Position 266: 7.912794710718675e-05
Position 2341: 7.184752282652698e-05
Position 1306: 6.578800550612435e-05
Position 434: 6.494504922430319e-05
Position 3456: 5.163875319663358e-05
Position 4729: 5.093850278088353e-05
Position 3843: 4.598159605252814e-05
Position 227: 4.037563213506383e-05
Position 318: 3.1107987203054125e-05
Position 3428: 3.057827766177535e-05
Position 1062: 2.8765949089565222e-05
Position 1137: 2.454129113243857e-05
Position 779: 2.331726780267626e-05
Position 4675: 2.166854147829289e-05
Position 1270: 1.896361954561205e-05
Position 4442: 1.574922143209937e-05
Position 3512: 9.321585220597796e-06
Position 2201: 7.227106688065646e-06
Position 3529: 6.642216891902572e-06
Position 1482: 6.230485304202814e-06
Position 794: 5.1091334840734715e-06
Position 1195: 5.0713080899254666e-06
Position 1343: 4.9265661477610495e-06
Position 202: 3.092818337727178e-06
Position 1239: 3.0513914812407675e-06
Position 1314: 2.7878604361830015e-06
Position 400: 2.775099570869674e-06
Position 312: 2.3159702375584614e-06
Position 281: 1.5029483652899263e-06
Position 243: 1.4872310328558282e-06
Position 1017: 1.3744567792785205e-06
Position 4051: 1.241599354369034e-06
Position 214: 1.2314012870515094e-06
Position 1513: 1.1103133731528813e-06
Position 674: 9.14196075386187e-07
Position 634: 7.425887830353763e-07
Position 1535: 7.202043462853005e-07
Position 2921: 5.51189972160827e-07
Position 354: 5.339930539024284e-07
Position 1416: 4.169309094647456e-07
Position 275: 3.590108498492503e-07
Position 359: 3.462622533733235e-07
Position 3860: 3.226430170623899e-07
Position 233: 2.8076521287680233e-07
Position 1508: 2.0624114722704025e-07
Position 757: 2.0172062601186476e-07
Position 1086: 1.9008122031668272e-07
Position 410: 1.880003335852877e-07
Position 1203: 1.2387649084054544e-07
Position 1030: 1.192847037500142e-07
Position 768: 1.0242044772930394e-07
Position 735: 9.280097606473556e-08
Position 1068: 9.193803086685122e-08
Position 751: 2.848170272261297e-09
Position 716: 1.3326939612120222e-09
Position 852: 1.0253797595301844e-09
Position 322: 7.055285712180326e-10
Position 1213: 5.883678288196381e-10
Position 383: 3.453110185447716e-13
Position 447: 6.9489538975456e-16
