Gene = mtRNApol
Position 1266: 3.616251960200594e-08
Position 1166: 3.266870209545746e-08
Position 1131: 3.208473453948731e-08
Position 1778: 2.2280224620345265e-08
Position 1305: 1.6897268173474924e-08
Position 2758: 1.3338964434012882e-08
Position 407: 9.117429334477456e-09
Position 4145: 8.758386493953044e-09
Position 2154: 8.204511359106531e-09
Position 2401: 6.1954664096753596e-09
Position 2305: 6.171461243002258e-09
Position 2521: 5.984626427405587e-09
Position 495: 4.981167511866519e-09
Position 4352: 4.145881278580186e-09
Position 4570: 4.076134001624646e-09
Position 3860: 3.980879510138868e-09
Position 4142: 2.153338087884578e-09
Position 4066: 1.3566415527214605e-09
Position 4405: 5.942471083581524e-10
Position 4075: 5.553922244431789e-10
Position 3794: 4.495847827490563e-10
Position 2805: 1.1814645119715383e-11
Position 576: 1.6424654098217236e-12
Position 1043: 1.5582752917532884e-12
Position 615: 1.2580267130847866e-12
Position 1390: 2.5451345407541503e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.9970210200562423
Position 4552: 0.9947582306404202
Position 1056: 0.9933282013831443
Position 423: 0.9919068845829453
Position 3271: 0.9889496016273214
Position 2074: 0.9479210752201134
Position 1266: 0.7061973192406573
Position 1417: 0.09433746206318269
Position 1698: 0.09115842999282991
Position 1273: 0.047644341367471164
Position 155: 0.03083525463686115
Position 834: 0.023585861213466463
Position 3074: 0.019736345486291742
Position 3004: 0.017145956451671114
Position 1279: 0.014773260914634202
Position 2749: 0.013832875318803247
Position 1658: 0.01313224289065902
Position 3766: 0.011584646828145433
Position 2908: 0.011454855272895087
Position 3694: 0.008930175812909101
Position 2927: 0.007377761612338346
Position 3283: 0.006756819078183519
Position 1768: 0.006009388587060951
Position 5021: 0.004897079900983303
Position 4104: 0.004291921378546533
Position 435: 0.0034960928206412122
Position 5037: 0.0033314943325877394
Position 2353: 0.0032577725243554344
Position 1451: 0.0031919993291543184
Position 2774: 0.0025781539479465695
Position 1720: 0.0025306421553411714
Position 258: 0.0024201216636709753
Position 4903: 0.002224335889576933
Position 4726: 0.002050835537433279
Position 1746: 0.0018612383189631025
Position 323: 0.0018588894358547393
Position 4732: 0.001798512340783807
Position 1924: 0.0016678478102066115
Position 1525: 0.0015755776786867883
Position 2126: 0.0015063257187182084
Position 2537: 0.001306865562507494
Position 3037: 0.001199152311507591
Position 1910: 0.0011652725925382274
Position 161: 0.0011604772541813817
Position 2995: 0.0011580511021406154
Position 2678: 0.0011081708284709664
Position 495: 0.0010651658739889724
Position 347: 0.0008975982681296937
Position 426: 0.0008432381133477436
Position 4188: 0.0007853314531326085
Position 4916: 0.0007673429545441259
Position 2090: 0.0007483255952634073
Position 4887: 0.0007268805073699957
Position 3973: 0.000717423139246172
Position 878: 0.0006671733515061592
Position 2356: 0.0006399126063717384
Position 1852: 0.0006382011328204763
Position 3671: 0.0006115379032271728
Position 320: 0.0004994231109883422
Position 1073: 0.0004990376434669168
Position 2476: 0.0004448253528881801
Position 1085: 0.00040442037923504756
Position 4790: 0.0003904000882148169
Position 2941: 0.00037455954986951017
Position 1666: 0.0003110672447201854
Position 3079: 0.00030076542040066126
Position 4736: 0.0002968876092268431
Position 2421: 0.00028292143289330415
Position 1928: 0.00026107035862316536
Position 1894: 0.0002508753235053784
Position 2098: 0.00024522089805626936
Position 5099: 0.00023264769321877177
Position 4619: 0.00022111399291720597
Position 1583: 0.0002141513036378015
Position 4719: 0.00020133239574443107
Position 4438: 0.0001971766194713063
Position 3394: 0.00015803434549081555
Position 4165: 0.00015092575117024197
Position 273: 0.0001395988385814103
Position 1253: 0.0001370405754610408
Position 2209: 0.00013483744982683231
Position 937: 0.00011224793177888143
Position 1962: 0.00010176451688102793
Position 3927: 0.00010109017595671144
Position 896: 8.836826979471846e-05
Position 3105: 8.651163458446511e-05
Position 4482: 8.63494329878828e-05
Position 3714: 7.456495427923028e-05
Position 2693: 7.3451520638552e-05
Position 627: 6.786129978746852e-05
Position 634: 6.0410359356710803e-05
Position 2294: 5.748330844110906e-05
Position 3651: 5.72452134229351e-05
Position 3802: 5.6306944441542997e-05
Position 4252: 5.3273694510953226e-05
Position 3871: 4.6538218867363e-05
Position 2397: 4.2984934103160504e-05
Position 704: 4.194146041183071e-05
Position 917: 4.0770277636579435e-05
Position 884: 4.023514812373987e-05
Position 4108: 3.829638126819257e-05
Position 4150: 3.8094664504844845e-05
Position 1504: 3.6305114677699485e-05
Position 4198: 3.456724105998342e-05
Position 1670: 3.391044379270876e-05
Position 1705: 3.294966938559312e-05
Position 4744: 3.2635450246995146e-05
Position 3934: 3.2220493021088344e-05
Position 4060: 3.1252533416492446e-05
Position 3777: 2.8712119899410437e-05
Position 187: 2.2492631483869045e-05
Position 3466: 2.201634164479125e-05
Position 4012: 2.124657393717619e-05
Position 2458: 1.8678512598571137e-05
Position 695: 1.8417405472230027e-05
Position 1868: 1.7782341549358346e-05
Position 1062: 1.7309068110655167e-05
Position 965: 1.7106559890973734e-05
Position 1594: 1.6925079012306204e-05
Position 2695: 1.665844059925741e-05
Position 384: 1.598440174478119e-05
Position 2286: 1.546930307899705e-05
Position 1315: 1.4221060637606112e-05
Position 1975: 1.4073108209373701e-05
Position 503: 1.3869940444605648e-05
Position 4794: 1.326796593398047e-05
Position 225: 1.0962980817112501e-05
Position 701: 1.0910816948290697e-05
Position 4876: 1.0787672415237269e-05
Position 3503: 1.0765382817026112e-05
Position 2026: 1.071966792303022e-05
Position 4678: 1.0657511816118438e-05
Position 4453: 1.009955586413912e-05
Position 674: 7.9379701944122e-06
Position 1131: 7.921728995625068e-06
Position 3463: 7.887929808189336e-06
Position 983: 7.1425408218192346e-06
Position 812: 6.256834026743966e-06
Position 4616: 6.014765949063158e-06
Position 3400: 5.612171078559251e-06
Position 3735: 4.964405882929314e-06
Position 836: 4.597895669991025e-06
Position 643: 3.9108527876256135e-06
Position 776: 2.2302766609060852e-06
Position 515: 1.8054678679547371e-06
Position 843: 1.7305736146563669e-06
Position 671: 1.5270615055032712e-06
Position 4598: 1.4624228537993403e-06
Position 216: 1.4190600064158507e-06
Position 4700: 1.3647378987133524e-06
Position 4925: 1.334819432682653e-06
Position 4798: 1.253669208490616e-06
Position 4631: 1.2344131221891468e-06
Position 4580: 1.1344880023134352e-06
Position 1027: 6.888641616702774e-07
Position 4592: 6.560862446682619e-07
Position 4682: 5.547811977504799e-07
Position 638: 5.001588990668807e-07
Position 527: 4.781158116031786e-07
Position 512: 4.4653327059838994e-07
Position 4520: 4.226711674363059e-07
Position 357: 2.876686981450536e-07
Position 1294: 2.699715625842071e-07
Position 782: 2.6374043328837585e-07
Position 1157: 2.500328717282958e-07
Position 1111: 2.3795856348092055e-07
Position 1021: 2.3401678063881157e-07
Position 903: 2.2207225629380945e-07
Position 1011: 2.06210073974371e-07
Position 1005: 1.807328783833523e-07
Position 1528: 1.6698575939790856e-07
Position 1144: 1.659444861709625e-07
Position 560: 1.2843879694000093e-07
Position 732: 1.2525424467036731e-07
Position 656: 1.0307621280520886e-07
Position 1547: 1.0070576456930242e-07
Position 1537: 9.485137802878107e-08
Position 1185: 9.099450433042697e-08
Position 1426: 8.840818954816244e-08
Position 914: 6.289285396348845e-08
Position 797: 6.102517192263337e-08
Position 740: 5.395130513597631e-08
Position 789: 4.919853337774639e-08
Position 1301: 3.8589486673102135e-08
Position 585: 2.269541419559105e-08
Position 1016: 2.0667120141837713e-08
Position 576: 1.7592502034897924e-08
Position 1190: 1.3301773491218157e-08
Position 746: 1.0320912026094586e-08
Position 1570: 6.626543913989133e-09
Position 990: 4.871006119698431e-09
Position 1146: 2.6945321030277036e-09
Position 1120: 7.330818494616964e-10
Position 1201: 4.2178958611885474e-10
Position 551: 1.9069250654039883e-11
Position 362: 9.259811444105533e-13
Position 1220: 9.131127444666103e-13
Position 566: 4.173274252266349e-15
