Gene = PHGPx
Position 1448: 5.907186992573883e-05
Position 979: 5.879766388818139e-05
Position 331: 5.8357121962927066e-05
Position 1907: 5.582617528591324e-05
Position 1368: 5.358308992515675e-05
Position 1132: 5.113125258646571e-05
Position 328: 5.053521712776787e-05
Position 1309: 4.792365895380538e-05
Position 1472: 4.3746529138260203e-05
Position 1712: 4.3596069802485454e-05
Position 2084: 4.178538123357753e-05
Position 32: 4.042899344160639e-05
Position 82: 3.842471862166284e-05
Position 543: 3.264899413893072e-05
Position 962: 2.9401287763985145e-05
Position 796: 2.4977500105209975e-05
Position 2069: 2.3532295530206773e-05
Position 1868: 2.1033207815851177e-05
Position 1296: 1.8583210707373158e-05
Position 385: 1.7806879212535105e-05
Position 2106: 1.4161881371956425e-05
Position 25: 1.3971561097119519e-05
Position 928: 1.1547887157649424e-05
Position 1230: 1.0488285822842589e-05
Position 1554: 5.4380090941571115e-06
Position 1341: 4.6429835026519e-06
Position 1909: 2.32810592597836e-06
Position 1802: 2.0866034632910444e-06
Position 1176: 1.6967106607000354e-06
Position 73: 1.6058420380250313e-06
Position 1192: 1.4070711039255952e-06
Position 38: 1.283138044399588e-06
Position 1992: 6.828412104181264e-07
Position 2018: 3.645488060220697e-07
Position 129: 2.6370821449102617e-07
Position 1834: 1.7369987187716973e-07
Position 2211: 9.990739913683578e-08
Position 1828: 8.206177300192226e-08
Position 515: 2.7150198021213006e-08
Position 406: 1.933807648426904e-08
Position 1652: 5.93831410228261e-10
Position 1950: 2.2198343896976318e-10
Position 1706: 2.0560260211795266e-10
Position 1986: 1.372639626613896e-10
Position 1870: 3.651000586580727e-11
Position 486: 3.165529209947157e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1985: 0.99575441597457
Position 1594: 0.9930078523777953
Position 1077: 0.7071899803412947
Position 167: 0.13949284720416275
Position 648: 0.10412034093112985
Position 1123: 0.04517349800738382
Position 257: 0.02802848837162067
Position 524: 0.017674043322778204
Position 2251: 0.012761231389249367
Position 1131: 0.0102509304645975
Position 745: 0.004935154233102969
Position 1108: 0.004048445530550992
Position 1086: 0.003810320151828209
Position 923: 0.003449052742584443
Position 1341: 0.0032816529236845676
Position 1102: 0.0028549664933118484
Position 1098: 0.0023541069059569582
Position 126: 0.00234362931696528
Position 348: 0.0023279408315807176
Position 1840: 0.002287597579414103
Position 359: 0.0022559814569075476
Position 679: 0.0021517678477923565
Position 1828: 0.0019664942334055194
Position 1035: 0.0018256353435664187
Position 199: 0.0017748868562566414
Position 920: 0.001625797497940664
Position 1374: 0.0015962436445631422
Position 851: 0.001377936251305435
Position 270: 0.0013749454377416008
Position 321: 0.0012097961563359827
Position 324: 0.0011915088794834583
Position 2033: 0.001087819758308004
Position 1547: 0.0010225009486818197
Position 154: 0.0005661013848926532
Position 1014: 0.0005140266733949506
Position 2224: 0.0004922052682551786
Position 2230: 0.0004439300680955168
Position 617: 0.00019793822820339654
Position 1762: 0.000173028558373948
Position 1463: 0.00013434360868484418
Position 2042: 0.00011093154649372215
Position 1657: 0.00010563323613020274
Position 697: 0.00010191335687600619
Position 204: 0.00010077035632946619
Position 1690: 0.000100448327376642
Position 601: 8.651713729635642e-05
Position 1491: 7.814003992458466e-05
Position 1747: 6.145437967766367e-05
Position 364: 5.247729265890978e-05
Position 213: 4.590713248718777e-05
Position 2039: 4.300387919718913e-05
Position 1624: 4.290250926658247e-05
Position 1538: 3.56615650323498e-05
Position 855: 3.532582194955282e-05
Position 103: 3.367893357663524e-05
Position 1783: 3.259336983666241e-05
Position 2255: 3.227376576053404e-05
Position 594: 2.916750629593337e-05
Position 1442: 2.7219016708845497e-05
Position 580: 2.6616137525633975e-05
Position 1777: 2.3769601707589663e-05
Position 448: 2.2284498463072598e-05
Position 1696: 2.078428132544407e-05
Position 2084: 1.90583066540376e-05
Position 1262: 1.8317812727966358e-05
Position 573: 1.425962897022587e-05
Position 2059: 1.3286369259046037e-05
Position 1732: 1.2194376936959424e-05
Position 1554: 9.450483142521949e-06
Position 107: 9.379231239628162e-06
Position 2099: 9.177693985531683e-06
Position 541: 7.371052913704553e-06
Position 2001: 6.0801970067962256e-06
Position 705: 5.1637765105204e-06
Position 145: 4.552275202386045e-06
Position 140: 4.1127543599944895e-06
Position 1470: 3.6465138453743478e-06
Position 1702: 3.5574839470265788e-06
Position 1496: 3.2024387064071607e-06
Position 82: 2.1797156366258583e-06
Position 694: 1.8093700576792667e-06
Position 2177: 1.5728289563386995e-06
Position 1645: 1.4573895029975753e-06
Position 2188: 1.1614489890510009e-06
Position 2156: 1.1582123869414572e-06
Position 2102: 8.639104162473411e-07
Position 537: 3.4102538950210205e-07
Position 2069: 3.239004555539356e-07
Position 2168: 1.3976191017710884e-07
Position 134: 7.073377606561155e-08
Position 184: 4.4056182400030585e-08
Position 58: 3.088168934057125e-08
Position 2195: 2.7222566639270862e-08
Position 201: 1.755783294251002e-08
Position 62: 6.074321502323437e-10
Position 73: 5.481483103497903e-10
Position 176: 3.4713731611523384e-10
Position 66: 1.5957344628576062e-10
Position 263: 2.2442035446143673e-12
