Gene = ics
Position 2464: 0.004049070875794083
Position 856: 0.003802059487163974
Position 2467: 0.0036343090595513106
Position 3071: 0.003340037236559143
Position 2383: 0.0027756258629113755
Position 350: 0.002734589325438369
Position 328: 0.0026925988951866913
Position 744: 0.002426957506637564
Position 2233: 0.0016636723705481036
Position 2164: 0.0015640886816757236
Position 436: 0.0012598240199809207
Position 735: 0.0009627854117257202
Position 520: 0.0009438090723890937
Position 769: 0.0007674574622528932
Position 1630: 0.0007589731151793817
Position 1579: 0.0007570496196270595
Position 2831: 0.0006695503839828548
Position 479: 0.0006607861383322628
Position 873: 0.0006250819459408476
Position 2491: 0.0006023826506805129
Position 1362: 0.0005353734170032251
Position 1985: 0.00047041647955685536
Position 1149: 0.0004649714059767481
Position 1084: 0.000459463480804047
Position 774: 0.0004293378442356352
Position 1301: 0.000348404648216229
Position 1704: 0.000346234563985988
Position 1375: 0.0003418080686385105
Position 311: 0.0003362445037239134
Position 1341: 0.00032955757503371185
Position 2828: 0.0003086144786629034
Position 1902: 0.0002473221381371529
Position 2084: 0.00021370418788814384
Position 525: 0.00019663520444096661
Position 2590: 0.0001709883953630084
Position 2005: 0.00016604859853475439
Position 1731: 0.0001554370689007204
Position 2452: 0.00015038325224296756
Position 2614: 0.00013655165364163865
Position 1386: 0.00012564326201920653
Position 1169: 0.00012436515550494584
Position 2994: 0.00012175720815016597
Position 384: 9.46552458588232e-05
Position 101: 8.342321220501963e-05
Position 1757: 6.620425588329368e-05
Position 1859: 6.119409179228139e-05
Position 2272: 6.025397666226636e-05
Position 2603: 5.234473409990881e-05
Position 420: 5.192993645793068e-05
Position 2169: 5.1616615056071397e-05
Position 2703: 4.614728925015296e-05
Position 90: 4.062357538663088e-05
Position 614: 3.9571455877722905e-05
Position 2647: 3.7561499876609454e-05
Position 2476: 3.374712718540648e-05
Position 415: 3.198776819341373e-05
Position 2091: 3.194220513196501e-05
Position 2605: 2.9859340604955532e-05
Position 498: 2.9372589073486245e-05
Position 608: 2.8438000942024143e-05
Position 2178: 2.4150323613625237e-05
Position 335: 2.3711009966288913e-05
Position 1178: 2.2866705533202967e-05
Position 2635: 1.9991073395241516e-05
Position 2896: 1.9828444758359052e-05
Position 2858: 1.8195337555113873e-05
Position 2064: 1.795764687092729e-05
Position 108: 1.684922761188843e-05
Position 534: 1.5471703725139374e-05
Position 283: 1.4319217241130161e-05
Position 1222: 1.3195707824151301e-05
Position 1549: 1.2478232797897538e-05
Position 3136: 1.1859617048200375e-05
Position 2086: 1.0601314835124197e-05
Position 3121: 1.0222674470470803e-05
Position 1728: 9.775595898939524e-06
Position 191: 6.578163479715129e-06
Position 1679: 6.009663235496544e-06
Position 1395: 4.96900414109707e-06
Position 2019: 4.939440828960963e-06
Position 1793: 4.273515182861019e-06
Position 1401: 3.6884521020054837e-06
Position 1217: 3.5429038230516745e-06
Position 1511: 2.921748878750981e-06
Position 567: 2.369762900394361e-06
Position 1404: 1.1787770756494327e-06
Position 1417: 1.0589818724982386e-06
Position 1752: 1.0184325070979449e-06
Position 2913: 9.225331141820113e-07
Position 993: 8.581668622796964e-07
Position 2872: 7.635823918641819e-07
Position 1228: 7.438148012475809e-07
Position 573: 6.991658629757898e-07
Position 2910: 6.526159948262322e-07
Position 262: 6.362140354544478e-07
Position 2868: 5.260718819176651e-07
Position 200: 5.041135445481588e-07
Position 2838: 1.87732673616495e-07
Position 269: 3.536314093437696e-08
Position 540: 2.5298519559080625e-08
Position 2757: 2.2074993473549014e-08
Position 552: 3.050291757768111e-09
Position 1596: 8.246646235415317e-10
Position 179: 2.3373124131311183e-11
Position 181: 1.9551391070984796e-11
Position 264: 4.378900704840737e-14
