Gene = Uvrag
Position 1326: 9.713026980687912e-05
Position 236: 8.869458006373041e-05
Position 152: 7.16892506228439e-05
Position 1804: 6.709392541324644e-05
Position 459: 6.681417709145e-05
Position 786: 6.636126063833075e-05
Position 1182: 6.446522227217834e-05
Position 2704: 6.391315352257787e-05
Position 1367: 6.233195576811946e-05
Position 2089: 4.838112153006346e-05
Position 770: 3.878848048893991e-05
Position 64: 3.867042561889747e-05
Position 2760: 3.73387749005003e-05
Position 1008: 3.1884252432233206e-05
Position 387: 3.1782753484704414e-05
Position 2052: 3.079588521642644e-05
Position 2565: 2.8026235902868775e-05
Position 1048: 2.6919570387426118e-05
Position 2008: 2.4953942101754935e-05
Position 336: 2.3674486168999224e-05
Position 2530: 2.3238766777011453e-05
Position 444: 2.304617101084344e-05
Position 972: 1.9291539809488076e-05
Position 1566: 1.8637063309966422e-05
Position 942: 1.824820495969933e-05
Position 1338: 1.6389757110514746e-05
Position 359: 1.6347246625372578e-05
Position 1014: 1.1704189798761919e-05
Position 2593: 9.743933269823913e-06
Position 1350: 9.351057333702494e-06
Position 2044: 8.996530975181727e-06
Position 1058: 8.305792012205395e-06
Position 1607: 8.28556751746117e-06
Position 2670: 8.214123071700703e-06
Position 375: 7.989200238691685e-06
Position 2579: 7.291181100978977e-06
Position 2441: 6.593379468502711e-06
Position 777: 6.4864178321252065e-06
Position 366: 6.428813780190075e-06
Position 202: 5.78962583192039e-06
Position 1662: 5.543907998069748e-06
Position 393: 4.217056730508703e-06
Position 1083: 4.203399467917662e-06
Position 1371: 3.4669770102191675e-06
Position 2569: 3.413631938186776e-06
Position 1794: 3.100956378362474e-06
Position 1434: 3.0831975072037334e-06
Position 1257: 2.9361109115538643e-06
Position 243: 2.901122934993189e-06
Position 792: 2.730155989068705e-06
Position 930: 2.5772752347684177e-06
Position 1862: 2.5602567038856886e-06
Position 1847: 2.5183765203843893e-06
Position 2642: 2.444226926714895e-06
Position 2120: 2.273925680724481e-06
Position 2236: 2.2173129471026964e-06
Position 1828: 2.1492472784273276e-06
Position 544: 1.9704311928249253e-06
Position 1302: 1.8287784430443727e-06
Position 2509: 1.790139239400699e-06
Position 1390: 1.7622568548826215e-06
Position 2135: 1.637859746466257e-06
Position 276: 1.4078911860502463e-06
Position 2251: 1.234094544747257e-06
Position 341: 1.1209104033417866e-06
Position 2254: 8.620208330224739e-07
Position 1185: 8.494485367214735e-07
Position 289: 7.765240283285842e-07
Position 488: 6.296362591024447e-07
Position 1813: 4.464607551805733e-07
Position 1533: 4.363427015600366e-07
Position 210: 3.141670802856815e-07
Position 1560: 2.2591447594136613e-07
Position 2654: 2.2256446237382903e-07
Position 485: 2.1473300840152223e-07
Position 518: 1.7590811477949716e-07
Position 1497: 1.7291268951721993e-07
Position 468: 1.7138975379778532e-07
Position 189: 1.3452772983686693e-07
Position 525: 4.493278453993185e-08
Position 507: 1.811517970120357e-08
Position 346: 1.185217974201417e-08
Position 273: 7.2533131605805775e-09
Position 420: 7.004350343633536e-09
Position 1569: 5.598922208621668e-09
Position 258: 1.5778513097263692e-09
Position 285: 1.5652417090581641e-09
Position 402: 1.1045038518206908e-09
Position 945: 6.538578717023009e-10
Position 513: 1.3131737684798855e-10
Position 490: 1.2696603783934005e-10
Position 846: 1.208814425534694e-10
Position 547: 1.8396702376765814e-12
