Gene = Mrtf
Position 646: 9.323671491514499e-06
Position 332: 7.389113418733803e-06
Position 50: 6.598464275967097e-06
Position 349: 4.902076931031686e-06
Position 689: 2.655192100857079e-06
Position 79: 2.160995642786207e-06
Position 141: 2.0798483057984e-06
Position 310: 1.7739669226155835e-06
Position 119: 1.3155132994002561e-06
Position 147: 1.1970181929818603e-06
Position 431: 7.58962469727772e-07
Position 149: 3.522227363103763e-07
Position 444: 3.1593225718103495e-07
Position 578: 2.7394007988839404e-07
Position 371: 2.0505706792560329e-07
Position 508: 1.475797096622672e-07
Position 552: 1.2008417509349397e-07
Position 512: 9.026800397482985e-08
Position 563: 7.305396193455504e-08
Position 581: 6.81329604117496e-08
Position 546: 4.019566409696562e-08
Position 42841: 2.5731466145631086e-08
Position 531: 6.8213687155674e-09
Position 2938: 7.172706712769284e-27
Position 3151: 3.810397478475217e-27
Position 3739: 2.8096307753696793e-27
Position 954: 2.342117962094535e-27
Position 1136: 1.9206694233822803e-27
Position 1698: 1.7124075255180583e-27
Position 2048: 1.3967556843436246e-27
Position 772: 9.264779729232236e-28
Position 2493: 2.6996547877564486e-28
Position 958: 2.4861083703577466e-28
Position 932: 2.027667927316012e-28
Position 1086: 1.7336923658320446e-28
Position 1531: 9.043501080108244e-29
Position 2156: 5.726547814184482e-29
Position 1012: 4.771432267236798e-29
Position 1680: 2.9152262762658573e-29
Position 1943: 2.039549413958768e-29
Position 2646: 2.0042286414143968e-29
Position 904: 1.7693155975581857e-29
Position 868: 1.6428792948347903e-29
Position 876: 1.0913688420369467e-29
Position 906: 1.0527442699570378e-29
Position 783: 8.69412754338461e-30
Position 2198: 6.14656353990883e-30
Position 759: 5.542470219221239e-30
Position 1345: 5.0014461455491614e-30
Position 2054: 3.439877484099204e-30
Position 1210: 2.4176159473939553e-30
Position 1395: 1.9350279023116367e-30
Position 1472: 1.9215129973156547e-30
Position 1816: 1.3598398038542086e-30
Position 836: 1.2820632482498739e-30
Position 2066: 1.0177947036653206e-30
Position 2052: 9.711693797408167e-31
Position 2234: 6.668806432607059e-31
Position 1430: 6.4961200209079125e-31
Position 1397: 6.349160097227804e-31
Position 1249: 6.105639632301776e-31
Position 1606: 5.394812562116326e-31
Position 1031: 4.33276551101749e-31
Position 1638: 4.318370943190338e-31
Position 1165: 2.518457587351745e-31
Position 1219: 2.264348297163408e-31
Position 1224: 1.8819663578966792e-31
Position 788: 1.5682408063357836e-31
Position 1418: 1.305631307468477e-31
Position 1222: 1.085817634255656e-31
Position 1305: 9.483712813998076e-32
Position 1522: 9.285459932000271e-32
Position 1006: 7.400199696231888e-32
Position 1369: 7.018383211666569e-32
Position 1371: 5.069238372269638e-32
Position 1596: 2.61913458540663e-32
Position 809: 2.504770025831235e-32
Position 738: 1.8484292367017996e-32
Position 845: 1.0501286121348964e-32
Position 1212: 1.0063884115538621e-32
Position 1160: 7.603154466024348e-33
Position 1294: 7.278134478821833e-33
Position 840: 6.916725995555718e-33
Position 741: 3.432112698161867e-33
Position 1841: 1.2729401960627098e-33
Position 2063: 1.9369183380860643e-34
Position 1436: 1.5273923097131872e-35
Position 1158: 2.2460860328376628e-36
Position 479: 4.109334480443742e-37

Sorted 3' Splice Sites (High to Low Probability):
Position 37066: 0.9999999999999941
Position 37975: 0.999587148597522
Position 41793: 0.9434508045259057
Position 42477: 0.6106938765678469
Position 464: 0.3846154297765751
Position 48699: 0.36206126149286266
Position 38190: 0.3398374727498898
Position 38243: 0.19638508465788884
Position 48209: 0.15117799482610675
Position 41958: 0.12300020238550903
Position 48519: 0.1050172173043704
Position 41426: 0.08421784263307985
Position 47821: 0.07143883810040756
Position 48175: 0.06452141074296382
Position 47758: 0.06445257582697864
Position 46547: 0.06434517073232461
Position 38260: 0.016705188932121594
Position 38349: 0.015983376816458453
Position 47325: 0.015290743063962105
Position 42175: 0.011493190521540318
Position 38194: 0.01039670971285038
Position 38226: 0.009560699401933166
Position 43239: 0.009350970705352
Position 48908: 0.008612291024753327
Position 41092: 0.0068168562709836015
Position 40500: 0.006149977331722847
Position 38980: 0.005549695283106849
Position 43261: 0.00450559578386298
Position 38809: 0.004141983132918725
Position 38362: 0.003641541885486651
Position 39116: 0.0034030650964951797
Position 42262: 0.0033321139603552283
Position 38641: 0.0032562543401599506
Position 38371: 0.0029590541863248254
Position 42160: 0.002917630098969133
Position 41967: 0.002412445486318625
Position 738: 0.002386235386575654
Position 42126: 0.0022155443042808287
Position 44681: 0.0021454097393218898
Position 38368: 0.002088078746089418
Position 41667: 0.0020853068615969274
Position 43246: 0.0016501578093451239
Position 40677: 0.0016198068412511975
Position 39137: 0.0015049756002413206
Position 39019: 0.0014163899472295514
Position 468: 0.0013976046350507453
Position 47345: 0.0013975520422608986
Position 41997: 0.0013630412269680138
Position 48264: 0.001280357628820358
Position 771: 0.0011980126019157636
Position 42390: 0.0010382618705467184
Position 47027: 0.0008928761203656636
Position 42064: 0.0008491396496752715
Position 43430: 0.0008040470061048016
Position 40018: 0.0007992142556705097
Position 405: 0.0007941123615083821
Position 41362: 0.0007283957075343089
Position 45389: 0.0007220746854742111
Position 41909: 0.0007124111507426664
Position 43340: 0.0007110953206532113
Position 43674: 0.0007010942518774455
Position 42138: 0.000660778745674642
Position 44219: 0.0005953569099663015
Position 44247: 0.0005732137925147574
Position 43424: 0.0005661233123222935
Position 44149: 0.0005581437961379893
Position 44531: 0.0005219931110611443
Position 45986: 0.00046080903074028815
Position 38800: 0.0004279167127895842
Position 45374: 0.0003902330961633229
Position 44321: 0.0003773663024938665
Position 38894: 0.0003585648015137751
Position 42417: 0.0003552519541927035
Position 38201: 0.0003488027628409189
Position 42515: 0.00033358921264611704
Position 41700: 0.00032518052320252113
Position 41513: 0.00032476721570781
Position 39560: 0.0003236700522426911
Position 41924: 0.0003127815089262226
Position 43008: 0.0002923115980078017
Position 38547: 0.00027068810963044437
Position 43599: 0.0002560826555129442
Position 38790: 0.00023910282181756746
Position 41031: 0.00023634466889316616
Position 38166: 0.00023514784904069458
Position 43720: 0.00021720441186764183
Position 43829: 0.00021707606821105393
Position 45078: 0.00021400634325156973
Position 45395: 0.00021222895335542245
Position 41169: 0.00019527783629097673
Position 759: 0.00019241707877092683
Position 41375: 0.00019164388828411594
Position 40997: 0.00017172019640541276
Position 43969: 0.00015960486632138972
Position 45008: 0.00012812990058816038
Position 470: 0.0001276902860396631
Position 41928: 0.00012580353119228462
Position 692: 8.738727696245434e-05
Position 41834: 8.03078275245762e-05
Position 41802: 7.872101592114772e-05
Position 43596: 6.262599574748958e-05
Position 38700: 6.082196265285691e-05
Position 41118: 6.053408361853776e-05
Position 38519: 5.134001783809919e-05
Position 38402: 5.1270431603815684e-05
Position 40804: 4.6376789726267126e-05
Position 42956: 3.0056428002654976e-05
Position 42797: 2.8183700451426978e-05
Position 43835: 2.683135581059156e-05
Position 42934: 2.019310500036144e-05
Position 43905: 1.3345740228409735e-05
Position 43621: 9.351683889098788e-06
Position 43037: 7.021229669061888e-06
Position 39032: 2.609674461707175e-06
Position 38693: 4.971698275106307e-07
Position 38162: 4.371661152594669e-07
Position 38731: 3.1570459670750655e-07
Position 39367: 1.7677649692031521e-07
Position 39502: 1.3782184652879568e-07
Position 39315: 1.3467451491025717e-07
Position 8286: 2.2284713112628827e-24
Position 3028: 1.201185128992685e-26
Position 3795: 1.0280321841998207e-26
Position 1759: 8.018637091039018e-27
Position 1041: 7.838007366790246e-27
Position 2591: 7.520587942498989e-27
Position 3202: 3.9995794873395944e-27
Position 1206: 3.812151149983051e-27
Position 1292: 2.56715659437801e-27
Position 1638: 1.5372831925065024e-27
Position 2123: 7.866153575814999e-28
Position 2312: 6.612759496022404e-28
Position 2636: 5.376312044187914e-28
Position 2666: 5.209230989010624e-28
Position 992: 1.7334703689754068e-28
Position 682: 1.2011996411644455e-28
Position 2217: 9.275996607241699e-29
Position 2554: 7.145391614730269e-29
Position 1493: 6.488188751767886e-29
Position 2708: 4.4199881272363856e-29
Position 1726: 3.7591333160654636e-29
Position 1550: 3.4881663706864426e-29
Position 2842: 2.6377192639154724e-29
Position 2536: 2.4433063909635187e-29
Position 2965: 9.147641119877829e-30
Position 1472: 9.095165206557586e-30
Position 2992: 7.34730565748415e-30
Position 1365: 3.9556111380501355e-30
Position 840: 2.5284926393042057e-30
Position 345: 2.5018230728658612e-30
Position 79: 2.4624178133077418e-30
Position 999: 1.8822596533178736e-30
Position 997: 1.24241679313025e-30
Position 699: 1.0359302286231126e-30
Position 340: 1.0052128024106467e-30
Position 1004: 8.804581610010678e-31
Position 954: 5.042692345724402e-31
Position 1703: 2.955108534509348e-31
Position 1891: 2.7372376058704077e-31
Position 1559: 2.626129159029897e-31
Position 1089: 2.460908700568407e-31
Position 1086: 2.3577122729779152e-31
Position 1305: 1.5564945087700156e-31
Position 855: 7.899405580606101e-32
Position 173: 6.058214360151289e-32
Position 479: 4.8457818447594345e-32
Position 904: 4.6722874127843857e-32
Position 119: 3.309098919486771e-32
Position 176: 2.7411784536577895e-32
Position 206: 1.7072417634763713e-32
Position 862: 1.5474793888170457e-32
Position 597: 1.2240014891795811e-32
Position 868: 1.6242482833780654e-33
Position 364: 2.940382694711269e-34
Position 264: 1.9674555299434456e-34
Position 213: 1.1310570403947715e-34
Position 182: 9.808751148048855e-35
Position 328: 8.515274678511063e-36
Position 278: 1.0543697995986901e-37
Position 836: 9.091449870487275e-39
