Gene = Grasp65
Position 1414: 6.324855390851917e-06
Position 703: 6.083143190279723e-06
Position 248: 6.0246183701991114e-06
Position 1889: 5.506713855111858e-06
Position 1916: 5.268236235805082e-06
Position 1753: 4.706697563792581e-06
Position 524: 4.627994275662066e-06
Position 1024: 4.447151439277809e-06
Position 1353: 4.219104480585759e-06
Position 981: 4.1993263863622256e-06
Position 778: 3.0322571510633325e-06
Position 1994: 2.560139125712893e-06
Position 1030: 2.22840559232453e-06
Position 59: 1.9950945051231345e-06
Position 849: 1.6289082039597857e-06
Position 74: 1.6139191531471341e-06
Position 1188: 9.88771994612125e-07
Position 70: 7.597938840627416e-07
Position 2217: 3.588969750152063e-07
Position 134: 1.9099114627583127e-07
Position 128: 6.3620915842194e-08
Position 951: 8.933171597989377e-09
Position 833: 2.1027270658179566e-09
Position 722: 1.7697635767635176e-09
Position 784: 1.6860195436476408e-09
Position 240: 1.4908731685075545e-09
Position 163: 7.265907413740919e-10
Position 94: 5.338244219454396e-10
Position 168: 1.0172713288533586e-11
Position 655: 8.064927082060175e-13
