Gene = cmb
Position 4679: 0.6060049992652026
Position 3414: 0.5292606085699896
Position 5715: 0.4172247719155975
Position 3417: 0.32979161056274753
Position 5236: 0.1330339226596454
Position 3141: 0.10404076723863451
Position 2865: 0.10192153765579726
Position 717: 0.09975527623976156
Position 3377: 0.08433288258659562
Position 3097: 0.0764064168252491
Position 3144: 0.06240011047569539
Position 5202: 0.04747279778556525
Position 4155: 0.03495367751420527
Position 2115: 0.0319462009298951
Position 1414: 0.029420858052323383
Position 4712: 0.029301584210611104
Position 4877: 0.02695205585809135
Position 3772: 0.024744388344072044
Position 5205: 0.024459507172942277
Position 3753: 0.01856613465360136
Position 3981: 0.014117358761680068
Position 1553: 0.013421661524830297
Position 6160: 0.011058498263527993
Position 1392: 0.00958657299215821
Position 632: 0.009352016121884138
Position 4449: 0.008156660842577781
Position 4910: 0.0064938195057124
Position 4602: 0.006491226599523353
Position 1147: 0.005579310596338545
Position 4430: 0.005479762449373305
Position 5774: 0.005039797558650383
Position 1281: 0.004201976567376654
Position 3064: 0.0035707813619669485
Position 5268: 0.0034653187489668957
Position 6495: 0.003164853460050542
Position 4343: 0.0029074667674576474
Position 1096: 0.00257092684705795
Position 644: 0.0025003891348148203
Position 4131: 0.0024809192948574044
Position 6008: 0.0019989481467239958
Position 291: 0.0019569236524527704
Position 618: 0.0019152302717505608
Position 741: 0.0018782598439841683
Position 935: 0.0018130047679021123
Position 444: 0.0017651901223035599
Position 6492: 0.001707430439543234
Position 316: 0.0015815083217844887
Position 4382: 0.0015541954663580969
Position 4779: 0.0015253969138072014
Position 4608: 0.00150420796334627
Position 3436: 0.0013005759288478753
Position 4880: 0.0012886914909175297
Position 3780: 0.0012183430362756582
Position 2439: 0.001172705886708044
Position 3567: 0.0011604112534914868
Position 4589: 0.0010734894944355033
Position 5968: 0.0008987801459781461
Position 762: 0.0008490341167831659
Position 4090: 0.0008391861003322882
Position 4161: 0.000822580019342094
Position 3811: 0.00080706431633035
Position 4743: 0.0007619481642066026
Position 3623: 0.0007109622954254322
Position 6302: 0.0007072316295603926
Position 5278: 0.0006462874888910962
Position 6265: 0.0006414131966457422
Position 2400: 0.0006180967804478983
Position 4916: 0.0006158535393295637
Position 516: 0.0006131390637241648
Position 5055: 0.0006030768426291248
Position 5439: 0.0005852885348009287
Position 6091: 0.0005846109156378011
Position 3455: 0.0005688961027265632
Position 3915: 0.0005543981650481236
Position 142: 0.0005515179016408777
Position 1803: 0.0005381533929516905
Position 2910: 0.0005124267088664023
Position 6283: 0.000491513538532513
Position 1039: 0.0004686479782403148
Position 6277: 0.0004510650306238557
Position 3236: 0.00044241413648954755
Position 2563: 0.00042427368143805504
Position 3734: 0.00041980504951956644
Position 5132: 0.0004055464362528402
Position 4560: 0.00036370713123328005
Position 1660: 0.0003542207265323832
Position 6178: 0.0003406801711913851
Position 3984: 0.00034015413578031544
Position 4412: 0.00033987159803524383
Position 83: 0.0003389239826106545
Position 2880: 0.0003334665405103375
Position 2319: 0.0003149972103943295
Position 2376: 0.00029850634693743405
Position 3075: 0.0002857418889657641
Position 3987: 0.0002843775938109169
Position 1253: 0.00028307765447667204
Position 956: 0.0002523996903045141
Position 4352: 0.0002508888518423188
Position 1250: 0.0002409315164765675
Position 4085: 0.00024002956329092985
Position 439: 0.00022011268955325034
Position 1439: 0.00020876437363706558
Position 1175: 0.00020753328627638452
Position 990: 0.00019590974611432982
Position 785: 0.00019434028021203217
Position 5478: 0.00018392162111449076
Position 3941: 0.00017983388322024166
Position 3452: 0.00017276494722449136
Position 1318: 0.00017027236550910214
Position 5870: 0.00016682509739669222
Position 6040: 0.00014990507671188433
Position 3936: 0.00014912275179599198
Position 3251: 0.00014524412902207245
Position 1182: 0.00014505138765120933
Position 4289: 0.0001430501937909949
Position 319: 0.0001428600115595754
Position 1315: 0.00013072924849400868
Position 2546: 0.00012781679943511302
Position 1400: 0.0001254930637636733
Position 5421: 0.00012212624221032926
Position 1111: 0.0001204275821234398
Position 3492: 0.00011135495754884451
Position 2783: 0.0001057473984191604
Position 801: 0.00010547640171638068
Position 2739: 9.244513990677106e-05
Position 4830: 8.53853259093217e-05
Position 1814: 7.902747591160089e-05
Position 1105: 7.824202199679908e-05
Position 3289: 7.55831997405707e-05
Position 2370: 7.418437186842788e-05
Position 2522: 6.65295456085345e-05
Position 5860: 6.437608002350224e-05
Position 2169: 5.946089830757002e-05
Position 531: 5.867554162583682e-05
Position 3650: 5.5242427568186095e-05
Position 4574: 4.9369606404907606e-05
Position 2817: 4.517194520112129e-05
Position 3257: 4.471125100564076e-05
Position 3788: 4.468910788355748e-05
Position 4612: 4.33887697967859e-05
Position 6571: 4.307192758711353e-05
Position 4740: 4.100137881982863e-05
Position 4951: 3.965013676020282e-05
Position 6118: 3.897660488728054e-05
Position 3677: 3.8945794296727384e-05
Position 254: 3.744184907900692e-05
Position 773: 3.6674425290785324e-05
Position 6054: 3.383457587127902e-05
Position 2786: 3.3396442384344716e-05
Position 3190: 3.331939820302373e-05
Position 2940: 3.324071065086853e-05
Position 4482: 3.2333624284976704e-05
Position 2403: 3.226134136451169e-05
Position 807: 3.194347060808247e-05
Position 3470: 3.180086936916563e-05
Position 6544: 2.924654884574932e-05
Position 3632: 2.8718054371090277e-05
Position 6601: 2.791560290322606e-05
Position 528: 2.5989618946347444e-05
Position 4198: 2.5812418151746667e-05
Position 177: 2.5296711682555335e-05
Position 577: 2.528805842048012e-05
Position 759: 2.42958416645924e-05
Position 1034: 2.2858231927533175e-05
Position 3330: 2.2165356186906364e-05
Position 1027: 1.7766258370590712e-05
Position 2181: 1.7119343280171145e-05
Position 1114: 1.7113151674334076e-05
Position 6157: 1.7080997327405705e-05
Position 2712: 1.599990645874686e-05
Position 1312: 1.5812114287878142e-05
Position 3581: 1.433223492519278e-05
Position 2457: 1.3963868712404054e-05
Position 2323: 1.3603601641286289e-05
Position 2246: 1.3174861197609912e-05
Position 273: 1.312775838944526e-05
Position 2848: 1.2945154029027037e-05
Position 3869: 1.2130336593221222e-05
Position 1162: 1.2052667252124663e-05
Position 5894: 1.1686382655841087e-05
Position 1046: 1.1213282226848253e-05
Position 2573: 1.058982474003639e-05
Position 2264: 9.903837754168842e-06
Position 2154: 9.888733463957422e-06
Position 3026: 9.467005351506101e-06
Position 1464: 9.046324859906956e-06
Position 2588: 8.822005093987552e-06
Position 1156: 8.644550730646463e-06
Position 582: 8.206142764800555e-06
Position 3578: 7.780387231565237e-06
Position 1187: 7.77151752704252e-06
Position 1850: 7.708655140269642e-06
Position 777: 7.696620957452613e-06
Position 1117: 7.012964531352953e-06
Position 3961: 5.872926977543401e-06
Position 2526: 5.376168419101661e-06
Position 1445: 5.254299246985484e-06
Position 2813: 5.20642682153904e-06
Position 3872: 4.692485757104437e-06
Position 3953: 4.590324385741037e-06
Position 4243: 4.443464680697037e-06
Position 158: 3.792379148817452e-06
Position 1686: 3.727147436430097e-06
Position 810: 3.414277980162428e-06
Position 3248: 3.3731393977259733e-06
Position 2704: 2.927863292985611e-06
Position 721: 2.8903858103531906e-06
Position 1461: 2.730573892311839e-06
Position 3843: 2.618147449966072e-06
Position 1149: 2.4161721710754653e-06
Position 907: 2.1751936745358526e-06
Position 3891: 2.1172019368583888e-06
Position 859: 2.0856983433945973e-06
Position 168: 1.6228617484085836e-06
Position 322: 1.2112372949744734e-06
Position 1302: 1.048274406718953e-06
Position 189: 1.0437148847353917e-06
Position 971: 7.690616493343522e-07
Position 452: 6.826346412259193e-07
Position 1479: 6.800505879249825e-07
Position 958: 5.36086859869387e-07
Position 579: 5.200422029987046e-07
Position 1889: 5.065158913201593e-07
Position 862: 4.5573150419778634e-07
Position 361: 3.910702645192792e-07
Position 2780: 3.887029034357995e-07
Position 2716: 3.6836847905260196e-07
Position 886: 3.659015929888318e-07
Position 146: 2.787819977722443e-07
Position 1917: 2.6163561136196234e-07
Position 1693: 2.471777169092509e-07
Position 2049: 2.126280916255512e-07
Position 1667: 1.911633714987413e-07
Position 828: 1.708245963907962e-07
Position 1673: 1.5657845163750774e-07
Position 359: 1.4395925952444734e-07
Position 403: 1.169252049886299e-07
Position 186: 1.1689735710313819e-07
Position 441: 1.0420385709442273e-07
Position 1707: 8.862860452943042e-08
Position 1899: 8.712264187930687e-08
Position 399: 6.73249155644207e-08
Position 2046: 4.537134210042722e-08
Position 1950: 2.2228867469801015e-08
Position 1869: 1.6621441038380865e-08
Position 370: 1.3247991493152484e-08
Position 61: 1.0625725827395784e-08
Position 1748: 1.0343296914643907e-08
Position 1866: 8.695977619916762e-09
Position 1736: 8.141874904916114e-09
Position 816: 3.3319808431681157e-09
Position 66: 1.3731580058225514e-09
Position 376: 6.661726513224864e-10
Position 1983: 5.114437580135842e-10
Position 2088: 2.8769900774872724e-10
Position 1923: 1.804728556199455e-10
Position 63: 1.4699269988153492e-10
Position 51: 1.2360826433093625e-10
Position 2055: 1.0460377802595126e-10
Position 355: 2.6283659698319897e-14
