Gene = Culd
Position 789: 7.160575039474629e-05
Position 3194: 6.972278495453228e-05
Position 503: 6.380457467567192e-05
Position 2393: 5.9571496351274815e-05
Position 575: 5.499515115867333e-05
Position 2980: 4.9771471046514784e-05
Position 657: 4.777885426230187e-05
Position 623: 4.523862784401526e-05
Position 2030: 4.3865938077540886e-05
Position 3529: 4.102162829049804e-05
Position 496: 3.938464642486447e-05
Position 1165: 3.714387524586553e-05
Position 3824: 3.3885663871424866e-05
Position 2041: 3.327126706805329e-05
Position 1835: 3.1584771686412865e-05
Position 1345: 2.6093741425134797e-05
Position 2039: 2.2906930656698784e-05
Position 1465: 2.201495359830243e-05
Position 40: 2.1755490051778366e-05
Position 3606: 2.0660178057245582e-05
Position 162: 1.9584208666285965e-05
Position 2535: 1.9252089357249798e-05
Position 1484: 1.2973056477873689e-05
Position 753: 1.144593054681435e-05
Position 67: 1.1146329927925437e-05
Position 809: 1.0432249885598183e-05
Position 2365: 9.953926475755932e-06
Position 1140: 9.270762597306112e-06
Position 441: 8.367977827323892e-06
Position 328: 7.5103623340754334e-06
Position 1919: 7.120535629946562e-06
Position 130: 6.768242021853378e-06
Position 2655: 6.758425011222603e-06
Position 2306: 5.873346092883186e-06
Position 580: 5.76610109025159e-06
Position 2257: 4.833885025340844e-06
Position 396: 3.6175665375574975e-06
Position 1995: 3.397546747418536e-06
Position 596: 2.8332765304029143e-06
Position 659: 2.079574805862789e-06
Position 1040: 1.8307589049094304e-06
Position 430: 1.800638057161216e-06
Position 3: 1.4293702215984268e-06
Position 2829: 9.960457280889356e-07
Position 2194: 9.356355896568376e-07
Position 398: 9.197809592485613e-07
Position 514: 9.024856207448721e-07
Position 242: 7.857517534354788e-07
Position 176: 4.6710610429831294e-07
Position 423: 4.60539906196525e-07
Position 450: 3.8802061200129967e-07
Position 407: 2.1143729062235797e-07
Position 221: 1.9201491593251808e-07
Position 1171: 1.7547364415755777e-07
Position 366: 1.4205643940025471e-07
Position 512: 1.331376332771368e-07
Position 913: 3.0247296804494e-08
Position 8: 2.2260465683273535e-08
Position 782: 2.1748060911910417e-08
Position 1953: 1.646440872027061e-08
Position 766: 1.4689105912743929e-08
Position 384: 4.0454636556847216e-09
Position 1330: 2.9206154278168254e-09
Position 533: 2.90621928366777e-09
Position 6: 1.7677384402425432e-09
Position 1012: 1.6089170663894925e-09
Position 3142: 1.1474618936538735e-09
Position 1478: 7.632255720845755e-10
Position 1765: 3.217222214966927e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2112: 0.9821005265474275
Position 1685: 0.9461882699464179
Position 353: 0.9427756374177405
Position 2883: 0.6435568509274087
Position 1348: 0.5882059086091878
Position 747: 0.3673947197723542
Position 3078: 0.31162084450024813
Position 2869: 0.2215123375567588
Position 980: 0.2206197712193748
Position 1295: 0.15945677130663224
Position 2674: 0.13208050111966896
Position 1055: 0.12762415210660333
Position 935: 0.08542034774994484
Position 3273: 0.06650718616139954
Position 2892: 0.05624112638272169
Position 3134: 0.05528698940895074
Position 1238: 0.05362890410507401
Position 957: 0.037934862977459564
Position 1354: 0.033709852498083746
Position 2910: 0.021952141054159043
Position 2347: 0.0189890184186267
Position 1429: 0.017908503614970404
Position 1380: 0.01705978541397446
Position 3212: 0.014576480532939497
Position 374: 0.01212529091423457
Position 1614: 0.012010486336349291
Position 3099: 0.009981030116182805
Position 3933: 0.0064749898874764625
Position 782: 0.006398333449066171
Position 1553: 0.0062155035631577035
Position 762: 0.004309732219379088
Position 2608: 0.004033745527783822
Position 1121: 0.0036384687403026488
Position 1885: 0.0033247205132954593
Position 2398: 0.0033102223103193113
Position 3122: 0.0031126371864359397
Position 1208: 0.0031042961950368633
Position 2447: 0.0027642592312399003
Position 481: 0.0026678517136241443
Position 1304: 0.0025532330224236565
Position 2697: 0.0024770266301099545
Position 1330: 0.00220925953391729
Position 3889: 0.001673599471179747
Position 640: 0.0016477313311403043
Position 3523: 0.001616029714537501
Position 2132: 0.0015833962058161178
Position 2851: 0.0015541405510286436
Position 1863: 0.0014285878265749672
Position 3226: 0.001202800704002056
Position 3152: 0.0011311775135495463
Position 384: 0.001067870478996902
Position 3458: 0.0010313194631456953
Position 533: 0.0009393124092108473
Position 3061: 0.0009087757680771037
Position 2206: 0.0008924882329042464
Position 2474: 0.0008284821768361068
Position 3352: 0.0007724609575762126
Position 412: 0.0007567999109220723
Position 1215: 0.0007035705029337992
Position 1033: 0.0006773384770077368
Position 355: 0.0006567214282949241
Position 779: 0.0006396389541598634
Position 2321: 0.0006295240647401566
Position 2702: 0.0005998395850651108
Position 695: 0.0005604995289316465
Position 689: 0.0005245300504425995
Position 3501: 0.0005224880805253027
Position 3397: 0.00047926846725500366
Position 3283: 0.00046232561228967136
Position 1789: 0.0004379706874023109
Position 573: 0.000437470163665426
Position 2297: 0.00040922408482572546
Position 3573: 0.000381376239838898
Position 3142: 0.00037068880443613667
Position 3479: 0.00035741097615506955
Position 3428: 0.0003494444621929309
Position 1395: 0.0003385303384108541
Position 1402: 0.0003101004606350966
Position 815: 0.00026098101008557514
Position 3673: 0.00023293567756754247
Position 2915: 0.00021764598099901432
Position 717: 0.00021192217817322226
Position 1118: 0.00020649498373197567
Position 2301: 0.0002035903253152541
Position 1097: 0.00019001371535579248
Position 3488: 0.00015900045795783167
Position 2617: 0.00015152771321770987
Position 1062: 0.00013563313349744695
Position 3188: 0.00013279203554846086
Position 701: 0.0001309769873109675
Position 1833: 0.00012605887426480876
Position 407: 0.00012495087014823298
Position 2437: 0.00012047613711732549
Position 2994: 0.00011758119865915015
Position 959: 0.00011694131286816255
Position 3048: 0.00011516536482151338
Position 1270: 0.00011497232989110659
Position 1433: 9.739296631116004e-05
Position 3625: 7.776701663115708e-05
Position 1102: 7.468811569034732e-05
Position 3355: 6.907009755431634e-05
Position 1265: 6.906238090700162e-05
Position 802: 6.340264761070524e-05
Position 508: 6.271886051429135e-05
Position 2410: 5.532885901403247e-05
Position 2313: 5.4090447869615044e-05
Position 1475: 5.1953669500362744e-05
Position 766: 4.630781090968171e-05
Position 2997: 4.1139365857056565e-05
Position 2506: 3.739354568283611e-05
Position 317: 3.7165829537260966e-05
Position 2635: 3.574423976770753e-05
Position 908: 3.2475933033105716e-05
Position 2689: 2.796546205113968e-05
Position 3349: 2.4279744753298144e-05
Position 94: 2.0496419985564126e-05
Position 542: 1.9870576681566816e-05
Position 2623: 1.809609265922722e-05
Position 2777: 1.790895778244226e-05
Position 809: 1.496583635640287e-05
Position 822: 1.4269447479050674e-05
Position 646: 1.3699525765029751e-05
Position 613: 1.3194726533501414e-05
Position 176: 8.142642604077278e-06
Position 708: 7.301507459497861e-06
Position 1639: 6.683393819501617e-06
Position 1152: 6.1497938099179456e-06
Position 593: 5.635720505759336e-06
Position 1171: 5.263217277231751e-06
Position 154: 5.060864616553353e-06
Position 2821: 4.912075278031289e-06
Position 1127: 4.5231402414874875e-06
Position 642: 3.704026741356131e-06
Position 575: 3.578445625332786e-06
Position 2480: 3.5189053477748555e-06
Position 218: 2.4939124967255675e-06
Position 503: 2.3059194027011723e-06
Position 623: 1.30228191151693e-06
Position 2871: 1.224077592519712e-06
Position 332: 1.185146112978989e-06
Position 308: 8.673720933179952e-07
Position 100: 8.452216790511822e-07
Position 179: 8.234808217728505e-07
Position 437: 4.828227509983431e-07
Position 290: 4.4739717169145995e-07
Position 173: 3.6284465271066834e-07
Position 419: 2.704609209098323e-07
Position 74: 2.441915912959203e-07
Position 60: 1.505790781585063e-07
Position 893: 6.845241158059939e-08
Position 585: 6.404300406611203e-08
Position 242: 1.8223806048992802e-08
Position 46: 1.2423939290570452e-08
Position 71: 1.0852833500070374e-08
Position 247: 1.018567546250477e-08
Position 157: 6.371744262823719e-09
Position 604: 5.734319134799803e-09
Position 266: 1.3560659188369999e-09
Position 52: 7.037992364303549e-10
Position 253: 3.405462885366312e-10
Position 450: 2.6321854907894648e-12
Position 292: 1.7803421065869625e-12
Position 255: 8.53202332185312e-13
Position 296: 8.430162070486813e-13
Position 159: 2.5742472134391095e-13
