Gene = NUCB1
Position 2216: 7.607293541414095e-05
Position 1888: 7.257127198069043e-05
Position 2284: 7.114049377264033e-05
Position 4269: 7.07189519167065e-05
Position 6: 6.442130764035877e-05
Position 1113: 6.169416069873277e-05
Position 2522: 5.8748407708016925e-05
Position 2520: 5.691329566829114e-05
Position 1746: 5.320562539611459e-05
Position 2246: 4.9214000625491514e-05
Position 116: 4.827560371131323e-05
Position 294: 4.5482748575230546e-05
Position 2478: 4.303239144688153e-05
Position 1491: 4.13859315572558e-05
Position 3028: 4.000189941381456e-05
Position 1034: 3.650409119809788e-05
Position 4296: 3.443227858978795e-05
Position 3834: 3.2641773060686945e-05
Position 4083: 3.2323317831230276e-05
Position 3161: 3.103989354431264e-05
Position 1431: 3.0305167369903193e-05
Position 2185: 2.8922857017137336e-05
Position 3261: 2.875900847202504e-05
Position 3512: 2.8727570095670353e-05
Position 2007: 2.8145022501347403e-05
Position 1477: 2.691568369495904e-05
Position 879: 2.6455592720210637e-05
Position 1284: 2.5536194536870683e-05
Position 494: 2.389057822356662e-05
Position 1772: 2.1466415282744713e-05
Position 1252: 2.1138156338415534e-05
Position 2805: 1.9267243513631474e-05
Position 85: 1.6732977243994662e-05
Position 68: 1.5942066943357695e-05
Position 661: 1.5840244487889536e-05
Position 1142: 1.5545198101085918e-05
Position 973: 1.5286859542060075e-05
Position 1538: 1.487403787190226e-05
Position 701: 1.4813326373052225e-05
Position 2030: 1.249604033048552e-05
Position 3159: 1.2012230096962422e-05
Position 4313: 1.1175475310513313e-05
Position 157: 1.0597031175861028e-05
Position 1528: 9.54078953650798e-06
Position 1599: 8.155273706291251e-06
Position 1665: 6.577532555536363e-06
Position 936: 6.493897276239939e-06
Position 722: 5.57319160005246e-06
Position 1673: 4.644064525394629e-06
Position 1377: 4.592820911275246e-06
Position 663: 4.343776114174916e-06
Position 570: 4.113529323908712e-06
Position 941: 4.0268895449317165e-06
Position 899: 1.4615342879372154e-06
Position 60: 1.4425617774734047e-06
Position 418: 3.127192920375915e-07
Position 1848: 2.847866667314041e-07
Position 88: 2.107462580687366e-07
Position 345: 1.4229859734838398e-07
Position 690: 1.5192398674156543e-08
Position 277: 9.269064899614942e-09
Position 443: 2.496236207869726e-09
Position 572: 2.1025354245729865e-09
Position 252: 1.6191875947023864e-09
Position 214: 1.5971863914153887e-09
Position 319: 1.4223859365920847e-09
Position 453: 6.233559946713226e-10
Position 446: 4.330757278659307e-10
Position 202: 2.596333496940966e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2726: 0.9596538460336866
Position 2462: 0.10186046646944122
Position 479: 0.10113245314110329
Position 2389: 0.08130602585305968
Position 2357: 0.027373794794434046
Position 954: 0.015219991101210069
Position 1161: 0.007575686954891857
Position 566: 0.005730806702401164
Position 1908: 0.004633725833005222
Position 440: 0.0038921385434525385
Position 1336: 0.003533898250149916
Position 4420: 0.0030565733937987652
Position 2495: 0.002967098322918151
Position 1142: 0.0026916811887737475
Position 1215: 0.0023789243815737224
Position 1193: 0.002081750431763993
Position 73: 0.0018722488780749508
Position 2538: 0.0016538238991125678
Position 3860: 0.0013663630470187621
Position 4423: 0.0013633328908691149
Position 4136: 0.001330624897811576
Position 85: 0.0012018926274575202
Position 4313: 0.0011988806653879744
Position 604: 0.0009035988651434991
Position 3615: 0.000803375154649522
Position 222: 0.0007295683371161761
Position 661: 0.0006568224042183141
Position 2431: 0.000596675508743838
Position 2948: 0.0005165808231625717
Position 1167: 0.0004380402467368089
Position 2203: 0.0004204718240901535
Position 3812: 0.00039531022608185236
Position 1991: 0.0003803048390585186
Position 2337: 0.00036982038870463264
Position 2945: 0.00033336017734536685
Position 1417: 0.0003297796802468193
Position 3485: 0.0003135231998258626
Position 879: 0.0003125195043505701
Position 1458: 0.0003048822138611357
Position 2088: 0.0002874681047615672
Position 4286: 0.00027597422614499846
Position 2007: 0.00026011835326271893
Position 3281: 0.00025147015900123937
Position 3866: 0.00024202474349067137
Position 3406: 0.00023781859822841396
Position 3235: 0.00020767374958156792
Position 3692: 0.00019732604129158482
Position 2158: 0.00018744337594603635
Position 3665: 0.0001463687561866616
Position 2680: 0.00014372491334414472
Position 671: 0.00014336259132784638
Position 3590: 0.0001366332896291443
Position 2683: 0.00013508951991440918
Position 4521: 0.00011758789886404301
Position 2936: 0.00010691463669158048
Position 2400: 9.323539512220154e-05
Position 4321: 8.22007588626757e-05
Position 2744: 8.049529734287227e-05
Position 3374: 7.861251339771898e-05
Position 3206: 7.416221172335858e-05
Position 3791: 7.264991665997296e-05
Position 2780: 7.22769152552805e-05
Position 3635: 6.956271874509809e-05
Position 2639: 6.0474254902841074e-05
Position 1825: 5.690218109111636e-05
Position 3557: 5.638866519429014e-05
Position 142: 5.23124048746618e-05
Position 3869: 4.494915983481379e-05
Position 3428: 4.389070809976291e-05
Position 2925: 4.184764484051516e-05
Position 531: 3.8311247171846677e-05
Position 1816: 3.637683428996851e-05
Position 627: 2.88496724620052e-05
Position 3488: 2.768068925748453e-05
Position 4097: 2.7019601243013157e-05
Position 109: 2.6666095533575654e-05
Position 3746: 2.5515271543604343e-05
Position 4194: 2.3210318576420564e-05
Position 4296: 2.2519300756930142e-05
Position 3923: 2.0386989894764805e-05
Position 2735: 1.91864746783586e-05
Position 3530: 1.794270562406464e-05
Position 742: 1.6939103429925023e-05
Position 3743: 1.453107415321674e-05
Position 1765: 1.2628513444105976e-05
Position 1741: 1.2368874326484726e-05
Position 3713: 1.2098714990561667e-05
Position 3618: 1.1622986314857144e-05
Position 857: 1.0684041337621117e-05
Position 1113: 1.0572980282371402e-05
Position 3014: 1.0135924543351818e-05
Position 500: 8.876435760973583e-06
Position 1357: 8.75747965259878e-06
Position 1064: 8.508310681366344e-06
Position 1612: 8.342801680712002e-06
Position 3059: 8.047492602718581e-06
Position 1349: 7.980480806322612e-06
Position 1888: 7.26346370929965e-06
Position 243: 6.928615020224534e-06
Position 1308: 6.829762358861897e-06
Position 153: 6.370617257278782e-06
Position 126: 6.236949429861419e-06
Position 1953: 5.859073251218521e-06
Position 2867: 5.076656678730059e-06
Position 686: 4.140209775604254e-06
Position 2520: 3.879297691153258e-06
Position 2552: 3.703623460706044e-06
Position 228: 3.4604268594438546e-06
Position 541: 3.4033678582904484e-06
Position 2608: 3.2603626572527996e-06
Position 2176: 2.5682915952114242e-06
Position 231: 2.1531106936315456e-06
Position 1287: 2.1343884713430992e-06
Position 1475: 1.8320434252144123e-06
Position 2074: 1.5832013709969282e-06
Position 497: 1.5419570775403488e-06
Position 1429: 1.493721433281484e-06
Position 754: 1.2496844265962832e-06
Position 1794: 1.2345979106974993e-06
Position 494: 1.1150776117958661e-06
Position 1401: 9.485263623899288e-07
Position 357: 2.7987892185538596e-07
Position 240: 3.352934066579119e-08
Position 354: 1.0821122407958845e-08
Position 1227: 9.55043576107666e-09
Position 294: 3.644026891212416e-09
Position 315: 2.3236375602187574e-09
Position 300: 1.3904470089121926e-09
Position 116: 1.0482547283338258e-09
Position 345: 9.924356135409764e-10
Position 904: 2.0462697568928905e-10
Position 366: 1.9076530543584237e-10
Position 695: 1.40442377032315e-10
Position 650: 1.2350255554211726e-10
Position 722: 8.848166862383175e-11
Position 252: 6.985520472212483e-11
Position 1280: 6.677238877887626e-11
Position 1247: 5.887756791335169e-11
Position 333: 9.34527929203334e-12
Position 375: 5.702541611077948e-12
Position 52: 1.7455261743674467e-12
Position 395: 4.220549629933306e-13
Position 324: 4.1734596703879345e-14
Position 392: 1.510106410863454e-17
