Gene = sstn
Position 3186: 0.0028014435296143444
Position 753: 0.0026703923025171816
Position 689: 0.0022857601586775494
Position 966: 0.0020934428199228237
Position 3037: 0.0020850918959773087
Position 3657: 0.0020622132944393564
Position 2199: 0.0020165702389698535
Position 3032: 0.0018978511384435866
Position 2819: 0.001858272978185463
Position 3501: 0.0018270685901293766
Position 2566: 0.001807316980444139
Position 3541: 0.0017596113332372693
Position 3760: 0.0015090581892600646
Position 616: 0.001506736922563319
Position 1116: 0.0014614755972137835
Position 2209: 0.0014171330858990512
Position 1808: 0.00132097765512081
Position 3272: 0.0012843519072360775
Position 2807: 0.0012286033696707213
Position 2596: 0.0011991334668191838
Position 1310: 0.0011365307288735411
Position 3252: 0.0011277349434407537
Position 1834: 0.0010340597447944118
Position 3332: 0.001017144135273802
Position 2362: 0.0010042459441881538
Position 74: 0.000962113337813957
Position 1805: 0.0008830873823436865
Position 2105: 0.000859715137734908
Position 2547: 0.0007939556098901938
Position 2504: 0.0007904328969419871
Position 1188: 0.0007798593383691785
Position 1179: 0.0007202225531486557
Position 3573: 0.0006978904699919697
Position 769: 0.0006679734578407466
Position 3098: 0.0006571810858407692
Position 1155: 0.0006537506214134971
Position 1440: 0.0006385906474598374
Position 2691: 0.0006333514317195074
Position 3086: 0.0006285611312547928
Position 3009: 0.0005850137507777274
Position 2421: 0.0005841719298687684
Position 2775: 0.0005434991840470785
Position 2514: 0.0005181942541912178
Position 3461: 0.0005048459896421422
Position 1129: 0.0004956622147169422
Position 3674: 0.0004811893123579487
Position 2015: 0.0004766545940903213
Position 3707: 0.00046922402021168776
Position 3050: 0.00046148033263353016
Position 1048: 0.00041469721051723245
Position 3739: 0.0004112752690840583
Position 2290: 0.00038011923124830625
Position 1594: 0.00035575393247830274
Position 3192: 0.0003496636390425522
Position 3867: 0.00034428727910283414
Position 2381: 0.00031984973666552825
Position 2147: 0.0003170750351582847
Position 1790: 0.00031190102943891903
Position 1483: 0.0002836686521640212
Position 2320: 0.0002619011622716252
Position 738: 0.0002603120902072924
Position 1299: 0.00023146674427971338
Position 2371: 0.00021820216202813518
Position 2890: 0.00020871953053301333
Position 1944: 0.00020648047080484106
Position 2223: 0.00020392013892017355
Position 2324: 0.0001964227494787315
Position 1470: 0.0001877601008787644
Position 839: 0.00018578494593997287
Position 2001: 0.00017045157735419623
Position 3714: 0.00016484784119040065
Position 1633: 0.0001579214755823296
Position 1207: 0.00013823823859432371
Position 1673: 0.00012076375630818597
Position 3854: 0.00011480064057908084
Position 2255: 0.00011449414796342842
Position 3118: 0.0001129407000523953
Position 580: 0.00010589733992692597
Position 1690: 9.754985198932785e-05
Position 1478: 9.156672523507238e-05
Position 1495: 8.89411482397346e-05
Position 1503: 7.707124096253798e-05
Position 1654: 7.106245363872223e-05
Position 1661: 6.849911212005586e-05
Position 611: 6.0646016352857045e-05
Position 1376: 5.7588056981975126e-05
Position 2102: 4.562922479237986e-05
Position 1597: 4.408934034725796e-05
Position 827: 4.139887465903332e-05
Position 210: 3.530811463590158e-05
Position 1616: 1.7991842472885973e-05
Position 1144: 1.2366507833253346e-05
Position 1198: 1.1736769114310494e-05
Position 160: 7.450016952546447e-06
Position 166: 4.091556629593741e-06
Position 121: 2.366140677885528e-06
Position 437: 1.1965372991479654e-06
Position 90: 1.157886250001989e-06
Position 141: 4.6115264204349453e-07
Position 246: 7.660698901440907e-08
Position 557: 6.939327208090243e-08
Position 171: 1.3847163839632538e-08
Position 443: 1.3369422072447637e-08
Position 235: 1.055748521475476e-08
Position 439: 9.856245778573216e-09
Position 187: 6.656712777592685e-09
Position 951: 4.868267592273405e-09
Position 460: 3.2338140350905034e-09
Position 250: 9.534205964931132e-10
Position 291: 9.427746446654819e-11
Position 476: 5.915373563730102e-12
Position 483: 2.1439202228778865e-12
