Gene = Tg
Position 566: 9.193354615934998e-07
Position 389: 5.829668027135022e-07
Position 2977: 4.689103404488504e-07
Position 2265: 2.0891536538331398e-07
Position 344: 1.8910379457968435e-07
Position 384: 4.921139789436701e-08
Position 7938: 4.86543169775326e-08
Position 387: 3.706269046426319e-08
Position 411: 3.5783380219248297e-08
Position 1803: 1.577552288086645e-08
Position 357: 4.788345923925293e-10
Position 735: 4.9257404666664716e-11
Position 814: 1.9815356914446906e-12
Position 806: 1.835593178801157e-13
Position 359: 5.0137495819345076e-14
Position 2089: 1.192267144087994e-14
Position 889: 5.505018097276433e-15
Position 1316: 1.397919827801239e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 15142: 0.993959763897933
Position 13111: 0.9682975069744231
Position 7656: 0.21551703339560996
Position 9637: 0.09124354463670432
Position 15460: 0.09116463210311068
Position 2681: 0.06437877383713213
Position 773: 0.05770106686527806
Position 1548: 0.050620956449769605
Position 846: 0.045119103345130376
Position 708: 0.033294949522913404
Position 814: 0.02524638968832462
Position 7814: 0.025194067926833586
Position 8749: 0.024069357858731315
Position 14055: 0.023903687028371177
Position 369: 0.023189548243015643
Position 1615: 0.018742505705441854
Position 7687: 0.01813642937331829
Position 326: 0.016346847469974512
Position 555: 0.013742583950220402
Position 4418: 0.01356914090817022
Position 6818: 0.011824464926055867
Position 1476: 0.010575373746717577
Position 7022: 0.010266708128216314
Position 3086: 0.008678428176382091
Position 1443: 0.008437286046418638
Position 12295: 0.006628524229820704
Position 7113: 0.005594381171795717
Position 15158: 0.00551748881997148
Position 9505: 0.0045383881357015125
Position 8027: 0.004313822471215778
Position 9253: 0.0039672818390493
Position 7457: 0.0032992485976850354
Position 1984: 0.0031741977560144382
Position 1569: 0.003106118474578784
Position 4324: 0.002760468372189342
Position 13146: 0.0025469631238178012
Position 8122: 0.0024456203767853723
Position 1355: 0.002372582761439927
Position 2145: 0.002295484242208297
Position 8000: 0.0021890575147767996
Position 9129: 0.0021683198852890657
Position 2540: 0.0021447489933276625
Position 5501: 0.0021443388786231126
Position 1427: 0.0021064258311599537
Position 5394: 0.002087007485565131
Position 13068: 0.0020045925750247252
Position 12199: 0.0018180155850255515
Position 8234: 0.0017811367688962368
Position 9739: 0.0016766994945571535
Position 6215: 0.001671366395180751
Position 9535: 0.0016507487615911962
Position 1532: 0.0016112918904380479
Position 1150: 0.0015648944803905265
Position 605: 0.00147073817857333
Position 3167: 0.001338417486682384
Position 13092: 0.0013200854013808833
Position 4275: 0.0012341187459243327
Position 7912: 0.001197849714164904
Position 988: 0.0011973742667424926
Position 4295: 0.001072598137836649
Position 8045: 0.001024921167620956
Position 12781: 0.001000559339439912
Position 3621: 0.0008619794315860622
Position 1625: 0.0008386936028566866
Position 5711: 0.0008374329283610465
Position 616: 0.0008249919838503102
Position 3781: 0.0008065692623565253
Position 4145: 0.0008037873856230759
Position 656: 0.0007461758406702108
Position 4563: 0.0007288703227706456
Position 566: 0.0006959110208465453
Position 5666: 0.0006948416217434233
Position 1494: 0.0006204231127260702
Position 5553: 0.0006153420653389284
Position 300: 0.000546452908491547
Position 1226: 0.0005406119245691003
Position 859: 0.0004757063104621077
Position 10070: 0.0004526685331319852
Position 9879: 0.00044797521162833793
Position 3653: 0.00044360825245790204
Position 1054: 0.0004423065782593145
Position 3467: 0.0004216072380497639
Position 959: 0.0004075245724148607
Position 3542: 0.00038116053754232995
Position 3646: 0.0003668614010129869
Position 635: 0.0003605213702802579
Position 8081: 0.000340726515635455
Position 280: 0.0003344399081656541
Position 1579: 0.00030819444742559226
Position 8452: 0.000283672805357782
Position 665: 0.0002834973129339184
Position 9813: 0.00027733712819422146
Position 992: 0.00026000254681475456
Position 3482: 0.000253770560050712
Position 2641: 0.00023928102219606016
Position 1175: 0.00023804939205658937
Position 5762: 0.00023650259656187095
Position 5687: 0.0002354701158955273
Position 1646: 0.00022671319408023343
Position 3219: 0.0001919423781005387
Position 290: 0.0001915555993320692
Position 1191: 0.00017468467459721935
Position 5603: 0.00016876732412904723
Position 5630: 0.00016733793971349583
Position 4286: 0.0001434169130130136
Position 3751: 0.0001318750457913008
Position 3444: 0.00011996721171858537
Position 286: 0.00010323056069555464
Position 176: 0.00010196026644837578
Position 3527: 9.923226726427377e-05
Position 3688: 9.821618663616832e-05
Position 1761: 9.654718197097514e-05
Position 399: 8.639914711514501e-05
Position 969: 7.99431672073497e-05
Position 1450: 7.421630774850726e-05
Position 1370: 7.127439039010034e-05
Position 889: 7.119258919529636e-05
Position 3364: 3.758984541678134e-05
Position 5420: 3.22126221815237e-05
Position 3755: 3.1189522830769464e-05
Position 15241: 3.0219380725122933e-05
Position 5803: 2.6719357450801396e-05
Position 2913: 2.6402755453381047e-05
Position 4905: 2.479813590956367e-05
Position 1198: 2.1574253198067436e-05
Position 384: 1.963050662775177e-05
Position 2002: 1.7140038367673017e-05
Position 2760: 1.697443964699331e-05
Position 337: 1.6034995710942503e-05
Position 2047: 1.2910830721747574e-05
Position 2766: 1.165172298961914e-05
Position 2510: 1.1566512565893974e-05
Position 1689: 1.1561843808164128e-05
Position 5960: 1.1020269291266764e-05
Position 7467: 9.002552008027448e-06
Position 1405: 8.448527781554256e-06
Position 3925: 6.623871770174118e-06
Position 2422: 5.2865973994593755e-06
Position 2876: 4.837802998715919e-06
Position 1309: 4.569469083695434e-06
Position 119: 4.36918192128913e-06
Position 3352: 4.31724439126765e-06
Position 3524: 3.859677647212231e-06
Position 3016: 3.6071255474091747e-06
Position 1747: 3.4767800525454964e-06
Position 4084: 3.4236513769129636e-06
Position 1806: 3.4025375434682715e-06
Position 4830: 3.257423484435725e-06
Position 1460: 3.0425775232037853e-06
Position 1112: 2.9311394450874617e-06
Position 1281: 2.7952451607755115e-06
Position 4397: 2.4829870066896994e-06
Position 197: 2.3661976939004086e-06
Position 1375: 2.3302283178387056e-06
Position 4353: 2.237119082120981e-06
Position 1004: 2.0817752673374387e-06
Position 1267: 2.021069081781651e-06
Position 869: 1.8309446910598796e-06
Position 1001: 1.6883324572581355e-06
Position 3188: 1.6140144853619502e-06
Position 4393: 1.5093706594221378e-06
Position 3376: 1.4829263871443398e-06
Position 1915: 1.417819586321373e-06
Position 3072: 1.4062462784264296e-06
Position 466: 1.2223332593036973e-06
Position 259: 1.2141363956855482e-06
Position 667: 1.2110908547304247e-06
Position 181: 1.1110562474065886e-06
Position 1885: 1.0303179860248326e-06
Position 11554: 9.70606995103798e-07
Position 12459: 9.688524617826555e-07
Position 5915: 9.369208396105749e-07
Position 11025: 8.739845418623646e-07
Position 11690: 7.311448899076661e-07
Position 10615: 4.827756005718521e-07
Position 143: 4.1074742751719803e-07
Position 10183: 3.320509315992769e-07
Position 408: 2.4791632195852594e-07
Position 10618: 1.3364678307789345e-07
Position 243: 1.2957332492315003e-07
Position 11204: 8.537286445502376e-08
Position 11000: 7.42412572336308e-08
Position 10917: 4.634960868174052e-08
Position 178: 4.240205036925573e-08
Position 478: 2.952047988756829e-08
Position 1237: 2.017737421771471e-08
Position 8880: 1.826499935188068e-08
Position 239: 1.7170559642975825e-08
Position 184: 1.2990077884824527e-08
Position 116: 1.2364692643989675e-08
Position 228: 1.125446856293096e-08
Position 74: 8.341820913503689e-09
Position 157: 6.3967460771484534e-09
Position 6771: 8.51189948372345e-10
Position 6287: 6.919077074276669e-10
Position 1012: 3.1442604582780527e-10
Position 6352: 1.472481701008003e-10
Position 411: 3.305492634555933e-11
Position 4753: 2.92893853806138e-11
Position 3405: 2.5285043680609362e-14
