Gene = vir-1
Position 14791: 0.0006303674430503441
Position 1164: 0.0006253074428980072
Position 1311: 0.0006252402245821541
Position 7579: 0.0005779324578936464
Position 394: 0.0005290572145314473
Position 14238: 0.0004719197334545893
Position 13988: 0.0004708083396194109
Position 697: 0.0004223197221383277
Position 983: 0.00038977868401894323
Position 16725: 0.00037967892396290894
Position 14610: 0.0003746579041358187
Position 177: 0.00033468823419190543
Position 774: 0.0003133438175218603
Position 1381: 0.0003075796717480888
Position 16972: 0.00028496664961784513
Position 148: 0.00024192725617550333
Position 242: 0.00023740133592185038
Position 7334: 0.00022886990769696995
Position 1021: 0.0002252735092921467
Position 1040: 0.0002190620397918967
Position 15833: 0.00021867739004224988
Position 16388: 0.00021276316566281166
Position 591: 0.00021059900519010722
Position 17070: 0.00020187712807046894
Position 1403: 0.00019848134632181958
Position 14619: 0.0001953966109675318
Position 939: 0.00016835553144224465
Position 16964: 0.00016195731821999453
Position 472: 0.00016162701909863637
Position 7248: 0.00015895163835143684
Position 1218: 0.00014220919902582207
Position 1401: 0.00014109551093142343
Position 216: 0.00014103322442001452
Position 14805: 0.0001403373184393717
Position 15991: 0.00013802312500020935
Position 16054: 0.00013172994999647444
Position 159: 0.00011148383791954364
Position 1323: 0.0001103086478159976
Position 17: 0.0001094375966363697
Position 13959: 0.00010827726769907866
Position 1243: 0.00010706000490461484
Position 458: 0.00010146817172271485
Position 183: 0.0001012131072174686
Position 15925: 0.0001006314688371228
Position 52: 9.767882912512336e-05
Position 2564: 9.543275310109714e-05
Position 2201: 8.583788499571659e-05
Position 1258: 8.413359804874786e-05
Position 17041: 8.092259708237388e-05
Position 293: 7.368448423694111e-05
Position 6269: 7.04886790392098e-05
Position 6426: 6.804876746616764e-05
Position 6693: 6.602937874327736e-05
Position 14015: 6.2037417155949e-05
Position 16842: 5.958386108409922e-05
Position 918: 5.713003054833949e-05
Position 17286: 5.3349815767886503e-05
Position 5941: 5.304964118801864e-05
Position 1363: 5.12945293868709e-05
Position 312: 4.789022433597427e-05
Position 16596: 4.333589546454685e-05
Position 38: 4.318351656181344e-05
Position 427: 4.0361151701946546e-05
Position 1296: 3.87444179888458e-05
Position 16363: 3.8216742206449445e-05
Position 16039: 3.552246546876938e-05
Position 15035: 3.060623193375557e-05
Position 5633: 2.8982239288014975e-05
Position 13993: 2.170939315049207e-05
Position 511: 1.8856999526886487e-05
Position 17151: 1.8212847898229395e-05
Position 2089: 1.639036585452684e-05
Position 5548: 1.395268558065782e-05
Position 16637: 1.3666059135935292e-05
Position 5346: 1.3220177629012648e-05
Position 8214: 1.2381910247774035e-05
Position 4785: 1.2169862814829123e-05
Position 16081: 1.1645700289449348e-05
Position 16048: 1.1324684190119614e-05
Position 2159: 9.541014812914246e-06
Position 567: 8.247951883059865e-06
Position 251: 6.72224714023467e-06
Position 5873: 6.437307886948455e-06
Position 3972: 4.378675415614496e-06
Position 17233: 4.027681269944472e-06
Position 2211: 3.926641287451656e-06
Position 3327: 3.5955141798829264e-06
Position 8231: 3.4353698594252976e-06
Position 569: 3.0472103459557513e-06
Position 17009: 3.0270331291246407e-06
Position 16558: 2.9934390097592633e-06
Position 16760: 2.9019485391915884e-06
Position 8: 2.765860811913698e-06
Position 3091: 2.64604076742363e-06
Position 1896: 2.518189868297473e-06
Position 1803: 2.2899839213708184e-06
Position 17099: 2.030239429495166e-06
Position 16563: 1.8039299288702306e-06
Position 15759: 1.7285784026560826e-06
Position 15976: 1.5398996989953025e-06
Position 16016: 1.0478018005008596e-06
Position 16011: 9.374329714260505e-07
Position 151: 8.137725432982012e-07
Position 5367: 7.237858810445589e-07
Position 581: 5.967502566912565e-07
Position 2086: 5.012815298181932e-07
Position 3: 3.856982250917188e-07
Position 15801: 3.85300186061899e-07
Position 841: 1.4119575729208442e-07
Position 2447: 1.1392648028210815e-07
Position 16810: 6.805129090181429e-08
Position 16460: 5.733509182512162e-08
Position 16103: 4.304662110003642e-08
Position 16093: 4.200162990301828e-08
Position 2302: 1.8418900987589365e-08
Position 16158: 1.6629978730459228e-08
Position 16600: 4.730765995470564e-09
Position 16451: 4.222543727399947e-09
Position 15973: 1.0021489563449786e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 15972: 0.995765675513382
Position 13815: 0.9755112093796541
Position 15704: 0.9292241926036277
Position 19157: 0.6844777941038883
Position 1609: 0.6483722352118275
Position 18936: 0.5512277380713219
Position 14330: 0.48923078756367927
Position 18253: 0.45366412329402245
Position 13152: 0.25270523160014186
Position 848: 0.19706722400114232
Position 7714: 0.11750692825176831
Position 18698: 0.07343299130729247
Position 16805: 0.06404214675097969
Position 18594: 0.06289349400678435
Position 18625: 0.06284110339064561
Position 18030: 0.06096942825951258
Position 17272: 0.0563113626893763
Position 14665: 0.042632419905227904
Position 18556: 0.03655559412948904
Position 16959: 0.03417978178214602
Position 17126: 0.033465183672696415
Position 17712: 0.03186845909848388
Position 18361: 0.0303302268505881
Position 238: 0.02605976155955268
Position 17980: 0.025864178184233352
Position 18332: 0.0231220979186938
Position 15111: 0.022457439439316655
Position 15750: 0.021126160717706788
Position 16769: 0.020939927136132304
Position 9722: 0.019600263852659894
Position 13124: 0.01878839617631381
Position 18942: 0.01772352665415616
Position 19261: 0.01759855234016199
Position 1363: 0.016143836138242305
Position 17398: 0.015556837613347469
Position 19727: 0.014407395623468636
Position 19319: 0.013167586417837742
Position 6179: 0.01130048341150291
Position 1388: 0.011116369228273271
Position 16431: 0.010915280684531067
Position 19347: 0.010297649533184575
Position 20002: 0.009816194440399648
Position 15657: 0.008867918106852628
Position 18496: 0.008694662324348729
Position 1243: 0.008661601530494238
Position 17105: 0.00858580327034354
Position 7239: 0.00857507853548195
Position 7427: 0.00839765136114787
Position 8690: 0.0074698665840078156
Position 16451: 0.006811610279491313
Position 888: 0.006710496620564467
Position 18373: 0.006694081048046404
Position 15135: 0.006593863557725448
Position 19751: 0.005493841119664113
Position 19308: 0.005183146702483521
Position 2263: 0.005176471201134968
Position 18958: 0.004941202418196988
Position 19914: 0.004528087334575772
Position 19088: 0.004519118647663064
Position 16698: 0.004402713020712671
Position 625: 0.004237569631525471
Position 17368: 0.00419310101598931
Position 663: 0.004064888650864795
Position 14402: 0.003944135929029203
Position 18474: 0.003840633947239404
Position 6041: 0.0035507174890094216
Position 18263: 0.0032359119507969054
Position 12379: 0.0032182453956844373
Position 4433: 0.0030859515625342427
Position 2260: 0.003026438833271189
Position 1577: 0.0030238728838719964
Position 16899: 0.0029833792385501406
Position 14535: 0.002983017081803929
Position 16526: 0.00295078156808042
Position 17301: 0.002905604343478295
Position 7639: 0.002899574204592446
Position 18601: 0.002858583929198348
Position 554: 0.002666851652160774
Position 16038: 0.002537034433886581
Position 16645: 0.002511916799711947
Position 1246: 0.002468474887185423
Position 4367: 0.0023527338261373197
Position 7680: 0.0023509121009670413
Position 16659: 0.0021771983004067372
Position 2001: 0.0020505440464239776
Position 1537: 0.002012544956851903
Position 817: 0.0020047365274344715
Position 9197: 0.001981061651549656
Position 387: 0.0019587060923325463
Position 18514: 0.0016854163901470957
Position 1293: 0.0016821058157193034
Position 13832: 0.0015979880778215407
Position 17164: 0.001593696221262885
Position 8326: 0.0014946279581160976
Position 16448: 0.0014830722339748371
Position 9112: 0.0014131552644716487
Position 18145: 0.0013835703317131786
Position 8712: 0.0013242428801490168
Position 2089: 0.0013226173445422566
Position 290: 0.0013040905016437692
Position 19053: 0.001266506247848263
Position 472: 0.0011905290312095131
Position 2043: 0.0011874566730879872
Position 1331: 0.0011666080337433531
Position 2358: 0.0011631361716730724
Position 9928: 0.0011608121896407096
Position 409: 0.0011512645840205964
Position 5451: 0.0010373093126354298
Position 16681: 0.001031520111202048
Position 9657: 0.0009933718495065522
Position 14637: 0.0009630695584974516
Position 16158: 0.0009587329569525707
Position 15050: 0.0008750694313074604
Position 247: 0.0008712490637685835
Position 792: 0.0008710731965711723
Position 1401: 0.0008253663171432674
Position 5260: 0.0008163572800121636
Position 15386: 0.000815756389892056
Position 1106: 0.0008071563335597146
Position 10343: 0.0007919017101456546
Position 17019: 0.00076833139354709
Position 10727: 0.0007435014943035774
Position 14447: 0.0006983543269512214
Position 14879: 0.000679657639796568
Position 7061: 0.0006597807901182106
Position 14851: 0.0006412630160632387
Position 16607: 0.0006252155942578
Position 500: 0.000624834468316316
Position 15990: 0.0006135936493201105
Position 14526: 0.0006114321614288798
Position 14338: 0.0006013080376445754
Position 2017: 0.0005844290830745079
Position 16300: 0.0005729451510229534
Position 1740: 0.000572252759565068
Position 901: 0.0005689110525727801
Position 15801: 0.000566324342585616
Position 365: 0.0005550185116327743
Position 5475: 0.0005505140876471107
Position 394: 0.0005467510421228473
Position 13937: 0.0004790814697478955
Position 3768: 0.00044961613086557154
Position 14858: 0.00043398117436826294
Position 19526: 0.00040191124594382414
Position 9962: 0.00039891766475519917
Position 7677: 0.0003949672528757442
Position 19334: 0.00038204155671800667
Position 15471: 0.000379604304821278
Position 17130: 0.00037186666779083445
Position 1706: 0.0003586379693083726
Position 17657: 0.00034755472784021965
Position 1249: 0.00033936453623635267
Position 2529: 0.00033186719320375466
Position 16028: 0.00030817492458185154
Position 17139: 0.00030554472015707177
Position 1624: 0.00030348767995189054
Position 16930: 0.0002933194202012012
Position 18315: 0.0002687151512682752
Position 16022: 0.00024595371632955886
Position 6297: 0.00023961286911707382
Position 15944: 0.0002275545469897912
Position 806: 0.00021378877602609925
Position 1453: 0.00021110257718710758
Position 15429: 0.0001919217971695523
Position 5158: 0.0001582542844554675
Position 16155: 0.0001524600289775401
Position 2394: 0.00013848482635176913
Position 694: 0.00013364657697235478
Position 5140: 0.00012759657941082778
Position 762: 0.0001185316242574335
Position 348: 0.00011253238917601251
Position 1771: 0.00010900700560579054
Position 14391: 0.00010666788296848895
Position 4840: 0.00010487713847912947
Position 15047: 0.00010248431611204458
Position 3528: 0.00010186113193699743
Position 1003: 0.00010095372925545333
Position 17144: 9.883768838363787e-05
Position 4225: 9.867507056907718e-05
Position 15432: 9.483061026896252e-05
Position 939: 9.042397292152888e-05
Position 13296: 8.795035594968722e-05
Position 2445: 8.046738964668371e-05
Position 1311: 7.828727804629644e-05
Position 1896: 7.672475724012891e-05
Position 1480: 7.382929218023502e-05
Position 5768: 7.139434664453353e-05
Position 1270: 6.98166929582413e-05
Position 2211: 6.558914594708467e-05
Position 2959: 6.487640292505907e-05
Position 3260: 5.721881516013071e-05
Position 1778: 5.617494821988089e-05
Position 16119: 5.5619430757301984e-05
Position 1212: 5.469863501012759e-05
Position 1258: 5.0461377718220095e-05
Position 14963: 2.664223108200986e-05
Position 511: 2.4037841705298573e-05
Position 14805: 2.2971970335875846e-05
Position 15946: 2.2792941867582595e-05
Position 581: 1.928956353648117e-05
Position 5423: 1.9233067423643536e-05
Position 436: 1.6130327877804778e-05
Position 876: 1.584737306386055e-05
Position 4971: 1.2825948732595052e-05
Position 17082: 1.0114144604025875e-05
Position 912: 9.052342058124842e-06
Position 1021: 8.766524241711298e-06
Position 599: 8.565580509958337e-06
Position 1045: 7.491883852147642e-06
Position 728: 6.739654235771829e-06
Position 769: 6.298262185196717e-06
Position 1406: 5.882976351382898e-06
Position 1274: 5.489710491939726e-06
Position 725: 3.958628849874898e-06
Position 16080: 3.653563669410039e-06
Position 16103: 2.355780497923831e-06
Position 16068: 1.6592311127533256e-06
Position 16277: 1.509412772470049e-06
Position 3737: 1.4323876375041305e-06
Position 15996: 9.76697399513098e-07
Position 483: 9.555632130201762e-07
Position 4621: 8.868347022386759e-07
Position 4183: 8.603150457956044e-07
Position 826: 7.346377676319373e-07
Position 989: 5.873954980878505e-07
Position 898: 4.5288966431018937e-07
Position 977: 3.9745508989988075e-07
Position 15889: 3.360721462627043e-07
Position 918: 3.138618657297315e-07
Position 3451: 3.0439233427286275e-07
Position 1182: 2.846112781418608e-07
Position 3805: 2.7893484870901e-07
Position 4686: 2.624511826803265e-07
Position 5220: 2.1703512691510689e-07
Position 16164: 2.0083022899579481e-07
Position 16327: 1.0340491158893219e-07
Position 97: 9.955103970729652e-08
Position 1218: 9.63864157232196e-08
Position 78: 9.524636797901581e-08
Position 1167: 8.863520059871317e-08
Position 14211: 7.29978483466173e-08
Position 16005: 3.26540363915687e-08
Position 87: 3.0289240035407186e-08
Position 2055: 2.773387715244338e-08
Position 2131: 5.2140327772136905e-09
Position 331: 2.7589911581314852e-11
