Gene = axed
Position 2032: 8.650476066175158e-06
Position 153: 7.099197634623954e-06
Position 8450: 6.930027856718246e-06
Position 7913: 6.5438360886017555e-06
Position 8394: 6.225168165680924e-06
Position 1391: 6.210745900570284e-06
Position 1579: 5.841640942644753e-06
Position 8057: 5.695912395030786e-06
Position 619: 5.296788116803968e-06
Position 7686: 4.728857180012988e-06
Position 1264: 3.5065654626648504e-06
Position 8456: 3.041164530452474e-06
Position 3242: 2.2518333306720497e-06
Position 1845: 1.7756111605011833e-06
Position 4377: 9.053618525028283e-07
Position 7473: 8.216723553498144e-07
Position 8325: 7.951767149431925e-07
Position 723: 7.903151148179552e-07
Position 386: 6.772900600653393e-07
Position 8480: 6.27609110784686e-07
Position 1297: 5.662553120161559e-07
Position 8501: 3.8336479789469665e-07
Position 589: 3.460665561902778e-07
Position 8292: 2.9692424106538043e-07
Position 170: 2.6464238884846374e-07
Position 554: 2.47949267981855e-07
Position 8573: 2.097539093893581e-07
Position 8702: 1.6966995374408191e-07
Position 707: 9.39303616906993e-08
Position 8355: 6.17583232196986e-08
Position 8767: 5.8348800721673875e-08
Position 8551: 3.425979846334705e-08
Position 503: 2.9087904580970662e-08
Position 8051: 2.529909360474737e-08
Position 8492: 2.4039259036499504e-08
Position 8570: 1.2745736473672387e-08
Position 8071: 1.0389826195597905e-08
