Gene = Bet3
Position 579: 7.702516230599077e-08
Position 460: 1.8668002875718177e-08
Position 505: 1.8331361263830173e-08
Position 689: 1.6670088854148495e-08
Position 561: 1.654683615278228e-08
Position 719: 1.4484255614984046e-08
Position 141: 2.710149124443913e-09
Position 161: 2.6162743454004893e-09
Position 158: 2.1215419720687882e-09
Position 170: 4.159221709623621e-10
Position 331: 5.175777541818553e-11
Position 176: 4.938622857539632e-11
Position 148: 2.664867916059742e-11
Position 165: 7.138869448945432e-13
Position 163: 4.211753425391146e-19
