Gene = Cen
Position 1735: 0.0017871751111340562
Position 175: 0.0017508471200667003
Position 2335: 0.0016586912474421216
Position 2204: 0.0015999626253923804
Position 841: 0.001505520662464642
Position 314: 0.0013168256044436837
Position 1883: 0.0011043047008599083
Position 262: 0.0010256615216745963
Position 195: 0.000856630036154445
Position 1657: 0.0007724545265652043
Position 2838: 0.0006649891502714902
Position 915: 0.0006459091760586298
Position 1287: 0.0006253575177636798
Position 903: 0.0004898359509156362
Position 336: 0.00047557252932248304
Position 102: 0.00039465730051290224
Position 1109: 0.00031447885560218354
Position 325: 0.0002743643849250026
Position 198: 0.00026671281123813293
Position 593: 0.00018309026556379476
Position 1753: 0.00015373383999396723
Position 2135: 0.0001453352707879466
Position 611: 0.00014110363355463864
Position 1231: 0.00011550737261189056
Position 1101: 0.00010428418658118459
Position 340: 8.232186328258452e-05
Position 863: 7.510314106400995e-05
Position 1352: 7.18475668895556e-05
Position 243: 6.712478300746489e-05
Position 331: 4.601772989852417e-05
Position 113: 4.500538768824971e-05
Position 866: 4.269239837761774e-05
Position 860: 4.158685967187211e-05
Position 1092: 9.927045428151472e-06
Position 998: 8.141213396258652e-06
Position 650: 3.1270889314488685e-06
Position 1006: 1.4316978044488867e-06
Position 485: 1.182862449905023e-06
Position 464: 1.080166015310152e-06
Position 120: 9.91941130498019e-07
Position 488: 9.103184181286314e-07
Position 539: 6.855578486914678e-07
Position 1595: 6.574226283566581e-07
Position 467: 6.272127404556061e-07
Position 1129: 2.8829587359951104e-07
Position 76: 2.44495954181776e-07
Position 494: 1.1935555931534498e-07
Position 434: 9.171565978054661e-08
Position 353: 3.196518525016571e-08
Position 512: 2.642022066594791e-08
Position 971: 2.5864653643027003e-08
Position 1124: 2.5147125963981407e-08
Position 668: 2.438944030979854e-08
Position 978: 2.420996187767908e-08
Position 347: 2.2165303863766094e-08
Position 228: 1.9028799397921242e-08
Position 665: 1.3582029176814304e-08
Position 696: 1.2598570930010053e-08
Position 620: 1.240299801377134e-08
Position 647: 6.361436805029923e-09
Position 183: 3.939175027875656e-09
Position 674: 3.926086994826789e-09
Position 500: 3.6474569878154335e-09
Position 359: 1.5845305697303101e-09
Position 662: 8.165423280807734e-10
Position 590: 7.228328980197586e-10
Position 509: 2.2946185023806353e-10
Position 213: 1.2277863555316086e-10
Position 215: 1.7897378161003445e-11
