Gene = MCU
Position 3189: 2.3790719204661564e-08
Position 1627: 2.0959409048226973e-08
Position 735: 2.0380926352613452e-08
Position 11849: 1.802824204951454e-08
Position 1028: 1.7998776677634586e-08
Position 255: 1.6701146222589772e-08
Position 364: 1.607968292601652e-08
Position 2477: 1.1665953760429953e-08
Position 1043: 9.417572148791324e-09
Position 651: 9.408547846823882e-09
Position 1994: 7.589751111345754e-09
Position 901: 7.1202868428713036e-09
Position 2482: 6.951774760212183e-09
Position 2464: 6.469846343352929e-09
Position 29: 5.617965242025453e-09
Position 2220: 5.2157576859819404e-09
Position 2670: 4.223717603313115e-09
Position 618: 2.6340708518051745e-09
Position 336: 2.3112539851729483e-09
Position 632: 1.8681769387511914e-09
Position 323: 1.6778458041699788e-09
Position 595: 1.2905976698718123e-09
Position 472: 1.2759459047980577e-09
Position 2644: 1.275254011374842e-09
Position 3931: 1.2692488103978786e-09
Position 2469: 9.489694446655487e-10
Position 485: 8.973013750859146e-10
Position 3938: 8.606144879333487e-10
Position 2137: 8.018724914591347e-10
Position 3891: 5.309595642666893e-10
Position 2269: 5.041888650265823e-10
Position 8: 4.2684774779494437e-11
Position 291: 1.0110376264292827e-11
Position 293: 5.25675795513216e-12
Position 17410: 5.070654939445658e-12
Position 18643: 3.5448119829587866e-12
Position 585: 7.247754553010351e-13
Position 458: 5.108157645274557e-13
Position 566: 4.939951158635949e-13
Position 17588: 3.2080962069896703e-13
Position 3519: 3.5990003656209166e-14
Position 3502: 1.4164505085070132e-14
Position 3508: 1.3009695425439596e-14
Position 12489: 9.60627974670981e-15
Position 12500: 9.502088367923884e-15
Position 12484: 5.721677890077672e-15
Position 12558: 5.63043099413916e-15
Position 2906: 4.6768632636846985e-15
Position 681: 3.4112984361108873e-15
Position 12096: 2.7920612288494716e-15
Position 886: 1.8512592469956502e-15
Position 12622: 1.4284192845790267e-15
Position 2802: 1.3489215708898479e-15
Position 2573: 8.420106317672681e-16
Position 12193: 4.729199078888915e-16
Position 12011: 3.573185168841361e-16
Position 4307: 1.5590759468649764e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 40793: 0.9995532916102794
Position 11583: 0.9806964675731473
Position 11828: 0.6095833450210397
Position 11753: 0.3829060827334453
Position 11435: 0.017295713069123222
Position 11728: 0.003681910674186645
Position 11915: 0.0029047540409219
Position 9494: 0.0008929952911175335
Position 9333: 0.0005689165559171603
Position 1547: 0.0004815849858742289
Position 9299: 0.00023040518441155768
Position 30737: 0.00021363998268691337
Position 32859: 0.00015564913189524437
Position 11835: 0.0001253641666485894
Position 9422: 9.45094466295385e-05
Position 1512: 9.296403663398583e-05
Position 1048: 6.806937065644903e-05
Position 2201: 6.569128384337706e-05
Position 2050: 5.731785527514024e-05
Position 32999: 5.59596160491763e-05
Position 3660: 4.5659237808423064e-05
Position 302: 4.5039727556174155e-05
Position 1025: 3.74232594424895e-05
Position 1060: 3.631126364414826e-05
Position 2214: 3.515102675718986e-05
Position 1853: 3.488469192266407e-05
Position 1501: 2.7567880304719204e-05
Position 693: 2.5376312141468576e-05
Position 1072: 1.4741049811845089e-05
Position 26875: 1.4523659927262045e-05
Position 1083: 1.2442613147312486e-05
Position 943: 1.0486830408829911e-05
Position 2984: 1.0413746910553028e-05
Position 28841: 8.312085289932746e-06
Position 5331: 8.07273495618544e-06
Position 3588: 7.966216154195428e-06
Position 28306: 7.64419067193053e-06
Position 478: 6.711022240264527e-06
Position 1108: 6.665397098497927e-06
Position 2386: 5.919548079071443e-06
Position 5354: 5.833501723845405e-06
Position 1925: 5.79480686921693e-06
Position 1949: 5.723854441046458e-06
Position 5866: 5.486794429284235e-06
Position 30939: 4.959784465753553e-06
Position 2378: 3.9644923733934155e-06
Position 854: 3.866744652058297e-06
Position 27796: 2.864896892454657e-06
Position 458: 2.7624241526898443e-06
Position 192: 2.322686183235223e-06
Position 1983: 2.288563238036429e-06
Position 1102: 2.279122515290012e-06
Position 2964: 1.7450185155468317e-06
Position 660: 1.520630251809039e-06
Position 5829: 1.4932847688884528e-06
Position 882: 1.2990458729146812e-06
Position 1035: 1.054193108812335e-06
Position 1630: 9.94861390343419e-07
Position 2355: 8.777753583025907e-07
Position 2741: 8.607520460547752e-07
Position 1249: 8.269987664578738e-07
Position 554: 8.035379430860469e-07
Position 29251: 7.549154017234308e-07
Position 27773: 6.773632052416504e-07
Position 196: 3.48860214190223e-07
Position 765: 3.3355510599888897e-07
Position 27618: 2.3828942295827362e-07
Position 12011: 2.067801930801704e-07
Position 1291: 1.828009232350855e-07
Position 4039: 1.4556824478426138e-07
Position 1254: 1.1095762365201469e-07
Position 2397: 4.667894950879951e-08
Position 26892: 3.4699021678808685e-08
Position 1562: 2.4168078603037484e-08
Position 2666: 2.368152233572442e-08
Position 26449: 2.327630288232231e-08
Position 1171: 2.06661430800366e-08
Position 1654: 2.0394838693636753e-08
Position 25604: 2.0387212994712133e-08
Position 24954: 2.02263221034593e-08
Position 1719: 1.8271324717982875e-08
Position 1168: 1.6972572249456542e-08
Position 1466: 1.6486629766889474e-08
Position 2269: 1.487121380771533e-08
Position 1640: 1.307621661427297e-08
Position 25061: 1.261165976162973e-08
Position 1725: 1.2104391179231547e-08
Position 1553: 1.1408927088025417e-08
Position 2751: 1.0665035504846345e-08
Position 2223: 9.921799461940403e-09
Position 1587: 9.781375509590333e-09
Position 657: 8.929557722791523e-09
Position 1028: 6.9585328812011704e-09
Position 25662: 6.743955812063639e-09
Position 1123: 6.517919460816379e-09
Position 868: 6.41146539935813e-09
Position 320: 4.175273644862645e-09
Position 415: 4.001379548447374e-09
Position 1428: 3.912520371497118e-09
Position 23345: 3.839635289921607e-09
Position 1149: 3.76665782428016e-09
Position 122: 3.0354361857012828e-09
Position 22694: 2.783833235373244e-09
Position 501: 2.4412394598352387e-09
Position 173: 2.2937961783799345e-09
Position 816: 1.6617464501008123e-09
Position 255: 1.5133172900576959e-09
Position 23297: 1.4513107520094395e-09
Position 1352: 1.3667583007623117e-09
Position 11975: 1.3159280813031486e-09
Position 1484: 9.29915332378647e-10
Position 1272: 9.258516734735692e-10
Position 2699: 9.223074200065628e-10
Position 886: 7.260508372684621e-10
Position 369: 3.7338156870248074e-10
Position 20116: 3.4521664145924436e-10
Position 22946: 2.7265708682281646e-10
Position 234: 2.6482637745314704e-10
Position 19583: 2.6044938621140597e-10
Position 1383: 1.3891096804688339e-10
Position 207: 1.0364682880320061e-10
Position 19603: 1.0172041537409343e-10
Position 21514: 8.57778787578145e-11
Position 20857: 7.53270534063436e-11
Position 21861: 6.575067748648312e-11
Position 20234: 6.41313079152398e-11
Position 21694: 6.156607173563803e-11
Position 20725: 4.893899115397533e-11
Position 19622: 3.283835768954938e-11
Position 18723: 2.4105991790482464e-11
Position 17862: 2.3867363444091338e-11
Position 19569: 1.5495974162602975e-11
Position 20121: 1.519354876067002e-11
Position 19028: 1.481119028216643e-11
Position 17467: 1.1189996338468639e-11
Position 19082: 8.044573888945225e-12
Position 15939: 7.062195401987429e-12
Position 16014: 5.1283636271512615e-12
Position 19055: 4.648860529939894e-12
Position 17123: 3.4107263907034713e-12
Position 16992: 2.7543846714870165e-12
Position 16532: 2.5725950584302958e-12
Position 15482: 2.3337852522482155e-12
Position 19218: 1.7931866429696056e-12
Position 15540: 1.7228824840911183e-12
Position 17790: 1.3937357479001031e-12
Position 17608: 1.2988636124266766e-12
Position 18434: 1.1630096086448582e-12
Position 16957: 9.46179353226789e-13
Position 17679: 8.180189480301291e-13
Position 332: 6.733073843871178e-13
Position 14542: 6.449167936499718e-13
Position 17901: 5.791885993138619e-13
Position 17771: 4.51487041118995e-13
Position 16755: 3.8768477102601285e-13
Position 221: 3.0123509887407803e-13
Position 15105: 2.965620183165118e-13
Position 15513: 2.907168424493908e-13
Position 12254: 2.897090945416685e-13
Position 17638: 2.381115666257924e-13
Position 15151: 2.2212417889050146e-13
Position 15624: 2.2144754445247602e-13
Position 12722: 2.0198893133733513e-13
Position 265: 1.6927182650188377e-13
Position 14825: 1.470006807636728e-13
Position 15456: 1.4443368121180444e-13
Position 99: 1.410616775658933e-13
Position 12661: 1.3734914391169553e-13
Position 14799: 1.279068055007607e-13
Position 510: 1.1787106782508456e-13
Position 14736: 1.1541683595118336e-13
Position 15122: 1.149943216969508e-13
Position 15009: 1.0995580296443739e-13
Position 12551: 9.620825148209848e-14
Position 12362: 9.460738311909083e-14
Position 15950: 8.876379453675475e-14
Position 14932: 8.121059700083915e-14
Position 16622: 8.092578961148467e-14
Position 14861: 7.230270623125144e-14
Position 15729: 6.877724704710947e-14
Position 15254: 6.029606086668621e-14
Position 12289: 5.3778987361056996e-14
Position 15048: 5.364527590269453e-14
Position 14971: 5.0582864832457934e-14
Position 507: 4.8556124597669037e-14
Position 13243: 3.9412243945825923e-14
Position 11805: 3.7928350437466087e-14
Position 12852: 3.016977384688741e-14
Position 14625: 2.944672866638809e-14
Position 13082: 2.2395177287762765e-14
Position 12130: 1.87849676563168e-14
Position 12193: 1.8317576570213425e-14
Position 201: 1.8217650634779694e-14
Position 13573: 1.7679604878418765e-14
Position 14077: 1.3877615962845756e-14
Position 12157: 1.3297574050298059e-14
Position 12469: 1.1864748259134018e-14
Position 12658: 1.0627805240545053e-14
Position 12586: 1.0623208201122777e-14
Position 13837: 9.52512306995247e-15
Position 13932: 8.009177499861184e-15
Position 13855: 6.6675107908272784e-15
Position 13518: 6.15853688289238e-15
Position 12307: 5.959486572985166e-15
Position 218: 5.865447980039657e-15
Position 12423: 4.3772762129533216e-15
Position 12373: 4.3558881575646974e-15
Position 13161: 3.4956077880629738e-15
Position 12804: 2.905382772591771e-15
Position 12696: 2.245782994773067e-15
Position 343: 2.190769590600947e-15
Position 12631: 2.1578602818749542e-15
Position 267: 1.9076851139161356e-15
Position 12595: 1.4086539221325153e-15
Position 12518: 1.4036379803674909e-15
Position 353: 1.2258594081224835e-15
Position 13300: 1.1713990219532346e-15
Position 12952: 8.315199087808384e-16
Position 12072: 2.583908352721015e-17
Position 8255: 2.263135884302544e-18
Position 6338: 2.3603086949557617e-19
Position 4372: 1.5590759468649737e-19
Position 4257: 1.3892728408909044e-20
Position 334: 1.0800527935658776e-20
Position 357: 4.060008826075851e-21
Position 359: 1.229269750599317e-22
Position 336: 1.4897004410450542e-23
Position 345: 1.460658160962498e-23
Position 355: 9.740214284535987e-24
