Gene = Trl
Position 8555: 0.00010777188473208722
Position 8521: 0.00010333844108908136
Position 1423: 9.952818575081923e-05
Position 8889: 8.467314238270953e-05
Position 1054: 8.298243692809128e-05
Position 4530: 8.249076209089505e-05
Position 4849: 7.986247913847582e-05
Position 4312: 7.450653530534792e-05
Position 2410: 6.684557342266765e-05
Position 6993: 6.586652491178716e-05
Position 7435: 6.566291771767606e-05
Position 2304: 6.436134123540636e-05
Position 6781: 5.341169202509216e-05
Position 4259: 4.989010979293669e-05
Position 6969: 4.503521383620882e-05
Position 1108: 4.3723876733064384e-05
Position 1501: 3.864755838374316e-05
Position 4767: 3.7577053534458086e-05
Position 8621: 3.6632423852593876e-05
Position 7511: 3.279022594515338e-05
Position 1591: 3.150658359159422e-05
Position 546: 3.003329390025029e-05
Position 1081: 2.952930161895667e-05
Position 6874: 2.6886964479613995e-05
Position 7787: 2.6453514631646223e-05
Position 1031: 2.5265991242496246e-05
Position 7475: 2.140224032656984e-05
Position 444: 2.101025912126656e-05
Position 8316: 2.0380148287644372e-05
Position 982: 1.911034407824212e-05
Position 7367: 1.651921341728187e-05
Position 7437: 1.4264239783025838e-05
Position 7697: 1.3947582249078098e-05
Position 577: 1.3161841657154692e-05
Position 1299: 1.2575087986254102e-05
Position 7423: 1.2009479551445667e-05
Position 156: 1.1376789347561224e-05
Position 7720: 1.0726807460068159e-05
Position 1121: 1.0515048958857181e-05
Position 2220: 9.924967511660103e-06
Position 8093: 8.170661671752599e-06
Position 231: 7.166407374882663e-06
Position 6796: 6.95674104759142e-06
Position 805: 6.585813142331449e-06
Position 7256: 5.805657678592172e-06
Position 9140: 5.4742210011699736e-06
Position 8355: 5.276351101931567e-06
Position 7501: 4.486080564078739e-06
Position 8105: 2.4821634824548864e-06
Position 913: 2.3464425024905167e-06
Position 702: 2.124623051632257e-06
Position 6570: 1.8661130572477009e-06
Position 6576: 1.7100980485764727e-06
Position 378: 1.3721312341384674e-06
Position 8140: 1.1378583934922465e-06
Position 393: 9.165712265046997e-07
Position 7794: 7.220479806515239e-07
Position 7291: 6.309623923733148e-07
Position 650: 5.389826045494721e-07
Position 7856: 4.931073294863745e-07
Position 8283: 4.55476482321796e-07
Position 163: 4.5246085432161194e-07
Position 8081: 4.3285021953988696e-07
Position 364: 3.3969066085900375e-07
Position 7983: 2.744628209159199e-07
Position 8305: 2.670360804083203e-07
Position 212: 2.458193977802387e-07
Position 171: 2.436217730557396e-07
Position 2066: 9.927558960064397e-08
Position 905: 6.860254407240472e-08
Position 7986: 5.263281631545358e-08
Position 198: 2.396668954167748e-09
Position 637: 1.4273322474836405e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6498: 0.9947498843790384
Position 7577: 0.9841476292316713
Position 7082: 0.9837473648908777
Position 3718: 0.9403829402535936
Position 11004: 0.5638191885575489
Position 2069: 0.19023626477330902
Position 8416: 0.18768469309650437
Position 144: 0.16974391458024776
Position 1321: 0.1684764401848788
Position 9273: 0.1589106243829113
Position 7876: 0.12911538984541496
Position 9386: 0.09213795796847817
Position 4921: 0.08344653531000433
Position 10603: 0.05286385751566538
Position 2214: 0.042696333730309906
Position 11397: 0.034692996560363336
Position 817: 0.03240109136948143
Position 9059: 0.02788525793896596
Position 6792: 0.02705541588913188
Position 12915: 0.02573424167148836
Position 11311: 0.024166911957135207
Position 8436: 0.02275552231145986
Position 4225: 0.020819140102398683
Position 6774: 0.01996646287970153
Position 10579: 0.01819296036685753
Position 8743: 0.013897054305789679
Position 1074: 0.013819621873317357
Position 12776: 0.013410216748050709
Position 11053: 0.01310310118373391
Position 2785: 0.011919124099124715
Position 9818: 0.011642621317568087
Position 6651: 0.009395189477192383
Position 7505: 0.00927360773405687
Position 5126: 0.008924348782995821
Position 9214: 0.008688049809920937
Position 1206: 0.007717559683737868
Position 10241: 0.006815555964943028
Position 5023: 0.006787633971625079
Position 11119: 0.006678539913987631
Position 11986: 0.006604738512305123
Position 3573: 0.005934119713659187
Position 7045: 0.005828204355531669
Position 11746: 0.005322975373862026
Position 1052: 0.005315008956781206
Position 7772: 0.005247003603659422
Position 744: 0.005149833723250265
Position 572: 0.004811067163715725
Position 4441: 0.0047242438987438505
Position 5941: 0.00445649080967113
Position 6711: 0.0042978367337581196
Position 9821: 0.004205042593899725
Position 4945: 0.003212641650717458
Position 2015: 0.0030996547937808747
Position 10980: 0.003036660596698527
Position 388: 0.0029389068648401333
Position 965: 0.0027891031694262714
Position 4258: 0.0027616071999524657
Position 5403: 0.0026647732286347913
Position 589: 0.002647809658392122
Position 620: 0.002605240094955925
Position 10944: 0.002577149976312358
Position 2286: 0.0025376140179754836
Position 2403: 0.0025185554028275365
Position 1308: 0.002432233501085723
Position 207: 0.002098815080405687
Position 1528: 0.0020017983271880375
Position 10010: 0.0019157740105021255
Position 8264: 0.0019101429871039393
Position 7325: 0.0018615581184185488
Position 4252: 0.001796356192606939
Position 8122: 0.0017883267471196591
Position 1611: 0.0017410607675514592
Position 5325: 0.0016116786843379778
Position 4966: 0.001588930633790972
Position 7039: 0.0015451572987747123
Position 9782: 0.0015142746905176367
Position 5478: 0.0013991465369083689
Position 3085: 0.0013966512099637322
Position 1299: 0.0013841099566412507
Position 6666: 0.0012779266422055177
Position 2524: 0.0012678543705458242
Position 4983: 0.0011389103526803896
Position 7331: 0.0011136052793270755
Position 11357: 0.0010979964407092347
Position 7168: 0.0010603908352846258
Position 115: 0.0010494426840019521
Position 6455: 0.0009912712336478556
Position 4886: 0.0009572459091483375
Position 1581: 0.0009464135257919468
Position 8119: 0.0009330443176279993
Position 6822: 0.0009231101657154778
Position 4277: 0.0009062729120981242
Position 3018: 0.0008565151042134077
Position 5251: 0.000823380558836134
Position 4459: 0.0008091920855140206
Position 2595: 0.0007748567781570384
Position 9125: 0.0007728584224339499
Position 6831: 0.0007207793016809819
Position 11078: 0.0007024544450489145
Position 8104: 0.0007019484232427367
Position 4929: 0.0007019015921900374
Position 6426: 0.0006907080273986133
Position 10892: 0.0006764747979696253
Position 4326: 0.0006624513751387218
Position 605: 0.0006500046893708799
Position 5918: 0.0005594388068832249
Position 10211: 0.0005437685179666066
Position 7548: 0.000536872259024269
Position 1709: 0.0005318080153312186
Position 727: 0.0005191465240084231
Position 3904: 0.0004769709128283297
Position 156: 0.0004720245859490125
Position 7171: 0.0004499267800150763
Position 6816: 0.00043815294278703396
Position 10381: 0.00041625268061305326
Position 4758: 0.0004101786608287199
Position 1121: 0.00040884678871700613
Position 6739: 0.0003968566644205148
Position 354: 0.000393532156303687
Position 10233: 0.00038989298164586244
Position 7924: 0.0003666631817092927
Position 6470: 0.0003569490226326899
Position 7101: 0.000342669545984993
Position 9234: 0.00030612216308050736
Position 5969: 0.00030583923321530956
Position 2645: 0.0002965557505857328
Position 7511: 0.0002926640657494195
Position 4236: 0.00028998190402292144
Position 8603: 0.0002711088884820817
Position 7787: 0.00025128324934095905
Position 10287: 0.0002502181490221966
Position 5263: 0.0002497977501743767
Position 8958: 0.0002447359790745254
Position 1336: 0.0002429693649337024
Position 537: 0.0002336842323831892
Position 1167: 0.00022286037686224333
Position 4891: 0.00020877128551230505
Position 10108: 0.00020803322390809128
Position 4347: 0.00020765309801680276
Position 1762: 0.00019765526257203283
Position 8524: 0.00019343704475209545
Position 7106: 0.00019118502108924569
Position 9162: 0.00017798599954701354
Position 2240: 0.00017642127913539916
Position 8521: 0.00015214960814922355
Position 7742: 0.0001499823061908271
Position 7228: 0.00014696902222385714
Position 7384: 0.0001456084421267516
Position 7235: 0.00010927552500475106
Position 7112: 0.00010852498599957903
Position 593: 0.00010490844535345428
Position 9575: 0.00010128247957412634
Position 9597: 9.978365541885839e-05
Position 4628: 9.675351838694281e-05
Position 9160: 9.111027151296615e-05
Position 7805: 8.963784539307608e-05
Position 6513: 8.797667260714088e-05
Position 9988: 7.33744382246688e-05
Position 8992: 6.289786031313477e-05
Position 7475: 5.492217753357114e-05
Position 7907: 4.804178545785085e-05
Position 6993: 4.770787345294272e-05
Position 7334: 4.716614192578854e-05
Position 8441: 4.110194085320151e-05
Position 6520: 4.017958860083787e-05
Position 7979: 3.575602644267096e-05
Position 702: 3.563092127997075e-05
Position 7556: 3.5244285499750994e-05
Position 1860: 3.3127578197212944e-05
Position 1544: 3.040114085367151e-05
Position 7921: 2.9458784211848327e-05
Position 2434: 2.836884859224157e-05
Position 7993: 2.521067997702053e-05
Position 7814: 2.1664157182969597e-05
Position 8128: 2.0572805944531828e-05
Position 360: 2.0343027108251992e-05
Position 679: 1.9076640537565244e-05
Position 7794: 1.6162440564200785e-05
Position 338: 1.5791271274958553e-05
Position 6558: 1.577756013356e-05
Position 426: 1.4588529670883659e-05
Position 7362: 1.0305074364953259e-05
Position 8041: 1.0178720167144877e-05
Position 931: 9.697392157934266e-06
Position 6316: 7.91842860667451e-06
Position 7927: 7.917396705501642e-06
Position 7002: 7.3575187001826685e-06
Position 8065: 7.351119046131195e-06
Position 8038: 6.346066247339826e-06
Position 7970: 5.932994619010772e-06
Position 8077: 5.714644778379485e-06
Position 982: 5.395893265183715e-06
Position 7415: 5.3603654176390285e-06
Position 7243: 5.334663427485074e-06
Position 7487: 4.7406417116895596e-06
Position 1391: 3.9326710814104045e-06
Position 8011: 3.866638988128943e-06
Position 8068: 3.7220778911836586e-06
Position 2651: 3.687967689887345e-06
Position 7811: 3.6621559576243692e-06
Position 7948: 2.9687874365874512e-06
Position 2314: 2.762989569630908e-06
Position 8143: 2.700403445713878e-06
Position 1028: 2.5171364275044527e-06
Position 7826: 2.4686984687912716e-06
Position 8044: 2.3172815066525723e-06
Position 5860: 2.031537491292718e-06
Position 481: 1.9448680802997667e-06
Position 3091: 1.5939472851980926e-06
Position 2335: 1.470181481718279e-06
Position 7749: 1.1878328153534158e-06
Position 937: 1.165611503117066e-06
Position 323: 4.6381086164572834e-07
Position 217: 3.58092537501266e-07
Position 86: 3.540548864525901e-07
Position 2317: 3.223478659995412e-07
Position 2480: 2.2167040572411884e-07
Position 7705: 1.8624751118726023e-07
Position 7702: 1.7478151865135588e-07
Position 422: 1.6322488944007507e-07
Position 7672: 1.572379601272e-07
Position 683: 1.2537942053915613e-07
Position 934: 1.1239407667275386e-07
Position 7507: 5.442418272648235e-08
Position 255: 2.5796493003004475e-08
Position 7708: 6.292631938388071e-09
Position 471: 6.017518318367427e-09
Position 7458: 5.905646447080043e-09
Position 227: 1.7454782813431507e-09
Position 407: 9.80684500335226e-10
Position 486: 1.0804417404951149e-10
Position 54: 8.401865151925359e-12
Position 495: 2.683527306693528e-12
