Gene = Nle
Position 539: 3.2309231814511445e-06
Position 483: 2.9027415227190897e-06
Position 86: 2.7246996711642783e-06
Position 1473: 2.713083605857389e-06
Position 1740: 2.186581547317365e-06
Position 1338: 1.9935426147977723e-06
Position 958: 1.527437784282718e-06
Position 269: 1.1506983101961936e-06
Position 1239: 1.0676386836894308e-06
Position 600: 9.3543373320717e-07
Position 638: 9.294993861215151e-07
Position 1446: 8.41176960681657e-07
Position 509: 7.191200558341103e-07
Position 1212: 6.854712618473115e-07
Position 1426: 6.466256870934458e-07
Position 1662: 5.927345476907282e-07
Position 644: 4.710091451644182e-07
Position 1459: 4.5082859637075475e-07
Position 1152: 4.232332748378856e-07
Position 1453: 3.627915377417264e-07
Position 1146: 2.548190108354657e-07
Position 1013: 1.4638778905976988e-07
Position 281: 9.540987438532212e-08
Position 315: 8.41013772523881e-08
Position 1552: 8.270006534080593e-08
Position 284: 6.48420608564957e-08
Position 1587: 7.705623384166357e-09
Position 1606: 1.360650002454403e-09
Position 183: 4.395237253609936e-10
Position 394: 2.5064160935277166e-10
Position 197: 2.489019246587209e-10
Position 98: 1.536711822032747e-10
Position 416: 6.653495401508856e-11
Position 1024: 6.249978458762449e-11
Position 469: 6.027964973902215e-11
Position 104: 3.850762567573645e-11
Position 240: 3.492260743174075e-11
Position 236: 1.9368426133338913e-11
Position 293: 6.961160983112248e-12
Position 102: 4.511959145943423e-12
Position 152: 5.693174148636907e-13
Position 156: 1.589539188771741e-13
Position 286: 8.510462415972163e-16
