Gene = Diap1
Position 10588: 0.03214819719097955
Position 12450: 0.02315672647806508
Position 7962: 0.022880408558888787
Position 123: 0.02213794281771186
Position 10894: 0.017637361216268525
Position 3345: 0.013816128411689678
Position 12471: 0.013327940957551661
Position 10980: 0.011876165823558812
Position 7575: 0.010650132556692645
Position 622: 0.009536681727811613
Position 3301: 0.009307641804956584
Position 1166: 0.008769831988081529
Position 9017: 0.008479072102372033
Position 7968: 0.00822894995620868
Position 3742: 0.0076979407643371954
Position 10392: 0.00755035522938778
Position 4200: 0.007405087754692209
Position 4337: 0.005592897891683945
Position 676: 0.005499342786011406
Position 4103: 0.004905762832091547
Position 9360: 0.004819519221468971
Position 6343: 0.0047831301723334375
Position 9070: 0.004154931505854368
Position 10489: 0.003911451329243693
Position 9033: 0.003892100771552113
Position 1553: 0.0037133504767514884
Position 6639: 0.0036914036126723298
Position 7603: 0.0033324636119608534
Position 8712: 0.0033261457548034406
Position 11099: 0.0032026858380192692
Position 1559: 0.0031894705466285504
Position 7508: 0.002559591236077362
Position 1238: 0.002406700987439279
Position 397: 0.0021180728275203907
Position 7879: 0.00211432098537341
Position 832: 0.002011933582961258
Position 2592: 0.0013880201936136342
Position 1638: 0.001387985252171432
Position 9566: 0.0012795631899985725
Position 433: 0.0012303514481798816
Position 746: 0.001207427573760262
Position 6928: 0.0011978209054168065
Position 257: 0.0011270650503091202
Position 7709: 0.0010998336766356853
Position 6273: 0.0009599195073956506
Position 1419: 0.0009588833860959736
Position 3130: 0.0007468608533663069
Position 4140: 0.0007258741400244466
Position 128: 0.0006985815771517615
Position 3471: 0.0006492053259194652
Position 4438: 0.0006440884046785046
Position 4175: 0.0005440924037017765
Position 7758: 0.0005172490572923724
Position 928: 0.00047941357042147165
Position 103: 0.00042167271640967886
Position 1422: 0.00042079560725118056
Position 1207: 0.00041048873530822265
Position 3212: 0.0003292047607560808
Position 3172: 0.00032721187479707755
Position 884: 0.0003201815672684769
Position 3620: 0.0003056570382277474
Position 3572: 0.0003000328007350849
Position 8970: 0.0002904206436208467
Position 449: 0.0002368076456463869
Position 6636: 0.00018324224934582835
Position 4507: 0.0001686448366585157
Position 4373: 0.00016835087767381467
Position 3498: 0.0001634610517260219
Position 6589: 0.00016273597676847096
Position 3383: 0.0001468156897169103
Position 4283: 0.00014281432446531318
Position 4346: 0.0001405535811374267
Position 3919: 0.00013654429223729404
Position 8732: 0.000134545482236992
Position 1364: 0.00013213070039610786
Position 5591: 0.00012486471609054285
Position 1536: 0.00011885041524231787
Position 3359: 0.00011116186452526334
Position 3236: 0.00010145172850809149
Position 3061: 9.670919992278073e-05
Position 1776: 9.342307712426162e-05
Position 2595: 9.303499229105083e-05
Position 4058: 8.930099032907678e-05
Position 130: 8.41963821294336e-05
Position 3185: 8.26784960887443e-05
Position 4227: 8.265849069932558e-05
Position 1650: 8.193452019009891e-05
Position 480: 7.882150403956243e-05
Position 2937: 7.354024949332653e-05
Position 4736: 7.118826614869867e-05
Position 1339: 5.935536841225345e-05
Position 275: 5.7364961634349585e-05
Position 7196: 5.729113420140653e-05
Position 81: 5.2614792772575934e-05
Position 1116: 4.894046149992616e-05
Position 235: 4.846533625701541e-05
Position 1689: 4.177947085687689e-05
Position 5069: 4.066610370251556e-05
Position 1372: 3.8465591261122384e-05
Position 7193: 3.5028457696333346e-05
Position 1176: 3.476798289526105e-05
Position 334: 3.263331291067778e-05
Position 1000: 3.2544045861792946e-05
Position 5862: 3.189005288594464e-05
Position 1785: 3.137684326887449e-05
Position 6069: 3.016717757225606e-05
Position 6774: 3.0037621532659965e-05
Position 5620: 2.9435011705981005e-05
Position 6252: 2.8225097776787197e-05
Position 3614: 2.70212842645556e-05
Position 5330: 2.5185640551486893e-05
Position 3239: 2.061339505227439e-05
Position 7022: 2.0198747062242887e-05
Position 2334: 1.9072984566143047e-05
Position 5662: 1.7624693862375426e-05
Position 1577: 1.7518074258742602e-05
Position 2361: 1.4680313843647602e-05
Position 2295: 1.4288448216953542e-05
Position 6955: 1.4150151482925775e-05
Position 2200: 1.3193004367592666e-05
Position 5568: 1.2596035812186229e-05
Position 6586: 1.1500286886036757e-05
Position 3071: 1.1499767755921702e-05
Position 6218: 1.1071523468295704e-05
Position 6300: 1.030272160246816e-05
Position 3983: 7.310781475472687e-06
Position 6385: 6.748212276126667e-06
Position 4986: 4.981664642508406e-06
Position 4596: 3.550419761771101e-06
Position 1030: 3.28390444837785e-06
Position 1585: 3.1987203999755066e-06
Position 2076: 3.0067011720936267e-06
Position 2017: 2.6746897310126357e-06
Position 2304: 2.3407448228969817e-06
Position 5458: 2.0363383343776054e-06
Position 5351: 1.4618955989515675e-06
Position 2540: 1.3924863578413413e-06
Position 521: 1.3221636318805817e-06
Position 2566: 1.2919447815825761e-06
Position 1817: 1.2316405203879057e-06
Position 1352: 1.226519147037477e-06
Position 412: 1.1035013102348058e-06
Position 2399: 9.627961848453773e-07
Position 1323: 8.78986135433852e-07
Position 895: 6.520707559601612e-07
Position 2088: 6.041284590413195e-07
Position 2265: 5.644855836794575e-07
Position 1728: 5.188530119067614e-07
Position 1213: 4.0566594083421156e-07
Position 2358: 3.887736022944813e-07
Position 2779: 1.5156503931919574e-07
Position 942: 1.4042634304283235e-07
Position 2659: 1.305184688233585e-07
Position 2882: 1.0279208072272616e-07
Position 2830: 9.872954223094145e-08
Position 3141: 9.328540345302028e-08
Position 69: 9.047514396007216e-08
Position 138: 8.624196230657315e-08
Position 854: 8.28836656051856e-08
Position 3989: 7.864698003568107e-08
Position 2211: 7.278310800573278e-08
Position 279: 6.545636745436506e-08
Position 1879: 5.9316567184471896e-08
Position 1722: 5.9231586067647205e-08
Position 3995: 4.0478726825585736e-08
Position 1921: 3.0183386053787046e-08
Position 359: 1.928784629077329e-08
Position 482: 1.7528925462444768e-08
Position 147: 1.6928647097366006e-08
Position 310: 1.6315715514845148e-08
Position 4062: 1.5036472745658424e-08
Position 351: 9.52714600749868e-09
Position 57: 3.90637345538903e-09
Position 339: 3.6236169914715977e-09
Position 370: 2.021145975926976e-09
Position 303: 1.7018519976314247e-09
Position 157: 1.4355403199907777e-09
Position 284: 5.650454958466228e-10
Position 1480: 2.8652143947869006e-11
Position 581: 3.3424778236831596e-12
Position 343: 3.181598424631113e-20
Position 407: 3.732046607508588e-23
