Gene = haf
Position 436: 3.477463089703994e-08
Position 3819: 2.0238034872534826e-08
Position 12769: 1.2552847988435371e-08
Position 430: 1.1140123111851445e-08
Position 11608: 7.285349013219885e-09
Position 7882: 7.25479851269825e-09
Position 7094: 6.413862686562434e-09
Position 460: 3.7529403367328516e-09
Position 3435: 2.145345077411785e-09
Position 1926: 1.936564556557223e-09
Position 838: 1.655609784108217e-09
Position 6765: 1.5892547236339269e-09
Position 2525: 1.3068856013919174e-09
Position 3869: 6.594684686782188e-10
Position 7535: 6.579685648816293e-10
Position 13043: 3.8404798391976013e-10
Position 13041: 3.768694334874641e-10
Position 3408: 2.7553350266809765e-10
Position 6191: 2.6890417245301583e-10
Position 3377: 2.577318832796767e-10
Position 6352: 2.2324367798191846e-10
Position 1940: 1.4473662011330084e-10
Position 2974: 1.3075367923701578e-10
Position 6624: 9.732764117353982e-11
Position 6719: 7.614328937806744e-11
Position 2457: 5.960949004976652e-11
Position 2712: 5.792584596114035e-11
Position 1914: 5.6988818806081004e-11
Position 2936: 4.1651172848629985e-11
Position 6690: 3.718362884922141e-11
Position 1832: 3.533329926155083e-11
Position 3135: 3.4121286405341526e-11
Position 1909: 2.457820324230422e-11
Position 3097: 1.7194708783853268e-11
Position 1974: 1.6124494988967965e-11
Position 1871: 1.1873028419715947e-11
Position 2744: 6.909481104932737e-12
Position 5326: 6.8474431862306594e-12
Position 1987: 4.668315561080369e-12
Position 1861: 1.5533121477934832e-12
Position 4440: 4.062718913072896e-13
Position 3827: 9.946754299121961e-14
Position 3846: 4.179511675446617e-14
Position 3824: 3.5827300662966035e-14
Position 4122: 3.2079866219608494e-14
Position 4095: 6.027575183587582e-17
Position 4027: 4.3193004554772816e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 27783: 0.8421654534493417
Position 25701: 0.7186557012518082
Position 1703: 0.4134381566776973
Position 1247: 0.20422932683124334
Position 26777: 0.13619357665878762
Position 213: 0.04146965821984952
Position 1194: 0.04089292518445344
Position 1410: 0.024721644804168396
Position 413: 0.013577907616902165
Position 1115: 0.008001626114833842
Position 1075: 0.005546267219040118
Position 1529: 0.003960843431707891
Position 966: 0.0035773785606274104
Position 897: 0.0029477255538442656
Position 178: 0.0026911143357412834
Position 1497: 0.0025429318931512583
Position 1534: 0.0024052261354678126
Position 1472: 0.001848716648480542
Position 1454: 0.000574017540886059
Position 711: 0.0004906136124047188
Position 266: 0.00038903946744083575
Position 514: 0.00033744955369743347
Position 1667: 0.00032131893064046185
Position 509: 0.00030417355441013567
Position 681: 0.0002776586668927925
Position 388: 0.0002622101477382133
Position 1124: 0.00025604976687097254
Position 184: 0.00021705473029739732
Position 275: 9.969278016578384e-05
Position 1259: 9.613867650157849e-05
Position 674: 6.775464054451687e-05
Position 656: 6.041201532236061e-05
Position 1309: 4.7193350146702763e-05
Position 1269: 2.5406349779665457e-05
Position 478: 2.4602775851204208e-05
Position 1040: 1.3292592115157013e-05
Position 1153: 1.134195034757871e-05
Position 448: 3.365378447708174e-06
Position 18524: 2.20757820073764e-06
Position 721: 2.1806563260666017e-06
Position 354: 1.6763031683756348e-06
Position 351: 1.5569480060109597e-06
Position 471: 1.463600887865303e-06
Position 518: 1.3654023557376832e-06
Position 368: 1.2062121819702307e-06
Position 568: 8.662924314788692e-07
Position 582: 4.381044302924871e-07
Position 12882: 1.2898545357049145e-07
Position 532: 8.858269071778082e-08
Position 484: 7.882482261677793e-08
Position 683: 7.011887432760067e-08
Position 618: 4.763277449557469e-08
Position 524: 2.545933681928902e-08
Position 577: 2.184524554806874e-08
Position 157: 2.0693896343286757e-08
Position 3566: 1.9117621782515776e-08
Position 12391: 1.3680267087474727e-08
Position 15604: 9.382888476667038e-09
Position 11196: 8.737346065569065e-09
Position 14088: 7.452478274201492e-09
Position 7757: 6.442378298525472e-09
Position 6818: 4.013666096078859e-09
Position 6475: 3.921473573376613e-09
Position 2104: 2.1121141391590405e-09
Position 11669: 2.111964959103122e-09
Position 61: 1.979463694579755e-09
Position 7011: 1.6237338422264446e-09
Position 13425: 1.5037673211651357e-09
Position 2586: 9.066689642546433e-10
Position 11949: 8.747737007157155e-10
Position 11193: 8.722341287884779e-10
Position 2813: 8.38331760385543e-10
Position 13102: 7.609174174072189e-10
Position 2082: 6.738713547390028e-10
Position 3270: 3.8576544067859065e-10
Position 3646: 2.860597662957273e-10
Position 6249: 2.7819970354595644e-10
Position 5413: 2.4109007484224644e-10
Position 622: 2.1202505760166393e-10
Position 8935: 1.9311744562031077e-10
Position 2061: 1.5304585731601813e-10
Position 390: 1.1113830020162745e-10
Position 2903: 1.0070655382859494e-10
Position 3529: 9.750362455559925e-11
Position 597: 9.123519769854879e-11
Position 7289: 9.025522524870132e-11
Position 3757: 5.3150766626358086e-11
Position 9384: 5.23467701698065e-11
Position 5460: 4.823152957927054e-11
Position 5482: 4.749801240993947e-11
Position 2598: 3.8233820969847595e-11
Position 3000: 3.181418192055874e-11
Position 10240: 2.6648290137427414e-11
Position 8773: 2.4746112379898225e-11
Position 2267: 2.10390610774133e-11
Position 8359: 2.050061519841042e-11
Position 1581: 1.738865133269073e-11
Position 2456: 1.2714997231115134e-11
Position 2148: 1.2352387020288712e-11
Position 3334: 1.1041613097313436e-11
Position 10120: 9.073288445184128e-12
Position 2427: 6.3254749677038204e-12
Position 1786: 5.582558763915707e-12
Position 6508: 4.929187134572081e-12
Position 4944: 4.451368886363154e-12
Position 8794: 4.418634916516849e-12
Position 1507: 4.081587887907309e-12
Position 5006: 3.632171223212631e-12
Position 1715: 2.937025425829868e-12
Position 3893: 2.781562517563469e-12
Position 8104: 2.552346909220048e-12
Position 7159: 2.1338694553520498e-12
Position 1719: 1.786375785329162e-12
Position 2142: 1.7861615756847525e-12
Position 2190: 1.7338578378877254e-12
Position 1974: 8.601193521679234e-13
Position 1844: 6.696352514828596e-13
Position 4185: 3.5058358625765515e-13
Position 5534: 3.074880489768776e-13
Position 6594: 2.7008876568816906e-13
Position 3900: 2.29326848050391e-13
Position 3928: 2.0525908695276045e-13
Position 6556: 1.193520840481543e-13
Position 4876: 8.38925554071954e-14
Position 4241: 6.721969364088108e-14
Position 5485: 6.714697398405715e-14
Position 5863: 5.175074788942118e-14
Position 5042: 2.2135843109665564e-14
Position 4929: 1.7193267319236246e-14
Position 4340: 1.3163275676731099e-14
Position 4642: 1.2229356381563154e-14
Position 4011: 1.1710629286889234e-14
Position 3818: 3.282442628485762e-15
Position 2711: 2.460997316137733e-15
Position 3370: 1.9426728884799924e-15
Position 2744: 1.0058007447001671e-15
Position 594: 5.286963197412141e-19
Position 63: 3.726766611416716e-19
Position 75: 5.0113032444671685e-23
Position 77: 4.593877366250842e-23
