Gene = DCP2
Position 575: 0.0002771930283405486
Position 2284: 0.00026662895916670844
Position 3801: 0.0002572512010658089
Position 4524: 0.00025693757741357393
Position 994: 0.00022103970529448478
Position 1322: 0.0002168104571636383
Position 80: 0.00020421571020104597
Position 1474: 0.00019586725356584412
Position 1452: 0.0001556293301696088
Position 3141: 0.00015519169652083786
Position 1459: 0.00014731215295258606
Position 5591: 0.00014071097026745546
Position 637: 0.00013080162110179925
Position 3376: 0.00010496444863061842
Position 3711: 9.646669869663423e-05
Position 3341: 8.928193609782418e-05
Position 1048: 8.714753490545298e-05
Position 3028: 6.970497986744843e-05
Position 5170: 6.810573867574436e-05
Position 1813: 6.49392396676038e-05
Position 70: 6.417700873127645e-05
Position 799: 5.286171292397143e-05
Position 2175: 4.631144393496935e-05
Position 3181: 4.0082586830799916e-05
Position 588: 3.9131945028688166e-05
Position 801: 3.658716068861501e-05
Position 3116: 3.1554783602504895e-05
Position 397: 3.097244295694511e-05
Position 218: 2.7008310447924854e-05
Position 1882: 2.5572906281056886e-05
Position 622: 2.299042867725496e-05
Position 1285: 1.9996954250793295e-05
Position 1467: 1.9722372314508158e-05
Position 62: 1.8967281560107633e-05
Position 4276: 1.6570617614607015e-05
Position 224: 1.6505289581922778e-05
Position 4534: 1.596995794870457e-05
Position 1574: 1.5728233889069153e-05
Position 505: 1.4340502851147152e-05
Position 4969: 1.2726701811253224e-05
Position 94: 1.1735455728735079e-05
Position 665: 1.1088720922193714e-05
Position 50: 9.389949333260155e-06
Position 133: 9.147716981730785e-06
Position 240: 8.77777350104448e-06
Position 40: 7.760824947248565e-06
Position 710: 7.318518510567282e-06
Position 1346: 6.272414178164166e-06
Position 4516: 5.989374311801092e-06
Position 4762: 5.29812339018697e-06
Position 101: 4.170073156789351e-06
Position 288: 4.137935303250071e-06
Position 279: 3.8427260469409845e-06
Position 1205: 3.702868833129234e-06
Position 178: 3.5704645581365586e-06
Position 1562: 2.851211033654647e-06
Position 1462: 2.45554849850744e-06
Position 1046: 2.2794298674289135e-06
Position 696: 1.9730806790276142e-06
Position 167: 1.3137381711830564e-06
Position 3167: 9.17077289244652e-07
Position 1303: 7.767581385977634e-07
Position 1080: 2.569664713037925e-07
Position 925: 1.8261061037036035e-07
Position 932: 1.547514167704717e-07
Position 1095: 9.051287181935165e-08
Position 1122: 8.69698912445989e-08
Position 4315: 8.808507755172879e-09
Position 4269: 7.529720738936848e-10
Position 4368: 3.227109068176487e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.8369334084690476
Position 3614: 0.5061868752423783
Position 2336: 0.4596056605230926
Position 2016: 0.4503814083874469
Position 2667: 0.3798853720868903
Position 4411: 0.3570784172744948
Position 2433: 0.323167364700654
Position 4408: 0.2883398265680135
Position 1709: 0.26318366768165824
Position 6512: 0.1722437411130523
Position 2046: 0.09520938215799912
Position 1556: 0.0866712896568974
Position 7287: 0.08010838141423039
Position 5736: 0.06543706501346803
Position 1334: 0.055945015706214685
Position 4441: 0.04419560627208218
Position 5941: 0.043983711521821484
Position 2382: 0.04336222364302786
Position 1513: 0.04194031410660888
Position 1349: 0.04101354981317916
Position 7257: 0.03105143185929437
Position 5958: 0.028674515885068894
Position 2504: 0.02825497662242531
Position 1413: 0.024684854977090803
Position 7656: 0.024397184298957746
Position 1086: 0.021902132590813105
Position 6469: 0.021596645930798946
Position 7163: 0.021233664161424744
Position 5046: 0.021033493735521484
Position 2056: 0.02090977376792018
Position 2104: 0.018491987308236188
Position 6704: 0.01743893160544815
Position 1929: 0.01673744866955889
Position 6820: 0.016004218387760876
Position 1389: 0.014626316255820513
Position 5931: 0.013793836140703758
Position 2509: 0.013778596094931117
Position 6378: 0.012590124927956059
Position 1205: 0.011974050982386847
Position 1303: 0.00947261117002862
Position 5692: 0.008812008107617784
Position 889: 0.008530187460260907
Position 1179: 0.008522335826424692
Position 2729: 0.007067720312936228
Position 2818: 0.006981404412769404
Position 1446: 0.006958718964606024
Position 2445: 0.006767731023631449
Position 529: 0.0066305579665053675
Position 6024: 0.006509074272951689
Position 1147: 0.006421671790270793
Position 2034: 0.006052587792166707
Position 7292: 0.005628623238316236
Position 5215: 0.005275255971552879
Position 1459: 0.005150248352758854
Position 6871: 0.0050556383004226055
Position 5328: 0.004865077099452816
Position 1582: 0.004762163726969778
Position 1482: 0.004259783794463177
Position 637: 0.0041228218366814486
Position 1039: 0.0038780713342125806
Position 6077: 0.0038540043728008083
Position 7323: 0.003691470956371011
Position 6488: 0.0036476580959319193
Position 3881: 0.0033111609811934915
Position 5714: 0.003202119492892619
Position 4174: 0.003191089250848097
Position 1799: 0.0031063914281901747
Position 4447: 0.0030481428197096047
Position 2178: 0.002880404570582013
Position 5687: 0.002758262889793231
Position 7222: 0.0025946237507696104
Position 5233: 0.0022990954760151038
Position 3220: 0.0022548546675729476
Position 5239: 0.0022422660390817454
Position 5991: 0.002202660161358064
Position 6859: 0.0020702152549132665
Position 3737: 0.0020466472540396716
Position 4721: 0.0018734913238681653
Position 1882: 0.0018516893095418326
Position 1368: 0.0018360260520146555
Position 4419: 0.00182597419071136
Position 6716: 0.0018001225108033073
Position 665: 0.00178165182312016
Position 549: 0.0016646434080878846
Position 6398: 0.0016337040951168156
Position 5575: 0.0014584313176029587
Position 4546: 0.0013364830534488188
Position 2144: 0.001315201755397271
Position 2980: 0.001184941029239232
Position 5170: 0.0011188968945541001
Position 2202: 0.001058658544688425
Position 3950: 0.0010205560186367767
Position 4450: 0.0010123247667614757
Position 5650: 0.0009465644037895286
Position 2686: 0.0009126635637248801
Position 2475: 0.0008966385737244147
Position 4573: 0.0006776628859295142
Position 2084: 0.0006595828117002723
Position 5760: 0.0006391242574748942
Position 7675: 0.0006352458910136937
Position 5746: 0.0006262216844205579
Position 4037: 0.000622050080968577
Position 5558: 0.0006041698567857069
Position 1858: 0.0005893443441933839
Position 1870: 0.0005750546797535849
Position 7522: 0.000561551911802014
Position 4616: 0.0005478857306401611
Position 3371: 0.0005212000407603213
Position 4601: 0.0005177408293166472
Position 2087: 0.0005122186638874675
Position 1804: 0.0005028158679529388
Position 4444: 0.0004957260969127642
Position 2150: 0.00046495126510334646
Position 5379: 0.0004339346309475379
Position 1626: 0.00043252381684289024
Position 1209: 0.0003904839024049313
Position 2527: 0.0003525914775494142
Position 5518: 0.00034106767388082237
Position 1051: 0.00032396735863308957
Position 257: 0.0003213391494477687
Position 1975: 0.00031932259705985786
Position 516: 0.00029331454870740794
Position 3692: 0.0002808989854377498
Position 3893: 0.000278411949918715
Position 5582: 0.0002368860249204337
Position 2348: 0.00022517661771121763
Position 4466: 0.00020909558542604444
Position 323: 0.00018503387681443055
Position 346: 0.0001818183472397683
Position 1846: 0.00017071941202816251
Position 4773: 0.00016097691170999332
Position 5072: 0.00015202697341248716
Position 1941: 0.00014683876235654014
Position 3412: 0.00014629852039767485
Position 4651: 0.00013754779773570965
Position 3623: 0.0001304742131448631
Position 923: 0.0001273662514304239
Position 1397: 0.00010604878979188381
Position 4462: 0.00010546854642375707
Position 1246: 9.693602236325103e-05
Position 5600: 9.665364647090445e-05
Position 694: 9.241377384241778e-05
Position 2247: 9.002677336663883e-05
Position 3890: 8.454700994886525e-05
Position 4700: 7.788889159439355e-05
Position 3376: 7.151916135025284e-05
Position 1155: 6.878967008674248e-05
Position 3827: 6.502431950976917e-05
Position 3767: 6.414122910593244e-05
Position 715: 6.279740917187835e-05
Position 3544: 5.8899369298598076e-05
Position 4576: 5.878783966535023e-05
Position 4549: 5.731636659326884e-05
Position 3541: 5.4661974032756975e-05
Position 799: 5.299892369030117e-05
Position 1163: 4.497427637257467e-05
Position 821: 4.428285564083009e-05
Position 1894: 4.3655645507995066e-05
Position 1427: 4.2149409600066856e-05
Position 231: 3.4629966702208236e-05
Position 1046: 3.210191990881659e-05
Position 1362: 3.183177935779234e-05
Position 705: 2.6507333237465348e-05
Position 158: 2.557301134878592e-05
Position 5423: 2.4017037570209006e-05
Position 373: 2.3739636991591612e-05
Position 790: 2.1796583025480446e-05
Position 358: 2.17648805644123e-05
Position 121: 2.0267271496262952e-05
Position 785: 1.9651127422515693e-05
Position 1607: 1.718909852967746e-05
Position 567: 1.3775894358450896e-05
Position 771: 1.2488306238365556e-05
Position 167: 1.0035709247132163e-05
Position 3761: 9.139071555606757e-06
Position 1604: 7.273155344912644e-06
Position 364: 7.271030221728742e-06
Position 133: 6.602332040515966e-06
Position 4991: 4.940277458558413e-06
Position 467: 4.2451234193176125e-06
Position 5267: 2.8544260590214633e-06
Position 408: 1.2627826628174035e-06
Position 1065: 8.012776068217858e-07
Position 719: 6.455694651481532e-07
Position 433: 6.227103004775278e-07
Position 112: 6.157623346514755e-07
Position 439: 3.250882289561346e-07
Position 196: 3.1885500670709207e-07
Position 469: 2.5795110278526543e-07
Position 1254: 1.997557883906853e-07
Position 932: 1.6417913416447576e-07
Position 262: 5.5130618506021774e-08
Position 94: 5.0280565958883975e-08
Position 174: 4.7931447048104484e-08
Position 423: 8.634657261761756e-09
Position 402: 7.990725055074053e-09
Position 935: 7.929789508736776e-09
Position 475: 1.5800771976746782e-09
Position 83: 3.8284989150322375e-10
Position 288: 1.1887221963132306e-10
Position 410: 7.616299504770759e-11
Position 938: 1.7141504293100843e-11
Position 425: 4.838641537209218e-13
Position 214: 1.805476459064126e-13
Position 412: 1.3635769386830106e-14
Position 191: 1.3161453845481002e-15
