Gene = Cka
Position 929: 0.0015038815546138356
Position 10089: 0.0014393546706711184
Position 1667: 0.0013608575970479324
Position 9838: 0.0013547932516464042
Position 1345: 0.0013256834346505467
Position 1350: 0.0012811513562574304
Position 2989: 0.0012556334446985219
Position 184: 0.0011697841805917218
Position 5896: 0.0010837681824064753
Position 1413: 0.001055933482149252
Position 2148: 0.0010201490688105813
Position 655: 0.0009988730284633898
Position 8883: 0.000939437074774035
Position 8802: 0.0009226948272944406
Position 883: 0.0008199467529796476
Position 440: 0.0007607911158721575
Position 5473: 0.0007541340694367579
Position 1390: 0.0007517538272841062
Position 8675: 0.0007170842168035779
Position 674: 0.0007166385040709083
Position 3504: 0.0006962130022131246
Position 3414: 0.0006321972611724836
Position 9844: 0.0006035122736480924
Position 6965: 0.0005427881093495371
Position 5940: 0.0005254444370622589
Position 7443: 0.0005206292926571562
Position 6370: 0.00048444758488327093
Position 7044: 0.00047334324880927487
Position 570: 0.0004688768944555651
Position 4810: 0.00045703424741793715
Position 2541: 0.00045613333997192063
Position 3037: 0.0004278899713391556
Position 6033: 0.0004239042625771689
Position 6289: 0.0004139381064373307
Position 1417: 0.00040676590243075503
Position 1006: 0.00040423202184592484
Position 4426: 0.00038579788203023493
Position 6681: 0.0003702143055454425
Position 2236: 0.00036008467424864546
Position 2098: 0.00035960594834947267
Position 6622: 0.00032857783342083195
Position 6454: 0.00030806218590379936
Position 2232: 0.00029971898792659137
Position 6607: 0.0002962766996252855
Position 5804: 0.0002716762080597046
Position 4733: 0.0002684687963040381
Position 6256: 0.0002572302149664128
Position 5462: 0.0002463697546939927
Position 8089: 0.00023832012262339617
Position 4477: 0.0002313763862166314
Position 1073: 0.00022963766297255572
Position 1989: 0.00021068898731351585
Position 5901: 0.00020246386320998147
Position 1509: 0.00020109561389017034
Position 2287: 0.00018308659120978512
Position 587: 0.000175598037215506
Position 6902: 0.0001667023213983898
Position 231: 0.00016195806851238302
Position 8608: 0.0001611678278176448
Position 5124: 0.0001415696073266281
Position 696: 0.00014064217704736962
Position 4940: 0.0001386873088185392
Position 6121: 0.0001383822448705292
Position 1368: 0.0001344644194297914
Position 4666: 0.00012616278772589767
Position 624: 0.00010989999846865827
Position 8251: 0.00010940703671838727
Position 591: 9.710673703185081e-05
Position 4234: 9.675494126474078e-05
Position 3325: 9.318403841433203e-05
Position 2132: 9.031659036016063e-05
Position 7429: 8.958507667558272e-05
Position 3010: 7.530121290004891e-05
Position 6406: 7.363585112671473e-05
Position 3554: 7.176446408799342e-05
Position 383: 5.8621962600914214e-05
Position 3187: 5.6385217192411676e-05
Position 2322: 5.2635286676096985e-05
Position 614: 4.8968177714862015e-05
Position 721: 4.8743291995281115e-05
Position 700: 4.609615130960285e-05
Position 3113: 4.299621696915097e-05
Position 1356: 4.29590412448805e-05
Position 2456: 4.251450967967866e-05
Position 195: 4.017433055791981e-05
Position 727: 3.36035032971456e-05
Position 4752: 3.255801216946667e-05
Position 649: 3.1680804651481474e-05
Position 300: 2.9973231169471114e-05
Position 2095: 2.9578531721078992e-05
Position 7144: 2.5804577860862936e-05
Position 5722: 2.5094642580563294e-05
Position 2907: 1.651567431817518e-05
Position 6172: 1.5222884853005711e-05
Position 2904: 1.094153578021023e-05
Position 2863: 1.0770556004203426e-05
Position 2544: 9.749136183569368e-06
Position 6565: 9.384952562689309e-06
Position 470: 8.178113567480283e-06
Position 4217: 8.1055760909753e-06
Position 377: 6.623261594276111e-06
Position 4707: 6.352013319403402e-06
Position 4554: 5.134602455148762e-06
Position 4605: 4.942129020149636e-06
Position 4088: 3.945694786172404e-06
Position 5906: 3.3667215888807286e-06
Position 733: 2.126521086945454e-06
Position 748: 2.1048814833697246e-06
Position 4198: 1.530830003310992e-06
Position 3709: 1.3734943812756676e-06
Position 239: 8.955631266387338e-07
Position 3154: 6.820783657571478e-07
Position 3558: 5.793548343631947e-07
Position 2016: 5.171324104578864e-07
Position 6625: 4.680703973357579e-07
Position 3579: 4.529514512274628e-07
Position 3781: 4.4362723186496593e-07
Position 5830: 3.489517543448992e-07
Position 2120: 3.242721444558842e-07
Position 7256: 3.159876233929191e-07
Position 2866: 3.105885439100217e-07
Position 2357: 2.88163869765046e-07
Position 745: 2.7406555424321507e-07
Position 715: 2.2639668662471942e-07
Position 705: 2.1808723143218877e-07
Position 280: 1.6318895218678758e-07
Position 94: 1.1483144572843096e-07
Position 6141: 8.535899731446187e-08
Position 119: 7.821873510612568e-08
Position 74: 6.106396801352263e-08
Position 6568: 5.2244932268327955e-08
Position 2213: 5.216097246208163e-08
Position 339: 2.5980738377050802e-08
Position 125: 7.2490863288779955e-09
Position 99: 6.583461545159513e-09
Position 123: 5.359747015722046e-09
Position 314: 9.847692220429173e-10
Position 323: 6.494118178903867e-10
Position 78: 1.7034850869862799e-10
Position 329: 4.148517936812238e-12
Position 276: 7.229644260089634e-13
Position 76: 8.806855925628471e-14
