Gene = vn
Position 27692: 0.00024086204294800423
Position 28579: 0.00022089006038643393
Position 29820: 0.00020874737129343275
Position 28044: 0.00020336434608822664
Position 29627: 0.00019164317877463005
Position 29513: 0.0001844958506005764
Position 32281: 0.00017797084875160904
Position 30066: 0.00015298709994392048
Position 29751: 0.0001492141274323814
Position 29051: 0.00013595634294315893
Position 28850: 0.00012034573185827265
Position 31028: 0.00010800822061040345
Position 29955: 0.00010102364749314041
Position 29495: 0.0001002134203857022
Position 28096: 7.816549968216042e-05
Position 29345: 6.958650302191279e-05
Position 27816: 4.4870596410764575e-05
Position 29379: 3.870348077055924e-05
Position 30121: 3.704207127192096e-05
Position 28695: 2.2121640356301575e-05
Position 29549: 1.6143710752339942e-05
Position 28631: 1.5548388436088545e-05
Position 28338: 1.55014038290537e-05
Position 27839: 1.5127416739949001e-05
Position 29428: 3.5377849504913126e-06
Position 28309: 8.815700715352754e-07
Position 28162: 6.431250167097808e-07
Position 28833: 4.336452359266994e-07
Position 28825: 2.9287083484356383e-07
Position 28686: 2.1177046721087044e-07
Position 28506: 1.8365874301997673e-07
Position 29347: 5.17031312707123e-08
Position 28683: 4.632654014604976e-08
Position 29017: 4.619256625792876e-08
Position 27797: 8.392277103151732e-09
