Gene = Aef1
Position 3438: 0.09347454939381725
Position 1770: 0.0745490207644693
Position 522: 0.0664651443982225
Position 1555: 0.057799137283968294
Position 1078: 0.027456529119307706
Position 996: 0.025644119660553154
Position 105: 0.024033934433850823
Position 3739: 0.023765869030853457
Position 365: 0.022059250380941385
Position 4567: 0.020536686583128336
Position 3457: 0.018647675076483423
Position 455: 0.01776622273181285
Position 3480: 0.016326468532364788
Position 4796: 0.014123065880169245
Position 3612: 0.013600100618818138
Position 1785: 0.01347498508111637
Position 3848: 0.011380387448655436
Position 1375: 0.010415965608371788
Position 3761: 0.009483930935273688
Position 1031: 0.00942924512609713
Position 4471: 0.007980372874794492
Position 3415: 0.007419642117103073
Position 4207: 0.006903597755101949
Position 1210: 0.0065945525235331865
Position 327: 0.005968294468628973
Position 1814: 0.005953787838561671
Position 1128: 0.005824895163051459
Position 4799: 0.005779020849281736
Position 1152: 0.005651854359379698
Position 111: 0.005379906193159899
Position 3893: 0.0043727922127485075
Position 1274: 0.003931905953980819
Position 4069: 0.003886379940344885
Position 3629: 0.0038289047942089726
Position 2409: 0.0037237285258323676
Position 1013: 0.0035580076135799223
Position 3902: 0.003480271297455552
Position 3784: 0.00289031148448386
Position 442: 0.0028312853591240254
Position 374: 0.002761227860300602
Position 625: 0.0025644485590803775
Position 477: 0.0025011028167776805
Position 2382: 0.0024507549859337065
Position 611: 0.00244335916225136
Position 1900: 0.0022247969743939577
Position 4740: 0.002067564246274584
Position 3498: 0.002049195469528126
Position 2493: 0.0020317211318341484
Position 4931: 0.0019621159250703037
Position 1266: 0.0019206745245279766
Position 2252: 0.0018004567058561398
Position 3568: 0.0017957979287790357
Position 146: 0.0015721971632679048
Position 3880: 0.0015313818723398113
Position 2538: 0.0014883915892500092
Position 1560: 0.001396568249746163
Position 3495: 0.001372747136651408
Position 590: 0.0013102567389389839
Position 4012: 0.0011993535740124682
Position 683: 0.001195969314103084
Position 2454: 0.0009889134523195261
Position 4844: 0.0009768193322321687
Position 4991: 0.0008903187317684257
Position 764: 0.0008742633991986326
Position 694: 0.0008495337642836313
Position 3833: 0.0007291661448426338
Position 1751: 0.0006987343489772197
Position 3468: 0.0006894862127556514
Position 2131: 0.0006583787182059059
Position 1932: 0.0006107491297727298
Position 1873: 0.0005825569175737146
Position 2658: 0.0005457017339832956
Position 702: 0.0005329680868108895
Position 2234: 0.0004900726643754479
Position 4042: 0.0004444146836335733
Position 3648: 0.00043889853079958783
Position 117: 0.000425243159196273
Position 1101: 0.0004183786357655753
Position 1501: 0.0004099014818804575
Position 1225: 0.0003979046639212448
Position 3184: 0.0003929852237269333
Position 4609: 0.0003075947016739674
Position 1505: 0.000271932721810904
Position 5094: 0.0002706068107331244
Position 506: 0.0002609590999261504
Position 2093: 0.0002348141292777422
Position 1394: 0.00023429005580781712
Position 919: 0.00023247517445990998
Position 1675: 0.0002185848159358488
Position 1789: 0.00021711388408365492
Position 3931: 0.0001783951339051634
Position 403: 0.00015658072349415312
Position 1335: 0.0001373936652716364
Position 2760: 0.00013540191421613078
Position 4186: 0.00013275299267369138
Position 3591: 0.0001326765490664233
Position 1717: 0.00012778664507916675
Position 3792: 0.00012720421198724103
Position 1663: 0.00012663128101031608
Position 811: 0.00012500666911749155
Position 3680: 0.00011600966704904093
Position 1386: 0.00010324926512728818
Position 1612: 0.00010094461349346
Position 1683: 9.043351342977032e-05
Position 1700: 8.739132066123273e-05
Position 2853: 8.565644695229166e-05
Position 1312: 7.698272392060707e-05
Position 901: 7.403174109788778e-05
Position 1229: 7.16484167706542e-05
Position 177: 6.93457635447598e-05
Position 1971: 6.615067066248221e-05
Position 2685: 5.260618126650963e-05
Position 425: 5.044084579580441e-05
Position 1794: 5.0068000098980166e-05
Position 2682: 3.712719000273252e-05
Position 1624: 3.1702429162653104e-05
Position 1315: 2.138983479340574e-05
Position 531: 2.0982283542287387e-05
Position 1321: 1.7635379005050478e-05
Position 709: 1.4538483237871766e-05
Position 2770: 1.13748449165773e-05
Position 248: 1.0443542960075156e-05
Position 2688: 1.0092036332195329e-05
Position 662: 9.454847214401271e-06
Position 283: 6.946621164752589e-06
Position 528: 5.41368773763699e-06
Position 279: 5.172744254770487e-06
Position 3156: 4.440423332479931e-06
Position 838: 3.2547519291312945e-06
Position 259: 3.1809681452691147e-06
Position 2826: 2.87115566931387e-06
Position 3028: 2.645960975491079e-06
Position 916: 2.4571062841459693e-06
Position 879: 2.2114501068183312e-06
Position 736: 1.7573400416297234e-06
Position 1339: 1.5308245697691583e-06
Position 630: 1.479619050453529e-06
Position 566: 1.050462866154584e-06
Position 264: 4.2963162001167377e-07
Position 3117: 3.0691062410162196e-07
Position 2859: 2.6479098492733797e-07
Position 2697: 2.431499472474658e-07
Position 307: 1.5620386705196633e-07
Position 130: 1.392127815189455e-07
Position 408: 1.11344996099664e-07
Position 444: 1.0145409430383195e-07
Position 768: 2.8945799504504386e-08
Position 552: 4.2319972658064514e-09
Position 315: 3.5113393405518775e-09
Position 56: 2.9861433319969417e-09
Position 541: 1.4790851731335966e-09
Position 206: 6.678033337093246e-10
Position 151: 5.291880022805666e-10
Position 554: 4.099882112595594e-10
Position 153: 3.768937554585801e-13
Position 309: 3.693551030122871e-14
