Gene = Ance-2
Position 41: 1.2035054231916463e-07
Position 1792: 1.0131534561299623e-07
Position 923: 1.0060156909520052e-07
Position 1408: 6.837339545531945e-08
Position 1358: 2.8687416447711527e-08
Position 181: 1.2214029106200614e-08
Position 616: 6.6747941626669624e-09
Position 1194: 5.553292094074909e-09
Position 1410: 4.052810816537066e-09
Position 468: 3.666813361581961e-09
Position 142: 3.6502013004312064e-09
Position 958: 2.8340089393626226e-09
Position 1049: 2.313064998094668e-09
Position 1205: 2.0101481733714468e-09
Position 377: 1.3033039826104995e-09
Position 500: 9.552501218655774e-10
Position 1746: 2.3185246954077688e-10
Position 906: 1.7635283062322234e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.9503341661242427
Position 1382: 0.9074648967594909
Position 383: 0.8452721978344229
Position 1404: 0.07634845470837433
Position 1607: 0.03466594479842206
Position 1238: 0.02186440991043298
Position 2025: 0.02121670303323093
Position 2254: 0.017741712403937508
Position 1136: 0.017521613066446475
Position 1774: 0.016730144894445548
Position 368: 0.016042661182980884
Position 1058: 0.012122687659375412
Position 344: 0.011406182880004685
Position 2118: 0.008307883374706148
Position 641: 0.006940008891031381
Position 1146: 0.006694079850290659
Position 932: 0.004601938437417203
Position 1731: 0.004293217762941351
Position 2064: 0.004126406756318133
Position 2084: 0.0037823420512804644
Position 755: 0.003633590247822911
Position 1123: 0.00327535330647491
Position 482: 0.0027908218017924863
Position 2265: 0.0019124815436898552
Position 1784: 0.0018923372774399716
Position 694: 0.0017500829680361996
Position 458: 0.0016196044017470343
Position 1639: 0.001388665944582505
Position 404: 0.0013218914123988951
Position 895: 0.0011974692648193104
Position 773: 0.001184603978452872
Position 497: 0.0008989383886277387
Position 97: 0.0007973343856803467
Position 1970: 0.0007902230369996291
Position 1241: 0.000774462936615235
Position 138: 0.0007256100720621722
Position 1661: 0.0006808381465075492
Position 1075: 0.0006475010444014461
Position 819: 0.0005352513432897181
Position 727: 0.0005114333166502004
Position 1408: 0.0004735617236677935
Position 1024: 0.00034993078416063555
Position 416: 0.00028719354080776363
Position 996: 0.0002861134331113505
Position 1181: 0.00026142277387337703
Position 688: 0.0002517434118942626
Position 2177: 0.00023592774991658473
Position 1214: 0.00023081199297417655
Position 680: 0.00022260312688359365
Position 929: 0.00019888907493369868
Position 1020: 0.00017642746709901615
Position 436: 0.0001745954812653566
Position 2271: 0.00016208030073162585
Position 1967: 0.0001533370306102392
Position 812: 0.00012155654423912344
Position 1893: 0.00010515225869519187
Position 1585: 0.00010157827853269773
Position 825: 9.94909382120387e-05
Position 149: 9.034809667271689e-05
Position 874: 8.48300192872506e-05
Position 545: 7.310506811291704e-05
Position 793: 7.119062513184753e-05
Position 2211: 5.921316542289591e-05
Position 2122: 5.666353389991039e-05
Position 2379: 5.3323440548174964e-05
Position 1444: 5.104694345560742e-05
Position 866: 4.975577889154479e-05
Position 1117: 4.577628577075842e-05
Position 2346: 3.700491031228303e-05
Position 608: 3.634319330708011e-05
Position 902: 3.429159186231103e-05
Position 1273: 3.044964909417036e-05
Position 1846: 2.412677323937034e-05
Position 602: 2.2367720273999608e-05
Position 1004: 1.834013996882462e-05
Position 1469: 1.7448570423693238e-05
Position 1643: 1.3505408970080596e-05
Position 704: 1.2553237147206457e-05
Position 1001: 1.0796084312911802e-05
Position 941: 1.0725823216631364e-05
Position 566: 9.991827490898555e-06
Position 1801: 7.95002651004027e-06
Position 2190: 7.73315685208239e-06
Position 1739: 7.018985478418795e-06
Position 1838: 6.876955094557016e-06
Position 575: 6.870016326906363e-06
Position 840: 6.732364730141896e-06
Position 83: 6.376264598703925e-06
Position 1527: 5.958756698691885e-06
Position 1358: 5.332083151040938e-06
Position 1303: 5.308430301309458e-06
Position 1587: 5.087866454030212e-06
Position 2181: 3.363137433494978e-06
Position 1042: 2.6666926427106386e-06
Position 1555: 2.6548105867725843e-06
Position 240: 2.580830649878035e-06
Position 1275: 2.518883587885416e-06
Position 1328: 2.4431875810567905e-06
Position 194: 2.425844051024492e-06
Position 1533: 1.76643878557749e-06
Position 1911: 1.3582725284460629e-06
Position 2221: 9.429808313859488e-07
Position 293: 9.347110538266987e-07
Position 551: 8.043598721533564e-07
Position 614: 6.297819227319926e-07
Position 1927: 4.2912647116958874e-07
Position 2319: 2.5924400690148754e-07
Position 198: 7.628294925501676e-08
Position 281: 7.527853049225804e-08
Position 77: 7.234732786882597e-08
Position 259: 3.524897522263827e-08
Position 225: 3.093242834159835e-08
Position 72: 2.022471913365082e-08
Position 290: 1.552442078849459e-08
Position 209: 2.304244255438051e-09
Position 297: 5.10926007033903e-10
Position 285: 2.055517497034328e-10
Position 272: 6.7178224905013335e-12
Position 211: 3.517651001318741e-12
Position 332: 1.0097261149307747e-15
