Gene = cyc
Position 2163: 0.0016378994788117005
Position 144: 0.0012373971922048817
Position 1031: 0.0011192648518740208
Position 1871: 0.0009902548783859574
Position 1721: 0.0009672278758387184
Position 1287: 0.000860763670564318
Position 1058: 0.0008268914486860568
Position 1404: 0.0007019991417401383
Position 1950: 0.0005789419993979299
Position 773: 0.0005615381654881869
Position 1847: 0.0004779290766700225
Position 319: 0.0004478015962806599
Position 1440: 0.0003049035342743627
Position 1340: 0.00027147219671383693
Position 107: 0.0002435001508851711
Position 311: 0.00022454597589824222
Position 1826: 0.00020397023172099595
Position 1855: 0.00018410277121306258
Position 1802: 0.00018345764389905884
Position 1761: 0.0001519707012477715
Position 1865: 0.00013486649419123894
Position 810: 0.00012582630752542624
Position 1735: 0.0001191976454845376
Position 1301: 0.00011215183494708763
Position 2151: 0.00010880092365079837
Position 339: 0.00010272672895810066
Position 599: 0.0001016206685088333
Position 1814: 9.137956239140811e-05
Position 896: 5.599464145195367e-05
Position 1014: 5.047269971352425e-05
Position 1311: 4.752392554106248e-05
Position 1100: 4.642833699728728e-05
Position 701: 4.2999926047213365e-05
Position 1389: 4.254561114464975e-05
Position 2153: 3.814776391303732e-05
Position 880: 3.4379424541506134e-05
Position 1422: 3.262832003225693e-05
Position 1065: 2.950941740680519e-05
Position 815: 2.5600249475131212e-05
Position 1130: 2.1579398582016907e-05
Position 1175: 1.7771153562153522e-05
Position 1790: 1.6883445716920628e-05
Position 1931: 1.5825112374047196e-05
Position 1745: 1.3657165400682637e-05
Position 246: 1.1811799503886763e-05
Position 844: 1.1189516058731627e-05
Position 1370: 1.0334283953904763e-05
Position 291: 9.393512857692805e-06
Position 111: 9.054361946316689e-06
Position 485: 7.911398936445198e-06
Position 1079: 7.790675924350668e-06
Position 1070: 7.1502986913283155e-06
Position 1033: 6.481725904622761e-06
Position 692: 6.3062662592053705e-06
Position 2102: 5.820492922923524e-06
Position 537: 5.790370409395882e-06
Position 1082: 5.070480816155302e-06
Position 465: 4.574209546735419e-06
Position 779: 4.4909170894877895e-06
Position 838: 3.863913996163371e-06
Position 488: 3.682121379833373e-06
Position 1877: 2.924474864104358e-06
Position 921: 2.69236260137554e-06
Position 455: 2.3200187771052007e-06
Position 1108: 2.251680497672955e-06
Position 1162: 1.7200163010715628e-06
Position 737: 1.1899455568284595e-06
Position 356: 7.46353478583027e-07
Position 344: 7.434419290863906e-07
Position 1317: 7.129735662208741e-07
Position 1624: 6.249298249578337e-07
Position 1452: 6.104241488837096e-07
Position 1359: 5.705602182166814e-07
Position 698: 5.552368200071924e-07
Position 899: 5.016404705487447e-07
Position 1349: 4.02704506984737e-07
Position 1320: 3.755756019889903e-07
Position 1076: 3.13683695092223e-07
Position 93: 2.835062034300209e-07
Position 1114: 2.681957087966557e-07
Position 350: 2.5600974480263127e-07
Position 1235: 2.450952628230294e-07
Position 175: 2.4129013563689204e-07
Position 126: 2.1664877243779307e-07
Position 716: 2.0531100309570328e-07
Position 170: 1.684225580719088e-07
Position 482: 1.2531908918555638e-07
Position 83: 5.966944672497287e-08
Position 202: 5.0692644904408605e-08
Position 518: 1.8683823801523813e-08
Position 458: 1.238230834022733e-08
Position 188: 8.857866858374109e-09
Position 492: 4.0940911249367974e-09
Position 178: 2.3443320089989973e-09
Position 346: 1.6723825737273427e-09
Position 496: 1.6332035087764634e-09
