Gene = Cpr73D
Position 385: 1.0691530108049194e-05
Position 470: 9.54187374428792e-06
Position 10201: 7.594553865944075e-06
Position 10721: 6.47956794441052e-06
Position 264: 4.614636445240217e-06
Position 8974: 3.659356381535627e-06
Position 1025: 1.7605399290485441e-06
Position 873: 1.2504748936907342e-06
Position 1316: 1.1367889408666805e-06
Position 231: 9.348487054719229e-07
Position 9817: 9.286583513322546e-07
Position 357: 9.043350570744634e-07
Position 109: 6.707785541409948e-07
Position 250: 6.554598218010904e-07
Position 741: 6.378718135603738e-07
Position 622: 5.447732141186764e-07
Position 474: 5.038103312019087e-07
Position 328: 3.7549542872899984e-07
Position 339: 1.892345537935323e-07
Position 347: 5.647605003485747e-08
Position 6081: 4.927826452862872e-08
Position 4753: 3.960531565218941e-08
Position 3781: 8.77381049798622e-09
Position 4972: 6.604921407224296e-09
Position 3834: 6.489474808489433e-09
Position 3762: 5.9226933883194556e-09
Position 4079: 5.524796737473212e-09
Position 3787: 5.1463423620811525e-09
Position 5484: 4.397289459013081e-09
Position 4564: 4.252646932100782e-09
Position 3603: 3.582654456179865e-09
Position 4675: 3.300137628169353e-09
Position 278: 2.7481265880655877e-09
Position 662: 2.218155602268886e-09
Position 4059: 2.186630385701172e-09
Position 4795: 1.9339416202859835e-09
Position 3474: 1.8466941500963327e-09
Position 67: 1.47574948236591e-09
Position 280: 9.832088775107209e-10
Position 4180: 8.95301884259565e-10
Position 61: 7.466843909185609e-10
Position 359: 2.3294340821546166e-10
Position 651: 3.635683979091143e-11
