Gene = GlyP
Position 487: 9.887203007083637e-11
Position 824: 9.841233612524473e-11
Position 376: 9.247824112514843e-11
Position 985: 8.042222787672986e-11
Position 990: 6.187344080153652e-11
Position 3795: 5.88138302536493e-11
Position 3999: 5.639746362638785e-11
Position 793: 3.749953127814806e-11
Position 920: 2.2579627469913922e-11
Position 1281: 6.076605543360612e-12
Position 966: 4.330972790142037e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5917: 0.9987630166290946
Position 3625: 0.801121861952287
Position 4224: 0.7256339612811697
Position 5221: 0.43514089018238555
Position 2675: 0.16883200162665035
Position 5153: 0.06173956000315733
Position 5732: 0.046512395578857814
Position 3288: 0.03548894611546658
Position 4247: 0.029284901791371182
Position 5450: 0.024868635247512323
Position 2647: 0.019656190333691707
Position 5756: 0.014529148197724493
Position 3596: 0.0121878040142253
Position 3473: 0.010850948669440029
Position 3007: 0.008184284007700849
Position 3700: 0.007115083295002105
Position 2514: 0.005747323668964538
Position 3892: 0.0051521810313603636
Position 5048: 0.004648623749616607
Position 3889: 0.0044429310113916235
Position 3570: 0.0035400895897823143
Position 5469: 0.0034790866183542725
Position 4838: 0.0034393299412695676
Position 3238: 0.0033720538892477903
Position 2710: 0.0028155377793347112
Position 2691: 0.002760540774130978
Position 2800: 0.0024452926865907664
Position 4973: 0.002265357249772714
Position 2783: 0.0022531340342736403
Position 2622: 0.0022086379633609737
Position 4370: 0.0020465112394855004
Position 5693: 0.0020230422845113256
Position 2223: 0.001544370491624106
Position 3649: 0.0014317786165705861
Position 2870: 0.0014244299614458228
Position 3401: 0.001420883052094466
Position 2331: 0.0012551783536235792
Position 2897: 0.0012209201455511676
Position 5707: 0.0011289910263429174
Position 3453: 0.0010593886636234202
Position 1933: 0.0010556248188954176
Position 324: 0.0010483911074074684
Position 3410: 0.000926278839914759
Position 3295: 0.0008992785589013416
Position 5279: 0.0008814846909585395
Position 1810: 0.0007874428504121226
Position 1100: 0.0007079356549179564
Position 504: 0.0006798503410926775
Position 3124: 0.0006473559016292327
Position 3161: 0.0006450013204291094
Position 1174: 0.000640626042373002
Position 507: 0.0005372799988055526
Position 2069: 0.0005097672368157163
Position 4451: 0.0004574324720524134
Position 237: 0.00044315601574467927
Position 6241: 0.0004413779396928815
Position 3435: 0.00039238485250147297
Position 3087: 0.0003872533372779993
Position 1347: 0.0003496267832143607
Position 3958: 0.0003470298552078799
Position 2844: 0.0003430515742556339
Position 4691: 0.0003285363297925016
Position 1446: 0.0003267457914522018
Position 5420: 0.00032145573323842126
Position 5309: 0.00026570752506448203
Position 5964: 0.0002596540381532235
Position 3144: 0.00021318017034036225
Position 4018: 0.00021288509575997523
Position 1655: 0.00020960866012531318
Position 1508: 0.00020545884339502385
Position 1866: 0.00020213293047766017
Position 5024: 0.00019640405458247083
Position 2568: 0.00018518967361975613
Position 3193: 0.0001794993413354858
Position 4391: 0.00016753274306048838
Position 5241: 0.00015278284032007442
Position 6224: 0.0001510044269186556
Position 2981: 0.00015067171617554387
Position 2120: 0.0001465027335263851
Position 720: 0.00014519932566625724
Position 1547: 0.00014077037462862578
Position 4599: 0.00013638075196286805
Position 4322: 0.00013489882466344988
Position 3706: 0.0001320437928569577
Position 1844: 0.00012558093858893948
Position 2474: 0.00012440027562138386
Position 347: 0.00012133146262065323
Position 3955: 0.00011162966861785046
Position 4564: 0.00010735330011627404
Position 4703: 0.00010116635925772231
Position 2987: 9.769479598262145e-05
Position 1828: 9.32957306264169e-05
Position 6123: 9.083099960710822e-05
Position 2389: 8.853180454150733e-05
Position 2942: 8.657619906951388e-05
Position 4150: 8.404619119926367e-05
Position 1218: 8.029836731985002e-05
Position 3132: 7.729503420956564e-05
Position 2876: 7.494658743921213e-05
Position 381: 7.480733575395028e-05
Position 1485: 6.546842286843489e-05
Position 3898: 5.824147671167219e-05
Position 2457: 5.759034100974101e-05
Position 1023: 5.735864708538201e-05
Position 3337: 5.2309654314700434e-05
Position 3265: 5.120247039039334e-05
Position 4325: 4.473223153906539e-05
Position 3364: 4.110167707471771e-05
Position 6171: 3.404274957189572e-05
Position 5929: 3.341176604614744e-05
Position 4544: 3.2366297671905396e-05
Position 2083: 2.5755407822813893e-05
Position 811: 2.571295081771957e-05
Position 171: 2.3471403922571585e-05
Position 1887: 2.3400361128991812e-05
Position 414: 2.2590455155930048e-05
Position 2603: 2.2200427086105553e-05
Position 4463: 2.1650737410958926e-05
Position 5372: 1.9532886974978066e-05
Position 1961: 1.9306636699694867e-05
Position 2159: 1.834902182286048e-05
Position 5924: 1.6288117515693236e-05
Position 2246: 1.5670842986605113e-05
Position 1566: 1.4806039490581061e-05
Position 554: 1.4384308962891172e-05
Position 6428: 1.4186654882429536e-05
Position 4126: 1.3982214485803878e-05
Position 2949: 1.3283951273278376e-05
Position 2958: 1.3069820498345468e-05
Position 1563: 1.2928173890166595e-05
Position 160: 1.2540483900378808e-05
Position 1417: 1.253584877516197e-05
Position 1028: 1.2164480825876738e-05
Position 6387: 1.1689163121269675e-05
Position 1274: 1.0975293413103066e-05
Position 1360: 1.0284782432695056e-05
Position 6371: 9.980558190886241e-06
Position 2020: 8.84715469463402e-06
Position 2127: 8.043511528631902e-06
Position 192: 7.758777974988053e-06
Position 6300: 7.4844312992887264e-06
Position 1973: 6.4558607478843154e-06
Position 2533: 5.754533954442093e-06
Position 2929: 4.993894749398373e-06
Position 1215: 4.0343104880290155e-06
Position 793: 3.985226576179563e-06
Position 6415: 3.5702751352018527e-06
Position 417: 3.1378127456741986e-06
Position 288: 2.163346114324219e-06
Position 5938: 2.146690961696755e-06
Position 148: 1.4843853506502722e-06
Position 6187: 1.2735582967789432e-06
Position 6353: 1.0797344634536314e-06
Position 1070: 9.534232798059732e-07
Position 2080: 9.106282967085757e-07
Position 1131: 8.647964259337738e-07
Position 1203: 8.184446050612074e-07
Position 2903: 7.279426748691366e-07
Position 2398: 6.888735984111097e-07
Position 6129: 6.053651897789673e-07
Position 2495: 5.665121739427751e-07
Position 1058: 5.631325776777813e-07
Position 731: 5.376664195009589e-07
Position 1055: 3.170025883441094e-07
Position 790: 3.077238841377031e-07
Position 1666: 3.026261885376504e-07
Position 1801: 2.6763369745525214e-07
Position 2519: 1.6725931267720212e-07
Position 2415: 1.3824380396413377e-07
Position 150: 8.980301070018904e-08
Position 176: 8.839846795692853e-08
Position 285: 6.396874812067866e-08
Position 280: 6.170645212803486e-08
Position 207: 4.301611431400252e-08
Position 1052: 1.876963771450583e-08
Position 1267: 1.834111804689384e-08
Position 1701: 6.95562827421886e-10
Position 1238: 2.2380114455182258e-10
Position 1192: 2.0971126335185795e-11
Position 483: 4.514459582915085e-12
Position 1315: 3.651449672388491e-12
Position 462: 6.030398650750616e-13
Position 432: 4.068842020895703e-13
Position 173: 5.814295970135001e-15
Position 162: 5.891133983469221e-16
Position 261: 4.973581375445254e-16
Position 429: 4.829903022214593e-17
