Gene = Adhr
Position 3173: 1.6958910831970233e-05
Position 3225: 1.6318346465285666e-05
Position 2643: 1.4609627047597423e-05
Position 2894: 1.3817986986217212e-05
Position 830: 7.79006778207486e-06
Position 1360: 6.6598301013070825e-06
Position 3134: 6.009785139979532e-06
Position 1053: 4.645473431467846e-06
Position 2824: 3.931166374575666e-06
Position 2839: 3.853236318146707e-06
Position 1500: 3.7436273418377694e-06
Position 935: 3.1931022506230693e-06
Position 251: 3.1542641761848426e-06
Position 3197: 2.79577502195682e-06
Position 3211: 2.4207067401378485e-06
Position 1591: 2.2199789822545225e-06
Position 17: 2.1173436846949767e-06
Position 2155: 1.4929758842883689e-06
Position 383: 1.4816861867592698e-06
Position 1299: 1.0374103952752738e-06
Position 29: 8.746329834514229e-07
Position 1962: 7.654948407567423e-07
Position 22: 6.560158302968523e-07
Position 1381: 6.449185248386125e-07
Position 588: 6.201726871314476e-07
Position 1569: 5.611433881260919e-07
Position 1332: 4.630015681887728e-07
Position 2140: 3.560774284535569e-07
Position 543: 2.918210910364549e-07
Position 1462: 3.8296424345576185e-08
Position 1447: 3.431089118942254e-08
Position 781: 2.901955665201678e-08
Position 1329: 2.8377827412498202e-08
Position 1026: 1.0067782246837916e-08
Position 11: 1.4932557009890958e-09
Position 2662: 7.724353863801722e-10
Position 241: 1.172927789345999e-10
Position 545: 6.935607512565323e-11
Position 364: 5.1512666324721116e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2973: 0.9836083508306949
Position 950: 0.6906617092637984
Position 1425: 0.6800018801815862
Position 2517: 0.5438430480833119
Position 226: 0.40322762200395296
Position 750: 0.32656669115110903
Position 2440: 0.12380425846251773
Position 576: 0.09714808354413461
Position 1100: 0.06267768300342628
Position 1905: 0.05603168069719424
Position 1019: 0.05408558622825848
Position 2497: 0.047365244438140226
Position 2535: 0.03750140465027837
Position 2400: 0.0342487050197309
Position 499: 0.03149092773682016
Position 346: 0.02524468840470675
Position 1298: 0.019059357163180184
Position 2226: 0.017764517254022453
Position 1154: 0.016225653247549755
Position 238: 0.015281952881108505
Position 810: 0.01072507887187408
Position 1563: 0.008532414532482501
Position 3004: 0.006662397351519949
Position 2795: 0.006467762268797433
Position 2776: 0.006046943947918484
Position 2553: 0.005363746230822529
Position 2383: 0.004444788960613429
Position 906: 0.004294231780244432
Position 1959: 0.003227374202084997
Position 251: 0.002957006810954922
Position 2879: 0.0025883318008376333
Position 1076: 0.002563585093787489
Position 153: 0.002345908009597217
Position 1922: 0.0021693267555060788
Position 505: 0.002056184027377082
Position 1739: 0.0019721548898785426
Position 1106: 0.001969199909938531
Position 486: 0.0018682600073161952
Position 2276: 0.0017609570895893247
Position 2191: 0.0016461709715915938
Position 2565: 0.0016447659417270998
Position 1757: 0.0014078472196598244
Position 636: 0.0014006996143971632
Position 2571: 0.0011868118572041844
Position 580: 0.0010891717269747275
Position 395: 0.0008984060212590799
Position 2302: 0.000798719229397579
Position 2479: 0.0006798454750300824
Position 663: 0.0006191867608711976
Position 3035: 0.0005940469857015604
Position 1754: 0.0005929839659464281
Position 2449: 0.0005831259411503791
Position 781: 0.0005523291746257555
Position 1085: 0.00040204393268900967
Position 1973: 0.0004015319615174632
Position 647: 0.0003745976597427988
Position 172: 0.0003665023498935544
Position 770: 0.00036505553756520896
Position 329: 0.0003275735769196289
Position 857: 0.0003137000485961177
Position 603: 0.00025634102931345904
Position 1530: 0.00020735465176041163
Position 407: 0.00015914537973491077
Position 182: 0.00015274061870833896
Position 1778: 0.00014974753142025783
Position 2915: 0.00014797325537455972
Position 248: 0.00014004899435480228
Position 616: 0.00012363739077115294
Position 3264: 0.00010698113933467857
Position 290: 9.343055216132055e-05
Position 2016: 8.948081666398632e-05
Position 2236: 8.244457834856393e-05
Position 1131: 8.080389183543438e-05
Position 1004: 7.483852759711312e-05
Position 3330: 6.291955332073793e-05
Position 2333: 5.4804513974505194e-05
Position 3195: 5.392563201906398e-05
Position 446: 5.3613364004467095e-05
Position 1542: 4.868935449945323e-05
Position 1970: 4.298904440251731e-05
Position 1732: 4.1948638647610963e-05
Position 3327: 4.024128307931516e-05
Position 1229: 3.800036389248289e-05
Position 420: 3.1084911762159414e-05
Position 2248: 2.587527934563556e-05
Position 998: 2.5134488126497213e-05
Position 758: 2.0735136041206787e-05
Position 2123: 1.9119766984792878e-05
Position 885: 1.0939632241439176e-05
Position 3177: 8.011751900117847e-06
Position 440: 7.242131294404892e-06
Position 861: 6.963493877950562e-06
Position 1596: 6.799610054606371e-06
Position 778: 6.468728193822118e-06
Position 3138: 6.009937176165844e-06
Position 1067: 4.834666734268038e-06
Position 411: 4.7371184544678105e-06
Position 92: 3.397206530947318e-06
Position 977: 2.8652644187287183e-06
Position 1322: 1.7509766862017774e-06
Position 838: 1.689157480798664e-06
Position 1864: 1.5908398380555425e-06
Position 917: 1.5560505982138766e-06
Position 730: 9.478481340259966e-07
Position 1614: 8.652584292411078e-07
Position 1584: 7.201631767083208e-07
Position 120: 3.163221708615957e-07
Position 99: 2.407239463860155e-07
Position 600: 2.310060695464991e-07
Position 1990: 2.2836425196011476e-07
Position 1770: 9.414852923050874e-08
Position 1916: 7.074466018965415e-09
Position 428: 7.067293995031224e-09
Position 105: 1.6987097429696753e-09
Position 96: 9.44908756138645e-10
Position 425: 1.5394419335602456e-13
Position 56: 3.885879047230117e-18
