Gene = Fas3
Position 1628: 1.7333378501969109e-06
Position 783: 1.6064864399997882e-06
Position 348: 1.49259753483973e-06
Position 217: 1.4271687729164669e-06
Position 20: 1.338581504539472e-06
Position 2041: 1.198449278579107e-06
Position 1678: 1.1627092218651882e-06
Position 588: 7.027901749208031e-07
Position 955: 5.639403563461798e-07
Position 2113: 4.973871565277318e-07
Position 1038: 4.664033504562365e-07
Position 1499: 2.741166288649812e-07
Position 2090: 2.459957340217431e-07
Position 1395: 2.2614837199504644e-07
Position 1201: 2.241340705113868e-07
Position 1833: 2.0895345563320492e-07
Position 1255: 2.040682084281762e-07
Position 1682: 1.7863421614117975e-07
Position 1357: 1.236413013900918e-07
Position 1303: 5.724289073233085e-08
Position 1247: 4.3640697096928024e-08
Position 1321: 3.017471388040296e-08
Position 1444: 2.7880388288885226e-08
Position 1621: 2.709016582488956e-08
Position 1324: 2.4544871277581102e-08
Position 12138: 6.38829400745283e-09
Position 8851: 3.5407268707365948e-09
Position 3163: 2.6764226830098167e-09
Position 8485: 2.284871182346354e-09
Position 8481: 2.2446451361095706e-09
Position 5209: 2.223578844288595e-10
Position 8961: 2.2198940766531352e-10
Position 7913: 1.3583141647325712e-10
Position 5717: 4.3155873956132614e-11
Position 8189: 8.969260929290985e-12
Position 4990: 2.6835380546054397e-12
Position 1345: 5.086162666050621e-13
Position 1206: 4.501295208259602e-13
Position 1114: 4.3413799046011303e-13
Position 1292: 3.991295269766532e-13
Position 1183: 2.9934063461381036e-13
Position 1465: 2.2022582137133584e-13
Position 3640: 1.14095185741302e-13
Position 1232: 1.4849067517929305e-14
Position 33: 6.4371018288273244e-15
Position 6: 5.877997111876144e-15
Position 74: 3.347471356100119e-15
Position 120: 2.951042371084841e-15
Position 36: 8.168576327150228e-16
Position 1012: 7.541652468267408e-16
Position 43: 6.44311493200458e-16
Position 9: 5.512236419983909e-17
Position 785: 9.853383563198857e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 23040: 0.6851555446031355
Position 24530: 0.2835590504381009
Position 23988: 0.23663676839993847
Position 976: 0.19086103412816302
Position 13282: 0.07834499234796843
Position 14164: 0.03527626272232755
Position 23830: 0.02700319266665393
Position 937: 0.011099012916829947
Position 16326: 0.01099501535864066
Position 16277: 0.007354072097671489
Position 704: 0.006538027268227923
Position 13641: 0.004387065917447546
Position 21106: 0.004142583320278095
Position 15571: 0.003280058189744538
Position 996: 0.0030928843159455247
Position 14221: 0.0027697627578518696
Position 1063: 0.002742230057717842
Position 845: 0.002427836150835021
Position 743: 0.0016584908262177952
Position 13681: 0.0014853729702014509
Position 767: 0.001323597720332209
Position 798: 0.0012135509705881447
Position 628: 0.0007994564619315053
Position 1089: 0.0006728562715245396
Position 616: 0.00036695361457836096
Position 732: 0.0002827753663202417
Position 2209: 0.00027502999293825737
Position 1036: 0.00025746055044506474
Position 8391: 0.00016314495519672792
Position 283: 0.0001572989413320564
Position 1468: 0.0001292732853635034
Position 370: 0.0001263622536353393
Position 3302: 0.00010744362751704944
Position 2285: 9.22923502586194e-05
Position 546: 8.964454309364322e-05
Position 1714: 8.648324777235787e-05
Position 496: 8.611760653432358e-05
Position 11349: 8.426117224868294e-05
Position 1755: 7.271317386456326e-05
Position 543: 6.907093098208496e-05
Position 906: 6.487333002704656e-05
Position 8361: 6.277313461074749e-05
Position 8569: 6.25931408157894e-05
Position 888: 4.633328880823827e-05
Position 17394: 4.455899330505376e-05
Position 1895: 4.4524743014537994e-05
Position 2994: 3.853765933008598e-05
Position 11024: 3.732833867786294e-05
Position 1426: 3.65903002443615e-05
Position 4826: 3.598359097507669e-05
Position 2168: 3.0262144191053106e-05
Position 1815: 2.8299117193122094e-05
Position 2148: 2.5999550214105623e-05
Position 1540: 2.458457171920194e-05
Position 4866: 2.425757991024036e-05
Position 1915: 2.1569283903021585e-05
Position 18066: 2.0807912826931646e-05
Position 2777: 1.7322143602638635e-05
Position 2318: 1.5466513362200474e-05
Position 3184: 1.5405687568099924e-05
Position 2225: 1.4218325282424372e-05
Position 1577: 1.307210246396914e-05
Position 3865: 1.2826937545935601e-05
Position 8472: 1.1131677639381024e-05
Position 8902: 9.004436169613379e-06
Position 4600: 7.801869166724232e-06
Position 3325: 6.015864634238233e-06
Position 1303: 5.47136903946715e-06
Position 1506: 5.289384604403003e-06
Position 1966: 3.741909992914694e-06
Position 16688: 3.511569920924918e-06
Position 4661: 3.2228194480666985e-06
Position 4921: 3.1757449913601006e-06
Position 1412: 2.575662997483133e-06
Position 1779: 2.3585854742781167e-06
Position 2621: 2.1490891126780988e-06
Position 2165: 2.1031708583622773e-06
Position 14476: 1.5317889292806786e-06
Position 14731: 1.219958742346078e-06
Position 14393: 7.431862170995656e-07
Position 14417: 2.8459175905127695e-07
Position 13015: 1.3318647287852537e-07
Position 13948: 1.1138969760392296e-07
Position 13167: 1.0406063809132596e-07
Position 11850: 7.192345263167573e-08
Position 11213: 5.5237150295947576e-08
Position 11853: 2.0460409479213602e-08
Position 10979: 1.1934157270881967e-08
Position 6935: 6.925682628558252e-09
Position 9403: 3.4519494954754326e-09
Position 9203: 1.3123271728112157e-09
Position 10113: 1.023984863813616e-09
Position 7440: 9.189704973792382e-10
Position 8336: 7.553945092667707e-10
Position 9017: 5.289701257700107e-10
Position 7912: 4.197179020839217e-10
Position 5265: 3.9128878701761595e-10
Position 6307: 3.0189636546022613e-10
Position 1253: 2.9134542129401224e-10
Position 6838: 2.812015639321952e-10
Position 6817: 2.373488240555856e-10
Position 8634: 1.614459749581812e-10
Position 7456: 1.5672433543554337e-10
Position 5070: 1.490150336522744e-10
Position 1447: 1.4563044069966536e-10
Position 1845: 1.2161848717374955e-10
Position 7128: 9.744712746441728e-11
Position 1280: 9.604011144568061e-11
Position 6883: 9.326176848191598e-11
Position 6984: 9.038362144577639e-11
Position 1558: 8.509374859720691e-11
Position 1309: 8.346178646489393e-11
Position 6691: 7.613976355891765e-11
Position 1084: 5.716323882533161e-11
Position 6338: 5.7147033203864586e-11
Position 1206: 5.1954014802306086e-11
Position 1209: 4.862311125410614e-11
Position 432: 4.278524735616519e-11
Position 4994: 4.264223028862252e-11
Position 5689: 3.8132215678644114e-11
Position 1926: 3.66193431105245e-11
Position 1009: 3.6585060112823795e-11
Position 7204: 2.997942339112383e-11
Position 727: 2.9619387504622455e-11
Position 1785: 2.4058774153438425e-11
Position 3532: 2.377696143270012e-11
Position 1826: 2.1926679033768997e-11
Position 5075: 1.8676476189734962e-11
Position 236: 1.8038624555864487e-11
Position 7005: 1.7666946171381855e-11
Position 5716: 1.5537635160789568e-11
Position 1263: 1.3744474236474344e-11
Position 1664: 1.3571233496291099e-11
Position 567: 1.3542761079155519e-11
Position 2356: 1.3422879147144241e-11
Position 5363: 1.1772358360591112e-11
Position 215: 1.0583001220465632e-11
Position 1321: 1.0427778302177771e-11
Position 5655: 5.558300365431176e-12
Position 3842: 5.3012606598484765e-12
Position 1168: 4.6376207624908814e-12
Position 3381: 4.0385244430890984e-12
Position 2966: 2.895301848074216e-12
Position 287: 2.800511098243835e-12
Position 5292: 2.690069143704775e-12
Position 899: 2.5757882043972805e-12
Position 1098: 1.7423961516225292e-12
Position 998: 1.6182340655279867e-12
Position 3619: 1.6065189099946283e-12
Position 650: 1.4688946993661055e-12
Position 470: 1.1408307771397463e-12
Position 4564: 9.275425453320055e-13
Position 438: 8.629326444202228e-13
Position 1155: 6.386453521143128e-13
Position 157: 6.311426349694409e-13
Position 2112: 5.939952605070444e-13
Position 389: 4.4442844181199844e-13
Position 2040: 4.398308491357334e-13
Position 3920: 3.851424163721721e-13
Position 633: 3.7794709618406146e-13
Position 842: 1.4552953997443512e-13
Position 378: 1.2367820386827285e-13
Position 1996: 1.1067890111111746e-13
Position 460: 9.919678449922664e-14
Position 561: 7.698860558094175e-14
Position 2011: 5.997769683900922e-14
Position 1992: 5.0273682129079205e-14
Position 871: 2.3396261492719847e-14
Position 442: 5.1489625759323826e-15
Position 681: 2.4509502020116206e-15
Position 578: 2.209743335312157e-15
Position 652: 1.753857886397859e-15
Position 2839: 1.1910759429597108e-15
Position 299: 1.4365976934831303e-17
Position 571: 8.614606524295624e-18
Position 575: 2.292447322486777e-18
Position 290: 2.293161508147409e-21
Position 372: 3.3259449544701894e-22
