Gene = dbr
Position 593: 1.770192507188334e-05
Position 229: 1.705875682001032e-05
Position 2350: 1.4161319287004461e-05
Position 677: 1.083574269755628e-05
Position 802: 9.524152777321881e-06
Position 1090: 9.336250215780253e-06
Position 1949: 7.962983841238552e-06
Position 861: 6.775321972193352e-06
Position 85: 3.690758369853812e-06
Position 1678: 2.6523259988865475e-06
Position 763: 2.501776047360427e-06
Position 607: 2.340058932279365e-06
Position 1396: 1.3656826060094911e-06
Position 2211: 1.3404527587417602e-06
Position 648: 1.051989033623044e-06
Position 82: 1.032928863351288e-06
Position 14: 8.531298299222276e-07
Position 8: 4.879431172198393e-07
Position 491: 4.6567464854460014e-07
Position 964: 2.310557170486852e-07
Position 424: 1.6831960712673637e-07
Position 3851: 1.3980318240037466e-07
Position 395: 1.1855492128479976e-07
Position 376: 6.566249662004631e-08
Position 378: 4.91644088685879e-09
Position 573: 3.5858357554048444e-09
Position 526: 3.4658175150646335e-09
Position 212: 2.748362549333209e-09
Position 370: 1.604299135460493e-10
Position 563: 1.524348485375608e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4124: 0.9871803783923352
Position 1602: 0.8774045221265616
Position 1409: 0.816994407686375
Position 3876: 0.4001741227797499
Position 1086: 0.2839485327679514
Position 193: 0.21607792903412998
Position 3334: 0.1283987216140904
Position 752: 0.07573215592778072
Position 3384: 0.07070643355764361
Position 2776: 0.06584279082508705
Position 906: 0.056075270535775164
Position 3165: 0.05399402459760363
Position 2320: 0.023164008072535304
Position 2055: 0.02168743510249887
Position 1978: 0.02001478310251087
Position 2277: 0.01786412035110435
Position 563: 0.016006645831302523
Position 4564: 0.014026413720908664
Position 3222: 0.01133834213874861
Position 2966: 0.007377740953938943
Position 857: 0.0065386629383596415
Position 2938: 0.006451547771985542
Position 1413: 0.006422662625210298
Position 1334: 0.004931396342495894
Position 2220: 0.0037027520142584097
Position 2260: 0.003362105976938639
Position 4538: 0.0033023313294639205
Position 4677: 0.0031224250708864767
Position 2874: 0.0030036311801067916
Position 1154: 0.002540011935442643
Position 2956: 0.0025396697520515144
Position 2839: 0.0024586001020878985
Position 3416: 0.0023923365973682774
Position 147: 0.002170036569877219
Position 1241: 0.0020955710832204983
Position 219: 0.002084751565625007
Position 1302: 0.0018061244344993006
Position 1113: 0.0017004712934147238
Position 3219: 0.001568403398495867
Position 3281: 0.0014238501551696076
Position 2035: 0.0014099564484293184
Position 4702: 0.0013627148115581047
Position 770: 0.0013096032691466014
Position 4750: 0.0012869032294469882
Position 1608: 0.001251774129183167
Position 715: 0.0010813377595991493
Position 757: 0.000978178206028293
Position 619: 0.0007790224436736794
Position 937: 0.0007267179344237897
Position 4382: 0.0006986332118332331
Position 526: 0.0006546527224143928
Position 702: 0.0004902533377832907
Position 3286: 0.00047160911192057725
Position 2912: 0.0004266951503461592
Position 4407: 0.0004163737946572616
Position 158: 0.0003926320887392598
Position 4543: 0.00038094232566293423
Position 395: 0.00031849787737529297
Position 964: 0.0003184322317156486
Position 1574: 0.0002988071135441271
Position 1123: 0.0002694708489841393
Position 4619: 0.0002664955180013593
Position 544: 0.0002591670365729893
Position 4492: 0.0002539478169233471
Position 593: 0.0002499025299396521
Position 4272: 0.00019406858715390456
Position 4763: 0.00018968719970373664
Position 4131: 0.00017757208676129693
Position 690: 0.00013986115575435055
Position 4276: 0.0001071977348313342
Position 4797: 0.00010362908574102141
Position 236: 7.9572505658876e-05
Position 367: 5.572840666963694e-05
Position 245: 5.090369139340549e-05
Position 4294: 4.813155377158798e-05
Position 4824: 4.484601904423151e-05
Position 4166: 4.349716186131517e-05
Position 616: 3.9226967403762024e-05
Position 1991: 3.720391548205074e-05
Position 630: 3.6459254449318973e-05
Position 344: 2.8570175981963803e-05
Position 389: 2.4095539401931604e-05
Position 995: 1.8365067349024325e-05
Position 438: 1.749732627651822e-05
Position 4151: 1.375224891697455e-05
Position 961: 1.26419660728247e-05
Position 2177: 1.1253948730013469e-05
Position 1024: 9.355465721245837e-06
Position 2649: 7.044012311888736e-06
Position 312: 6.262285118053596e-06
Position 2811: 5.874443823239509e-06
Position 152: 5.231846737009502e-06
Position 2582: 4.569237842931415e-06
Position 1648: 4.190079898968348e-06
Position 1897: 4.072946732184155e-06
Position 358: 2.948013690137568e-06
Position 399: 2.465858547702259e-06
Position 281: 2.045168124586767e-06
Position 1947: 1.9733887968775355e-06
Position 268: 1.3383353665225765e-06
Position 2327: 1.3349600369581148e-06
Position 509: 3.727042039826943e-07
Position 477: 2.640794796079741e-07
Position 519: 2.5055000565163435e-07
Position 324: 3.1908696192373855e-08
Position 101: 1.8554340894991947e-08
Position 376: 1.5138198875225416e-08
Position 470: 1.049869040484992e-08
Position 455: 3.2060742998701033e-09
Position 66: 4.5940323792985866e-10
Position 441: 3.0675755431025607e-10
Position 403: 6.401878907199118e-11
Position 461: 2.1365538805289277e-11
Position 56: 2.5418500588536576e-12
Position 448: 7.889867284710202e-13
Position 74: 6.200545878215536e-19
Position 283: 5.613587888394043e-19
Position 459: 3.6214132015060016e-19
Position 443: 2.498913163731546e-19
Position 78: 3.1714224127224635e-20
Position 82: 4.361870490566153e-22
