Gene = Tsf2
Position 2647: 1.356925564773833e-07
Position 2441: 1.3450954405899832e-07
Position 554: 1.342120294585964e-07
Position 155: 1.2531556790259116e-07
Position 3076: 1.2225406783054115e-07
Position 1728: 1.0471616430168539e-07
Position 1694: 9.255926232590825e-08
Position 215: 4.9388363979563314e-08
Position 1810: 4.3532446723571455e-08
Position 2314: 4.279968710756193e-08
Position 1675: 2.6331203701064022e-08
Position 133: 2.101626771245696e-08
Position 127: 1.273073025619684e-08
Position 1888: 1.0125957299543448e-08
Position 1789: 4.2039017814711056e-09
Position 1782: 2.8616521911568207e-09
Position 2051: 2.4262175086244567e-09
Position 2023: 2.1044318611392857e-09
Position 2128: 1.6522155880633027e-09
Position 2665: 5.388189571378894e-10
Position 1784: 4.071281355305469e-10
Position 1163: 3.188927235811196e-10
Position 1217: 2.010522588409351e-10
Position 1058: 7.573542343530977e-11
Position 711: 6.617189066070202e-11
Position 1992: 5.046416819149292e-11
Position 2041: 3.6505810425277234e-11
Position 1514: 8.953858375462239e-13
Position 1680: 6.800023624608247e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.9897266058171328
Position 752: 0.9867692343294289
Position 1686: 0.979817509523657
Position 245: 0.9715688314977955
Position 951: 0.85808999940177
Position 1171: 0.7757849735814721
Position 2805: 0.10522711316300089
Position 557: 0.057304787209178115
Position 1466: 0.03550541733994685
Position 1720: 0.01770386143910116
Position 1158: 0.017609552813768577
Position 1298: 0.014928173252226246
Position 517: 0.01170237462401692
Position 720: 0.011568386214353146
Position 1245: 0.01013006147394602
Position 3174: 0.008028453046631965
Position 2363: 0.0072699759906076295
Position 2849: 0.006033319926501774
Position 119: 0.00530913975915478
Position 122: 0.005065436611117094
Position 2390: 0.004560072205142669
Position 976: 0.004093713301142616
Position 3281: 0.004036274137497159
Position 1992: 0.003713250087764061
Position 1180: 0.0030832983104645204
Position 2844: 0.0027645044229140416
Position 2870: 0.001959289662018664
Position 2739: 0.0019202910627229633
Position 2762: 0.001768118222339525
Position 442: 0.001632450478609184
Position 2604: 0.001626211934852746
Position 1514: 0.0014721955128398235
Position 2330: 0.0014145595634863656
Position 3156: 0.0013795211056068062
Position 3133: 0.0012954653356191334
Position 1173: 0.0012351649487085158
Position 3069: 0.0011275140841642856
Position 1304: 0.0010819688283412576
Position 142: 0.0010743377650258735
Position 1694: 0.0009378356658416828
Position 3001: 0.0008982913862506415
Position 1930: 0.0008765183540958981
Position 1004: 0.0008216741820029238
Position 3021: 0.000719082423457882
Position 1740: 0.0006578715433037956
Position 405: 0.0006536920458746115
Position 1428: 0.0006182043755596546
Position 1522: 0.0005621993448181106
Position 1261: 0.0005360393917053995
Position 1948: 0.000508479692407862
Position 2637: 0.0004724794858429657
Position 1377: 0.00043766824666237705
Position 1443: 0.00037345518160133555
Position 1747: 0.00036899346270046726
Position 584: 0.0003523082185647614
Position 2922: 0.0003377880943221908
Position 2178: 0.00032284064353207574
Position 568: 0.00027685457913782715
Position 3113: 0.0002727987825942211
Position 1962: 0.00026120661816684854
Position 3201: 0.00024490395811162187
Position 2172: 0.000210013879056819
Position 439: 0.00018803899214557746
Position 1511: 0.00018581017693948586
Position 2756: 0.00017199612085624856
Position 2295: 0.00016730725897571506
Position 1728: 0.00016678268555742203
Position 1496: 0.00016419632541674628
Position 2685: 0.00015161272091700285
Position 1572: 0.00014533405083923256
Position 2307: 0.000141387323979966
Position 1317: 0.00013278574767240867
Position 1473: 0.0001301675038111139
Position 760: 0.00011640055237503717
Position 1326: 0.00011587005673950064
Position 797: 0.00011376099726167455
Position 2490: 0.00010470882419880835
Position 2631: 9.243079580316265e-05
Position 2284: 7.503960346840865e-05
Position 571: 6.590640019854373e-05
Position 271: 6.405662285326607e-05
Position 1488: 5.5406983964718844e-05
Position 2529: 5.163572845191637e-05
Position 1382: 5.051892005461483e-05
Position 3223: 4.5779710023416225e-05
Position 2994: 3.7893000804900815e-05
Position 764: 3.141337821484473e-05
Position 2984: 2.637796185310412e-05
Position 211: 2.6042734981038534e-05
Position 2014: 1.9431842637487703e-05
Position 1539: 1.8335243666158166e-05
Position 2613: 1.7439952992111603e-05
Position 3140: 1.569833701367301e-05
Position 642: 1.440667442739839e-05
Position 2011: 1.3752206624426314e-05
Position 1845: 1.1796662103213487e-05
Position 1335: 1.126451916933373e-05
Position 1782: 1.1189199411478375e-05
Position 225: 1.0559691197644181e-05
Position 77: 1.0508993333866752e-05
Position 1789: 9.668374822308202e-06
Position 3261: 8.736189064794291e-06
Position 1569: 8.082406763825288e-06
Position 1113: 7.582515471500401e-06
Position 1197: 7.553953937715505e-06
Position 1406: 7.3546680075733445e-06
Position 1314: 6.201171445726313e-06
Position 1795: 6.016270967451066e-06
Position 986: 5.581023711299658e-06
Position 1379: 5.121662240276814e-06
Position 1347: 5.084611958666471e-06
Position 325: 4.988903869654698e-06
Position 903: 4.665340926901761e-06
Position 1323: 4.599339494235457e-06
Position 1052: 4.389029672874479e-06
Position 1025: 2.1139183772462243e-06
Position 304: 2.094370429920377e-06
Position 2002: 1.917537111561621e-06
Position 1126: 1.654905059672151e-06
Position 298: 1.5094011393712057e-06
Position 520: 1.05251103566274e-06
Position 313: 8.986640126011299e-07
Position 1529: 7.618619410214446e-07
Position 2136: 6.810457511264721e-07
Position 177: 4.883209593624244e-07
Position 616: 3.2877428969141054e-07
Position 1623: 2.8934315847394473e-07
Position 310: 2.311587970187451e-07
Position 1055: 1.8659800455993383e-07
Position 803: 1.6443941830913e-07
Position 2088: 1.5183843277490022e-07
Position 265: 1.099814422799616e-07
Position 529: 8.553261023626732e-08
Position 197: 6.142456423304751e-08
Position 1821: 6.134715827050936e-08
Position 696: 4.123762243237221e-08
Position 1850: 3.407470918013611e-08
Position 370: 2.322334962213045e-08
Position 346: 2.0394109083406172e-08
Position 415: 8.993893096186252e-09
Position 814: 6.000909488198204e-09
Position 887: 5.905275930356167e-09
Position 2679: 4.685114497325756e-09
Position 2139: 4.524547333329553e-09
Position 618: 4.216544433950757e-09
Position 2463: 4.093993974007312e-09
Position 2157: 3.815544653117739e-09
Position 777: 3.413729755892469e-09
Position 300: 1.993192585573319e-09
Position 1879: 1.556808195253379e-09
Position 681: 6.415721674825877e-10
Position 2112: 1.634339811504861e-10
Position 2510: 9.340283419086343e-12
Position 1883: 3.0678860300897763e-12
