Gene = Mip
Position 690: 3.341504995213454e-05
Position 2220: 3.313464541274e-05
Position 84: 2.5632989755420893e-05
Position 1591: 2.4929081413537192e-05
Position 2181: 2.2709561742290473e-05
Position 630: 2.186080300602253e-05
Position 4545: 1.887695286662646e-05
Position 1827: 1.8288712358317975e-05
Position 560: 1.5508201022657787e-05
Position 529: 1.314310406201313e-05
Position 1849: 1.3065324527996686e-05
Position 298: 1.2851029653333728e-05
Position 2899: 1.155143387129491e-05
Position 789: 1.1417417816977133e-05
Position 1479: 1.0684163793083864e-05
Position 1508: 1.058508561613824e-05
Position 1788: 1.0116702604680051e-05
Position 4475: 9.627912515135394e-06
Position 3698: 9.082572679229552e-06
Position 3691: 6.6863220876510355e-06
Position 1455: 2.0074855725080724e-06
Position 128: 1.0968740131000199e-06
Position 162: 9.770346756313763e-07
Position 1638: 4.5907950834430197e-07
Position 2157: 4.5702072172088366e-07
Position 1774: 4.046458697508187e-07
Position 764: 3.661021484654391e-07
Position 685: 3.190510047479952e-07
Position 1101: 2.840172381085912e-07
Position 775: 2.5736614402374744e-07
Position 1538: 2.0534471530522045e-07
Position 904: 1.1885038514820139e-07
Position 14: 1.0338267122169738e-07
Position 1172: 7.124790408602398e-08
Position 228: 6.398648512350488e-08
Position 62: 1.944316397635318e-08
Position 860: 1.7667942146453778e-08
Position 3747: 7.94064805249074e-09
Position 1083: 2.3236127642468763e-09
Position 439: 1.3420155664153627e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3610: 0.988257589282397
Position 4376: 0.0253604357923169
Position 4359: 0.024780454946949266
Position 4322: 0.02315510555083053
Position 3733: 0.016859978104541866
Position 228: 0.014690600034802314
Position 439: 0.014252556508640492
Position 2686: 0.013490534286346022
Position 1968: 0.012244119231623486
Position 3165: 0.009985251265877463
Position 2390: 0.009803445091856516
Position 2192: 0.0071255374982658074
Position 183: 0.006074113809650434
Position 3009: 0.004729344638847314
Position 2955: 0.004603913735702988
Position 2645: 0.003259807745085293
Position 2305: 0.0030518406061310612
Position 2285: 0.0030269915275620836
Position 2575: 0.002779705232597385
Position 4613: 0.0026438783173518637
Position 3756: 0.00258170138678058
Position 2930: 0.0020390697929458094
Position 974: 0.0015402569804251187
Position 2593: 0.0015290196585721263
Position 479: 0.0013541627749279435
Position 1997: 0.0013197965874092255
Position 2966: 0.0012104886894533837
Position 2927: 0.001087407504640339
Position 1508: 0.0010696036271060317
Position 1425: 0.0009318647089221992
Position 3975: 0.0009094340741230136
Position 2783: 0.0008950960011174112
Position 3816: 0.000889269816402735
Position 3450: 0.0008795426377942381
Position 2331: 0.0008609662450635452
Position 2899: 0.000749959584990859
Position 1983: 0.000726460986817965
Position 2454: 0.0007046722556780901
Position 4557: 0.0007027896504214346
Position 3736: 0.0006864275421099218
Position 192: 0.0006814785735506871
Position 904: 0.0005969141894147943
Position 2104: 0.0005874849861372969
Position 3229: 0.000493036466530824
Position 4039: 0.0004734081314930694
Position 1142: 0.00045093007062708425
Position 2486: 0.0004492415947293255
Position 2766: 0.0004324363833245158
Position 2903: 0.0003917360023614309
Position 2519: 0.000390283824244974
Position 3978: 0.00036729429020845454
Position 2500: 0.0003586494852906353
Position 4194: 0.00035545008587726433
Position 3496: 0.0002508188178356704
Position 2741: 0.0002501763091295522
Position 2529: 0.00023626606202974492
Position 3200: 0.00020332603413244287
Position 764: 0.00019261165154485206
Position 4447: 0.00018751467604624175
Position 3825: 0.00018332636256131998
Position 1932: 0.00016509919086629883
Position 2140: 0.00016396668213788083
Position 4536: 0.00015260331639928428
Position 3674: 0.00015234125182489225
Position 2038: 0.00014888224817111552
Position 3019: 0.0001486778592747115
Position 4580: 0.00014491149459281292
Position 1666: 0.00013944908178225077
Position 1878: 0.00013887428203097717
Position 2225: 0.0001334055904900672
Position 476: 0.0001327410691401381
Position 1282: 0.00012662944189700365
Position 2152: 0.00012610351164288395
Position 743: 0.0001180864672171809
Position 3482: 0.00011583035894799187
Position 4437: 0.00011169294870901003
Position 2273: 0.00010824523117014239
Position 2258: 0.00010486007791597288
Position 4256: 0.00010241963565487402
Position 1010: 9.835233714465685e-05
Position 2213: 8.24601257246182e-05
Position 925: 8.228884980097049e-05
Position 4200: 7.659023053718843e-05
Position 1255: 7.162613023869999e-05
Position 2314: 7.117211347627725e-05
Position 529: 6.803308349122305e-05
Position 3100: 6.728711471903182e-05
Position 1525: 6.617253474188082e-05
Position 3627: 6.211879458311795e-05
Position 883: 6.10619997828271e-05
Position 3776: 6.0813599255886025e-05
Position 2717: 5.401882082910576e-05
Position 1920: 4.552231566674454e-05
Position 1373: 4.060128786171084e-05
Position 1359: 4.0041376853239754e-05
Position 2249: 3.908053167749055e-05
Position 2394: 3.896002345633421e-05
Position 3981: 3.701221156664015e-05
Position 3959: 3.5614924706705564e-05
Position 4627: 3.3615765698836e-05
Position 3804: 3.3193916973885934e-05
Position 1799: 2.8660029980414988e-05
Position 4414: 2.7378964591955594e-05
Position 4595: 2.6605448576114384e-05
Position 4203: 2.5249813238654537e-05
Position 1474: 2.3913118635017388e-05
Position 1774: 2.053302286878341e-05
Position 3984: 1.9743769490871972e-05
Position 2705: 1.8783542406154587e-05
Position 3742: 1.754881015567452e-05
Position 4497: 1.5496374456901073e-05
Position 1711: 1.4753902824452695e-05
Position 3635: 1.2289301493737587e-05
Position 4002: 1.214201255260866e-05
Position 271: 1.174572059915017e-05
Position 928: 8.456495530142654e-06
Position 4582: 8.405942758930081e-06
Position 3521: 6.06835855118329e-06
Position 500: 5.431058420191031e-06
Position 3113: 4.972499168278925e-06
Position 630: 4.369758687275497e-06
Position 538: 4.274223872942766e-06
Position 341: 3.8126989730536595e-06
Position 100: 3.3463007621047264e-06
Position 347: 3.1003133999604843e-06
Position 185: 1.4435088176258315e-06
Position 485: 8.969707908926931e-07
Position 922: 6.121797632466566e-07
Position 1151: 6.108890869860767e-07
Position 388: 5.245360109988204e-07
Position 506: 4.1910560610381627e-07
Position 286: 3.151447141911189e-07
Position 282: 1.9049227624057195e-07
Position 1056: 1.684777216375215e-07
Position 373: 1.4982622364212408e-07
Position 332: 1.2123862850377724e-08
Position 1048: 3.749413002166559e-09
Position 291: 5.986035877827123e-10
Position 489: 1.3641881803474888e-10
Position 363: 1.3474868270770035e-10
Position 104: 2.157572411711173e-11
Position 553: 4.108070084106697e-12
Position 62: 2.8143913078926323e-12
Position 274: 1.7101977892538017e-12
Position 106: 1.2253418521783676e-18
