Gene = Pdxk
Position 1206: 2.420608950542113e-06
Position 277: 2.40785385290191e-06
Position 600: 2.2928410949278785e-06
Position 899: 2.235858017276035e-06
Position 605: 2.003012890527411e-06
Position 1079: 1.7443606756475958e-06
Position 313: 1.3289673949523293e-06
Position 1536: 1.1657658770855454e-06
Position 1576: 6.945694348817581e-07
Position 486: 1.7789061493861681e-07
Position 878: 4.097240563806052e-08
Position 534: 9.408774543654615e-09
Position 1110: 3.1106818123874214e-09
Position 542: 1.626661502995228e-09
Position 560: 6.672484864428883e-10
Position 1265: 1.1633091407247455e-10
Position 565: 7.281666304907358e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 692: 0.9799618768203489
Position 526: 0.8575397655518145
Position 280: 0.09932765132056287
Position 1206: 0.036700727412785066
Position 1098: 0.02559381641118678
Position 1141: 0.017387265548453042
Position 679: 0.016836823213166624
Position 1516: 0.0074349811660226845
Position 1254: 0.0027942420400972395
Position 871: 0.0023028611296300535
Position 956: 0.002117449537530245
Position 1562: 0.0019303707193021416
Position 787: 0.0015859438486861264
Position 1059: 0.0015588976914992804
Position 1261: 0.0014460701941758046
Position 1056: 0.0013204599184042439
Position 706: 0.0012667698839236615
Position 1703: 0.0011800742614055128
Position 1530: 0.0010464135483122842
Position 1027: 0.0009195551691996006
Position 889: 0.0008814568053204755
Position 289: 0.0008192019299298603
Position 1105: 0.0008132600369219931
Position 476: 0.0008016230948883903
Position 565: 0.0007626442727505265
Position 1138: 0.0005902460730048219
Position 886: 0.00040089091446073835
Position 961: 0.00031775975830869896
Position 926: 0.0002807653349130143
Position 486: 0.00022626755909314108
Position 179: 0.00021168782823075544
Position 1433: 0.00019227895332690482
Position 1598: 0.00016536408382955152
Position 345: 0.00014121529960999074
Position 330: 0.00012208121590491397
Position 1102: 0.00012176292153517394
Position 156: 9.299349689934298e-05
Position 246: 7.612978527962165e-05
Position 1657: 6.552820363450263e-05
Position 401: 6.25168876832189e-05
Position 1322: 5.146226505688341e-05
Position 1521: 4.771581567096027e-05
Position 1039: 4.613058521103702e-05
Position 183: 4.458136859282284e-05
Position 455: 3.3202432109975566e-05
Position 1240: 3.054666420820155e-05
Position 976: 2.9912615928786605e-05
Position 1602: 2.985911104815442e-05
Position 1369: 2.6222403637948044e-05
Position 86: 1.968170292696794e-05
Position 348: 1.2626195428772502e-05
Position 360: 8.524623687854912e-06
Position 186: 6.264498107310035e-06
Position 987: 6.135321904634405e-06
Position 193: 6.008872542144364e-06
Position 1273: 4.7865823248244535e-06
Position 1072: 4.542306247609253e-06
Position 199: 4.417913438530048e-06
Position 1150: 4.002529434739759e-06
Position 1339: 3.5667139030194066e-06
Position 979: 3.3632544113233336e-06
Position 724: 3.2959768693182414e-06
Position 808: 3.2088685960927356e-06
Position 1219: 3.1759674527174927e-06
Position 715: 3.0563813164721176e-06
Position 434: 2.8632173194094377e-06
Position 589: 2.7544108843110245e-06
Position 197: 2.719270945474912e-06
Position 383: 2.6819507100462476e-06
Position 1215: 2.661521131565685e-06
Position 342: 2.0650761456406022e-06
Position 1641: 1.7817052890824032e-06
Position 619: 9.007218760910781e-07
Position 202: 8.276999548114525e-07
Position 55: 3.910744925385668e-07
Position 206: 3.4955160793823485e-07
Position 598: 1.0838647277524694e-07
Position 403: 4.4487695593612144e-08
Position 805: 1.668952707863284e-08
Position 817: 1.1116492473673235e-08
Position 913: 2.3676099034609137e-10
Position 626: 1.836728670925282e-10
Position 718: 8.563141544479709e-11
