Gene = nbs
Position 1952: 9.268013027891496e-05
Position 248: 8.47011746262734e-05
Position 77: 8.421070615633548e-05
Position 1018: 7.923006131617008e-05
Position 45: 7.158633159785925e-05
Position 1828: 6.713613733218602e-05
Position 125: 5.671757085658524e-05
Position 852: 4.7776721283707747e-05
Position 1360: 4.151448259778821e-05
Position 499: 3.968064174531647e-05
Position 640: 3.7469409812686326e-05
Position 1002: 3.260445723515019e-05
Position 226: 3.231998584000152e-05
Position 922: 2.3332447871499998e-05
Position 832: 1.4940940662605849e-05
Position 752: 1.2552730331562128e-05
Position 2573: 9.978603783121794e-06
Position 2455: 9.468833124262805e-06
Position 790: 6.780884272825323e-06
Position 936: 6.664966576070333e-06
Position 171: 4.731665352593241e-06
Position 691: 4.510015835361071e-06
Position 192: 3.424722656317204e-06
Position 169: 2.980785624245448e-06
Position 767: 2.3907887394157504e-06
Position 203: 9.531347574369018e-08
Position 491: 9.030423967562549e-08
Position 174: 7.872682272066739e-08
Position 1204: 4.001586676980339e-08
Position 930: 1.4871215150783203e-09
Position 742: 4.692952687808465e-10
Position 475: 5.392794425878765e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2628: 0.9605919500888391
Position 1033: 0.676426265514523
Position 2368: 0.5826865504366011
Position 2110: 0.5244076433097721
Position 154: 0.2354356570456661
Position 2374: 0.047005725031600706
Position 1047: 0.033824201092472736
Position 2652: 0.0306053642233514
Position 1111: 0.022702057080185932
Position 1887: 0.021455085040249212
Position 2403: 0.015051808168886087
Position 447: 0.004662338845487301
Position 2192: 0.004617880741523938
Position 2380: 0.004093188980563667
Position 189: 0.0037352400469216475
Position 1666: 0.003024303139104816
Position 234: 0.002691568684817385
Position 1068: 0.0026327478578530776
Position 2493: 0.0025900669388833034
Position 1000: 0.0017091730098027988
Position 1675: 0.0013266502864590255
Position 2336: 0.0012317352724830158
Position 504: 0.0012249510959195073
Position 2114: 0.0011737514992095836
Position 1801: 0.0010110449694031892
Position 2339: 0.0009515266676800891
Position 2746: 0.0008684788788153136
Position 1320: 0.0008090532420650484
Position 2418: 0.00046150634376434667
Position 2670: 0.0003532869677286733
Position 1446: 0.00028850831953248764
Position 351: 0.00023731727074441275
Position 739: 0.00022557746078374612
Position 829: 0.0001917000207232575
Position 1641: 0.0001897105510558128
Position 1341: 0.00016300235716261926
Position 165: 0.0001521511993475007
Position 2028: 0.00012151985919254372
Position 1134: 8.730397331915288e-05
Position 1480: 7.584420367505906e-05
Position 783: 7.531920953179785e-05
Position 672: 7.498543845695762e-05
Position 1401: 6.290391493578907e-05
Position 2291: 6.252950667031776e-05
Position 699: 6.14937186222566e-05
Position 663: 6.068968054546811e-05
Position 89: 5.842589702937263e-05
Position 1360: 5.355042266833842e-05
Position 1576: 4.8540062987916104e-05
Position 264: 4.80308216661451e-05
Position 1890: 4.296064622920336e-05
Position 1969: 4.010979927825365e-05
Position 1701: 3.98089054239078e-05
Position 1980: 2.9913596786563363e-05
Position 696: 2.862180248611311e-05
Position 363: 2.661545374599408e-05
Position 1611: 2.1859317949099647e-05
Position 1704: 1.8529050817278762e-05
Position 589: 1.7170780148423273e-05
Position 1730: 1.7108606475243587e-05
Position 1071: 1.398145767081177e-05
Position 1477: 1.1834182855778635e-05
Position 115: 1.1567391542512281e-05
Position 897: 9.080611728596903e-06
Position 633: 9.06867834161631e-06
Position 507: 4.612910224684267e-06
Position 910: 3.7001334274367147e-06
Position 962: 3.493719432567576e-06
Position 1077: 2.275382987476453e-06
Position 726: 1.3164013696663646e-06
Position 2672: 1.2873700340741237e-06
Position 562: 9.951540164670932e-07
Position 681: 8.804545051323436e-07
Position 125: 8.6512741484057e-07
Position 711: 8.051035097030486e-07
Position 242: 5.301799996844552e-07
Position 498: 3.552097337270236e-07
Position 840: 3.062533703109149e-07
Position 283: 2.1348325719957217e-07
Position 326: 1.974545149700408e-07
Position 676: 1.9467004707533256e-07
Position 372: 3.376760054678729e-09
Position 312: 3.0688645132633265e-09
Position 627: 1.797836608408879e-09
Position 248: 8.602185478402053e-10
Position 117: 2.520204978100394e-10
Position 462: 2.8048383226867595e-11
Position 516: 2.084947238040609e-11
Position 437: 1.413522350974307e-14
