Gene = stwl
Position 329: 6.430568009280869e-07
Position 1010: 5.657595486642334e-07
Position 70: 4.629602122362738e-07
Position 1377: 4.4816341847647104e-07
Position 21: 3.931849213308142e-07
Position 412: 2.8639197804953193e-07
Position 206: 2.0667887772550413e-07
Position 415: 1.8991246856668582e-08
Position 367: 8.118495208240505e-09
Position 433: 3.3071361320417962e-09
Position 378: 1.7363600688978659e-09
Position 359: 1.2166061977088834e-09
Position 737: 1.1190960471795048e-09
Position 534: 1.4496834667127732e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3101: 0.7770898568595579
Position 6520: 0.20958018198762352
Position 6286: 0.2039599562980092
Position 4934: 0.11577433728955065
Position 5911: 0.11547024968943653
Position 1631: 0.1150108377296826
Position 6838: 0.06444741452728119
Position 869: 0.055042056670624076
Position 945: 0.047827052761515214
Position 764: 0.04207494464980288
Position 4291: 0.03743441531145976
Position 1824: 0.035597825789813894
Position 6539: 0.020465167447910236
Position 6780: 0.020114819451477927
Position 2528: 0.019365708011309
Position 3771: 0.014663889461372287
Position 2030: 0.014030759045374036
Position 4532: 0.012409619250065491
Position 2786: 0.010856581978786091
Position 2074: 0.010673418312367419
Position 6376: 0.010416068691552843
Position 767: 0.010135283893961967
Position 3568: 0.009967147581994313
Position 5019: 0.008852709351793444
Position 4602: 0.008078398285141224
Position 1391: 0.007064359273405575
Position 2716: 0.006046433087317099
Position 2577: 0.006040309991082311
Position 966: 0.005986387657887004
Position 3069: 0.005971549156725168
Position 5767: 0.005403347800851623
Position 6476: 0.005298759783539947
Position 1456: 0.004429977982778139
Position 2877: 0.004320658724992281
Position 5636: 0.0043078042376289314
Position 388: 0.0042258933150899555
Position 2745: 0.00413176409855845
Position 4228: 0.0032686291590819064
Position 1453: 0.0031073810609098004
Position 378: 0.002612418169772845
Position 1372: 0.0025930114743781957
Position 2534: 0.0025729576315991253
Position 2945: 0.002544400927859691
Position 795: 0.0024779616198571178
Position 265: 0.0024547153017269066
Position 5248: 0.002277231524175193
Position 1083: 0.0019678296650563745
Position 1639: 0.0019300492637747428
Position 2555: 0.0018921694457681598
Position 408: 0.001851736129002438
Position 4611: 0.00181187956711129
Position 5379: 0.0017802000373538162
Position 4952: 0.001695384731101944
Position 4021: 0.0015174080900230563
Position 5318: 0.0015092361829931518
Position 4587: 0.001246601679646308
Position 440: 0.0011818619699995184
Position 2127: 0.0009999903364657353
Position 4101: 0.0009148558256778367
Position 3805: 0.000873703352320819
Position 1239: 0.000849677507239047
Position 3985: 0.0008426101463061273
Position 1419: 0.0008045534157150705
Position 2216: 0.0007987369118913423
Position 828: 0.0007852517215608349
Position 4240: 0.0007402691273476692
Position 1591: 0.0007236048320915605
Position 1109: 0.0006917773966066027
Position 367: 0.0005358693078226931
Position 4676: 0.0004803258112365241
Position 6976: 0.0004397783209763935
Position 1397: 0.0004171774567990371
Position 105: 0.00038953206636430034
Position 3475: 0.00038010139022622306
Position 3558: 0.00037725634273857073
Position 3714: 0.0003668202725704044
Position 712: 0.00035186184641116855
Position 166: 0.0003163676840544337
Position 840: 0.00027161218938240414
Position 1893: 0.0002679345866061769
Position 3938: 0.0002355075941839963
Position 1010: 0.00020044608887910586
Position 3437: 0.0001876027298631672
Position 580: 0.00014394085262264022
Position 3442: 0.00011493189458458745
Position 837: 0.00010248118734338506
Position 3775: 9.783238313913718e-05
Position 3655: 8.693060278726827e-05
Position 1279: 8.613283220695466e-05
Position 483: 8.341309565678936e-05
Position 1407: 7.293562564439224e-05
Position 2133: 7.000587564443884e-05
Position 1793: 5.792742970943883e-05
Position 2081: 5.736864571033164e-05
Position 174: 4.766240161767945e-05
Position 2688: 3.0996887153751495e-05
Position 2180: 2.692290765133431e-05
Position 4243: 1.94342150297016e-05
Position 137: 1.8022191976678327e-05
Position 480: 9.71776802078215e-06
Position 1220: 8.497071313989668e-06
Position 1106: 3.442105298774688e-06
Position 645: 3.4237073549757635e-06
Position 601: 3.3320871023440485e-06
Position 1003: 2.682416927252835e-06
Position 2171: 1.1703005510725238e-06
Position 1140: 7.458103438020796e-07
Position 412: 5.377289852343104e-07
Position 531: 4.697709959027018e-07
Position 458: 3.3164356228093587e-07
Position 269: 2.0898921224867545e-07
Position 312: 1.6324611083203565e-07
Position 219: 1.3653650359462462e-07
Position 451: 6.616824076351648e-08
Position 230: 2.1655961067742985e-08
Position 512: 2.1046766143715416e-08
Position 227: 9.594792554119752e-09
Position 350: 2.0907430135052173e-09
Position 181: 1.9527271328043573e-09
Position 194: 3.672067919831125e-10
Position 588: 2.4273471969246695e-10
Position 318: 7.332345809465802e-11
Position 224: 6.912987086528859e-11
Position 284: 6.625014071311537e-11
Position 280: 7.293937690001881e-13
Position 336: 7.622716470119978e-14
Position 141: 3.4027998224170056e-14
Position 320: 1.4734411153457082e-14
Position 329: 4.450972571617309e-17
