Gene = Patsas
Position 2365: 4.0875721853620265e-05
Position 1085: 3.8691634023274514e-05
Position 2025: 3.460946302348469e-05
Position 2205: 3.4510307126517455e-05
Position 609: 3.0810943491205185e-05
Position 1061: 2.7306823379609403e-05
Position 1124: 2.3831364497477956e-05
Position 1448: 2.1208265010280865e-05
Position 560: 2.0014189248213056e-05
Position 1130: 1.69870081289559e-05
Position 1198: 1.6577800393472058e-05
Position 455: 1.5513290957910416e-05
Position 2265: 1.4734668494662646e-05
Position 788: 1.4136409971784057e-05
Position 920: 1.1774915738036896e-05
Position 523: 7.515902793363786e-06
Position 965: 6.071027727878249e-06
Position 320: 6.0705279563678706e-06
Position 1052: 5.570593810756229e-06
Position 265: 3.906041187333451e-06
Position 88: 2.8835280080846537e-06
Position 722: 1.8785195524189388e-06
Position 2076: 1.5443980958383299e-06
Position 1227: 1.0622310158223148e-06
Position 101: 8.275279141177816e-07
Position 236: 8.242689619481549e-07
Position 2375: 7.360288415970212e-07
Position 527: 5.684316027123993e-07
Position 323: 5.423637204524142e-07
Position 861: 5.037015770156667e-07
Position 418: 3.118141887709619e-07
Position 533: 2.59295071670562e-07
Position 247: 1.930845114345103e-08
Position 73: 3.2236257554501746e-09
Position 415: 1.9282511718426344e-09
Position 143: 1.9131773352253964e-09
Position 135: 1.6156331814677253e-09
Position 481: 7.893455992183677e-10
Position 516: 5.592470510591329e-10
Position 121: 3.781534301808018e-10
Position 103: 1.8544464055817912e-10
Position 218: 2.9175003913130165e-11
Position 428: 2.530490195701417e-12
