Gene = Nrt
Position 11188: 3.366091953517959e-05
Position 9005: 3.3099015070904915e-05
Position 8672: 3.169063277761319e-05
Position 1037: 3.125617712403356e-05
Position 8299: 2.893183778189369e-05
Position 1348: 2.811944979679528e-05
Position 9384: 1.2115768626631453e-05
Position 899: 8.828911070728384e-06
Position 973: 8.114135992999651e-06
Position 805: 5.36242984114794e-06
Position 2417: 4.764896599944946e-06
Position 449: 4.519591834583808e-06
Position 9210: 3.868370595500769e-06
Position 2973: 3.8053180801433656e-06
Position 487: 3.5243329697383564e-06
Position 8267: 3.070589439681769e-06
Position 2414: 3.0431215425914e-06
Position 524: 2.9457990447205525e-06
Position 9956: 2.827318311115434e-06
Position 237: 2.8139668242622812e-06
Position 1230: 2.651373694646355e-06
Position 564: 2.1299300884151258e-06
Position 750: 1.929693746335232e-06
Position 725: 1.6127318802946273e-06
Position 328: 1.3672856640331144e-06
Position 2393: 1.308623234135867e-06
Position 702: 1.1732079171340892e-06
Position 485: 1.1715384183805526e-06
Position 313: 1.0878659538553373e-06
Position 1099: 9.861427688017206e-07
Position 1015: 9.587581166634031e-07
Position 1225: 8.683865648665717e-07
Position 1101: 8.428181550640561e-07
Position 669: 8.18680377252755e-07
Position 246: 7.323147016941176e-07
Position 8864: 5.880982263729601e-07
Position 997: 5.229570803741715e-07
Position 1966: 4.3512027843635643e-07
Position 54: 3.9460829149451933e-07
Position 8837: 3.8480420985951517e-07
Position 17: 3.143148195261075e-07
Position 743: 3.0441115272224054e-07
Position 1035: 2.1470214549403423e-07
Position 7: 2.0878742623575316e-07
Position 256: 1.8971424306730032e-07
Position 1981: 1.8728028736433233e-07
Position 330: 1.6974570868326457e-07
Position 9144: 1.384807281309649e-07
Position 35: 1.1530019062017827e-07
Position 9419: 1.1473419451244505e-07
Position 10160: 1.134840764786002e-07
Position 371: 1.0462670014376539e-07
Position 7777: 9.05768926097743e-08
Position 12: 8.892571980007618e-08
Position 8688: 1.874058827346815e-08
Position 8314: 1.5438283144786862e-08
Position 8085: 1.4912797576680552e-08
Position 8037: 1.4375543006815028e-08
Position 8968: 1.4269564894077652e-08
Position 8009: 5.922994209528607e-09
Position 8319: 3.304987646337296e-09
Position 8855: 2.424561027965526e-09
Position 8892: 1.0456844276002658e-09
Position 8412: 6.814461845001008e-10
Position 9057: 1.5563852850858615e-10
Position 8694: 1.654629748784304e-11
Position 8711: 1.6444450994942958e-11
Position 1188: 1.5686681156099328e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7641: 0.9889455573876685
Position 8357: 0.9400919174490703
Position 10844: 0.20181054371002025
Position 1199: 0.08782689361626655
Position 7271: 0.055731888162210516
Position 8360: 0.05542190507098995
Position 9954: 0.03297948581396698
Position 5723: 0.025952855043196995
Position 264: 0.010937042388994393
Position 7652: 0.008200851273304041
Position 11193: 0.00786789893880888
Position 11260: 0.007395186796051282
Position 3706: 0.006150800198169032
Position 338: 0.005173304417543549
Position 6348: 0.0049551254112126745
Position 10602: 0.003977171154520166
Position 1403: 0.0039028804690863818
Position 5041: 0.0031185895928534622
Position 3738: 0.0027621886032492466
Position 3761: 0.002390420411954424
Position 6988: 0.0023227733706095545
Position 3315: 0.0023207343484940987
Position 3054: 0.00205766740818419
Position 9559: 0.0020536254539136544
Position 267: 0.0019000118525851772
Position 10885: 0.001733687608425203
Position 5021: 0.001674091457773437
Position 9419: 0.0016733444528372436
Position 981: 0.0016712908498287455
Position 669: 0.0016079712945141114
Position 11126: 0.0014933350294013996
Position 2990: 0.0014795534850347866
Position 4527: 0.001436186833352056
Position 11245: 0.0013421831365125385
Position 10019: 0.0013247377541428756
Position 9268: 0.0012366065729993835
Position 10613: 0.0012045654046227217
Position 9000: 0.001093186354342158
Position 6699: 0.0010696901693354032
Position 9572: 0.0010547330821798298
Position 447: 0.0010125624159574387
Position 3071: 0.0009829920538023068
Position 1223: 0.0009752319388159014
Position 10308: 0.0009440512812957995
Position 9265: 0.0009423260886775414
Position 9739: 0.0009212711049099982
Position 7018: 0.0009204261316414757
Position 1318: 0.000822987017229897
Position 4220: 0.000782315827077049
Position 1483: 0.0007530401669809481
Position 10775: 0.0007287269711881317
Position 10926: 0.0007127425251654463
Position 2473: 0.0006807618030128276
Position 3280: 0.0006617626235203317
Position 4084: 0.0006152175430018997
Position 10445: 0.0006052628049996077
Position 328: 0.0005750028583495473
Position 7620: 0.000539862447439912
Position 9433: 0.0005278758600442291
Position 8366: 0.0004839898641442587
Position 8065: 0.00046862697115824956
Position 5071: 0.00046188777847383804
Position 1440: 0.00043731845800320905
Position 9730: 0.000417990819443029
Position 934: 0.0003719225716848469
Position 4725: 0.0003621154527833077
Position 2028: 0.0003452183799724902
Position 10177: 0.0003300524505585821
Position 10710: 0.00032610566105227025
Position 2771: 0.0003183683467697887
Position 379: 0.00030851470158959693
Position 9003: 0.00025905475404472997
Position 5146: 0.0002489440570902989
Position 4786: 0.0002360842433819547
Position 5299: 0.00023113527613255287
Position 10770: 0.0002306147548858939
Position 10542: 0.0002261312646675136
Position 2549: 0.00022386058573494637
Position 10126: 0.00021627390388948342
Position 2505: 0.00020427440107788228
Position 2009: 0.00020189718099944114
Position 10510: 0.0001981565726354527
Position 10859: 0.00019247899003292936
Position 7916: 0.00018963531961357832
Position 5393: 0.00018151698721625322
Position 4547: 0.0001738626806273168
Position 1286: 0.00017140494584954645
Position 11362: 0.0001585937472957074
Position 3371: 0.000143253217200394
Position 10097: 0.00014318631807534637
Position 9526: 0.00013172950904628497
Position 9862: 0.0001133269970686794
Position 5773: 0.00011025933485063892
Position 11337: 0.00010791436591237475
Position 9245: 0.00010761530603339863
Position 8921: 0.00010283887916173683
Position 4498: 0.00010171902159018279
Position 5765: 9.987963759891099e-05
Position 3334: 8.429609464485338e-05
Position 8542: 8.347500475832421e-05
Position 923: 7.627119000072958e-05
Position 2719: 7.472000420191646e-05
Position 10129: 7.189133973800511e-05
Position 9041: 7.157188978142112e-05
Position 7602: 7.013585485638519e-05
Position 8387: 6.599144837458406e-05
Position 2574: 6.30879690587612e-05
Position 7397: 5.48319146575994e-05
Position 10944: 5.161187744861238e-05
Position 9019: 5.059390872421392e-05
Position 10165: 4.988659899769331e-05
Position 3368: 4.949266247303732e-05
Position 9915: 4.9322166200943944e-05
Position 1048: 4.6282150972065566e-05
Position 1341: 4.6233576652313115e-05
Position 6054: 3.969798229463656e-05
Position 2087: 3.865127744327466e-05
Position 9901: 3.579524851735235e-05
Position 417: 3.555913765670381e-05
Position 1824: 2.6985709018807692e-05
Position 2431: 2.6921581805081013e-05
Position 10204: 2.6666893398339156e-05
Position 8464: 2.020106554545519e-05
Position 8410: 1.7692104184806672e-05
Position 9640: 1.725525332154156e-05
Position 9988: 1.680602636105449e-05
Position 687: 1.5088585829752708e-05
Position 728: 1.1501767463671133e-05
Position 6067: 9.274260266893593e-06
Position 9889: 8.3917571281465e-06
Position 6731: 8.145416229695388e-06
Position 702: 8.114091133898094e-06
Position 8575: 8.00361307021428e-06
Position 9579: 7.873862523674347e-06
Position 8925: 7.269721249062553e-06
Position 6702: 7.239372464570091e-06
Position 8434: 6.413139893990202e-06
Position 6581: 5.915633519004819e-06
Position 3331: 4.978568363032242e-06
Position 3133: 4.342867875965889e-06
Position 513: 4.326377767143001e-06
Position 3237: 3.6602662500707473e-06
Position 3296: 2.9486867969559404e-06
Position 3758: 2.9445487169335206e-06
Position 590: 2.381133960189205e-06
Position 3829: 2.2290767509626725e-06
Position 8599: 2.061211710380435e-06
Position 555: 1.8251449131633872e-06
Position 8656: 1.7806183953058306e-06
Position 8467: 1.5307401148264454e-06
Position 492: 1.503303888655437e-06
Position 1376: 1.166063849978616e-06
Position 99: 1.1178695957642027e-06
Position 1022: 9.647256865922322e-07
Position 763: 7.592221997120621e-07
Position 428: 6.894107109086768e-07
Position 9751: 6.802543969737772e-07
Position 342: 5.443736644323653e-07
Position 617: 4.785893031822543e-07
Position 760: 4.2271620106939174e-07
Position 468: 4.1318082952386165e-07
Position 1254: 4.063958725130889e-07
Position 9501: 3.972940174823407e-07
Position 1354: 3.839820420428481e-07
Position 2176: 2.9949334010097685e-07
Position 10036: 2.702006433388303e-07
Position 757: 2.608245093940861e-07
Position 868: 2.569456496649215e-07
Position 1686: 2.1135489112309388e-07
Position 2943: 2.0883018831170388e-07
Position 3784: 1.9339651872718654e-07
Position 510: 1.6035120133219859e-07
Position 473: 1.2721806126832133e-07
Position 2480: 9.584972848976106e-08
Position 524: 8.55543100254937e-08
Position 2201: 7.101463645370501e-08
Position 1864: 5.977645731277896e-08
Position 1849: 5.752204563877189e-08
Position 1573: 4.333828564866793e-08
Position 770: 3.9768424402660126e-08
Position 192: 1.98335742383131e-08
Position 1619: 9.082360762220366e-09
Position 277: 8.096114434217208e-09
Position 186: 7.032057388856898e-09
Position 1225: 6.816982057413536e-09
Position 457: 4.668749940646056e-09
Position 1553: 4.664276694767243e-09
Position 519: 3.980178685391695e-09
Position 1290: 2.5464698518515617e-09
Position 1489: 2.539624474456875e-10
