Gene = Atxn7
Position 2049: 5.992022003893155e-08
Position 450: 5.184202025772127e-08
Position 140: 3.896417466053014e-08
Position 468: 2.102917338196029e-08
Position 402: 1.4229805180970718e-08
Position 470: 8.229200834712669e-09
Position 417: 7.348060688450176e-09
Position 393: 1.664270236626734e-09
Position 873: 1.0422081123158608e-09
Position 446: 8.064026906138092e-10
Position 456: 5.167954908465166e-10
Position 395: 3.598139123539774e-10
Position 184: 2.3089281440657444e-10
Position 406: 1.7345800987302673e-10
Position 435: 1.685386465067339e-10
Position 512: 1.290692612382913e-10
Position 437: 1.3054934746596846e-11
Position 173: 1.0779985289869115e-11
Position 408: 1.265975850964944e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2494: 0.9331534517644842
Position 1290: 0.7581862665659687
Position 146: 0.47135111473442215
Position 2298: 0.15369927232841463
Position 2313: 0.12336017764608642
Position 3788: 0.05216003989119798
Position 1156: 0.02235279295747191
Position 2500: 0.02141459015533017
Position 2144: 0.011826798369748348
Position 2704: 0.011811997869170626
Position 4498: 0.007125316750100528
Position 676: 0.0033089887361058886
Position 1616: 0.003208970068661732
Position 2836: 0.002853812563966069
Position 1935: 0.0022999742120077033
Position 1099: 0.0019336781755977688
Position 1869: 0.0017307586832732717
Position 999: 0.0017221372814082852
Position 1829: 0.0016861717525366473
Position 4179: 0.0015504235045917926
Position 785: 0.0014553901583303896
Position 366: 0.0014080887423190995
Position 1046: 0.001336381759383102
Position 3901: 0.0013311152116614947
Position 4509: 0.0012729220249347436
Position 4093: 0.0012063161526416496
Position 4176: 0.0011457679696936483
Position 646: 0.0011046865842771244
Position 4579: 0.0010424182250127136
Position 4230: 0.0009082788372827869
Position 1128: 0.0008142184366013233
Position 630: 0.0007850983227028818
Position 4417: 0.0007392700906163225
Position 1226: 0.0007322046395306796
Position 1510: 0.0006840608069974816
Position 4311: 0.0006269062857024537
Position 4481: 0.0006231697435020354
Position 1213: 0.0005665515603327112
Position 4251: 0.0005551767855862334
Position 2575: 0.0005181167808832325
Position 2974: 0.000512935207662829
Position 1972: 0.0005014896651592521
Position 1300: 0.0004861528279207118
Position 1028: 0.0004547966258575632
Position 2239: 0.0004326670112369329
Position 2525: 0.00038353688681716633
Position 2349: 0.000363579981671532
Position 427: 0.00032735527822965875
Position 4135: 0.0003262834969137685
Position 4227: 0.0003235075393554155
Position 1956: 0.00026026374920721834
Position 1503: 0.0002548818725236877
Position 4639: 0.0002544346626527395
Position 4182: 0.00024596854222200737
Position 1771: 0.00022056519881462095
Position 2992: 0.000215102495507141
Position 1317: 0.00018963837431984013
Position 4308: 0.00017888027543899512
Position 478: 0.0001760997478101712
Position 2386: 0.00017086652709379666
Position 727: 0.0001702759074680339
Position 3798: 0.00016269878915651297
Position 2968: 0.00016018761760507917
Position 4153: 0.00015898669624635095
Position 1348: 0.00015863226071669766
Position 3869: 0.0001576236675022764
Position 1420: 0.0001354748378909118
Position 791: 0.00010837819705971085
Position 156: 0.00010824560969929
Position 2641: 9.965748064463309e-05
Position 1716: 9.631513183305684e-05
Position 2899: 9.499351207253677e-05
Position 2508: 8.018125371460902e-05
Position 696: 6.458368227144674e-05
Position 522: 6.407902722828166e-05
Position 108: 5.145299073425806e-05
Position 1015: 4.242146343548482e-05
Position 1546: 3.808938567589265e-05
Position 2578: 2.9719500724351957e-05
Position 307: 2.5604713967163085e-05
Position 715: 2.3942323270000872e-05
Position 2533: 2.1870932323065375e-05
Position 290: 1.4184924096067905e-05
Position 688: 1.3537078636105603e-05
Position 184: 9.214049115451947e-06
Position 435: 9.148636000321548e-06
Position 3136: 7.058424866671148e-06
Position 4138: 6.001430248186414e-06
Position 3707: 3.505855057950817e-06
Position 4005: 2.580108061455644e-06
Position 456: 2.3536431382237647e-06
Position 112: 2.2262329204746975e-06
Position 210: 1.8483222259480943e-06
Position 828: 9.279233800314387e-07
Position 242: 2.05585960413205e-08
Position 531: 1.926010346504223e-08
Position 121: 1.7640578652101543e-08
Position 506: 9.625156282401864e-09
Position 484: 3.6488297348816212e-09
Position 537: 2.3322602595324158e-09
Position 125: 5.028353666831482e-10
Position 247: 2.727989628824263e-10
Position 503: 5.655321454308734e-11
Position 581: 2.3713252969047288e-11
Position 488: 1.1010736274816009e-11
Position 357: 4.490940272417097e-15
