Gene = sau
Position 1120: 4.793526736213717e-05
Position 1660: 4.6541796222258075e-05
Position 456: 4.563629374619574e-05
Position 1540: 4.1280040271851166e-05
Position 1643: 3.8950179015023005e-05
Position 3191: 3.549594753574785e-05
Position 3589: 3.3327570737967474e-05
Position 2668: 2.715526139492786e-05
Position 3231: 2.4904871929301585e-05
Position 1584: 2.4020679115895013e-05
Position 3089: 2.3165732428202875e-05
Position 397: 2.08764984677521e-05
Position 589: 1.6950870343207893e-05
Position 290: 1.5837901633109913e-05
Position 516: 1.4189383938448086e-05
Position 468: 1.415988483213774e-05
Position 192: 1.4031378405268667e-05
Position 3396: 1.2697945980458694e-05
Position 1105: 1.2268206413462018e-05
Position 101: 1.1497023292286931e-05
Position 107: 9.057610960436468e-06
Position 2193: 8.03596826642134e-06
Position 623: 7.17864464325716e-06
Position 3784: 5.631203383540797e-06
Position 346: 5.322241400060955e-06
Position 509: 5.219421347333073e-06
Position 1144: 3.5844363498983674e-06
Position 882: 3.243961669328663e-06
Position 616: 3.0833357520650223e-06
Position 417: 2.8776111849848538e-06
Position 3211: 2.155667980845285e-06
Position 4008: 1.6845973274372228e-06
Position 3500: 1.2278823663037563e-06
Position 392: 7.953155146426759e-07
Position 3673: 7.807764976082395e-07
Position 442: 7.26262494852067e-07
Position 621: 3.159268518535438e-07
Position 906: 3.066263253131863e-07
Position 228: 2.975127232972188e-07
Position 3860: 2.4314446453591064e-07
Position 651: 1.769913335745565e-07
Position 789: 1.6237246868176318e-07
Position 627: 1.4465184096822207e-07
Position 376: 1.3192805018212038e-07
Position 1128: 1.2969466226992215e-07
Position 373: 1.1198509555049942e-07
Position 930: 1.0992126224763129e-07
Position 585: 8.904879780626551e-08
Position 426: 2.9733626162032307e-08
Position 518: 2.810785587246837e-08
Position 474: 2.5893156085284448e-08
Position 470: 2.5559703643675418e-08
Position 641: 2.1862369533139785e-08
Position 248: 2.180621593000683e-08
Position 368: 8.098955813950704e-13
