Gene = Uggt
Position 1214: 1.0985082516889645e-05
Position 1768: 8.664600857838182e-06
Position 227: 7.651477475391526e-06
Position 54: 6.590410173110824e-06
Position 1941: 4.167407842724439e-06
Position 1724: 4.045345797396061e-06
Position 210: 3.633437315635839e-06
Position 215: 3.1531562363341352e-06
Position 1155: 2.336286250689263e-06
Position 7: 1.3447324395678166e-06
Position 745: 1.0644637883910225e-06
Position 653: 6.651383853414709e-07
Position 777: 4.7061869904294034e-07
Position 1909: 4.2018736941193117e-07
Position 1263: 3.8885655788075884e-07
Position 12: 2.9601148364466184e-07
Position 804: 1.7212122751269585e-07
Position 768: 1.4527979008486759e-07
Position 669: 5.8611565935498815e-08
Position 884: 4.411945251882481e-08
Position 600: 2.741862565719567e-08
Position 622: 2.5187777327137325e-08
Position 1108: 1.768509469474215e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 614: 0.967258623298058
Position 4828: 0.48176619747009514
Position 3406: 0.16187958065433644
Position 5152: 0.09480520382109929
Position 3954: 0.027499333266935072
Position 1985: 0.023177705742138295
Position 577: 0.019510839556935455
Position 4723: 0.01937435149404835
Position 245: 0.0186570800319167
Position 5100: 0.014582561208497727
Position 4696: 0.010124163394071375
Position 155: 0.009400836376042143
Position 3411: 0.009305537948190497
Position 897: 0.009250994676834498
Position 3268: 0.008979400651109649
Position 3438: 0.008814297697819709
Position 921: 0.007884022984017107
Position 3797: 0.005284708754029619
Position 1517: 0.00502757646431979
Position 714: 0.0049828304199854056
Position 799: 0.004717372607961404
Position 4276: 0.004397224397409374
Position 4260: 0.0039060476208492246
Position 276: 0.003607304405268158
Position 5430: 0.003211934108469248
Position 5264: 0.0031723022905206563
Position 3427: 0.0030990155086241295
Position 745: 0.002758407607633862
Position 3068: 0.002682662766647076
Position 2148: 0.0025798079919755346
Position 2445: 0.0025212171612566396
Position 3833: 0.00231016195190177
Position 4508: 0.0021996982781722317
Position 1925: 0.0019525341521922693
Position 3362: 0.001784440806707051
Position 1422: 0.0017364477226187432
Position 1759: 0.0017007655093694931
Position 5456: 0.0015846726354926777
Position 2638: 0.0015775130788417144
Position 4012: 0.0015429575483381132
Position 1003: 0.0015330355522931768
Position 4944: 0.001376068321044242
Position 3214: 0.0013437895037319526
Position 733: 0.0013242260436385149
Position 1213: 0.0012956453706961884
Position 1198: 0.0012627425271677286
Position 2075: 0.0012314521767061138
Position 4858: 0.0011971212814484234
Position 5191: 0.0011299498978461116
Position 3639: 0.0009521520141477747
Position 693: 0.0008845137697659447
Position 3544: 0.0008836587271047552
Position 1856: 0.0008783570173967196
Position 1724: 0.0008289792619167758
Position 4213: 0.0008119663382715913
Position 2959: 0.0007567197559788434
Position 1441: 0.0007388697277834317
Position 5374: 0.0007234412451654712
Position 1007: 0.00064166998603613
Position 280: 0.0006359112857600572
Position 865: 0.0006252958567901141
Position 5408: 0.0005566249427890332
Position 3967: 0.000529498828791223
Position 2818: 0.0005257325628387276
Position 2680: 0.0004070228283138175
Position 1904: 0.00039826907006228603
Position 2368: 0.00038285873277269243
Position 2078: 0.0003678215953677235
Position 2202: 0.0003448912320726073
Position 551: 0.0003423902290830041
Position 2602: 0.000341872419132711
Position 4333: 0.0003340820932866421
Position 2837: 0.0003337659063186663
Position 4177: 0.00033287228741080556
Position 2763: 0.0003246974259687597
Position 3457: 0.00032402394106706493
Position 3755: 0.00031914438741313325
Position 2778: 0.0003174166439791152
Position 631: 0.0003093007167560546
Position 2899: 0.0003007788550562545
Position 1821: 0.0002937179995632298
Position 1355: 0.00028115051429811096
Position 2159: 0.00026521144762334074
Position 2986: 0.00026057811965581577
Position 3806: 0.0002601414516897626
Position 4198: 0.0002542425845006535
Position 2289: 0.0002523867189806852
Position 3979: 0.0002511847122040407
Position 2924: 0.0002382409651348657
Position 194: 0.00022507815704573484
Position 5481: 0.0002099428036690319
Position 1994: 0.00020455771922857293
Position 3913: 0.00018501376241103024
Position 3510: 0.0001817955755392514
Position 2605: 0.00017597592677102498
Position 1321: 0.00016964911244190641
Position 3541: 0.00016052038965924523
Position 822: 0.00015029018961991553
Position 1108: 0.00014629941237825867
Position 3192: 0.00012544854717526867
Position 3072: 0.00011080825830197459
Position 3093: 0.00010572933959790752
Position 322: 9.872142626893751e-05
Position 2310: 9.508892544126937e-05
Position 1279: 9.489682585268598e-05
Position 3039: 6.73800527367869e-05
Position 1686: 5.4167503748158196e-05
Position 1057: 5.054995344616857e-05
Position 870: 4.483123129240063e-05
Position 2405: 3.88845475365547e-05
Position 515: 3.857278611999151e-05
Position 1307: 3.659707295382304e-05
Position 1363: 3.511637105899809e-05
Position 966: 2.9688234176359074e-05
Position 1653: 2.1302550780987245e-05
Position 282: 2.095837462766198e-05
Position 2052: 1.932916689559179e-05
Position 1225: 1.807267329505342e-05
Position 2963: 1.6268189021461963e-05
Position 1243: 1.6193018218582353e-05
Position 1767: 1.409524021577288e-05
Position 446: 1.3833441626336254e-05
Position 1054: 1.290616057421385e-05
Position 1729: 1.2671054649222843e-05
Position 1458: 9.563102654538166e-06
Position 1484: 9.027163779614847e-06
Position 844: 8.851370471027342e-06
Position 367: 6.9795484704985345e-06
Position 468: 3.1458837452193045e-06
Position 1834: 2.833464751885791e-06
Position 71: 2.718580570796777e-06
Position 1336: 2.303593719219298e-06
Position 91: 1.93781317059261e-06
Position 406: 8.75426024848645e-07
Position 54: 7.738044850393303e-07
Position 1267: 7.058447654607832e-07
Position 1144: 6.29404412151146e-07
Position 349: 6.194846343584202e-07
Position 126: 6.079871333136091e-07
Position 1222: 4.710311418435658e-07
Position 1644: 3.572330607186574e-07
Position 454: 2.8649418612760955e-07
Position 1508: 2.562504676155027e-07
Position 1129: 2.344474941522898e-07
Position 1123: 2.1238273054213103e-07
Position 1063: 1.5806394136353286e-07
Position 781: 1.4486391211333358e-07
Position 1171: 1.1129926390461456e-07
Position 123: 3.890218433013367e-08
Position 364: 2.0793242070091603e-08
Position 925: 1.9552668505551072e-08
Position 841: 1.7084211763377992e-08
Position 649: 9.88148027344535e-09
Position 768: 9.031260591950767e-09
Position 765: 6.003729306983866e-09
Position 658: 4.964274057658519e-09
Position 838: 3.6863432181603513e-09
Position 109: 2.440871010414747e-09
Position 131: 2.3011485744676522e-09
Position 138: 1.8199600924076421e-09
Position 470: 1.3975289950990789e-09
Position 622: 9.602026003459691e-11
