Gene = Exo70
Position 1801: 2.8998621518244286e-05
Position 1070: 2.679052214035488e-05
Position 649: 2.610949358742217e-05
Position 536: 2.0888466454880608e-05
Position 856: 2.0172801140327783e-05
Position 2941: 1.8658407348399925e-05
Position 3517: 1.8152403566054552e-05
Position 3473: 1.663725593833362e-05
Position 1108: 1.5552401927048348e-05
Position 945: 1.4591958552576866e-05
Position 3769: 1.3291938265735887e-05
Position 1449: 1.2829335632139462e-05
Position 1707: 1.1697679012527632e-05
Position 970: 1.0668882365880907e-05
Position 2557: 9.603192146078678e-06
Position 3229: 9.288700689742886e-06
Position 2836: 8.27729570517559e-06
Position 517: 7.859370904222283e-06
Position 2987: 7.753682236796049e-06
Position 817: 7.582960920306869e-06
Position 1052: 7.360399039367701e-06
Position 49: 7.006065574558441e-06
Position 1949: 6.419761007500983e-06
Position 1099: 6.366899807975162e-06
Position 1657: 5.869250135138308e-06
Position 1028: 5.655004720126264e-06
Position 1927: 5.399066128616873e-06
Position 162: 5.291326986510031e-06
Position 3114: 4.65463832300663e-06
Position 3107: 3.7272635893770616e-06
Position 3910: 3.620586061644782e-06
Position 890: 3.4411497589981367e-06
Position 3247: 3.3450789722136796e-06
Position 2419: 3.3328784643102475e-06
Position 3424: 3.1785238144951436e-06
Position 2085: 3.053071624179324e-06
Position 2052: 2.9611942481572877e-06
Position 1106: 2.927807125469188e-06
Position 244: 2.9140241262707643e-06
Position 126: 2.522786984487079e-06
Position 1651: 2.4908987188353993e-06
Position 1411: 2.1679158870126697e-06
Position 1654: 1.6196090620690196e-06
Position 1211: 1.4357936253988313e-06
Position 556: 1.4186650639904304e-06
Position 1746: 1.401508989022692e-06
Position 167: 1.3241738843772262e-06
Position 74: 1.0151195964669347e-06
Position 3736: 9.930600399262477e-07
Position 1646: 9.589086163114516e-07
Position 337: 8.463132672413687e-07
Position 3185: 5.526603437977901e-07
Position 638: 4.904464686913528e-07
Position 893: 4.813134069094768e-07
Position 281: 4.747090824043522e-07
Position 3504: 4.49723366596532e-07
Position 3553: 4.226885240717158e-07
Position 3885: 3.8657000458200683e-07
Position 421: 3.118658422659733e-07
Position 3139: 2.1791808257350728e-07
Position 1112: 1.685733591006665e-07
Position 1126: 5.1214726654027104e-08
Position 3852: 5.065609722533329e-08
Position 2515: 4.695880215389661e-08
Position 479: 2.7953977643488458e-08
Position 170: 1.6894502078324174e-08
Position 468: 1.6676676858214947e-08
Position 276: 1.0857728203608708e-08
Position 3905: 1.0793491075205336e-08
Position 1145: 1.005974383959739e-08
Position 3864: 7.044497068387373e-09
Position 423: 6.100757683187236e-09
Position 1031: 1.9430758572589857e-09
Position 264: 5.193872197867021e-10
Position 2713: 1.1712999903707387e-10
Position 2824: 3.2402413714887106e-11
Position 497: 5.765100633808699e-12
Position 484: 1.9802138572686056e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3675: 0.9991195790463995
Position 3283: 0.9961270532511501
Position 3864: 0.9698819210727864
Position 2366: 0.9696190198089769
Position 446: 0.9660930767429072
Position 210: 0.9522404248729475
Position 2493: 0.7780418374501539
Position 3130: 0.08891650499769183
Position 2536: 0.062231141656609784
Position 1211: 0.030343533967922172
Position 226: 0.0277467845971597
Position 3885: 0.024504287720943787
Position 2286: 0.012622364025542301
Position 790: 0.011391793877642605
Position 2713: 0.00836242600943679
Position 2506: 0.005252680851965933
Position 2247: 0.004704761138511576
Position 2555: 0.004455528485045336
Position 1172: 0.004273735313142964
Position 83: 0.0028973121619315376
Position 3875: 0.0023489636199670112
Position 1024: 0.002341051310718437
Position 214: 0.0020852267709733172
Position 2503: 0.00172247257694517
Position 303: 0.0015401355487062022
Position 3393: 0.0012425672165512038
Position 2305: 0.0011737472774213692
Position 477: 0.0010176206879116897
Position 3289: 0.0009595195108816398
Position 752: 0.0006786191992750957
Position 2947: 0.0005707234497514632
Position 281: 0.0005643276329160473
Position 238: 0.000557573970148443
Position 2548: 0.000496902691297905
Position 3324: 0.00048259926226646013
Position 1045: 0.0004775371310277968
Position 2032: 0.000398951484940566
Position 703: 0.00038970362376474215
Position 2773: 0.00037011151073877235
Position 2569: 0.00036877503785327304
Position 3175: 0.00036372547772333644
Position 2572: 0.0003498587663148187
Position 1715: 0.00031493104670627514
Position 2860: 0.00030742819299294416
Position 2586: 0.0003060456896544333
Position 1289: 0.00029747379286401677
Position 1034: 0.0002954962043477887
Position 3915: 0.0002346915846902818
Position 910: 0.0002346807625414621
Position 1136: 0.00022490555755242948
Position 1388: 0.00021467787340884073
Position 3455: 0.00021232626272451905
Position 455: 0.0001968873970646992
Position 700: 0.0001858668788936559
Position 3687: 0.00018453909251762548
Position 2821: 0.00018039235609900725
Position 3024: 0.0001795779769294882
Position 1514: 0.00017550201182707536
Position 1253: 0.0001710813823317477
Position 1988: 0.00017023446499277788
Position 765: 0.00015905798808788174
Position 3444: 0.00015884872423618828
Position 2052: 0.00015758204874391634
Position 1122: 0.00015560482585543956
Position 619: 0.00015097030025722598
Position 1445: 0.00014694872429097774
Position 1475: 0.00014569757638303323
Position 136: 0.00013979685681811356
Position 126: 0.00011964483009773562
Position 1187: 0.00011645863748457116
Position 1229: 0.00010787830115015561
Position 2728: 0.00010700512698371621
Position 506: 0.00010366748476504798
Position 2913: 0.00010324050392314047
Position 1297: 9.768211483021643e-05
Position 1761: 9.294385089502913e-05
Position 530: 8.530492207264802e-05
Position 2782: 8.153374685620663e-05
Position 572: 7.378509274899907e-05
Position 2515: 7.20092507808914e-05
Position 3910: 7.030119303947494e-05
Position 3037: 6.152834927151381e-05
Position 2665: 5.126428765541512e-05
Position 3919: 4.843787231678738e-05
Position 1939: 4.8130301855966846e-05
Position 3498: 4.785101889130763e-05
Position 3483: 4.7308840089282924e-05
Position 2941: 4.4684378783462984e-05
Position 1544: 4.319706310460786e-05
Position 1313: 4.275986763953801e-05
Position 3333: 4.097878581295677e-05
Position 300: 3.776773665344093e-05
Position 3488: 3.582649271882102e-05
Position 2018: 3.5688201165391204e-05
Position 62: 3.3025302011321716e-05
Position 3889: 3.072943569897146e-05
Position 91: 3.0435708396725048e-05
Position 1668: 2.947660385297217e-05
Position 2261: 2.9077517533334387e-05
Position 345: 2.8568183166694023e-05
Position 3172: 2.6589617511775836e-05
Position 852: 2.4541686931044447e-05
Position 1520: 2.275456988641748e-05
Position 3510: 2.257141906125717e-05
Position 708: 2.2504998696754327e-05
Position 2127: 2.012306778549092e-05
Position 1472: 1.8173788145886378e-05
Position 1979: 1.8078246820355805e-05
Position 2626: 1.7691330927345267e-05
Position 2002: 1.6796234820068385e-05
Position 811: 1.6578708491632786e-05
Position 1481: 1.630408692671078e-05
Position 3967: 1.586965125559418e-05
Position 2987: 1.3147284007436436e-05
Position 2930: 1.1623354774804644e-05
Position 1878: 1.1540434672479134e-05
Position 517: 1.1410038375522665e-05
Position 1460: 1.001945211895367e-05
Position 2878: 9.364257733592388e-06
Position 3714: 9.256654087083703e-06
Position 2131: 9.210180250214189e-06
Position 721: 8.879370691445407e-06
Position 1403: 7.4795277316892875e-06
Position 324: 7.344226389945987e-06
Position 1916: 5.75199987925387e-06
Position 3823: 5.486342223566906e-06
Position 2227: 5.365392294418714e-06
Position 1553: 5.1465015612203665e-06
Position 3696: 4.265646626257455e-06
Position 508: 3.770876152702706e-06
Position 2063: 3.632424866614718e-06
Position 3345: 3.4759499252026062e-06
Position 1478: 3.290635580281256e-06
Position 1550: 3.266814895553961e-06
Position 2426: 2.905089813482445e-06
Position 1594: 2.897535171097244e-06
Position 348: 2.7356734738195223e-06
Position 1409: 2.4501484944347032e-06
Position 2380: 2.209199920407023e-06
Position 1031: 2.0123318396099766e-06
Position 2368: 1.9774299745125147e-06
Position 1292: 1.8807774846837116e-06
Position 2096: 1.8144134395640967e-06
Position 668: 1.7806400768081624e-06
Position 1739: 1.7285391144460798e-06
Position 1449: 1.6719280884366803e-06
Position 990: 1.4274202750688183e-06
Position 2457: 1.2999470850881618e-06
Position 890: 9.34757939096359e-07
Position 3980: 8.590242974994613e-07
Position 3925: 8.200314219512835e-07
Position 3797: 7.217023875564527e-07
Position 687: 6.479008869241659e-07
Position 3630: 6.264918949383351e-07
Position 1976: 6.25748095749048e-07
Position 3553: 5.90499969619973e-07
Position 3354: 5.541179264576005e-07
Position 645: 4.992395038440976e-07
Position 3285: 3.686030467801959e-07
Position 3833: 2.7043494171313795e-07
Position 4008: 2.500907288924401e-07
Position 3751: 2.1292698527974903e-07
Position 3610: 1.9241574304307037e-07
Position 3330: 1.5313994066262334e-07
Position 3946: 8.40637531053224e-08
Position 244: 6.450571672336607e-08
Position 3985: 2.774408013727091e-08
Position 3814: 2.3192762733468158e-08
Position 1016: 1.6868685005697633e-08
Position 3993: 1.3543862537739903e-08
Position 157: 1.0125935006562075e-08
Position 628: 6.578143024600567e-09
Position 814: 6.2689382855680756e-09
Position 357: 5.697083666809516e-09
Position 321: 5.346602211130769e-09
Position 841: 4.134802747740818e-09
Position 939: 3.0593053630629215e-09
Position 856: 2.356320391217925e-09
Position 679: 2.3118506821783547e-09
Position 167: 2.2646217733157305e-09
Position 931: 1.9069578828445197e-09
Position 730: 1.3152439555062553e-09
Position 1484: 1.2974759670062067e-09
Position 754: 8.131815964170676e-10
Position 354: 7.925828339437001e-10
Position 154: 5.008218820906469e-10
Position 375: 4.570121141963293e-10
Position 1591: 3.73221113758687e-10
Position 675: 2.9695765081216827e-10
Position 1628: 2.9189427831796457e-10
Position 919: 1.9004838177187138e-10
Position 372: 1.493033102233988e-10
Position 363: 1.2503177821302386e-10
Position 377: 9.793638946288966e-18
