Gene = Rcd7
Position 1611: 1.2647945295754097e-07
Position 1571: 2.4589530792652763e-08
Position 1423: 1.7460927098898852e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1662: 0.934792363538333
Position 1022: 0.674034647925297
Position 1312: 0.45492449363767934
Position 1351: 0.29641365972096456
Position 1842: 0.11803547444784648
Position 1135: 0.09957233465437115
Position 572: 0.09677658511089002
Position 1287: 0.08088063348146908
Position 945: 0.02909489513776458
Position 1799: 0.025492800819119903
Position 1321: 0.025432237609404367
Position 597: 0.016423736993558723
Position 1167: 0.013214577415096547
Position 621: 0.0101108456665264
Position 1222: 0.008658534279854201
Position 1354: 0.005866218376314803
Position 1826: 0.004767471302042878
Position 681: 0.00444136957599295
Position 1668: 0.004226382325668602
Position 642: 0.0036379020576762437
Position 1179: 0.0033633636486818867
Position 1865: 0.003076127934837032
Position 1542: 0.0027489866506949547
Position 1778: 0.002479067245272496
Position 1329: 0.0012370628016349714
Position 1742: 0.0010922906380720757
Position 1149: 0.0010384313958099693
Position 1200: 0.001017771900704226
Position 503: 0.0005638228066584046
Position 1371: 0.000486105050199795
Position 1512: 0.0003883314077927147
Position 63: 0.0003158672368941759
Position 66: 0.000314221491405331
Position 1473: 0.00030727595488433043
Position 1146: 0.0002085901035111875
Position 1695: 0.00018272485125489082
Position 1684: 0.00018056163428124852
Position 478: 0.0001748675856349096
Position 1697: 0.0001365996235162467
Position 726: 0.00010794591305298432
Position 347: 8.383651457709461e-05
Position 1521: 8.308454940207522e-05
Position 2024: 7.866883743342463e-05
Position 664: 6.243447052130571e-05
Position 2162: 5.5994771508804975e-05
Position 2002: 5.4228718277947384e-05
Position 627: 5.3543908862974124e-05
Position 1703: 5.174554374770835e-05
Position 702: 5.160919668473534e-05
Position 485: 4.972232868875827e-05
Position 1368: 4.865207494554671e-05
Position 1875: 3.978584680737819e-05
Position 123: 3.6224471067526306e-05
Position 817: 3.542504571423917e-05
Position 1482: 3.331166077868683e-05
Position 1809: 3.0505020008067513e-05
Position 612: 2.9275673754193506e-05
Position 285: 2.609257005298126e-05
Position 153: 2.374419004060156e-05
Position 183: 1.7420376593405253e-05
Position 705: 1.662984920878747e-05
Position 1323: 1.410175132350389e-05
Position 274: 1.3458118364154865e-05
Position 1479: 1.2907893451896526e-05
Position 1431: 1.1499882468070331e-05
Position 1606: 1.0483164106938445e-05
Position 1261: 8.731979454467659e-06
Position 351: 8.368674443460615e-06
Position 729: 7.589210074403734e-06
Position 711: 7.014141581235838e-06
Position 263: 6.801334722321132e-06
Position 2077: 6.538081850919512e-06
Position 1395: 3.989186533318828e-06
Position 1116: 3.5839742407515288e-06
Position 2019: 2.6779429849359022e-06
Position 1443: 2.447845241469383e-06
Position 837: 2.083719286453663e-06
Position 161: 2.06218245320222e-06
Position 1265: 1.609592413866165e-06
Position 396: 1.371373025319802e-06
Position 448: 1.363886551393543e-06
Position 1587: 1.258403046946003e-06
Position 745: 6.393475326504176e-07
Position 2132: 4.4960552704236566e-07
Position 648: 4.219774174804099e-07
Position 298: 3.9979103350142016e-07
Position 382: 3.5950717135459566e-07
Position 854: 3.5016431021482246e-07
Position 822: 2.031336853025385e-07
Position 444: 1.8760050858080832e-07
Position 174: 1.8148228616598126e-07
Position 402: 1.404284326312702e-07
Position 720: 1.1256640184972874e-07
Position 844: 1.0535869705214896e-07
Position 427: 4.942547516326073e-08
Position 459: 4.668283108356927e-08
Position 167: 2.78055874094728e-08
Position 85: 2.573118487048869e-08
Position 163: 2.0146542792283647e-08
Position 376: 1.6030765112556657e-08
Position 439: 1.1184341816539922e-10
Position 243: 4.890884870169689e-11
Position 456: 3.212944435793826e-11
Position 68: 2.8580096862820816e-12
Position 360: 5.217632623038351e-15
Position 317: 1.0526846048504323e-15
