Gene = flr
Position 137: 6.559898445592313e-05
Position 2761: 6.346756303926827e-05
Position 3339: 6.127980593437788e-05
Position 1166: 5.709207425679722e-05
Position 29: 5.688537246107999e-05
Position 338: 5.24485766613025e-05
Position 3549: 5.196670449849121e-05
Position 3247: 4.7840220027194146e-05
Position 575: 4.481442190333814e-05
Position 709: 4.425115457245123e-05
Position 328: 4.406795807935312e-05
Position 690: 3.986626900042839e-05
Position 1271: 3.87606736381103e-05
Position 1444: 3.6796626659645594e-05
Position 1181: 3.194392847942594e-05
Position 1383: 2.7284773299203736e-05
Position 3482: 1.856223595596403e-05
Position 760: 1.8346951249366125e-05
Position 3009: 1.724116969183638e-05
Position 24: 1.591823026241904e-05
Position 556: 1.4771404215158891e-05
Position 2353: 1.4345125813034252e-05
Position 2897: 1.3833244326563717e-05
Position 711: 1.3668299786025492e-05
Position 213: 1.3508067521629266e-05
Position 2601: 1.3399988459913872e-05
Position 765: 1.3257185227570204e-05
Position 330: 1.3139433768170756e-05
Position 1848: 1.3053132475842516e-05
Position 1622: 1.2101765286762158e-05
Position 1762: 1.1815570357357865e-05
Position 2671: 1.1757300470736504e-05
Position 528: 1.1309225267808228e-05
Position 2143: 1.108160309004915e-05
Position 10: 1.0596730474252002e-05
Position 3273: 1.0263126294265303e-05
Position 2746: 1.0112389341412892e-05
Position 656: 1.0071855948621233e-05
Position 2113: 1.0046550588681887e-05
Position 972: 9.820560021515261e-06
Position 2224: 9.280208350068946e-06
Position 352: 8.414669329620042e-06
Position 2973: 6.994716870224784e-06
Position 873: 6.066405542515225e-06
Position 1168: 5.8242019409327755e-06
Position 667: 4.8411828384486066e-06
Position 1526: 4.778743918813252e-06
Position 2269: 4.521561825931741e-06
Position 164: 4.409621029298259e-06
Position 3205: 4.281469864577078e-06
Position 844: 4.149153444601942e-06
Position 1626: 3.852738094598897e-06
Position 628: 3.265512530041529e-06
Position 2452: 2.9229121873089437e-06
Position 3016: 2.800916784197621e-06
Position 3367: 2.419646337712117e-06
Position 1257: 2.0897154119783986e-06
Position 2209: 1.873998409159939e-06
Position 1185: 1.8677664255829867e-06
Position 2035: 1.794011834418015e-06
Position 735: 1.662673329326243e-06
Position 1846: 1.2338939116313756e-06
Position 1250: 8.399896143280489e-07
Position 2267: 5.241563995013519e-07
Position 1705: 4.941958404694732e-07
Position 3425: 4.1533620805834646e-07
Position 3184: 3.1211233925758613e-07
Position 1679: 2.810027319325368e-07
Position 1252: 1.5675357804770432e-07
Position 1263: 1.489908477086318e-07
Position 31: 1.28543390657473e-07
Position 3427: 5.117834190527631e-08
Position 696: 2.2892421833340732e-08
Position 2097: 2.1772282972897585e-08
Position 1869: 3.779456464829573e-09
Position 2922: 3.577211205123464e-09
Position 1647: 3.072025127264043e-09
Position 1675: 2.755387852865558e-09
Position 2718: 2.699612941962873e-09
Position 2158: 2.6531027925309e-09
Position 1660: 1.5615921219597519e-09
Position 433: 5.787634073892792e-10
Position 1863: 5.196669074132891e-10
Position 1616: 4.574563628332057e-10
Position 1641: 4.2535157258763835e-10
Position 1903: 4.237870663278349e-10
Position 1692: 2.2842039745729014e-10
Position 521: 9.173054038830367e-11
Position 1555: 7.926190741590073e-11
Position 1699: 7.205168626834917e-11
Position 1652: 6.919516810145896e-11
Position 1594: 4.681897181293277e-11
Position 1774: 3.3480689977775235e-11
Position 2982: 1.2569776149942269e-11
Position 3240: 4.5065694394055955e-12
Position 1461: 3.1789827769992154e-12
Position 1813: 2.4695360061149114e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1822: 0.9887360829207791
Position 3151: 0.9882283913891013
Position 1493: 0.979008687167581
Position 473: 0.9678806177135671
Position 1214: 0.933316291852328
Position 2933: 0.6775330336081284
Position 801: 0.13023400388002487
Position 2965: 0.035427856325453956
Position 200: 0.025946422863563464
Position 3299: 0.021190907662535414
Position 2948: 0.01459747743725235
Position 1826: 0.008128664064721082
Position 2616: 0.006831376743913254
Position 765: 0.006700911921725748
Position 3165: 0.005668214459401924
Position 1166: 0.005278226995298155
Position 683: 0.004385635118973702
Position 2649: 0.004311671558066213
Position 786: 0.004202297198862413
Position 1571: 0.003965573607718111
Position 1044: 0.0031873456716584024
Position 1908: 0.0020865645486134823
Position 1357: 0.0019549028068853946
Position 2059: 0.001611288650452209
Position 2599: 0.001598007951745211
Position 2920: 0.0015123453082312827
Position 2739: 0.0013623587264685706
Position 1452: 0.0013367801087799567
Position 1052: 0.0010100738956243212
Position 2028: 0.0009235435319245947
Position 832: 0.0008513487411301043
Position 3418: 0.0008118068305736335
Position 1561: 0.0007904857779422446
Position 820: 0.0006128781409538781
Position 3222: 0.0005623465948939038
Position 311: 0.0005111921795278564
Position 2622: 0.0004547839005288864
Position 287: 0.0004028602321666119
Position 1022: 0.0003735735647862454
Position 732: 0.0003439071171363611
Position 1127: 0.0003022518431340929
Position 2718: 0.000244414929147019
Position 906: 0.0002200606394547666
Position 314: 0.00021561718241092182
Position 903: 0.00020361410149869597
Position 3601: 0.00018978514353565023
Position 2063: 0.00018561853486883897
Position 1257: 0.0001568807741892296
Position 2277: 0.0001542393719427538
Position 3308: 0.00012744958776357974
Position 3303: 0.0001231301034664195
Position 1221: 0.0001095396582023871
Position 2817: 0.00010331371269817963
Position 2342: 9.853052969528845e-05
Position 890: 9.697363739558539e-05
Position 3016: 9.352683198865337e-05
Position 433: 9.204945068746338e-05
Position 2541: 9.166744750263182e-05
Position 2421: 8.788287210114382e-05
Position 2113: 7.563247773789534e-05
Position 3358: 7.500856154197962e-05
Position 2324: 7.483292228544053e-05
Position 2094: 7.389583535565013e-05
Position 541: 6.527863170241166e-05
Position 1601: 6.23189949773598e-05
Position 3425: 5.914306565126516e-05
Position 3339: 5.86583187641953e-05
Position 300: 5.722015242923653e-05
Position 2529: 5.094807952762026e-05
Position 1869: 4.9884797718667454e-05
Position 2191: 4.69744995805213e-05
Position 2477: 4.4433890896832895e-05
Position 1244: 4.12184069854475e-05
Position 378: 3.807044537518804e-05
Position 3347: 3.6271421350417155e-05
Position 1831: 3.3100135875958723e-05
Position 1079: 3.210165247274335e-05
Position 1988: 2.7287099172047725e-05
Position 773: 2.6649818749809414e-05
Position 1590: 2.5786361431063623e-05
Position 2492: 2.2875011976279547e-05
Position 220: 2.2260180311243343e-05
Position 427: 2.211033618448756e-05
Position 1507: 2.151601613133369e-05
Position 2847: 2.0286200961439288e-05
Position 2378: 1.8850219609417664e-05
Position 2951: 1.6764848915093366e-05
Position 2625: 1.501030282636769e-05
Position 2655: 1.3513836413651167e-05
Position 2194: 1.1530035686199889e-05
Position 3237: 1.1434172527150851e-05
Position 703: 1.1253432634664178e-05
Position 1854: 1.1216937163893413e-05
Position 3083: 1.0425258542351024e-05
Position 3533: 1.0066312086180397e-05
Position 240: 8.643244691279468e-06
Position 1875: 7.937284387999368e-06
Position 2289: 6.829785461430635e-06
Position 1692: 6.670881784181653e-06
Position 1421: 6.656113903044667e-06
Position 1404: 4.904058144427643e-06
Position 430: 4.830926283461191e-06
Position 151: 4.603753926515629e-06
Position 1631: 4.6011437035028865e-06
Position 1887: 4.593098061996099e-06
Position 1383: 4.0898729842401515e-06
Position 70: 3.2753641382455203e-06
Position 2172: 2.8323401948211987e-06
Position 65: 2.784814113707928e-06
Position 1966: 2.589395907936528e-06
Position 97: 2.270090724081432e-06
Position 1609: 2.0901173332094266e-06
Position 1282: 1.912303155713534e-06
Position 547: 1.8502673474388295e-06
Position 616: 1.56244657355469e-06
Position 3106: 1.4683844708232673e-06
Position 1534: 1.2861801550158632e-06
Position 320: 1.106979804485838e-06
Position 1456: 1.0163039264521724e-06
Position 1310: 1.0144564920549544e-06
Position 133: 9.711628055658313e-07
Position 690: 9.092238680930714e-07
Position 3278: 9.071029086323797e-07
Position 3554: 8.16033521291729e-07
Position 1320: 7.968935657713141e-07
Position 1582: 7.239594915522339e-07
Position 257: 5.841917777798922e-07
Position 3544: 5.213679243098324e-07
Position 439: 4.6445878546620514e-07
Position 1537: 3.8945083506939905e-07
Position 1705: 3.621396648206166e-07
Position 77: 2.731052668700083e-07
Position 1733: 2.486704944863747e-07
Position 1271: 1.976780935659851e-07
Position 237: 1.655839015360848e-07
Position 323: 1.384670953932463e-07
Position 213: 8.395697505895624e-08
Position 153: 3.935592389406586e-08
Position 244: 2.4990432771767263e-08
Position 80: 1.1570736987407026e-08
Position 318: 3.425348603364184e-09
Position 1884: 1.0213327271097253e-09
Position 600: 9.80074852598816e-10
Position 164: 8.035196966731337e-10
Position 595: 7.281058743901083e-10
Position 344: 2.072005023366446e-10
Position 87: 1.834042203978574e-10
Position 424: 1.3805494820570275e-10
Position 335: 1.0219799199974949e-10
Position 202: 4.2082841991816506e-11
Position 204: 3.4622556192658224e-11
Position 2169: 3.4020172785724645e-11
Position 137: 1.680383954638647e-12
