Gene = Tehao
Position 1323: 3.6352812298197307e-07
Position 1386: 2.7522503518403e-07
Position 23: 1.1645602286228422e-07
Position 179: 1.0693952983575701e-07
Position 529: 5.7094413866539265e-09
Position 1326: 5.541202954793738e-09
Position 517: 4.94276414538558e-09
Position 1188: 6.150893412644613e-10
Position 654: 4.3188610857145286e-10
Position 714: 1.8063787906510576e-10
Position 1167: 4.4100909982233314e-11
Position 732: 4.049476630809119e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3694: 0.21760953167576744
Position 1234: 0.12434955963481402
Position 363: 0.11084077856469307
Position 2300: 0.07845307760096354
Position 2194: 0.07313029469520087
Position 3840: 0.07020036102638662
Position 4120: 0.05217302300340809
Position 3102: 0.04012295323717778
Position 2221: 0.03787400140470344
Position 3438: 0.03679449331856338
Position 3375: 0.03193551243534124
Position 3105: 0.03125468765025102
Position 2163: 0.03031674253656635
Position 2838: 0.029780494039758063
Position 1407: 0.028423019349062818
Position 2200: 0.02761511698650747
Position 1863: 0.02757048002892715
Position 1469: 0.026150261307136994
Position 1654: 0.02387002112779428
Position 3340: 0.019750924996378115
Position 1893: 0.016634102664428826
Position 4076: 0.015225650233634563
Position 1747: 0.015065652450670168
Position 567: 0.014943492848962795
Position 2937: 0.011731301249522664
Position 3038: 0.010880070413877407
Position 4221: 0.007303819221034413
Position 1527: 0.007198133210768141
Position 1546: 0.006258923837368355
Position 819: 0.005665216499850405
Position 1247: 0.005600010390436999
Position 1047: 0.004725873919047429
Position 3426: 0.004541044982694515
Position 230: 0.00452041038652956
Position 2349: 0.004487045028810218
Position 3970: 0.004235002783146713
Position 1299: 0.00387285784549497
Position 1438: 0.003783102265654641
Position 2175: 0.0037281096262582747
Position 3214: 0.003614988472699139
Position 4187: 0.0033701183366822013
Position 1690: 0.0031938111390071465
Position 966: 0.0027985016205177783
Position 2976: 0.0026317700060543466
Position 1286: 0.002540787895734117
Position 3108: 0.0024088892857119905
Position 1734: 0.0023255188885160662
Position 1980: 0.0021627699383596545
Position 195: 0.001861875007166113
Position 517: 0.0017199200726923847
Position 3670: 0.0016547981703042207
Position 1906: 0.001583573009144528
Position 3709: 0.0014392097652727515
Position 1965: 0.0013472242292027286
Position 1451: 0.0011355548330929542
Position 2046: 0.0011310580492262681
Position 601: 0.0009602923346755307
Position 386: 0.0006969364835170306
Position 2283: 0.0006080438399119901
Position 1923: 0.0004940439024386084
Position 2994: 0.0004566822990704117
Position 399: 0.00042417775176394583
Position 1267: 0.00032477646311662646
Position 1989: 0.00030381225576753333
Position 1937: 0.0002979581191840751
Position 237: 0.0001727872552175764
Position 471: 0.00017067677709430885
Position 698: 0.00013562215843783605
Position 2231: 0.0001160026463130602
Position 632: 0.00010511994398262699
Position 978: 7.004989942770393e-05
Position 1059: 4.4838377303087916e-05
Position 941: 3.926737841173021e-05
Position 784: 3.6883751746787025e-05
Position 984: 2.245017426892929e-05
Position 915: 1.1073519060523984e-05
Position 944: 1.0421173462981662e-05
Position 456: 7.80507211765826e-06
Position 1154: 6.908061365332553e-06
Position 1369: 3.4757326705603053e-06
Position 1253: 3.4404204251870105e-06
Position 1577: 2.724739774373155e-06
Position 771: 2.39262443363591e-06
Position 873: 2.1374620087972567e-06
Position 1114: 1.5113692569976626e-06
Position 443: 9.306017953464312e-07
Position 864: 9.029654284695591e-07
Position 618: 8.007096475449643e-07
Position 148: 7.111389752198324e-07
Position 993: 7.037686007055701e-07
Position 645: 6.520385129782685e-07
Position 435: 5.431186863677539e-07
Position 99: 4.6063998581229795e-07
Position 651: 4.5506191132410635e-07
Position 615: 3.6638042595908406e-07
Position 288: 3.132267113606119e-07
Position 1101: 2.9005348299217417e-07
Position 683: 2.2598858496456057e-07
Position 405: 1.7436241368200877e-07
Position 480: 1.1049065939848866e-07
Position 918: 1.0877773311075188e-07
Position 624: 8.803151012807976e-08
Position 115: 2.0859246168567564e-08
Position 306: 9.852015721434357e-09
Position 110: 8.629757764575331e-09
Position 120: 2.9182677220095272e-09
Position 432: 1.4753861371441922e-09
Position 338: 1.0089917497456668e-09
Position 255: 9.938832235043378e-10
Position 66: 4.475703546823205e-10
Position 654: 1.3067854495784284e-12
Position 122: 2.03324993349545e-15
