Gene = shd
Position 6918: 5.279076073665156e-05
Position 510: 5.141687000747868e-05
Position 1756: 4.899287519131602e-05
Position 7665: 4.784525028419101e-05
Position 6425: 4.6063571032236635e-05
Position 5844: 4.301080908275673e-05
Position 6304: 4.0107788051879816e-05
Position 7176: 3.921002400634248e-05
Position 4482: 3.9086655194648236e-05
Position 3064: 3.5116981524080525e-05
Position 112: 3.377770057108964e-05
Position 228: 3.340206807605212e-05
Position 6599: 3.2236496866252746e-05
Position 6873: 3.0053496686473026e-05
Position 1225: 2.8635647820699705e-05
Position 317: 2.463005226006719e-05
Position 5671: 2.4554808522182672e-05
Position 213: 2.426829782793044e-05
Position 5208: 2.4065118418487422e-05
Position 6206: 2.3160755342933703e-05
Position 1154: 2.2651344490430604e-05
Position 2914: 2.258552544814717e-05
Position 7248: 2.2326946019167133e-05
Position 6404: 2.2176880896496645e-05
Position 6312: 2.128340210665441e-05
Position 6438: 2.109257129018594e-05
Position 2128: 2.0820948154803434e-05
Position 7062: 1.833722409790575e-05
Position 834: 1.6985734419632142e-05
Position 5974: 1.4893153244776846e-05
Position 1217: 1.3195000785451528e-05
Position 7558: 1.2839208443410082e-05
Position 749: 1.1661526729967003e-05
Position 305: 1.1519094001840236e-05
Position 423: 1.0485627805194189e-05
Position 1598: 1.0138095103917888e-05
Position 238: 9.741328083711173e-06
Position 274: 8.033248906359898e-06
Position 7068: 7.982581552801984e-06
Position 7594: 7.967433920073133e-06
Position 1167: 6.87123160264393e-06
Position 1083: 6.443575110899437e-06
Position 7323: 6.273323787365889e-06
Position 5319: 6.199892409425754e-06
Position 1411: 5.615195396366081e-06
Position 7613: 5.486030175343426e-06
Position 7565: 5.466499611413708e-06
Position 5855: 5.434138227062816e-06
Position 5757: 5.326313406949062e-06
Position 7495: 4.6925174587824916e-06
Position 5613: 4.609895720417325e-06
Position 6921: 4.572429376347122e-06
Position 7428: 4.47444057318958e-06
Position 5942: 4.441847808128528e-06
Position 2958: 4.4379672419923946e-06
Position 5720: 4.110662062462173e-06
Position 542: 4.030152472038409e-06
Position 5886: 3.3165483287299805e-06
Position 5495: 3.3009461253335984e-06
Position 6834: 2.8030760610431125e-06
Position 1293: 2.7975664143477926e-06
Position 5527: 2.560063205299361e-06
Position 143: 2.175234088974147e-06
Position 428: 2.136864353021888e-06
Position 6332: 1.9945882226645564e-06
Position 7278: 1.9146328089821185e-06
Position 7542: 1.7109877505626614e-06
Position 6968: 1.6975411181932642e-06
Position 7042: 1.6442922749628514e-06
Position 616: 1.4578535372468302e-06
Position 2514: 1.0085949618778196e-06
Position 646: 9.957920140817367e-07
Position 7677: 9.043957138170505e-07
Position 7510: 8.798267011127848e-07
Position 411: 8.097931087684889e-07
Position 7625: 7.374399914355981e-07
Position 6610: 6.412758762710537e-07
Position 7599: 6.092546176336873e-07
Position 931: 5.986269295977756e-07
Position 495: 5.389728986221793e-07
Position 628: 5.080896696955489e-07
Position 640: 4.6151258978677595e-07
Position 6802: 3.352528873813623e-07
Position 548: 3.1800940450823955e-07
Position 15: 2.679165394179092e-07
Position 929: 2.4164405960376254e-07
Position 7518: 2.2064461651100895e-07
Position 247: 1.832914516169813e-07
Position 6507: 1.6129632603196375e-07
Position 6788: 8.989534785329836e-08
Position 6497: 6.924070642179122e-08
Position 6861: 5.6465918796596276e-08
Position 6840: 4.7288506346747835e-08
Position 1450: 3.5548183060534405e-08
Position 1017: 3.3694787337169114e-08
Position 6858: 3.2405918267493825e-08
Position 6877: 3.1476291551555245e-08
Position 532: 2.4917724174666833e-08
Position 6729: 1.9701377453452252e-08
Position 4824: 1.9377363252289642e-08
Position 6853: 1.7092732695449364e-08
Position 4854: 1.532930977210539e-08
Position 6726: 1.4874457963526373e-08
Position 7018: 1.4476449486813577e-08
Position 488: 1.3470967374441085e-08
Position 6906: 8.4805521175426e-09
Position 498: 7.91569417005393e-09
Position 1438: 7.712575363907338e-09
Position 21: 6.39202660797111e-09
Position 4831: 5.993820831992891e-09
Position 551: 5.98648059136852e-09
Position 1015: 5.4770016361655785e-09
Position 6887: 4.258961553673694e-09
Position 403: 3.772906972036024e-09
Position 859: 2.804359898671271e-09
Position 857: 1.857089354617854e-09
Position 6901: 1.4626329423446112e-09
Position 1386: 1.1779741681460655e-09
Position 1135: 1.1728373039647189e-09
Position 5810: 9.724525591389336e-10
Position 6889: 4.666323145251147e-10
Position 7264: 3.512559487108147e-11
Position 7318: 2.8431699197089372e-11
Position 24: 8.292799344954368e-12
Position 6736: 4.3139150794645596e-13
Position 6376: 6.856341026637468e-14
Position 6372: 4.3991897945866304e-14
Position 6354: 3.633471323886997e-14
Position 6165: 1.6300824869132255e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6722: 0.9981525882262836
Position 7014: 0.9799854273210301
Position 6119: 0.9664191338819681
Position 5459: 0.9122578425120059
Position 6354: 0.8536029047454136
Position 4388: 0.7319566642957529
Position 4124: 0.4467560098967048
Position 4250: 0.25794054757017343
Position 3735: 0.14523682476690283
Position 4721: 0.13998870662558074
Position 6358: 0.12214385770278856
Position 2614: 0.1029307475142089
Position 2502: 0.08993463762589954
Position 7247: 0.08864936964246202
Position 3146: 0.08346720017718665
Position 5469: 0.07482120341617435
Position 4974: 0.04578816745360079
Position 7454: 0.043481899854560566
Position 4706: 0.041465028642816135
Position 731: 0.03098943514691942
Position 165: 0.01874336932755604
Position 262: 0.012549368756799935
Position 532: 0.011852095178585181
Position 4670: 0.010866371635186885
Position 3772: 0.009382510996637722
Position 6397: 0.008357352582667881
Position 4489: 0.007783025308140838
Position 1482: 0.007482069382413311
Position 1999: 0.007476030416147092
Position 1674: 0.006439241793211228
Position 5396: 0.006352411520133116
Position 5319: 0.005984283236755831
Position 4148: 0.005931821268785406
Position 4422: 0.005664294711472197
Position 5363: 0.005057663028579407
Position 6462: 0.0043376793564873705
Position 4191: 0.004272228539570299
Position 2658: 0.0042133388143557925
Position 2040: 0.00420456785907559
Position 4267: 0.004181692069854919
Position 3557: 0.004170209057418069
Position 3910: 0.0039041351204486124
Position 2141: 0.0032512878732300315
Position 616: 0.0030096631941204273
Position 518: 0.0028733236777570797
Position 235: 0.0028578960053588565
Position 6425: 0.0028554501178951314
Position 374: 0.0028553310384981543
Position 5088: 0.0027225833837013916
Position 802: 0.00271155241680555
Position 4079: 0.0026039198951246963
Position 2174: 0.00237264181188758
Position 3692: 0.0023011714210964054
Position 4687: 0.002170834045684945
Position 5703: 0.002165685282984724
Position 5718: 0.0018796258431266314
Position 6504: 0.001874901633526508
Position 2159: 0.001760984531664143
Position 4213: 0.00161415137925559
Position 5967: 0.0014345086377667148
Position 2877: 0.0013635747151986674
Position 995: 0.0013554381743499293
Position 7047: 0.0012296626447908209
Position 7721: 0.0011348207959229497
Position 238: 0.0011290842507069826
Position 7024: 0.001121955162858134
Position 4562: 0.0011016589473490854
Position 5519: 0.001070489208196728
Position 4726: 0.0009664852549066215
Position 6492: 0.0008969122510148155
Position 7097: 0.000846769289892079
Position 6688: 0.0007339722247499561
Position 2933: 0.0007003423173537997
Position 4058: 0.0006724711820379471
Position 2084: 0.0006490676013245051
Position 2329: 0.0006450614590212899
Position 2588: 0.0006206676793419943
Position 4331: 0.0006104674510239345
Position 1893: 0.000586192310108906
Position 6740: 0.0005820456315029658
Position 5911: 0.0005783290660399918
Position 6021: 0.0005490710067291796
Position 3354: 0.0005159027182148269
Position 1634: 0.0005154875576408619
Position 4877: 0.0005066830313161267
Position 1306: 0.0004294342695676707
Position 667: 0.0004249848983957167
Position 5486: 0.00042030432651970584
Position 1357: 0.00041748678930855076
Position 205: 0.0004131934152470578
Position 7460: 0.0004076126276699316
Position 3815: 0.0003447507871931616
Position 2023: 0.0003408534939799386
Position 324: 0.0003399248509709177
Position 4846: 0.0003319151308704358
Position 2046: 0.0003218484757323989
Position 5728: 0.00032041952710579
Position 2928: 0.0003195426754738914
Position 7625: 0.00030354182372955917
Position 2995: 0.00028598062469944665
Position 6132: 0.00027800422765581503
Position 5987: 0.0002713305981538286
Position 5825: 0.00027004109041045055
Position 628: 0.00024869131409738574
Position 7542: 0.00024095288451924952
Position 1091: 0.00022304132985384624
Position 6761: 0.00021891827620241998
Position 5877: 0.0001849640306676271
Position 6750: 0.00017474044311769783
Position 7304: 0.0001655421082289878
Position 4803: 0.0001617643366289698
Position 3861: 0.0001544261563212238
Position 1756: 0.0001506988736538421
Position 4308: 0.00014204164812356654
Position 3077: 0.00013113158870111616
Position 3470: 0.00013076706584679625
Position 7173: 0.00012946132469183913
Position 3917: 0.00012816891286656441
Position 280: 0.00011332904448764419
Position 7140: 0.00010563922863981733
Position 2252: 0.00010364961720398139
Position 6515: 9.887730176246378e-05
Position 4895: 9.62206146594093e-05
Position 7202: 9.530423639112858e-05
Position 7160: 9.31631402872727e-05
Position 5908: 9.305242050987764e-05
Position 4739: 8.591983522140251e-05
Position 5880: 8.578852838895387e-05
Position 3188: 8.387623400424451e-05
Position 1029: 7.733507544045509e-05
Position 2914: 7.342162350904964e-05
Position 7565: 7.196769420664816e-05
Position 1687: 7.087639852940444e-05
Position 2049: 6.758640493251108e-05
Position 7599: 6.728768459207046e-05
Position 7474: 6.483089873851417e-05
Position 646: 6.215955143510792e-05
Position 1454: 6.0063507757548895e-05
Position 411: 5.508591643045684e-05
Position 1796: 5.189719645831672e-05
Position 3198: 5.168166776078545e-05
Position 3157: 5.1541054032537654e-05
Position 6545: 5.0844265256101524e-05
Position 897: 4.551918414502855e-05
Position 2685: 3.9423072098163375e-05
Position 2815: 3.381406808137892e-05
Position 421: 3.300034907602765e-05
Position 4427: 3.274636838327843e-05
Position 6785: 2.886920122526305e-05
Position 6640: 2.6540223351489176e-05
Position 4424: 2.4973464324731065e-05
Position 5121: 2.175295508533153e-05
Position 6058: 2.111566608202683e-05
Position 6438: 2.0158775304555764e-05
Position 6766: 1.9697880730366344e-05
Position 211: 1.7473714087971558e-05
Position 7103: 1.7119360375483422e-05
Position 7700: 1.4307611928308356e-05
Position 6529: 1.3346622029404827e-05
Position 1709: 1.3090617238508557e-05
Position 7222: 1.2066089880823542e-05
Position 1312: 1.1494495425526853e-05
Position 1438: 1.1037133444489507e-05
Position 6507: 8.718697264148827e-06
Position 7684: 8.609936497973584e-06
Position 7313: 7.999282091797112e-06
Position 6798: 7.897763123268176e-06
Position 6165: 6.569517532345271e-06
Position 4920: 6.491269352564786e-06
Position 1015: 5.662565410069206e-06
Position 4901: 5.296486444506924e-06
Position 6777: 4.196150846583764e-06
Position 6153: 2.937023540955689e-06
Position 6853: 2.5106695022422113e-06
Position 746: 1.6319853842778822e-06
Position 6883: 1.378903012514783e-06
Position 937: 1.3695743537582817e-06
Position 5640: 1.3444380303995856e-06
Position 7109: 1.0427493816707672e-06
Position 7518: 7.010453209766354e-07
Position 455: 6.748942193430817e-07
Position 6788: 6.582954514542699e-07
Position 6894: 6.34921783521154e-07
Position 905: 6.27503450351908e-07
Position 470: 6.246524955456715e-07
Position 5551: 5.895145684672308e-07
Position 498: 5.275927933006546e-07
Position 6383: 4.894625467888591e-07
Position 5596: 4.811758374530633e-07
Position 6824: 4.2172421691128533e-08
Position 428: 3.85613078830872e-08
Position 6917: 3.4297767658550516e-08
Position 6899: 2.3191147903567248e-08
Position 6592: 2.2810564232769268e-08
Position 1098: 1.296409608434478e-08
Position 6933: 6.251299545824729e-09
Position 457: 2.6298037593809934e-09
Position 1211: 2.5389438898251155e-09
Position 6977: 1.994313765243125e-09
Position 1087: 1.0798959458467209e-09
Position 69: 1.046499808845773e-09
Position 213: 8.728168388835294e-10
Position 7068: 8.233784054554631e-12
Position 108: 6.214204694081936e-12
Position 62: 4.783493357810191e-13
Position 477: 5.024803747120827e-14
Position 105: 4.568349656636707e-16
