Gene = cpb
Position 247: 1.4892032380921152e-05
Position 982: 1.2304197177227544e-05
Position 538: 1.0336510059576543e-05
Position 1091: 9.796388624377054e-06
Position 1163: 9.14221114513415e-06
Position 1959: 8.213574032484868e-06
Position 1431: 8.055600247450174e-06
Position 656: 7.882508993679502e-06
Position 1759: 7.646501428642832e-06
Position 968: 6.025472109235683e-06
Position 1105: 5.68011154211161e-06
Position 1569: 5.559649408006945e-06
Position 1730: 5.108925309283802e-06
Position 1256: 4.7621206199002665e-06
Position 1763: 4.751499780468097e-06
Position 653: 4.613923713453978e-06
Position 1532: 4.113091789489626e-06
Position 971: 4.032509581840871e-06
Position 1624: 3.842289782370029e-06
Position 916: 3.5205997709495367e-06
Position 1725: 2.84795233697194e-06
Position 605: 2.327794741630169e-06
Position 189: 1.582593501360367e-06
Position 647: 1.5130307846430183e-06
Position 998: 1.4261652375996167e-06
Position 2019: 1.3323201186528943e-06
Position 238: 6.349384238771959e-07
Position 143: 5.439745595323256e-07
Position 120: 5.28154526382359e-07
Position 128: 4.049612989617092e-07
Position 64: 3.866609834162291e-07
Position 169: 1.2702221910333877e-07
Position 152: 8.776220783319375e-08
Position 103: 6.32022235325538e-08
Position 198: 6.1841715626935e-08
Position 791: 2.7631188430035813e-08
Position 82: 2.6098583135732242e-08
Position 821: 2.1239360510237323e-08
Position 195: 1.346843789653191e-08
Position 71: 1.2290380704511619e-08
Position 122: 1.1213111091835458e-08
Position 73: 7.278229184584629e-09
Position 837: 5.563300224931007e-09
Position 909: 5.190386704982397e-09
Position 560: 4.382074667057443e-09
Position 920: 4.240978821057809e-09
Position 340: 2.433856000105858e-09
Position 563: 1.9982600687681194e-09
Position 665: 1.9380278353505378e-09
Position 217: 4.656903977064446e-10
Position 411: 3.827107638549452e-10
Position 202: 2.6120162166198065e-11
Position 416: 5.6247817682493326e-15
