Gene = MESR3
Position 1275: 1.2177024217093912e-18
Position 1223: 1.1532441561474132e-18
Position 1245: 1.055231884439784e-18
Position 2177: 1.0414305296553106e-18
Position 1932: 1.037302807841426e-18
Position 1285: 9.44544088712847e-19
Position 1330: 9.063744600016596e-19
Position 1824: 7.208581826455577e-19
Position 678: 5.617178237654668e-19
Position 1353: 5.479888965244309e-19
Position 1239: 5.373354460510832e-19
Position 1844: 5.330507094849285e-19
Position 1308: 5.021543844704766e-19
Position 1109: 3.939115554966667e-19
Position 1242: 2.889671113524933e-19
Position 1075: 2.644032041976054e-19
Position 1237: 2.539156555613782e-19
Position 2140: 2.0628525541700315e-19
Position 1700: 1.5954006094926664e-19
Position 1194: 1.3014042933440376e-19
Position 1805: 1.2182614451127462e-19
Position 1102: 5.945339844274627e-20
Position 1714: 5.841529691101939e-20
Position 1280: 2.5222134064733025e-20
Position 1077: 4.779870524564951e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 32341: 0.9999896996840535
Position 21293: 5.257588425171505e-06
Position 22788: 3.161726132476292e-06
Position 22002: 1.1022102728897429e-06
Position 11659: 6.012768503205007e-07
Position 21065: 5.356406499691003e-07
Position 518: 4.151949401990895e-07
Position 11788: 1.8592623769667312e-07
Position 11635: 1.5869381626232422e-07
Position 19960: 9.578838570928312e-08
Position 19657: 7.267662265481705e-08
Position 16713: 2.5697539421359704e-08
Position 11103: 2.54540461503299e-08
Position 533: 2.4916437764166304e-08
Position 11574: 1.87377819321619e-08
Position 16740: 1.6432569871598488e-08
Position 14486: 1.4633782603983099e-08
Position 16524: 1.2063325459157967e-08
Position 17134: 4.850362500837428e-09
Position 13906: 2.1666745572589844e-09
Position 6926: 2.008248780290097e-09
Position 7784: 1.3047093078324724e-09
Position 16222: 7.232434597838678e-10
Position 12073: 6.349409449469701e-10
Position 15356: 5.168858396284891e-10
Position 554: 4.872541297313539e-10
Position 15223: 3.535808738360946e-10
Position 13144: 2.987043197308561e-10
Position 15403: 2.8825944334971233e-10
Position 13371: 2.6305908693291314e-10
Position 6981: 2.586342881733567e-10
Position 7238: 2.1833540675433484e-10
Position 15278: 2.175272809524172e-10
Position 7984: 1.7481598098428822e-10
Position 8022: 1.4691900262726124e-10
Position 7926: 1.3233788716553074e-10
Position 8532: 1.281635494105194e-10
Position 12697: 8.532549129536626e-11
Position 7512: 7.852220181424593e-11
Position 7706: 7.445063292552988e-11
Position 8339: 6.776475539775372e-11
Position 7086: 6.016295089530392e-11
Position 8198: 5.764596628432219e-11
Position 657: 4.8040880583532496e-11
Position 7235: 4.2221156668441414e-11
Position 7301: 3.6796751992589306e-11
Position 12150: 3.06691465660622e-11
Position 6429: 2.9452917257240436e-11
Position 7133: 2.1651640878095968e-11
Position 5591: 2.077012314133564e-11
Position 6479: 2.0401656900190893e-11
Position 6983: 1.9409880863771715e-11
Position 7110: 1.9123952527044823e-11
Position 6361: 1.8529034605739685e-11
Position 12423: 1.8352109941463804e-11
Position 6147: 1.779825583096258e-11
Position 7083: 1.7151943020302706e-11
Position 13158: 1.7114931268042358e-11
Position 12541: 1.7050428113296728e-11
Position 13351: 1.7043443625706005e-11
Position 5892: 1.6016179098054734e-11
Position 12789: 1.5989114977079398e-11
Position 6996: 1.5101448266941928e-11
Position 12020: 1.4819378915600365e-11
Position 803: 1.2613234532820128e-11
Position 8081: 1.217832434407815e-11
Position 6306: 1.2053492243601901e-11
Position 5933: 1.0562803030888378e-11
Position 11938: 7.618693789186918e-12
Position 1032: 5.9984868636042155e-12
Position 8432: 5.835194427036211e-12
Position 8246: 4.127713117511533e-12
Position 4166: 3.98263060274077e-12
Position 9664: 3.854588092988132e-12
Position 9911: 3.5793469053623675e-12
Position 10378: 2.9543861284902144e-12
Position 9731: 2.037188973405351e-12
Position 4346: 1.8580974092334436e-12
Position 1983: 1.317776076714191e-12
Position 11130: 1.315571208231488e-12
Position 3656: 1.1680536149106266e-12
Position 5856: 1.1472887544806854e-12
Position 3954: 1.123763828411521e-12
Position 6785: 1.050386448052196e-12
Position 11135: 1.036168079084894e-12
Position 219: 9.447818565213326e-13
Position 1074: 8.748326296811547e-13
Position 9453: 8.040284171727604e-13
Position 2286: 7.990439750472214e-13
Position 6521: 7.224537439973381e-13
Position 10332: 5.833526400507301e-13
Position 4483: 5.793994121622241e-13
Position 2924: 5.576545262026144e-13
Position 10353: 5.541302793957056e-13
Position 1572: 5.489537947144801e-13
Position 1602: 5.471478050775609e-13
Position 3622: 5.028538214035857e-13
Position 10390: 4.636314613622609e-13
Position 4373: 4.145238011959881e-13
Position 4035: 3.95613157733794e-13
Position 3679: 2.742845933003574e-13
Position 3467: 2.701835314452052e-13
Position 9964: 2.5650299600636295e-13
Position 4183: 2.4401780352113565e-13
Position 9318: 2.196655288021798e-13
Position 8855: 2.0832889097683075e-13
Position 2012: 2.0826877605633514e-13
Position 328: 1.984260420600009e-13
Position 3226: 1.844478242172455e-13
Position 449: 1.6892739544920702e-13
Position 3566: 1.276097172189873e-13
Position 3739: 1.202646952527935e-13
Position 4221: 1.1845729914276834e-13
Position 1700: 1.1001794243328594e-13
Position 110: 1.0095468101207293e-13
Position 4187: 8.806527554627298e-14
Position 1036: 7.228184263404864e-14
Position 1487: 6.758345773994994e-14
Position 4705: 6.092834380785204e-14
Position 383: 4.8427383939211754e-14
Position 122: 4.158979057212251e-14
Position 897: 3.4160410354907434e-14
Position 119: 3.196747576066117e-14
Position 422: 3.1672583791268567e-14
Position 4666: 2.7045839072265898e-14
Position 244: 2.535296200785024e-14
Position 4728: 2.4426827888930233e-14
Position 4514: 1.1570543554657525e-14
Position 3887: 8.970251128390715e-15
Position 4552: 6.736932852430413e-15
Position 5415: 4.396288073750996e-15
Position 6010: 2.5418942528404984e-15
Position 4576: 2.0171249208809062e-15
Position 5559: 1.3755889260097527e-15
Position 1315: 1.294845144612203e-15
Position 5568: 1.2407637481040343e-15
Position 2493: 1.1599072073009428e-15
Position 4740: 8.966233365335365e-16
Position 4822: 7.280931552449739e-16
Position 3184: 6.501238857285315e-16
Position 5026: 5.918180350390321e-16
Position 3260: 5.130158252929659e-16
Position 736: 4.2409153514808115e-16
Position 2771: 3.7969460668354787e-16
Position 2487: 3.486505335175193e-16
Position 2447: 3.1211020530653056e-16
Position 125: 2.4040910833300774e-16
Position 788: 2.2283199936856043e-16
Position 4426: 2.1811005854502726e-16
Position 557: 1.90001213348629e-16
Position 2363: 1.8706109833255643e-16
Position 3858: 1.7036879059277239e-16
Position 3205: 1.6019153160899178e-16
Position 394: 1.571158611009102e-16
Position 2885: 1.4746256627822257e-16
Position 1661: 1.4062418282519082e-16
Position 289: 1.4038241824681948e-16
Position 151: 1.3175784787920054e-16
Position 3728: 1.258263887606772e-16
Position 2962: 1.1907531277858905e-16
Position 3826: 1.149251733448408e-16
Position 3044: 1.1044846718826248e-16
Position 1273: 1.1027354707368949e-16
Position 3145: 8.958473099332975e-17
Position 2082: 8.349034371778185e-17
Position 3277: 7.513712362290492e-17
Position 333: 5.3386406768403534e-17
Position 746: 5.257742819687234e-17
Position 1431: 5.0974249318252876e-17
Position 2861: 5.0586359468394576e-17
Position 1579: 4.865118282466603e-17
Position 591: 4.6102842652644e-17
Position 3103: 4.581778811588924e-17
Position 1530: 4.406199135838909e-17
Position 2293: 4.337460267794742e-17
Position 1443: 4.0985210082807205e-17
Position 2504: 3.66436493849665e-17
Position 1629: 3.329481500200671e-17
Position 2727: 3.192350135970551e-17
Position 2040: 2.7636820205775748e-17
Position 1872: 2.4669014220177817e-17
Position 1590: 2.457759844211282e-17
Position 884: 2.4383665450053406e-17
Position 253: 2.0416709860601204e-17
Position 1139: 1.8072835628460558e-17
Position 2368: 1.7566400658855792e-17
Position 368: 1.6880485908146672e-17
Position 738: 8.646267127300738e-18
Position 943: 7.960567445056368e-18
Position 607: 6.143247538935516e-18
Position 934: 5.5411703637885315e-19
Position 1127: 1.6936480775347399e-19
Position 573: 7.961508311903584e-20
Position 1056: 6.728717905804636e-20
Position 1152: 6.502899326315925e-20
Position 599: 2.5113250780602955e-20
Position 473: 1.3291170868479855e-20
Position 567: 9.106022214300428e-21
Position 561: 3.753154841255877e-21
Position 463: 1.8543502037732173e-21
