Gene = TfAP-2
Position 24500: 0.0002133676115425603
Position 24757: 0.0001701159936585702
Position 26165: 0.00014569130520308658
Position 24963: 0.00011876140472371492
Position 26243: 8.795818150341222e-05
Position 24631: 7.81002304854021e-05
Position 2428: 7.776591829154293e-05
Position 25361: 7.55694428529629e-05
Position 25609: 6.2851221391421e-05
Position 25616: 5.9543035006890204e-05
Position 25220: 5.82898259757792e-05
Position 26424: 5.5058317312515666e-05
Position 26135: 4.886906813779351e-05
Position 25733: 4.6220446881727804e-05
Position 25292: 4.1024302040205366e-05
Position 26294: 3.466836048829958e-05
Position 24527: 2.8007981186061922e-05
Position 24682: 2.6581422295625923e-05
Position 25437: 2.5517221796298304e-05
Position 25725: 2.3978350825375e-05
Position 409: 2.134936782548882e-05
Position 26090: 2.0844203110075046e-05
Position 25508: 2.0700659559164434e-05
Position 26248: 1.896200080939556e-05
Position 25970: 1.7347438501192312e-05
Position 1124: 1.3581524062299577e-05
Position 1558: 1.1561101097102988e-05
Position 24634: 1.1398648622007016e-05
Position 634: 1.0267850295082101e-05
Position 646: 9.955192702218522e-06
Position 272: 9.903662569410786e-06
Position 195: 9.492678587162749e-06
Position 768: 8.1538360346383e-06
Position 26079: 8.129282021169164e-06
Position 25444: 8.078019941178889e-06
Position 1773: 7.303809497415523e-06
Position 614: 7.273957021949875e-06
Position 626: 6.586558752834271e-06
Position 2376: 6.211348476173507e-06
Position 2318: 5.265608405036736e-06
Position 26087: 5.108519264205242e-06
Position 25571: 4.067884104164535e-06
Position 25346: 3.9921714075774e-06
Position 290: 3.1665202130994222e-06
Position 215: 2.7340408321699363e-06
Position 17: 2.6838305423048934e-06
Position 26084: 1.569861734476707e-06
Position 25277: 1.536889918305494e-06
Position 1483: 1.3626240771269775e-06
Position 25935: 1.272034840154387e-06
Position 26320: 1.1630881182949858e-06
Position 594: 9.57223309920203e-07
Position 26359: 8.158127279945733e-07
Position 1289: 6.677554919440392e-07
Position 854: 6.375004935444456e-07
Position 25383: 6.000229645401678e-07
Position 25318: 5.099244005665366e-07
Position 1255: 4.3951818357310226e-07
Position 25206: 4.14680329633191e-07
Position 406: 4.0712887382495123e-07
Position 1523: 3.9745611339012e-07
Position 25299: 3.1404514005564735e-07
Position 172: 2.9938059225134956e-07
Position 58: 2.629492804524451e-07
Position 1117: 2.5767113421403606e-07
Position 26054: 2.5337136135328766e-07
Position 177: 2.1973192457041926e-07
Position 25995: 1.49705412873362e-07
Position 25248: 1.1100747196475377e-07
Position 26081: 7.774754750294772e-08
Position 25739: 2.9917755767563775e-08
Position 25770: 4.058581138663258e-09
Position 26030: 1.5410247363066368e-09
Position 24650: 3.563461633463741e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 22590: 0.9990629968691243
Position 26015: 0.9990062338447389
Position 25416: 0.9987504146977528
Position 22890: 0.9834699899664374
Position 25784: 0.9708561461455352
Position 25166: 0.9142648168432295
Position 24314: 0.8699827044063393
Position 24848: 0.4862316716015156
Position 24590: 0.1740019203568854
Position 4101: 0.11256460807819268
Position 23380: 0.09219739884574014
Position 12425: 0.08660056046400083
Position 23115: 0.07221132825805467
Position 25092: 0.038917932025180874
Position 11890: 0.03684209860007993
Position 23540: 0.03424451523740342
Position 24349: 0.02434619069971621
Position 23403: 0.021002060863495826
Position 24018: 0.017185883842790798
Position 25805: 0.016393098992586525
Position 26339: 0.01595329537654642
Position 23705: 0.014360932359078437
Position 24151: 0.013396087232663882
Position 25596: 0.010677804238393712
Position 25739: 0.010555219157075049
Position 3697: 0.009501135285085229
Position 26480: 0.009367681319950062
Position 24871: 0.008948267903087972
Position 24782: 0.008200946360091242
Position 2493: 0.007600653505327111
Position 4046: 0.007366656093121041
Position 24352: 0.006683064294571647
Position 26151: 0.006470019961431581
Position 22872: 0.006321028561051964
Position 25001: 0.00575303868011365
Position 24634: 0.0037044541447064055
Position 23482: 0.0035357641439242816
Position 3752: 0.0030783223220015856
Position 23305: 0.002994134160599714
Position 4248: 0.0026826024511401544
Position 4223: 0.0022156829885771425
Position 4269: 0.0018076199855880145
Position 1623: 0.001679997776200726
Position 3185: 0.0016618661466232993
Position 3342: 0.001517296400917867
Position 25794: 0.0013690957102424665
Position 4285: 0.0011374481863991777
Position 23674: 0.0009293530711400283
Position 4075: 0.0009183561169577258
Position 24278: 0.0009179729835591934
Position 24677: 0.0007166182192536291
Position 2317: 0.0006693177453266026
Position 3775: 0.0006455134246181422
Position 4232: 0.0006395508586529285
Position 23908: 0.0005702034585435033
Position 24184: 0.000522991822536608
Position 4062: 0.0004983063798820456
Position 26194: 0.00043905840410691133
Position 25491: 0.0003894995357214374
Position 4330: 0.00036704204059947353
Position 3878: 0.00035891893486508824
Position 2455: 0.0003352023360216659
Position 25232: 0.0003220594653109699
Position 23716: 0.0003101442202616804
Position 25136: 0.0003017031895291306
Position 2885: 0.0002902652376995168
Position 23314: 0.0002554921904713724
Position 25069: 0.00025244490721837036
Position 23130: 0.00022850120725066903
Position 4014: 0.00022773473554317517
Position 26243: 0.0002152655251594026
Position 2726: 0.00017500466590735598
Position 23343: 0.00016106063107524003
Position 25187: 0.00016051732536604424
Position 23257: 0.00013882025547574673
Position 25850: 0.00011761127407052364
Position 23710: 0.00011714910317362063
Position 23820: 0.00010422067357186194
Position 26051: 9.000010815267865e-05
Position 26427: 8.741217528994709e-05
Position 25215: 8.469624974220598e-05
Position 25818: 8.231395429362788e-05
Position 25276: 8.06435006665201e-05
Position 26366: 7.770209896544365e-05
Position 26463: 7.514441493555431e-05
Position 25176: 6.918425386275468e-05
Position 25600: 5.8375119193004516e-05
Position 25874: 1.7796565297445986e-05
Position 23196: 1.7757131043445114e-05
Position 25796: 7.572591476883238e-06
Position 24682: 7.0648693148583495e-06
Position 25558: 6.942130174364532e-06
Position 25725: 5.953414035787679e-06
Position 26248: 4.459921141135346e-06
Position 26373: 3.6448407813968572e-06
Position 25423: 3.2221869581575568e-06
Position 25429: 2.75245291740215e-06
Position 24957: 2.291773014003461e-06
Position 25678: 8.312072182875619e-07
Position 26174: 7.66692648498527e-07
Position 25952: 4.703226695344992e-07
Position 25456: 4.099710101316271e-07
Position 26120: 3.5270783880193615e-07
Position 26129: 2.4584809190158516e-07
Position 26030: 2.3523087040640757e-07
Position 25843: 1.731228893407641e-07
Position 25639: 1.4150036938971613e-07
Position 25681: 8.690933448709982e-08
Position 26162: 7.63166039646281e-08
Position 26101: 6.690641897932971e-08
Position 26158: 6.64624471326499e-08
Position 25658: 5.392324353313556e-08
Position 25707: 3.0978598787235856e-08
Position 25813: 2.3129593945638485e-09
